# Sensor: Sensor Rotor      
# Record count:   14002      
# Storage mode:  Memory      
# Datetime of save: 2024-11-28T17:37:01      
# Statistical parameters for each field (time series) are placed above the column of the respective time series.
      
# Results earlier than the 'Statistics start time' (see below) are not included when calculating the statistic variables.
# Statistics start time: 100 s      
      
# Column      
      1      	      2      	      3      	      4      	      5      	      6      	      7      	      8      	      9      	     10      	     11      	     12      	     13      	     14      	     15      	     16      	     17      	     18      	     19      	     20      	      
Time [s]      	Power (aero)      [    k W      ]      	Torque (aero)      [   k Nm      ]      	Thrust (aero)      [    k N      ]      	    RPM      [    rpm      ]      	    TSR      [             ]      	Demanded collective pitch angle      [      °      ]      	Power coef. (CP)      [      %      ]      	Thrust coef. (CT)      [      %      ]      	Tip speed      [    m/s      ]      	1P (one revolution)      [      s      ]      	nP (blade passing)      [      s      ]      	Azimuth angle      [      °      ]      	Rotation per timestep      [      °      ]      	Wind speed at hub, magnitude      [    m/s      ]      	Wind speed at hub     .x      [    m/s      ]      	Wind speed at hub     .y      [    m/s      ]      	Wind speed at hub     .z      [    m/s      ]      	Wind angle at hub      [      °      ]      	Yaw angle      [      °      ]      
    0.2      	5.51115      	 7.5272      	0.26879      	6.99165      	7.37403      	9.60008      	0.0113472      	0.00664109      	88.4883      	8.58167      	2.86056      	6.30036      	2.09749      	     12      	      0      	    -12      	      0      	      0      	      0      
   0.25      	10.6168      	14.5153      	0.621868      	6.98454      	7.36653      	9.50009      	0.0218594      	0.0153647      	88.3984      	 8.5904      	2.86347      	8.39793      	2.09536      	     12      	      0      	    -12      	      0      	      0      	      0      
    0.3      	17.8423      	24.4023      	1.20552      	6.98219      	7.36405      	9.40011      	0.0367363      	0.0297851      	88.3686      	 8.5933      	2.86443      	10.4944      	2.09466      	     12      	      0      	    -12      	      0      	      0      	      0      
   0.35      	28.1303      	 38.452      	2.04876      	6.98598      	7.36805      	9.30013      	0.0579188      	0.0506195      	88.4166      	8.58863      	2.86288      	12.5894      	2.09579      	     12      	      0      	    -12      	      0      	      0      	      0      
    0.4      	41.8822      	57.3101      	3.23877      	6.97863      	7.36029      	9.20015      	0.0862332      	0.0800214      	88.3235      	8.59768      	2.86589      	14.6846      	2.09359      	     12      	      0      	    -12      	      0      	      0      	      0      
   0.45      	59.3552      	81.1143      	4.83404      	6.98767      	7.36983      	9.10017      	0.122209      	0.119436      	 88.438      	8.58655      	2.86218      	16.7793      	 2.0963      	     12      	      0      	    -12      	      0      	      0      	      0      
    0.5      	82.4915      	112.899      	 6.8575      	6.97734      	7.35893      	9.00019      	0.169846      	0.169431      	88.3072      	8.59927      	2.86642      	18.8742      	 2.0932      	     12      	      0      	    -12      	      0      	      0      	      0      
   0.55      	110.201      	150.937      	9.48974      	6.97206      	7.35337      	8.90021      	0.226898      	0.234466      	88.2404      	8.60577      	2.86859      	 20.969      	2.09162      	     12      	      0      	    -12      	      0      	      0      	      0      
    0.6      	146.403      	200.522      	12.6609      	6.97203      	7.35333      	8.80023      	0.301436      	0.312817      	  88.24      	8.60582      	2.86861      	23.0614      	2.09161      	     12      	      0      	    -12      	      0      	      0      	      0      
   0.65      	190.459      	260.929      	16.6574      	6.97031      	7.35152      	8.70024      	0.392146      	0.411559      	88.2183      	8.60794      	2.86931      	 25.153      	2.09109      	     12      	      0      	    -12      	      0      	      0      	      0      
    0.7      	244.672      	334.523      	21.4737      	6.98442      	 7.3664      	8.60026      	0.503767      	0.530558      	88.3968      	8.59055      	2.86352      	27.2444      	2.09533      	     12      	      0      	    -12      	      0      	      0      	      0      
   0.75      	 310.84      	425.132      	27.2265      	6.98207      	7.36393      	8.50028      	0.640002      	0.672695      	88.3671      	8.59344      	2.86448      	29.3376      	2.09462      	     12      	      0      	    -12      	      0      	      0      	      0      
    0.8      	 387.11      	529.219      	34.1279      	6.98506      	7.36707      	 8.4003      	0.797038      	0.843211      	88.4049      	8.58977      	2.86326      	31.4325      	2.09552      	     12      	      0      	    -12      	      0      	      0      	      0      
   0.85      	479.426      	655.288      	42.0013      	6.98652      	7.36862      	8.30032      	0.987112      	1.03774      	88.4234      	8.58797      	2.86266      	33.5276      	2.09596      	     12      	      0      	    -12      	      0      	      0      	      0      
    0.9      	583.901      	798.526      	51.2498      	6.98267      	7.36455      	8.20034      	1.20222      	1.26625      	88.3746      	8.59271      	2.86424      	35.6233      	 2.0948      	     12      	      0      	    -12      	      0      	      0      	      0      
   0.95      	705.087      	963.815      	61.6746      	6.98587      	7.36793      	8.10036      	1.45174      	1.52382      	88.4152      	8.58876      	2.86292      	37.7187      	2.09576      	     12      	      0      	    -12      	      0      	      0      	      0      
      1      	840.917      	1150.75      	73.4646      	6.97818      	7.35982      	8.00038      	 1.7314      	1.81512      	88.3178      	8.59823      	2.86608      	 39.814      	2.09345      	     12      	      0      	    -12      	      0      	      0      	      0      
   1.05      	987.925      	1349.79      	86.6672      	 6.9892      	7.37145      	 7.9004      	2.03408      	2.14132      	88.4574      	8.58467      	2.86156      	41.9086      	2.09676      	     12      	      0      	    -12      	      0      	      0      	      0      
    1.1      	1144.71      	1564.58      	100.848      	6.98667      	7.36877      	7.80041      	 2.3569      	2.49167      	88.4253      	8.58779      	 2.8626      	44.0037      	  2.096      	     12      	      0      	    -12      	      0      	      0      	      0      
   1.15      	1302.02      	 1778.8      	116.214      	6.98976      	7.37204      	7.70043      	2.68079      	2.87134      	88.4644      	8.58398      	2.86133      	46.1001      	2.09693      	     12      	      0      	    -12      	      0      	      0      	      0      
    1.2      	   1464      	2000.47      	132.126      	6.98843      	7.37063      	7.60045      	3.01429      	3.26447      	88.4476      	8.58562      	2.86187      	48.1966      	2.09653      	     12      	      0      	    -12      	      0      	      0      	      0      
   1.25      	1624.43      	2222.57      	148.894      	6.97937      	7.36108      	7.50047      	3.34461      	3.67878      	 88.333      	8.59676      	2.86559      	50.2933      	2.09381      	     12      	      0      	    -12      	      0      	      0      	      0      
    1.3      	1783.85      	2439.59      	166.313      	6.98254      	7.36442      	7.40049      	3.67285      	4.10914      	 88.373      	8.59286      	2.86429      	52.3885      	2.09476      	     12      	      0      	    -12      	      0      	      0      	      0      
   1.35      	1939.96      	 2654.9      	184.048      	6.97778      	 7.3594      	7.30051      	3.99428      	4.54734      	88.3127      	8.59873      	2.86624      	54.4828      	2.09333      	     12      	      0      	    -12      	      0      	      0      	      0      
    1.4      	2086.08      	2855.56      	 202.29      	6.97607      	7.35759      	7.20053      	4.29512      	4.99806      	88.2911      	8.60083      	2.86694      	56.5768      	2.09282      	     12      	      0      	    -12      	      0      	      0      	      0      
   1.45      	2231.19      	3053.45      	 220.45      	6.97776      	7.35938      	7.10055      	 4.5939      	5.44673      	88.3126      	8.59874      	2.86625      	58.6699      	2.09333      	     12      	      0      	    -12      	      0      	      0      	      0      
    1.5      	2371.38      	3247.29      	238.979      	6.97352      	7.35491      	7.00057      	4.88255      	5.90453      	88.2589      	8.60397      	2.86799      	 60.763      	2.09206      	     12      	      0      	    -12      	      0      	      0      	      0      
   1.55      	2517.79      	3445.69      	257.892      	6.97773      	7.35935      	6.90058      	5.18399      	6.37184      	88.3122      	8.59878      	2.86626      	62.8556      	2.09332      	     12      	      0      	    -12      	      0      	      0      	      0      
    1.6      	2667.46      	3655.33      	277.486      	6.96855      	7.34967      	 6.8006      	5.49215      	6.85594      	 88.196      	8.61011      	2.87004      	64.9483      	2.09057      	     12      	      0      	    -12      	      0      	      0      	      0      
   1.65      	2817.38      	3862.63      	 298.18      	6.96519      	7.34612      	6.70062      	5.80083      	7.36725      	88.1535      	8.61427      	2.87142      	67.0403      	2.08956      	     12      	      0      	    -12      	      0      	      0      	      0      
    1.7      	2974.07      	4078.87      	319.271      	6.96279      	7.34359      	6.60064      	6.12346      	7.88834      	 88.123      	8.61724      	2.87241      	69.1303      	2.08884      	     12      	      0      	    -12      	      0      	      0      	      0      
   1.75      	3128.71      	4291.39      	 341.23      	6.96209      	7.34285      	6.50066      	6.44185      	8.43088      	88.1142      	 8.6181      	 2.8727      	71.2195      	2.08863      	     12      	      0      	    -12      	      0      	      0      	      0      
    1.8      	 3295.9      	4519.21      	363.477      	6.96439      	7.34527      	6.40068      	6.78608      	8.98056      	88.1433      	8.61526      	2.87175      	73.3083      	2.08932      	     12      	      0      	    -12      	      0      	      0      	      0      
   1.85      	3475.65      	4768.22      	386.771      	6.96068      	7.34136      	 6.3007      	7.15617      	9.55609      	88.0963      	8.61985      	2.87328      	75.3972      	 2.0882      	     12      	      0      	    -12      	      0      	      0      	      0      
    1.9      	3674.38      	5041.04      	411.599      	6.96042      	7.34108      	6.20072      	7.56535      	10.1695      	 88.093      	8.62018      	2.87339      	 77.486      	2.08812      	     12      	      0      	    -12      	      0      	      0      	      0      
   1.95      	3894.02      	5347.18      	438.005      	6.95416      	7.33449      	6.10074      	8.01758      	10.8219      	88.0138      	8.62793      	2.87598      	79.5742      	2.08625      	     12      	      0      	    -12      	      0      	      0      	      0      
      2      	4127.97      	5673.53      	466.534      	6.94793      	7.32791      	6.00075      	8.49928      	11.5268      	 87.935      	8.63567      	2.87856      	81.6614      	2.08438      	     12      	      0      	    -12      	      0      	      0      	      0      
   2.05      	4383.99      	6029.24      	496.511      	 6.9435      	7.32324      	5.90077      	 9.0264      	12.2675      	87.8789      	8.64118      	2.88039      	83.7467      	2.08305      	     12      	      0      	    -12      	      0      	      0      	      0      
    2.1      	 4661.7      	6416.14      	528.341      	6.93813      	7.31758      	5.80079      	9.59819      	13.0539      	 87.811      	8.64786      	2.88262      	85.8304      	2.08144      	     12      	      0      	    -12      	      0      	      0      	      0      
   2.15      	4965.02      	6829.36      	562.252      	6.94245      	7.32213      	5.70081      	10.2227      	13.8918      	87.8656      	8.64249      	2.88083      	87.9126      	2.08273      	     12      	      0      	    -12      	      0      	      0      	      0      
    2.2      	 5291.5      	7279.18      	597.842      	6.94173      	7.32138      	5.60083      	10.8949      	14.7711      	87.8565      	8.64338      	2.88113      	89.9947      	2.08252      	     12      	      0      	    -12      	      0      	      0      	      0      
   2.25      	5628.87      	7743.25      	635.655      	6.94176      	7.32141      	5.50085      	11.5895      	15.7053      	87.8569      	8.64334      	2.88111      	92.0774      	2.08253      	     12      	      0      	    -12      	      0      	      0      	      0      
    2.3      	5983.95      	8235.66      	674.516      	6.93843      	 7.3179      	5.40087      	12.3206      	16.6655      	87.8147      	8.64749      	 2.8825      	94.1599      	2.08153      	     12      	      0      	    -12      	      0      	      0      	      0      
   2.35      	6340.01      	8727.76      	714.991      	6.93679      	7.31617      	5.30089      	13.0537      	17.6655      	 87.794      	8.64954      	2.88318      	96.2419      	2.08104      	     12      	      0      	    -12      	      0      	      0      	      0      
    2.4      	6706.41      	9230.49      	755.795      	6.93804      	7.31749      	5.20091      	13.8081      	18.6737      	87.8098      	8.64798      	2.88266      	98.3232      	2.08141      	     12      	      0      	    -12      	      0      	      0      	      0      
   2.45      	7080.88      	9742.95      	797.328      	6.94014      	 7.3197      	5.10092      	14.5792      	19.6999      	87.8364      	8.64536      	2.88179      	100.404      	2.08204      	     12      	      0      	    -12      	      0      	      0      	      0      
    2.5      	 7452.7      	10250.4      	839.801      	6.94293      	7.32264      	5.00094      	15.3447      	20.7493      	87.8717      	8.64189      	2.88063      	102.486      	2.08288      	     12      	      0      	    -12      	      0      	      0      	      0      
   2.55      	7626.06      	10482.2      	882.435      	6.94736      	7.32732      	5.09904      	15.7016      	21.8026      	87.9278      	8.63637      	2.87879      	104.569      	2.08421      	     12      	      0      	    -12      	      0      	      0      	      0      
    2.6      	7823.46      	10753.9      	902.534      	6.94708      	7.32702      	 5.1716      	16.1081      	22.2992      	87.9243      	8.63672      	2.87891      	106.652      	2.08412      	     12      	      0      	    -12      	      0      	      0      	      0      
   2.65      	8127.34      	11172.3      	925.519      	6.94666      	7.32657      	5.17149      	16.7337      	22.8671      	87.9189      	8.63725      	2.87908      	108.736      	  2.084      	     12      	      0      	    -12      	      0      	      0      	      0      
    2.7      	8471.08      	11655.1      	958.793      	6.94056      	7.32014      	5.14427      	17.4415      	23.6892      	87.8417      	8.64483      	2.88161      	 110.82      	2.08217      	     12      	      0      	    -12      	      0      	      0      	      0      
   2.75      	8813.34      	  12126      	996.443      	6.94053      	7.32011      	5.10682      	18.1462      	24.6195      	87.8414      	8.64487      	2.88162      	112.904      	2.08216      	     12      	      0      	    -12      	      0      	      0      	      0      
    2.8      	9153.32      	12596.3      	   1034      	6.93916      	7.31867      	 5.0654      	18.8462      	25.5473      	 87.824      	8.64658      	2.88219      	114.986      	2.08175      	     12      	      0      	    -12      	      0      	      0      	      0      
   2.85      	 9475.6      	13031.5      	 1071.8      	6.94358      	7.32333      	 5.0223      	19.5098      	26.4814      	87.8799      	8.64108      	2.88036      	117.068      	2.08307      	     12      	      0      	    -12      	      0      	      0      	      0      
    2.9      	9788.94      	13459.9      	1108.18      	6.94487      	7.32469      	4.97842      	20.1549      	27.3802      	87.8963      	8.63947      	2.87982      	 119.15      	2.08346      	     12      	      0      	    -12      	      0      	      0      	      0      
   2.95      	10074.9      	13851.9      	1144.26      	6.94548      	7.32533      	4.93414      	20.7437      	28.2716      	 87.904      	8.63871      	2.87957      	121.233      	2.08364      	     12      	      0      	    -12      	      0      	      0      	      0      
      3      	10346.6      	14226.4      	1178.71      	6.94504      	7.32487      	4.88965      	21.3031      	29.1227      	87.8985      	8.63925      	2.87975      	123.317      	2.08351      	     12      	      0      	    -12      	      0      	      0      	      0      
   3.05      	10602.1      	14578.2      	1212.17      	6.94478      	7.32459      	4.84504      	 21.829      	29.9495      	87.8951      	8.63959      	2.87986      	  125.4      	2.08343      	     12      	      0      	    -12      	      0      	      0      	      0      
    3.1      	10852.5      	14923.2      	1244.47      	6.94447      	7.32427      	4.80034      	22.3447      	30.7476      	87.8912      	8.63997      	2.87999      	127.484      	2.08334      	     12      	      0      	    -12      	      0      	      0      	      0      
   3.15      	11098.5      	15254.4      	1276.36      	6.94767      	7.32764      	4.75559      	22.8511      	31.5355      	87.9317      	8.63599      	2.87866      	129.567      	 2.0843      	     12      	      0      	    -12      	      0      	      0      	      0      
    3.2      	11336.3      	15575.1      	1307.49      	 6.9504      	7.33052      	 4.7108      	23.3408      	32.3046      	87.9662      	 8.6326      	2.87753      	131.651      	2.08512      	     12      	      0      	    -12      	      0      	      0      	      0      
   3.25      	11558.1      	15865.8      	1338.09      	6.95658      	7.33704      	4.66603      	23.7975      	33.0606      	88.0445      	8.62493      	2.87498      	133.736      	2.08697      	     12      	      0      	    -12      	      0      	      0      	      0      
    3.3      	11771.9      	16158.3      	1367.04      	6.95701      	7.33749      	4.62137      	24.2377      	33.7759      	88.0499      	 8.6244      	 2.8748      	135.822      	 2.0871      	     12      	      0      	    -12      	      0      	      0      	      0      
   3.35      	11981.7      	16442.5      	1395.85      	6.95863      	 7.3392      	4.57692      	24.6697      	34.4877      	88.0704      	8.62239      	2.87413      	137.909      	2.08759      	     12      	      0      	    -12      	      0      	      0      	      0      
    3.4      	12208.6      	16759.1      	1423.94      	6.95641      	7.33686      	4.53276      	25.1368      	35.1819      	88.0423      	8.62514      	2.87505      	139.996      	2.08692      	     12      	      0      	    -12      	      0      	      0      	      0      
   3.45      	12438.2      	17072.3      	1453.16      	6.95723      	7.33773      	 4.4889      	25.6096      	35.9038      	88.0527      	8.62412      	2.87471      	142.084      	2.08717      	     12      	      0      	    -12      	      0      	      0      	      0      
    3.5      	12681.7      	17405.8      	1481.92      	6.95753      	7.33804      	4.44536      	26.1109      	36.6143      	88.0564      	8.62376      	2.87459      	144.171      	2.08726      	     12      	      0      	    -12      	      0      	      0      	      0      
   3.55      	12911.9      	17717.1      	 1511.2      	6.95934      	7.33995      	4.40213      	26.5849      	37.3377      	88.0794      	8.62151      	2.87384      	146.258      	 2.0878      	     12      	      0      	    -12      	      0      	      0      	      0      
    3.6      	13145.7      	18033.9      	1539.23      	6.96091      	7.34161      	4.35921      	27.0663      	38.0304      	88.0993      	8.61956      	2.87319      	148.345      	2.08827      	     12      	      0      	    -12      	      0      	      0      	      0      
   3.65      	13372.4      	18341.9      	1567.16      	6.96207      	7.34283      	4.31663      	27.5331      	38.7204      	88.1139      	8.61813      	2.87271      	150.433      	2.08862      	     12      	      0      	    -12      	      0      	      0      	      0      
    3.7      	13616.4      	18676.4      	1594.34      	 6.9621      	7.34286      	4.27442      	28.0355      	 39.392      	88.1143      	8.61809      	 2.8727      	152.522      	2.08863      	     12      	      0      	    -12      	      0      	      0      	      0      
   3.75      	13845.1      	18989.5      	1622.25      	6.96232      	7.34309      	4.23258      	28.5063      	40.0815      	88.1171      	8.61782      	2.87261      	 154.61      	 2.0887      	     12      	      0      	    -12      	      0      	      0      	      0      
    3.8      	  14076      	19307.9      	1648.74      	6.96169      	7.34243      	4.19114      	28.9816      	40.7361      	88.1092      	8.61859      	2.87286      	156.699      	2.08851      	     12      	      0      	    -12      	      0      	      0      	      0      
   3.85      	14296.9      	19598.5      	1675.02      	6.96612      	 7.3471      	4.15007      	29.4365      	41.3853      	88.1652      	8.61312      	2.87104      	158.788      	2.08984      	     12      	      0      	    -12      	      0      	      0      	      0      
    3.9      	  14521      	19893.8      	1699.61      	6.97029      	 7.3515      	4.10939      	 29.898      	41.9928      	 88.218      	8.60796      	2.86932      	160.877      	2.09109      	     12      	      0      	    -12      	      0      	      0      	      0      
   3.95      	14730.7      	20160.8      	1723.97      	 6.9773      	7.35889      	4.06913      	30.3298      	42.5946      	88.3067      	8.59932      	2.86644      	162.967      	2.09319      	     12      	      0      	    -12      	      0      	      0      	      0      
      4      	  14933      	20425.2      	1746.67      	6.98154      	7.36337      	4.02938      	30.7462      	43.1555      	88.3604      	8.59409      	 2.8647      	165.059      	2.09446      	     12      	      0      	    -12      	      0      	      0      	      0      
   4.05      	15104.6      	  20648      	1768.76      	6.98561      	7.36766      	3.99026      	31.0996      	43.7013      	88.4119      	8.58908      	2.86303      	167.153      	2.09568      	     12      	      0      	    -12      	      0      	      0      	      0      
    4.1      	15268.5      	  20864      	1788.62      	6.98828      	7.37047      	3.95188      	 31.437      	44.1921      	88.4456      	8.58581      	2.86194      	169.248      	2.09648      	     12      	      0      	    -12      	      0      	      0      	      0      
   4.15      	15401.8      	21037.4      	1807.55      	6.99118      	7.37353      	3.91432      	31.7115      	44.6597      	88.4823      	8.58225      	2.86075      	171.344      	2.09735      	     12      	      0      	    -12      	      0      	      0      	      0      
    4.2      	15542.6      	21219.2      	1824.04      	6.99465      	7.37719      	3.87763      	32.0014      	45.0671      	88.5263      	8.57798      	2.85933      	173.441      	 2.0984      	     12      	      0      	    -12      	      0      	      0      	      0      
   4.25      	15679.6      	  21392      	1840.08      	6.99929      	7.38209      	3.84185      	32.2834      	45.4635      	 88.585      	 8.5723      	2.85743      	175.539      	2.09979      	     12      	      0      	    -12      	      0      	      0      	      0      
    4.3      	15870.7      	21638.9      	1854.86      	7.00375      	7.38679      	3.80703      	32.6768      	45.8286      	88.6415      	8.56683      	2.85561      	177.638      	2.10113      	     12      	      0      	    -12      	      0      	      0      	      0      
   4.35      	16121.6      	21966.1      	1871.67      	7.00851      	7.39181      	3.77322      	33.1935      	 46.244      	88.7017      	8.56102      	2.85367      	179.739      	2.10255      	     12      	      0      	    -12      	      0      	      0      	      0      
    4.4      	16454.3      	22412.6      	1890.76      	7.01064      	7.39405      	3.74049      	33.8785      	46.7157      	88.7286      	8.55843      	2.85281      	181.841      	2.10319      	     12      	      0      	    -12      	      0      	      0      	      0      
   4.45      	16811.9      	22890.1      	1913.99      	7.01359      	7.39717      	3.70888      	34.6148      	47.2896      	 88.766      	8.55482      	2.85161      	183.943      	2.10408      	     12      	      0      	    -12      	      0      	      0      	      0      
    4.5      	17157.8      	  23353      	1938.16      	7.01599      	 7.3997      	3.67843      	35.3269      	47.8869      	88.7963      	 8.5519      	2.85063      	186.047      	 2.1048      	     12      	      0      	    -12      	      0      	      0      	      0      
   4.55      	17451.8      	23732.9      	1961.87      	7.02202      	7.40605      	3.64913      	35.9324      	48.4725      	88.8727      	8.54455      	2.84818      	188.151      	 2.1066      	     12      	      0      	    -12      	      0      	      0      	      0      
    4.6      	17703.2      	24050.9      	1982.55      	7.02899      	7.41341      	3.62099      	  36.45      	48.9834      	88.9609      	8.53607      	2.84536      	190.257      	 2.1087      	     12      	      0      	    -12      	      0      	      0      	      0      
   4.65      	  17899      	24285.8      	2000.79      	7.03799      	 7.4229      	3.59584      	36.8531      	49.4342      	89.0748      	8.52517      	2.84172      	192.365      	 2.1114      	     12      	      0      	    -12      	      0      	      0      	      0      
    4.7      	18057.3      	24468.8      	 2015.5      	7.04711      	7.43252      	3.58059      	37.1789      	49.7976      	89.1902      	8.51413      	2.83804      	194.475      	2.11413      	     12      	      0      	    -12      	      0      	      0      	      0      
   4.75      	18198.3      	24627.7      	2026.84      	7.05633      	7.44224      	3.56627      	37.4693      	50.0779      	89.3069      	8.50301      	2.83434      	196.588      	 2.1169      	     12      	      0      	    -12      	      0      	      0      	      0      
    4.8      	18356.5      	24811.8      	   2037      	7.06486      	7.45124      	3.55296      	37.7951      	50.3288      	89.4148      	8.49274      	2.83091      	198.703      	2.11946      	     12      	      0      	    -12      	      0      	      0      	      0      
   4.85      	18516.7      	24996.7      	2047.77      	 7.0738      	7.46067      	3.54075      	38.1248      	50.5949      	 89.528      	8.48201      	2.82734      	200.821      	2.12214      	     12      	      0      	    -12      	      0      	      0      	      0      
    4.9      	18695.2      	25206.9      	2058.33      	7.08242      	7.46977      	3.52969      	38.4923      	50.8559      	89.6372      	8.47168      	2.82389      	202.942      	2.12473      	     12      	      0      	    -12      	      0      	      0      	      0      
   4.95      	18882.6      	25422.3      	2069.69      	7.09279      	7.48069      	3.51986      	38.8781      	51.1364      	89.7683      	 8.4593      	2.81977      	205.065      	2.12784      	     12      	      0      	    -12      	      0      	      0      	      0      
      5      	19086.8      	25661.6      	2081.13      	7.10264      	7.49109      	 3.5113      	39.2986      	51.4192      	89.8931      	8.44756      	2.81585      	207.192      	2.13079      	     12      	      0      	    -12      	      0      	      0      	      0      
   5.05      	19296.9      	25907.8      	2093.37      	7.11261      	 7.5016      	 3.5041      	39.7313      	51.7216      	90.0192      	8.43573      	2.81191      	209.321      	2.13378      	     12      	      0      	    -12      	      0      	      0      	      0      
    5.1      	19516.5      	26174.7      	2105.81      	7.12018      	7.50959      	 3.4983      	40.1834      	52.0289      	 90.115      	8.42675      	2.80892      	211.453      	2.13605      	     12      	      0      	    -12      	      0      	      0      	      0      
   5.15      	  19732      	26436.6      	2118.96      	7.12748      	7.51729      	3.49396      	40.6271      	52.3539      	90.2075      	8.41812      	2.80604      	213.588      	2.13825      	     12      	      0      	    -12      	      0      	      0      	      0      
    5.2      	  19937      	26685.8      	2131.88      	7.13427      	7.52445      	3.49108      	41.0491      	52.6732      	90.2934      	 8.4101      	2.80337      	215.725      	2.14028      	     12      	      0      	    -12      	      0      	      0      	      0      
   5.25      	20124.9      	26906.5      	2144.19      	7.14248      	7.53311      	3.48968      	41.4362      	52.9773      	90.3973      	8.40044      	2.80015      	217.865      	2.14275      	     12      	      0      	    -12      	      0      	      0      	      0      
    5.3      	20299.5      	27104.3      	2155.33      	7.15186      	  7.543      	3.48973      	41.7956      	53.2525      	 90.516      	8.38943      	2.79648      	220.006      	2.14556      	     12      	      0      	    -12      	      0      	      0      	      0      
   5.35      	20459.2      	  27274      	2165.48      	7.16327      	7.55504      	3.49126      	42.1243      	53.5031      	90.6604      	8.37606      	2.79202      	 222.15      	2.14898      	     12      	      0      	    -12      	      0      	      0      	      0      
    5.4      	20608.2      	  27425      	 2174.5      	 7.1757      	7.56814      	3.49428      	42.4311      	53.7262      	90.8177      	8.36156      	2.78719      	224.298      	2.15271      	     12      	      0      	    -12      	      0      	      0      	      0      
   5.45      	20745.9      	27557.5      	 2182.7      	 7.1889      	7.58206      	3.49885      	42.7146      	53.9288      	90.9847      	 8.3462      	2.78207      	226.448      	2.15667      	     12      	      0      	    -12      	      0      	      0      	      0      
