# Sensor: Sensor Blade [Time] [Blade 1]      
# Description: Time series      
# Record count:   14002      
# Storage mode:  Memory      
# Datetime of save: 2024-11-28T17:37:02      
# Statistical parameters for each field (time series) are placed above the column of the respective time series.
      
# Results earlier than the 'Statistics start time' (see below) are not included when calculating the statistic variables.
# Statistics start time: 100 s      
      
# Column      
      1      	      2      	      3      	      4      	      5      	      6      	      7      	      8      	      9      	     10      	      
Time [s]      	Root force (magnitude)      [    k N      ]      	Root moment (magnitude)      [   k Nm      ]      	Root moment (out-of-plane)      [   k Nm      ]      	Root moment (in-plane)      [   k Nm      ]      	Root moment about shaft      [   k Nm      ]      	Pitch angle      [      °      ]      	Tip deflection (out-of-plane)      [      m      ]      	Tip deflection (in-plane)      [      m      ]      	Root torque      [   k Nm      ]      
   0.65      	1358.95      	5183.86      	5172.97      	 247.53      	248.324      	8.70024      	-2.86987      	-1.92038      	23.6088      
    0.7      	1005.38      	5189.89      	5179.05      	246.884      	247.454      	8.60026      	-2.80055      	-1.93466      	18.4505      
   0.75      	823.863      	 5419.4      	5406.88      	281.526      	282.281      	8.50028      	-2.74128      	-1.94797      	23.4537      
    0.8      	1440.73      	5521.49      	5501.12      	407.564      	408.423      	 8.4003      	-2.69348      	-1.9629      	 28.608      
   0.85      	588.539      	 5642.2      	5620.26      	431.464      	432.227      	8.30032      	-2.65995      	-1.97513      	 26.905      
    0.9      	1416.68      	5822.88      	5784.69      	614.878      	615.939      	8.20034      	-2.64458      	-1.98042      	37.7266      
   0.95      	823.546      	5808.48      	5763.77      	672.919      	673.841      	8.10036      	-2.64825      	-1.98061      	35.8147      
      1      	 1040.6      	 5844.6      	5777.37      	846.019      	847.193      	8.00038      	-2.67123      	-1.98162      	45.3715      
   1.05      	1203.93      	 5626.5      	5528.78      	1014.55      	1015.79      	 7.9004      	-2.70238      	-1.98381      	50.5891      
    1.1      	742.432      	5585.06      	5466.59      	1117.87      	 1119.1      	7.80041      	-2.72997      	-1.98865      	52.6021      
   1.15      	1323.43      	   5644      	5470.32      	1367.11      	1368.67      	7.70043      	-2.75045      	-1.99606      	65.4529      
    1.2      	 799.19      	 5467.4      	5259.37      	1474.65      	1476.06      	7.60045      	-2.76262      	-2.00763      	 64.431      
   1.25      	1109.28      	5424.61      	5134.39      	1734.41      	1736.15      	7.50047      	-2.76988      	-2.02469      	77.6529      
    1.3      	1080.25      	5237.83      	4849.26      	1966.68      	1968.43      	7.40049      	-2.77035      	-2.04164      	83.2414      
   1.35      	835.033      	5170.94      	4680.85      	2185.95      	2187.81      	7.30051      	-2.76065      	-2.05978      	90.3325      
    1.4      	1262.72      	5273.77      	4617.06      	2538.54      	2540.61      	7.20053      	-2.73858      	-2.08345      	102.864      
   1.45      	783.035      	5506.46      	4740.54      	2791.91      	2793.79      	7.10055      	-2.70084      	-2.11388      	 103.96      
    1.5      	1179.34      	6111.03      	5222.47      	3163.02      	3165.13      	7.00057      	-2.64788      	-2.14903      	117.409      
   1.55      	971.802      	6657.19      	5669.33      	3478.69      	 3480.6      	6.90058      	-2.58051      	-2.18436      	 119.54      
    1.6      	960.236      	7337.45      	6258.98      	3817.37      	3819.32      	 6.8006      	-2.49808      	-2.22069      	 127.81      
   1.65      	1175.69      	8105.44      	6903.18      	4234.91      	 4236.9      	6.70062      	-2.39562      	-2.25988      	138.089      
    1.7      	848.203      	8877.64      	7585.96      	4597.35      	 4599.2      	6.60064      	-2.26894      	-2.30197      	142.849      
   1.75      	1202.62      	9824.48      	8425.35      	5037.28      	 5039.3      	6.50066      	-2.11687      	-2.34461      	156.228      
    1.8      	939.159      	10763.1      	9289.46      	5418.52      	5420.41      	6.40068      	-1.94095      	-2.3895      	161.552      
   1.85      	1073.49      	11803.2      	10244.3      	   5843      	5845.01      	 6.3007      	-1.75025      	-2.44049      	173.467      
    1.9      	1116.66      	12790.3      	  11129      	 6282.4      	6284.45      	6.20072      	-1.55188      	-2.49443      	184.214      
   1.95      	960.776      	  13757      	12008.8      	6688.18      	6690.24      	6.10074      	-1.34831      	-2.54976      	193.326      
      2      	1204.27      	14839.7      	12976.9      	 7173.1      	7175.31      	6.00075      	-1.14128      	-2.60597      	207.015      
   2.05      	 990.71      	15945.7      	14003.4      	7599.23      	7601.35      	5.90077      	-0.932343      	-2.66569      	214.361      
    2.1      	1154.72      	  17112      	15056.3      	8102.21      	8104.41      	5.80079      	-0.724332      	-2.73097      	227.178      
   2.15      	 1125.6      	  18237      	16077.4      	8576.52      	8578.66      	5.70081      	-0.51895      	-2.79814      	 236.15      
    2.2      	1071.93      	19375.7      	17124.4      	 9030.6      	9032.79      	5.60083      	-0.317155      	-2.8662      	 247.11      
   2.25      	1241.74      	20429.1      	18074.7      	9484.83      	9487.12      	5.50085      	-0.117877      	-2.93429      	259.609      
    2.3      	1071.63      	21416.5      	18966.1      	 9909.3      	9911.66      	5.40087      	0.0819913      	-3.00191      	270.237      
   2.35      	1252.06      	22427.7      	19867.2      	10366.3      	10368.9      	5.30089      	0.284345      	-3.06739      	285.247      
    2.4      	1169.88      	23401.5      	20738.3      	10800.1      	10802.8      	5.20091      	0.487929      	-3.12766      	297.301      
   2.45      	1201.69      	24346.7      	21585.3      	11218.4      	11221.4      	5.10092      	0.688758      	-3.18332      	311.843      
    2.5      	1288.39      	25267.9      	  22410      	11627.4      	11630.6      	5.00094      	0.885666      	-3.23593      	325.969      
   2.55      	 1186.3      	26206.2      	23282.3      	11981.3      	11984.5      	5.09904      	1.07779      	-3.28685      	333.282      
    2.6      	1346.64      	27133.9      	24148.7      	12323.2      	12326.4      	 5.1716      	1.26199      	-3.33405      	342.394      
   2.65      	1251.34      	28066.5      	25042.4      	12620.9      	12624.2      	5.17149      	1.43813      	-3.37744      	350.982      
    2.7      	1337.73      	29039.2      	25975.2      	12928.6      	12932.1      	5.14427      	1.60969      	-3.42032      	362.856      
   2.75      	1356.09      	29945.6      	26851.5      	13199.2      	13202.9      	5.10682      	1.77956      	-3.46276      	372.974      
    2.8      	1323.96      	30818.9      	27703.9      	13441.9      	13445.8      	 5.0654      	1.94852      	-3.50407      	383.994      
   2.85      	1431.43      	31626.4      	28494.9      	13658.8      	  13663      	 5.0223      	2.11719      	-3.54388      	395.243      
    2.9      	1362.03      	32383.3      	  29252      	13827.7      	13832.2      	4.97842      	2.28708      	-3.58332      	405.065      
   2.95      	 1451.6      	  33116      	29986.1      	13986.1      	  13991      	4.93414      	2.45937      	-3.62323      	416.371      
      3      	1443.51      	33823.3      	30712.5      	14098.8      	14103.9      	4.88965      	2.63406      	-3.66058      	424.773      
   3.05      	1446.94      	34614.4      	31539.8      	14188.3      	14193.7      	4.84504      	2.80932      	-3.69373      	433.717      
    3.1      	1523.03      	35417.3      	32390.6      	14249.1      	14254.8      	4.80034      	2.98298      	-3.72214      	441.787      
   3.15      	1469.08      	36192.1      	33230.4      	14258.5      	14264.4      	4.75559      	3.15489      	-3.74679      	448.592      
    3.2      	 1560.1      	36973.7      	34079.6      	14255.2      	14261.5      	 4.7108      	3.32685      	-3.76868      	456.333      
   3.25      	1532.36      	37780.1      	34975.2      	  14196      	14202.6      	4.66603      	3.50038      	-3.78677      	461.749      
    3.3      	1569.61      	38634.4      	35928.9      	14108.4      	14115.4      	4.62137      	3.67612      	-3.80119      	468.541      
   3.35      	1609.41      	39433.7      	36832.3      	13985.1      	13992.4      	4.57692      	3.85411      	-3.8126      	473.589      
    3.4      	1582.54      	40219.6      	37722.2      	13845.6      	13853.3      	4.53276      	4.03363      	-3.82177      	479.334      
   3.45      	1657.85      	40985.5      	38588.6      	13698.6      	13706.7      	 4.4889      	4.21366      	-3.82862      	485.038      
    3.5      	1622.65      	41712.6      	39424.4      	13507.6      	  13516      	4.44536      	4.39346      	-3.8338      	488.943      
   3.55      	 1672.5      	42474.6      	  40296      	13303.3      	13312.1      	4.40213      	4.57319      	-3.84011      	493.283      
    3.6      	1681.92      	  43216      	41155.1      	13053.7      	13062.9      	4.35921      	4.75324      	-3.84865      	496.072      
   3.65      	1679.73      	43947.9      	42007.7      	12773.2      	12782.8      	4.31663      	4.93285      	-3.85904      	498.196      
    3.7      	1729.45      	44653.9      	42834.5      	  12467      	12476.9      	4.27442      	5.11073      	-3.86939      	499.871      
   3.75      	1702.85      	45342.1      	43645.4      	12127.9      	12138.2      	4.23258      	5.28656      	-3.87848      	499.973      
    3.8      	1748.95      	46023.6      	44443.4      	11786.8      	11797.4      	4.19114      	  5.461      	-3.8864      	500.706      
   3.85      	1742.09      	46644.9      	45183.5      	11403.9      	11414.8      	4.15007      	5.63358      	-3.8917      	499.162      
    3.9      	 1750.8      	47272.4      	45929.5      	10994.6      	11005.9      	4.10939      	5.80342      	-3.89343      	497.873      
   3.95      	 1781.7      	47911.9      	46686.4      	10560.1      	10571.7      	4.06913      	5.97024      	-3.89112      	495.544      
      4      	1761.54      	48535.7      	47427.2      	10091.3      	10103.2      	4.02938      	6.13349      	-3.88472      	492.615      
   4.05      	1802.31      	49124.1      	48127.6      	9604.51      	 9616.7      	3.99026      	6.29273      	-3.87425      	488.788      
    4.1      	1784.81      	49667.6      	48781.5      	9080.37      	9092.83      	3.95188      	6.44688      	-3.85866      	483.645      
   4.15      	1802.75      	50199.5      	49418.2      	8540.11      	8552.83      	3.91432      	6.59333      	-3.83775      	477.766      
    4.2      	1811.98      	50677.3      	49996.6      	7970.54      	 7983.5      	3.87763      	6.72947      	-3.81253      	470.984      
   4.25      	 1799.8      	51100.1      	50514.8      	7374.61      	7387.81      	3.84185      	6.85382      	-3.78479      	463.498      
    4.3      	 1826.4      	51496.8      	50999.5      	6767.01      	6780.53      	3.80703      	  6.966      	-3.75538      	457.485      
   4.35      	1806.89      	51859.2      	51444.1      	6133.06      	6146.99      	3.77322      	7.06741      	-3.72464      	453.043      
    4.4      	1824.85      	52174.1      	51832.3      	5495.67      	5510.15      	3.74049      	7.16259      	-3.69413      	 451.49      
   4.45      	1820.17      	52418.5      	  52141      	4859.22      	4874.28      	3.70888      	7.25724      	-3.66531      	450.985      
    4.5      	1814.25      	52600.6      	52377.5      	4238.17      	4253.82      	3.67843      	7.35374      	-3.63872      	450.921      
   4.55      	1826.34      	52732.7      	52556.2      	3619.45      	3635.61      	3.64913      	7.45081      	-3.6134      	 448.78      
    4.6      	1805.65      	52869.8      	52732.7      	2994.55      	3011.12      	3.62099      	7.54642      	-3.58859      	444.601      
   4.65      	1818.47      	53088.5      	52982.2      	2388.47      	2405.36      	3.59584      	7.63968      	-3.56464      	438.704      
    4.7      	1805.65      	53423.5      	53340.4      	1801.89      	1819.06      	3.58059      	 7.7291      	-3.54099      	432.334      
   4.75      	1806.24      	53884.5      	53816.9      	1246.16      	1263.61      	3.56627      	 7.8119      	-3.51605      	426.633      
    4.8      	1813.24      	54438.8      	54380.5      	 714.14      	731.918      	3.55296      	7.88689      	-3.4881      	422.471      
   4.85      	1803.63      	55003.5      	  54949      	191.371      	209.487      	3.54075      	7.95509      	-3.45694      	418.795      
    4.9      	1817.63      	55498.4      	55442.9      	-328.194      	-309.758      	3.52969      	8.01829      	-3.42381      	414.803      
   4.95      	1805.03      	55920.7      	55859.4      	-847.434      	-828.697      	3.51986      	8.07844      	-3.38981      	410.383      
      5      	1808.55      	56303.3      	56231.8      	-1354.97      	-1335.91      	 3.5113      	8.13701      	-3.35581      	406.631      
   5.05      	1803.64      	56640.8      	56554.7      	-1860.35      	-1840.97      	 3.5041      	8.19461      	-3.32259      	403.062      
    5.1      	1792.32      	56911.8      	56807.2      	-2359.53      	-2339.83      	 3.4983      	8.25053      	-3.29106      	399.609      
   5.15      	1793.95      	57118.1      	56991.3      	-2845.63      	-2825.63      	3.49396      	8.30327      	-3.26174      	395.712      
    5.2      	1777.86      	57284.8      	57132.7      	-3318.03      	-3297.73      	3.49108      	8.35142      	-3.2346      	392.063      
   5.25      	1778.29      	57429.8      	57249.1      	-3781.75      	-3761.19      	3.48968      	8.39431      	-3.20975      	388.224      
    5.3      	1768.56      	  57569      	57355.2      	-4259.04      	-4238.18      	3.48973      	8.43232      	-3.18734      	384.448      
   5.35      	1760.73      	57721.9      	57470.1      	-4748.77      	-4727.61      	3.49126      	8.46611      	-3.1672      	380.677      
    5.4      	1758.47      	57887.9      	57593.6      	-5244.83      	-5223.35      	3.49428      	8.49595      	-3.14777      	 377.13      
   5.45      	1743.45      	58049.3      	57708.8      	-5737.23      	-5715.44      	3.49885      	8.52207      	-3.12662      	 373.62      
    5.5      	1741.06      	58192.8      	57804.3      	-6209.09      	  -6187      	3.50505      	8.54485      	-3.10165      	370.212      
   5.55      	1726.76      	58314.8      	57877.3      	-6655.99      	-6633.61      	3.51294      	 8.5645      	-3.07142      	367.129      
    5.6      	 1718.8      	58413.2      	57926.9      	-7073.46      	-7050.8      	 3.5226      	8.58069      	-3.03565      	364.486      
   5.65      	1711.02      	  58501      	57965.5      	-7471.44      	-7448.49      	3.53407      	8.59309      	-2.99535      	362.339      
    5.7      	1697.73      	58601.5      	58016.7      	-7850.41      	-7827.15      	3.54743      	8.60188      	-2.95298      	361.227      
   5.75      	1692.98      	58711.7      	58077.6      	-8215.07      	-8191.49      	3.56275      	 8.6075      	-2.91156      	360.619      
    5.8      	 1677.4      	58813.5      	58127.7      	-8580.05      	-8556.15      	3.58009      	8.61041      	-2.87327      	360.104      
   5.85      	1669.56      	58903.2      	58164.2      	-8940.1      	-8915.89      	 3.5995      	8.61103      	-2.83922      	 359.35      
    5.9      	1657.86      	58976.3      	58184.3      	-9284.09      	-9259.59      	3.62098      	8.60973      	-2.80979      	 358.55      
   5.95      	1645.86      	59024.3      	58182.4      	-9596.22      	-9571.46      	3.64453      	8.60708      	-2.78532      	357.596      
      6      	1638.21      	59051.4      	58164.5      	-9868.21      	-9843.25      	3.67634      	8.60359      	-2.76595      	356.433      
   6.05      	1623.68      	  59075      	58149.2      	-10096.5      	-10071.3      	3.71416      	8.59934      	-2.75116      	355.594      
    6.1      	1614.84      	59106.5      	58149.4      	-10278.2      	-10252.9      	3.75565      	8.59402      	-2.74006      	355.252      
   6.15      	1600.66      	59135.1      	58152.7      	-10423.4      	 -10398      	3.79996      	8.58732      	-2.73184      	355.274      
    6.2      	1587.55      	59150.4      	58147.3      	-10539.4      	-10513.9      	3.84679      	8.57937      	-2.72584      	355.391      
   6.25      	1576.03      	59151.6      	58130.7      	 -10638      	-10612.3      	3.89597      	8.57042      	-2.72087      	 355.58      
    6.3      	1560.45      	59139.1      	58101.7      	-10726.3      	-10700.6      	3.94744      	8.56036      	-2.71558      	 355.89      
   6.35      	1550.07      	59114.7      	58062.3      	 -10806      	-10780.2      	4.00112      	8.54897      	-2.70939      	356.193      
    6.4      	1534.39      	59081.5      	58016.2      	 -10872      	-10846.1      	4.05697      	8.53641      	-2.70238      	  356.7      
   6.45      	1521.15      	59041.4      	  57968      	-10911.5      	-10885.5      	4.11495      	8.52284      	-2.69471      	357.822      
    6.5      	1506.15      	58989.5      	57913.7      	-10919.5      	-10893.5      	4.17504      	8.50806      	-2.68638      	359.599      
   6.55      	1488.96      	58922.5      	57850.7      	-10892.7      	-10866.5      	 4.2372      	8.49186      	-2.67779      	361.848      
    6.6      	1474.56      	58834.5      	57774.4      	-10822.4      	-10796.2      	4.30138      	8.47399      	-2.67016      	364.366      
   6.65      	1456.26      	58714.7      	57673.8      	-10708.4      	-10682.2      	4.36747      	8.45407      	-2.6652      	366.953      
    6.7      	1441.19      	58570.6      	57554.4      	 -10562      	-10535.8      	4.43534      	8.43215      	-2.66474      	369.437      
   6.75      	1424.24      	58421.9      	57433.1      	-10399.2      	-10373.1      	4.50486      	8.40878      	-2.67025      	372.019      
    6.8      	1407.56      	58275.3      	57315.6      	-10224.4      	-10198.3      	4.57587      	8.38435      	-2.68246      	374.682      
   6.85      	1392.13      	58117.3      	57188.6      	 -10036      	 -10010      	4.64823      	8.35877      	-2.70115      	377.175      
    6.9      	1374.28      	  57937      	57042.1      	-9826.39      	-9800.52      	4.72181      	8.33192      	-2.72489      	379.485      
   6.95      	1359.04      	57738.4      	56882.2      	-9582.84      	-9557.1      	4.79646      	8.30393      	-2.75146      	381.892      
      7      	1341.71      	57524.2      	56712.5      	-9298.47      	-9272.89      	4.87208      	8.27478      	-2.77854      	384.627      
   7.05      	1325.24      	57297.6      	56535.6      	-8972.75      	-8947.35      	4.94853      	8.24425      	-2.80468      	387.723      
    7.1      	1308.86      	57067.5      	56359.6      	-8607.88      	-8582.67      	5.02573      	8.21216      	-2.82929      	391.308      
   7.15      	1290.93      	56839.5      	56188.8      	-8209.18      	-8184.17      	5.10357      	8.17844      	-2.85238      	 395.43      
    7.2      	1274.66      	56613.5      	56020.7      	-7787.61      	-7762.81      	  5.182      	8.14315      	-2.87442      	399.902      
   7.25      	1256.42      	56386.3      	55850.2      	-7354.14      	-7329.56      	5.26096      	8.10651      	-2.89631      	404.608      
    7.3      	1239.96      	56154.8      	55673.7      	-6909.98      	-6885.61      	5.34079      	 8.0688      	-2.91912      	409.442      
   7.35      	1223.91      	55919.8      	55492.2      	-6452.38      	-6428.23      	5.42108      	8.03023      	-2.94371      	414.424      
    7.4      	1208.57      	55692.3      	55316.2      	-5980.75      	-5956.83      	5.50161      	7.99118      	-2.97073      	419.578      
   7.45      	 1194.9      	55481.1      	55154.4      	-5494.91      	-5471.23      	5.58224      	7.95226      	-3.00062      	424.796      
    7.5      	1179.07      	55264.9      	54985.2      	-4991.55      	-4968.14      	5.66287      	7.91386      	-3.03347      	429.634      
   7.55      	 1163.1      	55009.1      	54774.1      	-4463.73      	-4440.64      	 5.7434      	7.87557      	-3.06903      	433.745      
    7.6      	1145.76      	54712.1      	  54519      	-3906.9      	-3884.16      	5.82375      	7.83657      	-3.10689      	437.669      
   7.65      	1129.91      	54403.1      	54248.4      	-3322.91      	-3300.53      	5.90382      	7.79637      	-3.14677      	442.156      
    7.7      	 1115.9      	54095.7      	53974.6      	-2715.7      	-2693.68      	5.98353      	7.75491      	-3.18877      	447.232      
   7.75      	1101.67      	53773.2      	53679.8      	-2089.9      	-2068.26      	6.06281      	7.71164      	-3.23332      	452.275      
    7.8      	1089.12      	53428.9      	53356.7      	-1451.46      	-1430.21      	6.14155      	7.66534      	-3.28056      	457.083      
   7.85      	1077.06      	53085.1      	53026.7      	-807.887      	-787.033      	6.21969      	7.61523      	-3.32974      	462.063      
    7.9      	1066.81      	52761.2      	  52709      	-162.926      	-142.45      	6.29718      	7.56205      	-3.3794      	467.406      
   7.95      	1056.82      	52446.9      	52392.9      	 493.27      	513.361      	6.37399      	7.50715      	-3.42837      	472.884      
      8      	1045.98      	52112.1      	52047.2      	1184.56      	1204.24      	6.45008      	7.45064      	-3.47625      	478.311      
   8.05      	1035.83      	51737.1      	  51650      	1928.19      	 1947.4      	6.52538      	7.39117      	-3.52298      	483.798      
    8.1      	1026.09      	51334.8      	51212.5      	2708.61      	2727.33      	 6.5998      	 7.3276      	-3.56863      	489.559      
   8.15      	1019.77      	50940.5      	50770.6      	3487.63      	3505.88      	6.67338      	7.26019      	-3.61394      	495.592      
    8.2      	1016.48      	50581.2      	50352.8      	4243.51      	4261.31      	6.74608      	7.18974      	-3.66048      	501.816      
   8.25      	1015.98      	  50261      	49963.7      	4981.35      	4998.73      	6.81785      	7.11651      	-3.70961      	508.083      
    8.3      	1017.18      	  49968      	49591.1      	 5709.6      	5726.55      	6.88866      	7.04066      	-3.76121      	514.088      
   8.35      	1017.62      	  49684      	49217.7      	6423.98      	6440.49      	 6.9585      	6.96297      	-3.81346      	519.442      
    8.4      	1018.32      	49395.2      	48830.9      	7116.21      	7132.27      	7.02732      	6.88445      	-3.86386      	  524.1      
   8.45      	1019.25      	49098.1      	48424.4      	7809.05      	7824.65      	7.09509      	6.80542      	-3.91072      	528.642      
    8.5      	1021.97      	48795.9      	47996.7      	 8527.1      	8542.23      	7.16177      	6.72582      	-3.95388      	 533.62      
   8.55      	1027.03      	48497.7      	47554.5      	9275.01      	9289.68      	7.22733      	6.64578      	-3.99398      	539.207      
    8.6      	1033.76      	48215.3      	47112.2      	10032.9      	10047.1      	7.29176      	6.56535      	-4.03178      	545.169      
   8.65      	1042.13      	47951.5      	46679.4      	10767.9      	10781.7      	7.35504      	6.48385      	 -4.068      	551.011      
    8.7      	1050.37      	47692.1      	46246.9      	11462.9      	11476.3      	7.41718      	6.40031      	-4.10366      	556.388      
   8.75      	1058.97      	47411.3      	  45789      	12120.9      	12133.9      	7.47816      	6.31438      	-4.13977      	561.172      
    8.8      	1068.03      	47094.3      	45287.8      	12755.1      	12767.6      	7.53796      	6.22627      	-4.17671      	565.472      
   8.85      	1078.65      	46754.7      	44755.6      	13372.3      	13384.4      	7.59674      	6.13586      	-4.21392      	569.543      
    8.9      	1091.94      	46420.7      	  44221      	13976.6      	13988.3      	7.65442      	6.04273      	-4.25047      	573.599      
   8.95      	1106.96      	46110.3      	43700.1      	14577.7      	  14589      	7.71089      	5.94691      	-4.28565      	577.645      
      9      	1123.99      	45827.7      	43191.8      	15191.3      	15202.2      	7.76615      	5.84872      	-4.31914      	 581.61      
   9.05      	1141.89      	45570.9      	42690.9      	15823.8      	15834.3      	7.82021      	5.74818      	-4.35084      	585.369      
    9.1      	1160.42      	45335.7      	42197.5      	16461.4      	16471.4      	7.87304      	5.64533      	-4.38075      	588.807      
   9.15      	1179.19      	45114.5      	41714.5      	17075.3      	17084.9      	7.92463      	5.54093      	-4.40901      	 591.78      
    9.2      	1197.88      	44897.2      	41241.2      	17644.9      	  17654      	7.97497      	5.43614      	-4.43607      	594.174      
   9.25      	1217.47      	44680.5      	40775.6      	18171.1      	18179.8      	8.02405      	5.33178      	-4.46235      	596.069      
    9.3      	1237.71      	44466.3      	40315.3      	18667.8      	18676.1      	8.07186      	 5.2282      	-4.48787      	597.666      
   9.35      	1258.69      	44253.2      	39857.1      	19141.1      	19149.1      	8.11843      	5.12557      	-4.51178      	599.142      
    9.4      	1279.77      	44036.4      	39397.2      	19589.7      	19597.3      	8.16375      	5.02393      	-4.53266      	600.551      
   9.45      	1300.46      	43814.1      	38931.1      	  20020      	20027.3      	8.20783      	4.92298      	-4.54943      	601.906      
    9.5      	1321.45      	  43592      	38456.7      	20449.2      	20456.1      	8.25067      	4.82221      	-4.56223      	603.403      
   9.55      	 1342.6      	43372.9      	37973.7      	  20883      	20889.6      	8.29226      	 4.7214      	-4.5723      	605.064      
    9.6      	1364.26      	43152.6      	37487.3      	  21303      	21309.2      	 8.3326      	4.62054      	-4.58098      	606.538      
   9.65      	1385.98      	42923.8      	37006.7      	21679.2      	21685.1      	8.37169      	4.51947      	-4.58904      	607.339      
    9.7      	1407.74      	42681.4      	36538.3      	21994.4      	  22000      	8.40953      	 4.4178      	-4.5969      	607.259      
   9.75      	1429.59      	42425.3      	36080.2      	22254.9      	22260.2      	8.44611      	4.31545      	-4.60491      	606.436      
    9.8      	1451.06      	  42159      	35627.6      	22478.4      	22483.4      	8.48145      	 4.2128      	-4.6128      	605.071      
   9.85      	1472.38      	41891.1      	  35187      	  22672      	22676.8      	8.51581      	4.11039      	-4.61927      	603.254      
    9.9      	1493.49      	  41631      	  34775      	22829.4      	22833.9      	8.54906      	4.00866      	-4.6225      	600.997      
   9.95      	1515.06      	41388.2      	34407.2      	22945.9      	22950.2      	8.58103      	3.90825      	-4.62105      	598.436      
     10      	1537.26      	41168.6      	34086.6      	23030.3      	23034.4      	8.61176      	3.81028      	-4.61433      	595.792      
  10.05      	1559.35      	40967.2      	33798.4      	23096.7      	23100.6      	8.64125      	3.71606      	-4.60234      	 593.23      
   10.1      	 1580.7      	40765.8      	33517.1      	  23151      	23154.8      	8.66952      	3.62632      	-4.58518      	591.009      
  10.15      	1600.73      	40540.3      	33219.4      	23184.9      	23188.6      	8.69659      	3.54093      	-4.56313      	589.397      
   10.2      	1619.95      	40274.4      	32896.8      	23182.4      	  23186      	8.72247      	3.45918      	-4.53706      	588.389      
  10.25      	1638.66      	39970.1      	32559.2      	23133.2      	23136.8      	8.74717      	3.38039      	-4.50862      	587.606      
   10.3      	1656.84      	  39641      	32221.8      	  23040      	23043.6      	8.77069      	3.30413      	-4.47985      	586.797      
  10.35      	 1674.7      	39300.3      	31894.3      	22912.5      	22916.2      	8.79303      	3.22975      	-4.45251      	585.874      
   10.4      	1692.32      	38957.6      	31583.3      	22758.5      	22762.3      	 8.8142      	3.15607      	-4.42731      	584.211      
