# Sensor: Sensor Generator      
# Record count:   14002      
# Storage mode:  Memory      
# Datetime of save: 2024-11-28T17:37:04      
# Statistical parameters for each field (time series) are placed above the column of the respective time series.
      
# Results earlier than the 'Statistics start time' (see below) are not included when calculating the statistic variables.
# Statistics start time: 100 s      
      
# Column      
      1      	      2      	      3      	      4      	      5      	      6      	      7      	      8      	      9      	      
Time [s]      	Power (electrical)      [    k W      ]      	 Torque      [     Nm      ]      	Torque on main shaft      [   k Nm      ]      	Torque diff. on main shaft      [   k Nm      ]      	    RPM      [    rpm      ]      	Filtered RPM      [    rpm      ]      	Electricity production      [   k Wh      ]      	 Region      [             ]      
    0.5      	13565.8      	1.85389e+07      	18538.9      	 -18426      	6.98767      	6.98767      	1.88748      	      0      
   0.55      	13710.1      	1.87639e+07      	18763.9      	 -18613      	6.97734      	6.97734      	 2.0779      	      0      
    0.6      	  13864      	1.89889e+07      	18988.9      	-18788.4      	6.97206      	6.97206      	2.27045      	      0      
   0.65      	14028.2      	1.92139e+07      	19213.9      	 -18953      	6.97203      	6.97203      	2.46529      	      0      
    0.7      	  14189      	1.94389e+07      	19438.9      	-19104.4      	6.97031      	6.97031      	2.66236      	      0      
   0.75      	14353.2      	1.9624e+07      	  19624      	-19198.9      	6.98442      	6.98442      	2.86171      	      0      
    0.8      	14348.3      	1.9624e+07      	  19624      	-19094.8      	6.98207      	6.98207      	3.06099      	      0      
   0.85      	14354.5      	1.9624e+07      	  19624      	-18968.8      	6.98506      	6.98506      	3.26036      	      0      
    0.9      	14357.5      	1.9624e+07      	  19624      	-18825.5      	6.98652      	6.98652      	3.45977      	      0      
   0.95      	14349.6      	1.9624e+07      	  19624      	-18660.2      	6.98267      	6.98267      	3.65907      	      0      
      1      	14356.1      	1.9624e+07      	  19624      	-18473.3      	6.98587      	6.98587      	3.85846      	      0      
   1.05      	14340.3      	1.9624e+07      	  19624      	-18274.3      	6.97818      	6.97818      	4.05763      	      0      
    1.1      	  14363      	1.9624e+07      	  19624      	-18059.5      	 6.9892      	 6.9892      	4.25711      	      0      
   1.15      	14357.8      	1.9624e+07      	  19624      	-17845.2      	6.98667      	6.98667      	4.45653      	      0      
    1.2      	14364.1      	1.9624e+07      	  19624      	-17623.6      	6.98976      	6.98976      	4.65603      	      0      
   1.25      	14361.4      	1.9624e+07      	  19624      	-17401.5      	6.98843      	6.98843      	4.85549      	      0      
    1.3      	14342.8      	1.9624e+07      	  19624      	-17184.5      	6.97937      	6.97937      	 5.0547      	      0      
   1.35      	14349.3      	1.9624e+07      	  19624      	-16969.1      	6.98254      	6.98254      	  5.254      	      0      
    1.4      	14339.5      	1.9624e+07      	  19624      	-16768.5      	6.97778      	6.97778      	5.45315      	      0      
   1.45      	  14336      	1.9624e+07      	  19624      	-16570.6      	6.97607      	6.97607      	5.65227      	      0      
    1.5      	14339.5      	1.9624e+07      	  19624      	-16376.8      	6.97776      	6.97776      	5.85143      	      0      
   1.55      	14330.8      	1.9624e+07      	  19624      	-16178.4      	6.97352      	6.97352      	6.05046      	      0      
    1.6      	14339.4      	1.9624e+07      	  19624      	-15968.7      	6.97773      	6.97773      	6.24962      	      0      
   1.65      	14320.6      	1.9624e+07      	  19624      	-15761.4      	6.96855      	6.96855      	6.44852      	      0      
    1.7      	14313.6      	1.9624e+07      	  19624      	-15545.2      	6.96519      	6.96519      	6.64732      	      0      
   1.75      	14308.7      	1.9624e+07      	  19624      	-15332.7      	6.96279      	6.96279      	6.84605      	      0      
    1.8      	14307.3      	1.9624e+07      	  19624      	-15104.8      	6.96209      	6.96209      	7.04476      	      0      
   1.85      	  14312      	1.9624e+07      	  19624      	-14855.8      	6.96439      	6.96439      	7.24354      	      0      
    1.9      	14304.4      	1.9624e+07      	  19624      	 -14583      	6.96068      	6.96068      	7.44221      	      0      
   1.95      	14303.8      	1.9624e+07      	  19624      	-14276.9      	6.96042      	6.96042      	7.64088      	      0      
      2      	  14291      	1.9624e+07      	  19624      	-13950.5      	6.95416      	6.95416      	7.83936      	      0      
   2.05      	14278.2      	1.9624e+07      	  19624      	-13594.8      	6.94793      	6.94793      	8.03767      	      0      
    2.1      	14269.1      	1.9624e+07      	  19624      	-13207.9      	 6.9435      	 6.9435      	8.23585      	      0      
   2.15      	  14258      	1.9624e+07      	  19624      	-12794.7      	6.93813      	6.93813      	8.43388      	      0      
    2.2      	14266.9      	1.9624e+07      	  19624      	-12344.9      	6.94245      	6.94245      	8.63203      	      0      
   2.25      	14265.4      	1.9624e+07      	  19624      	-11880.8      	6.94173      	6.94173      	8.83016      	      0      
    2.3      	14265.5      	1.9624e+07      	  19624      	-11388.4      	6.94176      	6.94176      	9.02829      	      0      
   2.35      	14258.6      	1.9624e+07      	  19624      	-10896.3      	6.93843      	6.93843      	9.22633      	      0      
    2.4      	14255.3      	1.9624e+07      	  19624      	-10393.6      	6.93679      	6.93679      	9.42432      	      0      
   2.45      	14257.8      	1.9624e+07      	  19624      	-9881.09      	6.93804      	6.93804      	9.62235      	      0      
    2.5      	14262.2      	1.9624e+07      	  19624      	-9373.6      	6.94014      	6.94014      	9.82043      	      0      
   2.55      	14267.9      	1.9624e+07      	  19624      	-9141.87      	6.94293      	6.94293      	10.0186      	      0      
    2.6      	  14277      	1.9624e+07      	  19624      	-8870.1      	6.94736      	6.94736      	10.2169      	      0      
   2.65      	14276.4      	1.9624e+07      	  19624      	-8451.72      	6.94708      	6.94708      	10.4152      	      0      
    2.7      	14275.6      	1.9624e+07      	  19624      	-7968.96      	6.94666      	6.94666      	10.6134      	      0      
   2.75      	  14263      	1.9624e+07      	  19624      	  -7498      	6.94056      	6.94056      	10.8115      	      0      
    2.8      	  14263      	1.9624e+07      	  19624      	-7027.74      	6.94053      	6.94053      	11.0096      	      0      
   2.85      	14260.1      	1.9624e+07      	  19624      	-6592.53      	6.93916      	6.93916      	11.2077      	      0      
    2.9      	14269.2      	1.9624e+07      	  19624      	-6164.12      	6.94358      	6.94358      	11.4059      	      0      
   2.95      	14271.9      	1.9624e+07      	  19624      	-5772.1      	6.94487      	6.94487      	11.6041      	      0      
      3      	14273.1      	1.9624e+07      	  19624      	-5397.67      	6.94548      	6.94548      	11.8023      	      0      
   3.05      	14272.2      	1.9624e+07      	  19624      	-5045.88      	6.94504      	6.94504      	12.0006      	      0      
    3.1      	14271.7      	1.9624e+07      	  19624      	-4700.84      	6.94478      	6.94478      	12.1988      	      0      
   3.15      	14271.1      	1.9624e+07      	  19624      	-4369.66      	6.94447      	6.94447      	 12.397      	      0      
    3.2      	14277.6      	1.9624e+07      	  19624      	-4048.91      	6.94767      	6.94767      	12.5953      	      0      
   3.25      	14283.2      	1.9624e+07      	  19624      	-3758.24      	 6.9504      	 6.9504      	12.7937      	      0      
    3.3      	14295.9      	1.9624e+07      	  19624      	-3465.74      	6.95658      	6.95658      	12.9922      	      0      
   3.35      	14296.8      	1.9624e+07      	  19624      	-3181.57      	6.95701      	6.95701      	13.1908      	      0      
    3.4      	14300.2      	1.9624e+07      	  19624      	-2864.92      	6.95863      	6.95863      	13.3894      	      0      
   3.45      	14295.6      	1.9624e+07      	  19624      	-2551.74      	6.95641      	6.95641      	 13.588      	      0      
    3.5      	14297.3      	1.9624e+07      	  19624      	-2218.26      	6.95723      	6.95723      	13.7865      	      0      
   3.55      	14297.9      	1.9624e+07      	  19624      	-1906.92      	6.95753      	6.95753      	13.9851      	      0      
    3.6      	14301.6      	1.9624e+07      	  19624      	-1590.18      	6.95934      	6.95934      	14.1837      	      0      
   3.65      	14304.9      	1.9624e+07      	  19624      	-1282.16      	6.96091      	6.96091      	14.3824      	      0      
    3.7      	14307.2      	1.9624e+07      	  19624      	-947.604      	6.96207      	6.96207      	14.5811      	      0      
   3.75      	14307.3      	1.9624e+07      	  19624      	-634.571      	 6.9621      	 6.9621      	14.7798      	      0      
    3.8      	14307.7      	1.9624e+07      	  19624      	-316.17      	6.96232      	6.96232      	14.9786      	      0      
   3.85      	14306.5      	1.9624e+07      	  19624      	-25.5949      	6.96169      	6.96169      	15.1773      	      0      
    3.9      	14315.5      	1.9624e+07      	  19624      	269.788      	6.96612      	6.96612      	15.3761      	      0      
   3.95      	14324.1      	1.9624e+07      	  19624      	536.766      	6.97029      	6.97029      	 15.575      	      0      
      4      	14338.5      	1.9624e+07      	  19624      	801.167      	 6.9773      	 6.9773      	15.7742      	      0      
   4.05      	14347.2      	1.9624e+07      	  19624      	1023.91      	6.98154      	6.98154      	15.9735      	      0      
    4.1      	14355.6      	1.9624e+07      	  19624      	1239.95      	6.98561      	6.98561      	16.1728      	      0      
   4.15      	14361.1      	1.9624e+07      	  19624      	1413.39      	6.98828      	6.98828      	16.3723      	      0      
    4.2      	  14367      	1.9624e+07      	  19624      	1595.16      	6.99118      	6.99118      	16.5718      	      0      
   4.25      	14374.2      	1.9624e+07      	  19624      	1767.98      	6.99465      	6.99465      	16.7715      	      0      
    4.3      	14383.7      	1.9624e+07      	  19624      	2014.86      	6.99929      	6.99929      	16.9713      	      0      
   4.35      	14392.9      	1.9624e+07      	  19624      	2342.09      	7.00375      	7.00375      	17.1712      	      0      
    4.4      	14402.7      	1.9624e+07      	  19624      	2788.58      	7.00851      	7.00851      	17.3712      	      0      
   4.45      	  14407      	1.9624e+07      	  19624      	3266.04      	7.01064      	7.01064      	17.5713      	      0      
    4.5      	14413.1      	1.9624e+07      	  19624      	3728.99      	7.01359      	7.01359      	17.7715      	      0      
   4.55      	  14418      	1.9624e+07      	  19624      	4108.86      	7.01599      	7.01599      	17.9717      	      0      
    4.6      	14430.4      	1.9624e+07      	  19624      	4426.83      	7.02202      	7.02202      	18.1721      	      0      
   4.65      	14444.8      	1.9624e+07      	  19624      	4661.74      	7.02899      	7.02899      	18.3728      	      0      
    4.7      	14463.2      	1.9624e+07      	  19624      	4844.73      	7.03799      	7.03799      	18.5736      	      0      
   4.75      	  14482      	1.9624e+07      	  19624      	5003.65      	7.04711      	7.04711      	18.7748      	      0      
    4.8      	14500.9      	1.9624e+07      	  19624      	5187.75      	7.05633      	7.05633      	18.9762      	      0      
   4.85      	14518.5      	1.9624e+07      	  19624      	5372.61      	7.06486      	7.06486      	19.1778      	      0      
    4.9      	14536.8      	1.9624e+07      	  19624      	5582.81      	 7.0738      	 7.0738      	19.3797      	      0      
   4.95      	14554.6      	1.9624e+07      	  19624      	5798.28      	7.08242      	7.08242      	19.5819      	      0      
      5      	14575.9      	1.9624e+07      	  19624      	6037.56      	7.09279      	7.09279      	19.7843      	      0      
   5.05      	14596.1      	1.9624e+07      	  19624      	6283.78      	7.10264      	7.10264      	 19.987      	      0      
    5.1      	14616.6      	1.9624e+07      	  19624      	6550.69      	7.11261      	7.11261      	20.1901      	      0      
   5.15      	14632.1      	1.9624e+07      	  19624      	6812.56      	7.12018      	7.12018      	20.3933      	      0      
    5.2      	14647.2      	1.9624e+07      	  19624      	7061.76      	7.12748      	7.12748      	20.5967      	      0      
   5.25      	14661.1      	1.9624e+07      	  19624      	7282.43      	7.13427      	7.13427      	20.8003      	      0      
    5.3      	  14678      	1.9624e+07      	  19624      	7480.24      	7.14248      	7.14248      	21.0042      	      0      
   5.35      	14697.2      	1.9624e+07      	  19624      	7649.91      	7.15186      	7.15186      	21.2083      	      0      
    5.4      	14720.7      	1.9624e+07      	  19624      	7800.93      	7.16327      	7.16327      	21.4128      	      0      
   5.45      	14746.2      	1.9624e+07      	  19624      	7933.49      	 7.1757      	 7.1757      	21.6176      	      0      
    5.5      	14773.4      	1.9624e+07      	  19624      	8056.98      	 7.1889      	 7.1889      	21.8228      	      0      
   5.55      	14799.4      	1.9624e+07      	  19624      	8177.46      	7.20157      	7.20157      	22.0283      	      0      
    5.6      	14826.9      	1.9624e+07      	  19624      	8299.87      	7.21497      	7.21497      	22.2343      	      0      
   5.65      	14854.7      	1.9624e+07      	  19624      	8425.63      	7.22849      	7.22849      	22.4406      	      0      
    5.7      	14885.7      	1.9624e+07      	  19624      	8550.49      	7.24354      	7.24354      	22.6473      	      0      
   5.75      	14915.8      	1.9624e+07      	  19624      	8677.64      	 7.2582      	 7.2582      	22.8545      	      0      
    5.8      	  14945      	1.9624e+07      	  19624      	8801.34      	7.27241      	7.27241      	 23.062      	      0      
   5.85      	14970.7      	1.9624e+07      	  19624      	8925.66      	7.28492      	7.28492      	  23.27      	      0      
    5.9      	14994.2      	1.9624e+07      	  19624      	9042.67      	7.29636      	7.29636      	23.4782      	      0      
   5.95      	15015.2      	1.9624e+07      	  19624      	9158.66      	 7.3066      	 7.3066      	23.6868      	      0      
      6      	15036.4      	1.9624e+07      	  19624      	9244.78      	7.31688      	7.31688      	23.8956      	      0      
   6.05      	  15059      	1.9624e+07      	  19624      	9320.87      	 7.3279      	 7.3279      	24.1048      	      0      
    6.1      	15084.8      	1.9624e+07      	  19624      	9391.05      	7.34046      	7.34046      	24.3143      	      0      
   6.15      	15111.9      	1.9624e+07      	  19624      	9467.06      	7.35363      	7.35363      	24.5242      	      0      
    6.2      	15140.3      	1.9624e+07      	  19624      	9533.97      	7.36747      	7.36747      	24.7344      	      0      
   6.25      	15168.3      	1.9624e+07      	  19624      	9602.87      	7.38108      	7.38108      	24.9451      	      0      
    6.3      	15198.2      	1.9624e+07      	  19624      	9661.08      	7.39565      	7.39565      	25.1562      	      0      
   6.35      	15229.5      	1.9624e+07      	  19624      	9718.43      	7.41086      	7.41086      	25.3677      	      0      
    6.4      	15263.5      	1.9624e+07      	  19624      	9753.34      	7.42742      	7.42742      	25.5797      	      0      
   6.45      	15298.4      	1.9624e+07      	  19624      	9798.03      	7.44438      	7.44438      	25.7922      	      0      
    6.5      	15333.4      	1.9624e+07      	  19624      	9843.08      	7.46139      	7.46139      	26.0052      	      0      
   6.55      	15366.3      	1.9624e+07      	  19624      	9885.84      	7.47745      	7.47745      	26.2186      	      0      
    6.6      	15396.7      	1.9624e+07      	  19624      	9908.07      	 7.4922      	 7.4922      	26.4324      	      0      
   6.65      	15423.6      	1.9624e+07      	  19624      	 9918.4      	7.50529      	7.50529      	26.6466      	      0      
    6.7      	15449.6      	1.9624e+07      	  19624      	9898.58      	7.51794      	7.51794      	26.8612      	      0      
   6.75      	15475.3      	1.9624e+07      	  19624      	9854.21      	7.53045      	7.53045      	27.0761      	      0      
    6.8      	15502.3      	1.9624e+07      	  19624      	   9765      	7.54361      	7.54361      	27.2915      	      0      
   6.85      	15529.3      	1.9624e+07      	  19624      	 9639.6      	7.55673      	7.55673      	27.5071      	      0      
    6.9      	15556.7      	1.9624e+07      	  19624      	9462.52      	7.57006      	7.57006      	27.7232      	      0      
   6.95      	15583.4      	1.9624e+07      	  19624      	9256.33      	7.58306      	7.58306      	27.9396      	      0      
      7      	15610.8      	1.9624e+07      	  19624      	9048.03      	7.59638      	7.59638      	28.1565      	      0      
   7.05      	15638.9      	1.9624e+07      	  19624      	8921.89      	7.61009      	7.61009      	28.3737      	      0      
    7.1      	15669.2      	1.9624e+07      	  19624      	 8934.8      	7.62482      	7.62482      	28.5913      	      0      
   7.15      	15701.1      	1.9624e+07      	  19624      	9084.17      	7.64033      	7.64033      	28.8094      	      0      
    7.2      	15734.2      	1.9624e+07      	  19624      	9253.57      	7.65643      	7.65643      	29.0279      	      0      
   7.25      	15765.9      	1.9624e+07      	  19624      	9351.31      	 7.6719      	 7.6719      	29.2469      	      0      
    7.3      	15795.6      	1.9624e+07      	  19624      	9337.95      	7.68632      	7.68632      	29.4662      	      0      
   7.35      	  15822      	1.9624e+07      	  19624      	9244.61      	7.69918      	7.69918      	 29.686      	      0      
    7.4      	15846.9      	1.9624e+07      	  19624      	9086.21      	 7.7113      	 7.7113      	29.9061      	      0      
   7.45      	15871.1      	1.9624e+07      	  19624      	8892.36      	7.72305      	7.72305      	30.1265      	      0      
    7.5      	15896.4      	1.9624e+07      	  19624      	8676.38      	7.73536      	7.73536      	30.3473      	      0      
   7.55      	15922.4      	1.9624e+07      	  19624      	8463.08      	7.74803      	7.74803      	30.5685      	      0      
    7.6      	15948.2      	1.9624e+07      	  19624      	8251.98      	7.76059      	7.76059      	  30.79      	      0      
   7.65      	15971.8      	1.9624e+07      	  19624      	8050.47      	7.77205      	7.77205      	31.0118      	      0      
    7.7      	15993.4      	1.9624e+07      	  19624      	7854.81      	7.78257      	7.78257      	31.2339      	      0      
   7.75      	16014.2      	1.9624e+07      	  19624      	7678.34      	 7.7927      	 7.7927      	31.4563      	      0      
    7.8      	16036.5      	1.9624e+07      	  19624      	7528.75      	7.80357      	7.80357      	31.6791      	      0      
   7.85      	16060.8      	1.9624e+07      	  19624      	7391.01      	7.81536      	7.81536      	31.9021      	      0      
    7.9      	16086.6      	1.9624e+07      	  19624      	7241.65      	7.82791      	7.82791      	32.1256      	      0      
   7.95      	16111.4      	1.9624e+07      	  19624      	 7068.5      	7.84001      	7.84001      	32.3493      	      0      
      8      	16133.9      	1.9624e+07      	  19624      	6868.26      	7.85095      	7.85095      	32.5734      	      0      
   8.05      	16152.9      	1.9624e+07      	  19624      	6651.73      	7.86019      	7.86019      	32.7978      	      0      
    8.1      	16169.9      	1.9624e+07      	  19624      	6426.53      	7.86849      	7.86849      	33.0223      	      0      
   8.15      	  16187      	1.9624e+07      	  19624      	6190.58      	7.87679      	7.87679      	33.2472      	      0      
    8.2      	16205.8      	1.9624e+07      	  19624      	5941.41      	7.88592      	7.88592      	33.4722      	      0      
   8.25      	16225.3      	1.9624e+07      	  19624      	5682.01      	7.89541      	7.89541      	33.6976      	      0      
    8.3      	  16244      	1.9624e+07      	  19624      	5420.66      	7.90453      	7.90453      	33.9232      	      0      
   8.35      	16257.3      	1.96204e+07      	19620.4      	5161.35      	7.91249      	7.91249      	 34.149      	      0      
    8.4      	  16243      	1.95861e+07      	19586.1      	4931.11      	7.91936      	7.91936      	34.3746      	      0      
   8.45      	16227.6      	1.95522e+07      	19552.2      	4696.91      	7.92558      	7.92558      	   34.6      	      0      
    8.5      	16212.3      	1.95185e+07      	19518.5      	4463.81      	7.93177      	7.93177      	34.8251      	      0      
   8.55      	16198.6      	1.94851e+07      	19485.1      	4228.73      	7.93864      	7.93864      	35.0501      	      0      
    8.6      	16186.5      	1.94521e+07      	19452.1      	3993.23      	7.94617      	7.94617      	35.2749      	      0      
   8.65      	16174.2      	1.94195e+07      	19419.5      	3752.66      	7.95345      	7.95345      	35.4996      	      0      
    8.7      	16159.6      	1.93872e+07      	19387.2      	3512.07      	7.95954      	7.95954      	 35.724      	      0      
   8.75      	16142.3      	1.93553e+07      	19355.3      	3267.39      	7.96408      	7.96408      	35.9482      	      0      
    8.8      	16123.2      	1.93239e+07      	19323.9      	3022.34      	7.96762      	7.96762      	36.1722      	      0      
   8.85      	16104.1      	1.92929e+07      	19292.9      	2770.81      	7.97098      	7.97098      	36.3958      	      0      
    8.9      	  16086      	1.92623e+07      	19262.3      	2515.75      	7.97463      	7.97463      	36.6192      	      0      
   8.95      	16068.5      	1.92323e+07      	19232.3      	2246.92      	7.97842      	7.97842      	36.8424      	      0      
      9      	16050.9      	1.92028e+07      	19202.8      	1967.99      	7.98192      	7.98192      	37.0653      	      0      
   9.05      	16031.9      	1.91738e+07      	19173.8      	1701.43      	7.98454      	7.98454      	 37.288      	      0      
    9.1      	16011.2      	1.91454e+07      	19145.4      	1447.07      	7.98603      	7.98603      	37.5104      	      0      
   9.15      	15989.3      	1.91175e+07      	19117.5      	1185.96      	7.98672      	7.98672      	37.7325      	      0      
    9.2      	15967.9      	1.90903e+07      	19090.3      	920.927      	 7.9874      	 7.9874      	37.9542      	      0      
   9.25      	15948.2      	1.90637e+07      	19063.7      	643.716      	 7.9887      	 7.9887      	38.1757      	      0      
    9.3      	15930.2      	1.90377e+07      	19037.7      	358.022      	7.99056      	7.99056      	 38.397      	      0      
   9.35      	15912.3      	1.90124e+07      	19012.4      	52.3644      	 7.9922      	 7.9922      	 38.618      	      0      
    9.4      	15893.1      	1.89877e+07      	18987.7      	-269.894      	7.99296      	7.99296      	38.8387      	      0      
   9.45      	15872.1      	1.89638e+07      	18963.8      	-612.066      	 7.9925      	 7.9925      	39.0592      	      0      
    9.5      	15849.7      	1.89405e+07      	18940.5      	-955.749      	7.99102      	7.99102      	39.2793      	      0      
   9.55      	15826.9      	1.89179e+07      	18917.9      	-1276.09      	7.98903      	7.98903      	39.4991      	      0      
    9.6      	15804.7      	1.8896e+07      	  18896      	-1521.75      	7.98708      	7.98708      	39.7186      	      0      
   9.65      	15783.3      	1.88748e+07      	18874.8      	-1661.14      	 7.9852      	 7.9852      	39.9378      	      0      
    9.7      	15762.1      	1.88545e+07      	18854.5      	-1710.19      	7.98312      	7.98312      	40.1568      	      0      
   9.75      	15740.2      	1.88348e+07      	18834.8      	-1744.8      	 7.9803      	 7.9803      	40.3754      	      0      
    9.8      	15716.9      	1.8816e+07      	  18816      	-1822.34      	7.97649      	7.97649      	40.5937      	      0      
   9.85      	15692.9      	1.87979e+07      	18797.9      	-1966.64      	7.97197      	7.97197      	40.8116      	      0      
    9.9      	15669.5      	1.87806e+07      	18780.6      	-2160.22      	7.96743      	7.96743      	41.0293      	      0      
   9.95      	15647.9      	1.87641e+07      	18764.1      	-2387.26      	 7.9634      	 7.9634      	41.2466      	      0      
     10      	15628.2      	1.87485e+07      	18748.5      	-2625.46      	7.96005      	7.96005      	41.4637      	      0      
  10.05      	15609.9      	1.87336e+07      	18733.6      	-2860.07      	7.95703      	7.95703      	41.6805      	      0      
   10.1      	  15592      	1.87196e+07      	18719.6      	-3075.67      	7.95383      	7.95383      	 41.897      	      0      
  10.15      	15573.2      	1.87064e+07      	18706.4      	-3270.8      	7.94984      	7.94984      	42.1133      	      0      
   10.2      	  15553      	1.8694e+07      	  18694      	-3443.08      	7.94479      	7.94479      	42.3293      	      0      
  10.25      	  15532      	1.86824e+07      	18682.4      	-3595.58      	  7.939      	  7.939      	 42.545      	      0      
   10.3      	15511.5      	1.86716e+07      	18671.6      	-3720.51      	7.93312      	7.93312      	42.7605      	      0      
  10.35      	15492.1      	1.86616e+07      	18661.6      	-3824.06      	7.92742      	7.92742      	42.9756      	      0      
   10.4      	15473.2      	1.86525e+07      	18652.5      	-3923.63      	7.92163      	7.92163      	43.1906      	      0      
  10.45      	15453.6      	1.86442e+07      	18644.2      	-4028.93      	7.91514      	7.91514      	43.4052      	      0      
   10.5      	15432.7      	1.86367e+07      	18636.7      	-4143.29      	7.90762      	7.90762      	43.6195      	      0      
  10.55      	15410.9      	1.863e+07      	  18630      	-4265.94      	7.89928      	7.89928      	43.8336      	      0      
   10.6      	15389.4      	1.86241e+07      	18624.1      	-4391.98      	7.89073      	7.89073      	44.0473      	      0      
  10.65      	15369.6      	1.86191e+07      	18619.1      	-4518.23      	 7.8827      	 7.8827      	44.2608      	      0      
   10.7      	15352.5      	1.86149e+07      	18614.9      	-4644.93      	7.87575      	7.87575      	 44.474      	      0      
  10.75      	15338.1      	1.86115e+07      	18611.5      	-4770.35      	7.86973      	7.86973      	 44.687      	      0      
   10.8      	15324.7      	1.86089e+07      	18608.9      	-4891.16      	7.86395      	7.86395      	44.8999      	      0      
  10.85      	  15311      	1.86072e+07      	18607.2      	-5003.06      	7.85767      	7.85767      	45.1125      	      0      
   10.9      	15296.5      	1.86062e+07      	18606.2      	-5107.1      	7.85068      	7.85068      	 45.325      	      0      
  10.95      	15281.8      	1.8606e+07      	  18606      	-5203.94      	7.84321      	7.84321      	45.5372      	      0      
     11      	15267.5      	1.86065e+07      	18606.5      	-5295.54      	7.83561      	7.83561      	45.7493      	      0      
  11.05      	15253.8      	1.86078e+07      	18607.8      	-5379.7      	7.82803      	7.82803      	45.9611      	      0      
   11.1      	15240.5      	1.86099e+07      	18609.9      	-5458.4      	7.82037      	7.82037      	46.1728      	      0      
  11.15      	15226.8      	1.86127e+07      	18612.7      	-5531.14      	7.81218      	7.81218      	46.3843      	      0      
   11.2      	15211.7      	1.86162e+07      	18616.2      	-5600.45      	7.80297      	7.80297      	46.5956      	      0      
  11.25      	  15195      	1.86204e+07      	18620.4      	-5664.68      	7.79264      	7.79264      	46.8066      	      0      
   11.3      	15177.8      	1.86253e+07      	18625.3      	-5726.77      	7.78172      	7.78172      	47.0174      	      0      
  11.35      	15161.5      	1.8631e+07      	  18631      	-5786.17      	7.77105      	7.77105      	 47.228      	      0      
   11.4      	15147.6      	1.86373e+07      	18637.3      	-5846.73      	7.76123      	7.76123      	47.4384      	      0      
  11.45      	15135.8      	1.86444e+07      	18644.4      	-5908.7      	7.75225      	7.75225      	47.6486      	      0      
   11.5      	15125.4      	1.86522e+07      	18652.2      	-5979.6      	7.74372      	7.74372      	47.8587      	      0      
  11.55      	15115.7      	1.86607e+07      	18660.7      	-6042.58      	 7.7352      	 7.7352      	48.0686      	      0      
   11.6      	  15106      	1.86698e+07      	18669.8      	-6088.89      	7.72645      	7.72645      	48.2784      	      0      
  11.65      	15096.4      	1.86796e+07      	18679.6      	-6127.42      	7.71751      	7.71751      	48.4881      	      0      
   11.7      	15087.6      	1.869e+07      	  18690      	-6168.17      	 7.7087      	 7.7087      	48.6976      	      0      
  11.75      	  15080      	1.87011e+07      	18701.1      	-6210.5      	7.70027      	7.70027      	48.9071      	      0      
