# Sensor: Sensor Rotor      
# Record count:   14002      
# Storage mode:  Memory      
# Datetime of save: 2024-11-28T17:34:10      
# Statistical parameters for each field (time series) are placed above the column of the respective time series.
      
# Results earlier than the 'Statistics start time' (see below) are not included when calculating the statistic variables.
# Statistics start time: 100 s      
      
# Column      
      1      	      2      	      3      	      4      	      5      	      6      	      7      	      8      	      9      	     10      	     11      	     12      	     13      	     14      	     15      	     16      	     17      	     18      	     19      	     20      	      
Time [s]      	Power (aero)      [    k W      ]      	Torque (aero)      [   k Nm      ]      	Thrust (aero)      [    k N      ]      	    RPM      [    rpm      ]      	    TSR      [             ]      	Demanded collective pitch angle      [      °      ]      	Power coef. (CP)      [      %      ]      	Thrust coef. (CT)      [      %      ]      	Tip speed      [    m/s      ]      	1P (one revolution)      [      s      ]      	nP (blade passing)      [      s      ]      	Azimuth angle      [      °      ]      	Rotation per timestep      [      °      ]      	Wind speed at hub, magnitude      [    m/s      ]      	Wind speed at hub     .x      [    m/s      ]      	Wind speed at hub     .y      [    m/s      ]      	Wind speed at hub     .z      [    m/s      ]      	Wind angle at hub      [      °      ]      	Yaw angle      [      °      ]      
    0.2      	-10.2441      	-14.0149      	-0.140808      	6.97995      	3.68084      	29.6001      	-0.00263649      	-0.000869747      	88.3402      	8.59605      	2.86535      	6.29657      	2.09398      	     24      	      0      	    -24      	      0      	      0      	      0      
   0.25      	-19.3198      	-26.4516      	-0.336922      	6.97463      	3.67804      	29.5001      	-0.0049723      	-0.00208111      	88.2729      	8.60261      	2.86754      	8.39105      	2.09239      	     24      	      0      	    -24      	      0      	      0      	      0      
    0.3      	-32.6598      	-44.7283      	-0.638294      	6.97273      	3.67703      	29.4001      	-0.00840559      	-0.00394263      	88.2488      	8.60496      	2.86832      	10.4842      	2.09182      	     24      	      0      	    -24      	      0      	      0      	      0      
   0.35      	-49.745      	-68.0854      	-1.08939      	6.97697      	3.67927      	29.3001      	-0.0128028      	-0.00672897      	88.3025      	8.59972      	2.86657      	12.5763      	2.09309      	     24      	      0      	    -24      	      0      	      0      	      0      
    0.4      	-71.2054      	-97.5105      	-1.65192      	6.97322      	3.67729      	29.2002      	-0.018326      	-0.0102036      	88.2551      	8.60435      	2.86812      	14.6688      	2.09197      	     24      	      0      	    -24      	      0      	      0      	      0      
   0.45      	-97.2141      	-132.952      	-2.35127      	6.98242      	3.68215      	29.1002      	-0.0250198      	-0.0145234      	88.3716      	  8.593      	2.86433      	16.7613      	2.09473      	     24      	      0      	    -24      	      0      	      0      	      0      
    0.5      	-125.194      	-171.316      	-3.18182      	6.97846      	3.68006      	29.0002      	-0.0322211      	-0.0196536      	88.3214      	8.59788      	2.86596      	18.8547      	2.09354      	     24      	      0      	    -24      	      0      	      0      	      0      
   0.55      	-157.56      	-215.669      	-4.02359      	6.97636      	3.67895      	28.9002      	-0.0405508      	-0.0248531      	88.2949      	8.60047      	2.86682      	20.9488      	2.09291      	     24      	      0      	    -24      	      0      	      0      	      0      
    0.6      	-188.239      	-257.544      	-4.97786      	6.97961      	3.68066      	28.8002      	-0.0484468      	-0.0307474      	88.3359      	8.59647      	2.86549      	 23.042      	2.09388      	     24      	      0      	    -24      	      0      	      0      	      0      
   0.65      	-219.837      	-300.723      	-5.73049      	 6.9808      	3.68129      	28.7002      	-0.056579      	-0.0353963      	 88.351      	8.59501      	  2.865      	25.1354      	2.09424      	     24      	      0      	    -24      	      0      	      0      	      0      
    0.7      	-248.333      	-339.283      	-6.40214      	6.98946      	3.68586      	28.6003      	-0.063913      	-0.039545      	88.4606      	8.58436      	2.86145      	27.2295      	2.09684      	     24      	      0      	    -24      	      0      	      0      	      0      
   0.75      	-271.348      	-370.915      	-6.79213      	 6.9859      	3.68398      	28.5003      	-0.0698362      	-0.0419539      	88.4155      	8.58873      	2.86291      	 29.325      	2.09577      	     24      	      0      	    -24      	      0      	      0      	      0      
    0.8      	-291.838      	-398.992      	-6.80242      	6.98474      	3.68337      	28.4003      	-0.0751099      	-0.0420174      	88.4009      	8.59016      	2.86339      	31.4213      	2.09542      	     24      	      0      	    -24      	      0      	      0      	      0      
   0.85      	-299.158      	-408.904      	-6.55878      	6.98635      	3.68422      	28.3003      	-0.0769937      	-0.0405125      	88.4212      	8.58818      	2.86273      	33.5169      	 2.0959      	     24      	      0      	    -24      	      0      	      0      	      0      
    0.9      	-300.345      	-410.578      	-5.57204      	6.98547      	3.68376      	28.2003      	-0.0772992      	-0.0344176      	88.4102      	8.58925      	2.86308      	35.6126      	2.09564      	     24      	      0      	    -24      	      0      	      0      	      0      
   0.95      	-285.606      	-390.35      	-4.19338      	6.98691      	3.68451      	28.1004      	-0.0735059      	-0.0259018      	88.4283      	8.58749      	 2.8625      	37.7083      	2.09607      	     24      	      0      	    -24      	      0      	      0      	      0      
      1      	-259.703      	-355.441      	-1.99902      	6.97719      	3.67939      	28.0004      	-0.0668393      	-0.0123476      	88.3053      	8.59945      	2.86648      	39.8042      	2.09316      	     24      	      0      	    -24      	      0      	      0      	      0      
   1.05      	-229.688      	-314.152      	0.753424      	6.98185      	3.68184      	27.9004      	-0.0591145      	0.00465378      	88.3643      	8.59371      	2.86457      	41.8988      	2.09455      	     24      	      0      	    -24      	      0      	      0      	      0      
    1.1      	-189.079      	-258.724      	3.76707      	6.97874      	3.68021      	27.8004      	-0.0486629      	0.0232685      	88.3249      	8.59754      	2.86585      	43.9927      	2.09362      	     24      	      0      	    -24      	      0      	      0      	      0      
   1.15      	-155.997      	-213.312      	7.27783      	6.98348      	 3.6827      	27.7004      	-0.0401486      	0.044954      	88.3849      	8.59171      	 2.8639      	46.0868      	2.09504      	     24      	      0      	    -24      	      0      	      0      	      0      
    1.2      	-114.186      	-156.085      	10.5519      	6.98593      	  3.684      	27.6005      	-0.0293879      	0.0651774      	88.4159      	8.58869      	 2.8629      	48.1811      	2.09578      	     24      	      0      	    -24      	      0      	      0      	      0      
   1.25      	-77.7782      	-106.372      	14.2543      	6.98237      	3.68212      	27.5005      	-0.0200176      	0.0880466      	88.3709      	8.59307      	2.86436      	50.2765      	2.09471      	     24      	      0      	    -24      	      0      	      0      	      0      
    1.3      	-45.6985      	-62.4956      	17.8082      	 6.9827      	 3.6823      	27.4005      	-0.0117613      	0.109998      	88.3751      	8.59266      	2.86422      	52.3717      	2.09481      	     24      	      0      	    -24      	      0      	      0      	      0      
   1.35      	-13.9877      	-19.1556      	21.2146      	6.97303      	 3.6772      	27.3005      	-0.00359998      	0.131039      	88.2527      	8.60458      	2.86819      	54.4665      	2.09191      	     24      	      0      	    -24      	      0      	      0      	      0      
    1.4      	5.82207      	7.98482      	24.6178      	 6.9628      	 3.6718      	27.2005      	0.00149841      	0.15206      	88.1231      	8.61723      	2.87241      	56.5599      	2.08884      	     24      	      0      	    -24      	      0      	      0      	      0      
   1.45      	39.9152      	54.7826      	27.5558      	6.95772      	3.66912      	27.1005      	0.0102729      	0.170208      	88.0589      	8.62351      	 2.8745      	58.6502      	2.08732      	     24      	      0      	    -24      	      0      	      0      	      0      
    1.5      	79.7294      	109.529      	31.1215      	6.95119      	3.66568      	27.0006      	0.0205198      	0.192232      	87.9763      	8.63161      	 2.8772      	60.7383      	2.08536      	     24      	      0      	    -24      	      0      	      0      	      0      
   1.55      	141.744      	194.712      	34.9779      	 6.9516      	3.66589      	26.9006      	0.0364805      	0.216053      	87.9814      	8.63111      	2.87704      	62.8246      	2.08548      	     24      	      0      	    -24      	      0      	      0      	      0      
    1.6      	 221.99      	305.473      	39.7299      	6.93956      	3.65954      	26.8006      	0.0571331      	0.245405      	 87.829      	8.64609      	2.88203      	64.9101      	2.08187      	     24      	      0      	    -24      	      0      	      0      	      0      
   1.65      	302.801      	417.284      	45.2055      	6.92943      	 3.6542      	26.7006      	0.0779314      	0.279227      	87.7008      	8.65872      	2.88624      	66.9937      	2.07883      	     24      	      0      	    -24      	      0      	      0      	      0      
    1.7      	406.147      	560.643      	50.5644      	 6.9178      	3.64807      	26.6006      	0.104529      	0.312328      	87.5537      	8.67327      	2.89109      	69.0741      	2.07534      	     24      	      0      	    -24      	      0      	      0      	      0      
   1.75      	511.915      	707.699      	56.7407      	6.90749      	3.64263      	26.5007      	0.131751      	0.350478      	87.4232      	8.68622      	2.89541      	71.1511      	2.07225      	     24      	      0      	    -24      	      0      	      0      	      0      
    1.8      	650.338      	899.768      	62.8919      	6.90208      	3.63978      	26.4007      	0.167376      	0.388473      	87.3547      	8.69303      	2.89768      	73.2249      	2.07062      	     24      	      0      	    -24      	      0      	      0      	      0      
   1.85      	810.148      	1122.31      	70.4569      	6.89326      	3.63513      	26.3007      	0.208506      	0.435201      	87.2431      	8.70415      	2.90138      	75.2964      	2.06798      	     24      	      0      	    -24      	      0      	      0      	      0      
    1.9      	992.456      	1375.51      	79.1672      	6.88999      	3.63341      	26.2007      	0.255427      	0.489003      	87.2018      	8.70828      	2.90276      	77.3657      	  2.067      	     24      	      0      	    -24      	      0      	      0      	      0      
   1.95      	1211.22      	1680.46      	88.9801      	6.88283      	3.62963      	26.1007      	0.311731      	0.549616      	 87.111      	8.71735      	2.90578      	79.4332      	2.06485      	     24      	      0      	    -24      	      0      	      0      	      0      
      2      	 1450.5      	2015.05      	100.576      	 6.8739      	3.62492      	26.0008      	0.373312      	0.621244      	 86.998      	8.72867      	2.90956      	81.4991      	2.06217      	     24      	      0      	    -24      	      0      	      0      	      0      
   2.05      	1744.18      	2425.44      	113.249      	6.86707      	3.62131      	25.9008      	0.448895      	0.69952      	86.9116      	8.73736      	2.91245      	83.5626      	2.06012      	     24      	      0      	    -24      	      0      	      0      	      0      
    2.1      	2083.23      	2900.99      	128.469      	6.85746      	3.61625      	25.8008      	0.536157      	0.793533      	  86.79      	 8.7496      	2.91653      	85.6237      	2.05724      	     24      	      0      	    -24      	      0      	      0      	      0      
   2.15      	2467.41      	3436.68      	145.892      	6.85603      	 3.6155      	25.7008      	0.635032      	0.901149      	86.7719      	8.75142      	2.91714      	87.6824      	2.05681      	     24      	      0      	    -24      	      0      	      0      	      0      
    2.2      	2894.99      	4035.49      	165.191      	6.85048      	3.61257      	25.6008      	0.745077      	1.02036      	86.7017      	8.75851      	 2.9195      	89.7394      	2.05514      	     24      	      0      	    -24      	      0      	      0      	      0      
   2.25      	3333.64      	4649.29      	186.424      	6.84706      	3.61077      	25.5008      	0.857974      	1.15151      	86.6584      	8.76288      	2.92096      	91.7954      	2.05412      	     24      	      0      	    -24      	      0      	      0      	      0      
    2.3      	3821.71      	5332.61      	208.125      	6.84366      	3.60897      	25.4009      	0.983586      	1.28555      	86.6154      	8.76723      	2.92241      	  93.85      	 2.0531      	     24      	      0      	    -24      	      0      	      0      	      0      
   2.35      	4316.95      	6026.22      	232.022      	6.84075      	3.60744      	25.3009      	1.11105      	1.43316      	86.5785      	8.77097      	2.92366      	95.9036      	2.05223      	     24      	      0      	    -24      	      0      	      0      	      0      
    2.4      	4839.22      	6758.82      	256.274      	6.83716      	3.60555      	25.2009      	1.24546      	1.58296      	86.5331      	8.77557      	2.92519      	97.9563      	2.05115      	     24      	      0      	    -24      	      0      	      0      	      0      
   2.45      	5368.23      	7504.92      	281.707      	6.83057      	3.60207      	25.1009      	1.38161      	1.74006      	86.4496      	8.78404      	2.92801      	100.008      	2.04917      	     24      	      0      	    -24      	      0      	      0      	      0      
    2.5      	5877.96      	8225.38      	307.617      	6.82405      	3.59863      	25.0009      	 1.5128      	 1.9001      	86.3671      	8.79243      	2.93081      	102.058      	2.04721      	     24      	      0      	    -24      	      0      	      0      	      0      
   2.55      	6387.08      	8939.87      	332.747      	6.82248      	 3.5978      	 24.901      	1.64383      	2.05533      	86.3473      	8.79446      	2.93149      	104.106      	2.04674      	     24      	      0      	    -24      	      0      	      0      	      0      
    2.6      	6862.27      	9608.79      	 357.68      	6.81978      	3.59638      	 24.801      	1.76613      	2.20933      	86.3131      	8.79794      	2.93265      	106.153      	2.04593      	     24      	      0      	    -24      	      0      	      0      	      0      
   2.65      	7341.65      	10276.5      	381.211      	 6.8221      	 3.5976      	 24.701      	1.88951      	2.35468      	86.3425      	8.79494      	2.93165      	  108.2      	2.04663      	     24      	      0      	    -24      	      0      	      0      	      0      
    2.7      	   7811      	10937.1      	404.705      	6.81986      	3.59642      	 24.601      	 2.0103      	 2.4998      	86.3142      	8.79783      	2.93261      	110.246      	2.04596      	     24      	      0      	    -24      	      0      	      0      	      0      
   2.75      	8263.73      	11568.2      	428.067      	6.82155      	3.59731      	 24.501      	2.12682      	 2.6441      	86.3355      	8.79565      	2.93188      	112.292      	2.04647      	     24      	      0      	    -24      	      0      	      0      	      0      
    2.8      	 8716.6      	12207.1      	 450.55      	6.81876      	3.59584      	24.4011      	2.24338      	2.78297      	86.3002      	8.79926      	2.93309      	114.338      	2.04563      	     24      	      0      	    -24      	      0      	      0      	      0      
   2.85      	9145.38      	12808.5      	 473.21      	6.81827      	3.59558      	24.3011      	2.35373      	2.92294      	86.2939      	8.79989      	 2.9333      	116.384      	2.04548      	     24      	      0      	    -24      	      0      	      0      	      0      
    2.9      	9595.05      	  13440      	494.787      	6.81739      	3.59512      	24.2011      	2.46946      	3.05622      	86.2829      	8.80102      	2.93367      	 118.43      	2.04522      	     24      	      0      	    -24      	      0      	      0      	      0      
   2.95      	10044.3      	14064.2      	517.314      	 6.8199      	3.59644      	24.1011      	2.58509      	3.19537      	86.3146      	8.79779      	 2.9326      	120.475      	2.04597      	     24      	      0      	    -24      	      0      	      0      	      0      
      3      	10498.4      	14692.6      	539.748      	6.82334      	3.59826      	24.0011      	2.70196      	3.33393      	86.3582      	8.79334      	2.93111      	122.521      	  2.047      	     24      	      0      	    -24      	      0      	      0      	      0      
   3.05      	10956.2      	15326.4      	562.311      	6.82636      	3.59985      	23.9012      	2.81977      	3.47331      	86.3963      	8.78946      	2.92982      	124.567      	2.04791      	     24      	      0      	    -24      	      0      	      0      	      0      
    3.1      	11395.3      	15941.5      	 585.04      	6.82602      	3.59967      	23.8012      	2.93279      	 3.6137      	 86.392      	 8.7899      	2.92997      	126.615      	2.04781      	     24      	      0      	    -24      	      0      	      0      	      0      
   3.15      	11860.8      	16588.4      	607.267      	6.82783      	3.60062      	23.7012      	3.05261      	3.75099      	 86.415      	8.78756      	2.92919      	128.663      	2.04835      	     24      	      0      	    -24      	      0      	      0      	      0      
    3.2      	  12324      	17237.1      	630.439      	6.82745      	3.60042      	23.6012      	3.17181      	3.89412      	86.4101      	8.78806      	2.92935      	130.711      	2.04823      	     24      	      0      	    -24      	      0      	      0      	      0      
   3.25      	12808.8      	17906.4      	653.678      	 6.8308      	3.60219      	23.5012      	3.29658      	4.03766      	86.4525      	8.78375      	2.92792      	132.759      	2.04924      	     24      	      0      	    -24      	      0      	      0      	      0      
    3.3      	13296.2      	18585.1      	677.518      	6.83176      	 3.6027      	23.4012      	3.42201      	4.18492      	86.4647      	8.78251      	 2.9275      	134.808      	2.04953      	     24      	      0      	    -24      	      0      	      0      	      0      
   3.35      	13778.4      	19242.4      	701.707      	 6.8377      	3.60583      	23.3013      	3.54612      	4.33433      	86.5399      	8.77488      	2.92496      	136.857      	2.05131      	     24      	      0      	    -24      	      0      	      0      	      0      
    3.4      	14266.4      	19908.3      	725.333      	6.84305      	3.60865      	23.2013      	3.67171      	4.48027      	86.6077      	8.76801      	2.92267      	138.908      	2.05292      	     24      	      0      	    -24      	      0      	      0      	      0      
   3.45      	14741.5      	20550.3      	749.247      	6.85008      	3.61236      	23.1013      	  3.794      	4.62798      	86.6965      	8.75903      	2.91968      	 140.96      	2.05502      	     24      	      0      	    -24      	      0      	      0      	      0      
    3.5      	15223.2      	21206.3      	772.548      	6.85506      	3.61498      	23.0013      	3.91796      	 4.7719      	86.7596      	8.75266      	2.91755      	143.014      	2.05652      	     24      	      0      	    -24      	      0      	      0      	      0      
   3.55      	15691.5      	  21839      	796.409      	6.86125      	3.61825      	22.9013      	4.03849      	4.91929      	 86.838      	8.74476      	2.91492      	 145.07      	2.05838      	     24      	      0      	    -24      	      0      	      0      	      0      
    3.6      	16131.2      	22429.4      	819.786      	6.86785      	3.62173      	22.8014      	4.15167      	5.06369      	86.9215      	8.73636      	2.91212      	147.127      	2.06035      	     24      	      0      	    -24      	      0      	      0      	      0      
   3.65      	16558.2      	22994.2      	842.066      	6.87647      	3.62627      	22.7014      	4.26155      	 5.2013      	87.0306      	8.72541      	2.90847      	149.186      	2.06294      	     24      	      0      	    -24      	      0      	      0      	      0      
    3.7      	16992.2      	23565.4      	863.528      	6.88569      	3.63114      	22.6014      	4.37326      	5.33387      	87.1473      	8.71372      	2.90457      	151.248      	2.06571      	     24      	      0      	    -24      	      0      	      0      	      0      
   3.75      	17441.9      	24148.3      	885.169      	6.89728      	3.63725      	22.5014      	4.48899      	5.46754      	 87.294      	8.69908      	2.89969      	153.312      	2.06918      	     24      	      0      	    -24      	      0      	      0      	      0      
    3.8      	17863.3      	  24695      	907.171      	6.90756      	3.64267      	22.4014      	4.59745      	5.60345      	87.4241      	8.68614      	2.89538      	 155.38      	2.07227      	     24      	      0      	    -24      	      0      	      0      	      0      
   3.85      	18262.2      	25203.8      	928.181      	6.91923      	3.64882      	22.3015      	4.70011      	5.73322      	87.5718      	8.67148      	2.89049      	157.451      	2.07577      	     24      	      0      	    -24      	      0      	      0      	      0      
    3.9      	18630.9      	25681.8      	948.096      	6.92755      	3.65321      	22.2015      	4.79501      	5.85623      	87.6771      	8.66107      	2.88702      	159.525      	2.07827      	     24      	      0      	    -24      	      0      	      0      	      0      
   3.95      	18974.9      	26117.1      	967.182      	6.93785      	3.65864      	22.1015      	4.88352      	5.97413      	87.8074      	8.64821      	2.88274      	161.602      	2.08136      	     24      	      0      	    -24      	      0      	      0      	      0      
      4      	19291.9      	  26516      	985.084      	6.94766      	3.66381      	22.0015      	4.96513      	6.08471      	87.9315      	  8.636      	2.87867      	163.681      	 2.0843      	     24      	      0      	    -24      	      0      	      0      	      0      
   4.05      	  19570      	26852.7      	 1001.9      	6.95946      	3.67004      	21.9015      	5.03671      	 6.1886      	88.0809      	8.62136      	2.87379      	165.764      	2.08784      	     24      	      0      	    -24      	      0      	      0      	      0      
    4.1      	19818.4      	27146.8      	1016.84      	6.97141      	3.67634      	21.8015      	5.10062      	6.28083      	88.2322      	8.60658      	2.86886      	 167.85      	2.09142      	     24      	      0      	    -24      	      0      	      0      	      0      
   4.15      	20036.2      	27394.3      	1030.49      	6.98434      	3.68316      	21.7016      	5.15667      	6.36514      	88.3958      	8.59065      	2.86355      	 169.94      	 2.0953      	     24      	      0      	    -24      	      0      	      0      	      0      
    4.2      	20239.8      	27622.8      	1042.71      	6.99698      	3.68982      	21.6016      	5.20909      	6.44066      	88.5558      	8.57513      	2.85838      	172.033      	2.09909      	     24      	      0      	    -24      	      0      	      0      	      0      
   4.25      	20458.4      	27871.7      	1054.21      	7.00939      	3.69637      	21.5016      	5.26534      	6.51166      	88.7128      	8.55995      	2.85332      	174.131      	2.10282      	     24      	      0      	    -24      	      0      	      0      	      0      
    4.3      	20730.3      	28195.8      	1066.06      	 7.0209      	3.70244      	21.4016      	5.33533      	6.58486      	88.8585      	8.54591      	2.84864      	176.231      	2.10627      	     24      	      0      	    -24      	      0      	      0      	      0      
   4.35      	21104.9      	28650.5      	1079.92      	7.03433      	3.70952      	21.3016      	5.43173      	6.67048      	89.0285      	 8.5296      	 2.8432      	178.336      	 2.1103      	     24      	      0      	    -24      	      0      	      0      	      0      
    4.4      	21592.3      	29254.1      	 1097.4      	7.04828      	3.71688      	21.2017      	5.55716      	6.77844      	89.2051      	8.51271      	2.83757      	180.444      	2.11448      	     24      	      0      	    -24      	      0      	      0      	      0      
   4.45      	  22171      	29965.4      	1118.95      	7.06539      	 3.7259      	21.1017      	5.70611      	6.91155      	89.4216      	 8.4921      	 2.8307      	182.557      	2.11962      	     24      	      0      	    -24      	      0      	      0      	      0      
    4.5      	22775.8      	  30710      	1143.25      	7.08215      	3.73474      	21.0017      	5.86176      	7.06168      	89.6338      	  8.472      	  2.824      	184.674      	2.12465      	     24      	      0      	    -24      	      0      	      0      	      0      
   4.55      	  23346      	  31394      	1168.26      	 7.1013      	3.74484      	20.9017      	6.00852      	7.21612      	89.8761      	8.44916      	2.81639      	186.796      	2.13039      	     24      	      0      	    -24      	      0      	      0      	      0      
    4.6      	23831.7      	31964.6      	1191.42      	7.11964      	3.75451      	20.8017      	6.13353      	7.35919      	90.1082      	8.42739      	2.80913      	188.923      	2.13589      	     24      	      0      	    -24      	      0      	      0      	      0      
   4.65      	24220.4      	  32401      	1211.49      	7.13831      	3.76435      	20.7018      	6.23357      	7.48316      	90.3445      	8.40535      	2.80178      	191.057      	2.14149      	     24      	      0      	    -24      	      0      	      0      	      0      
    4.7      	24538.4      	32742.4      	1228.02      	7.15659      	3.77399      	20.6018      	6.31539      	7.58529      	90.5758      	8.38388      	2.79463      	193.195      	2.14698      	     24      	      0      	    -24      	      0      	      0      	      0      
   4.75      	24813.6      	33021.5      	1242.22      	 7.1757      	3.78407      	20.5018      	6.38623      	  7.673      	90.8177      	8.36156      	2.78719      	 195.34      	2.15271      	     24      	      0      	    -24      	      0      	      0      	      0      
    4.8      	25077.3      	33279.5      	1254.99      	7.19573      	3.79463      	20.4018      	6.45409      	7.75186      	91.0712      	8.33828      	2.77943      	197.489      	2.15872      	     24      	      0      	    -24      	      0      	      0      	      0      
   4.85      	25346.9      	33539.4      	1267.34      	7.21674      	3.80571      	20.3018      	6.52348      	7.82813      	91.3371      	8.31401      	2.77134      	199.645      	2.16502      	     24      	      0      	    -24      	      0      	      0      	      0      
    4.9      	25635.3      	33827.5      	1279.84      	 7.2367      	3.81624      	20.2018      	6.59772      	7.90534      	91.5897      	8.29107      	2.76369      	201.807      	2.17101      	     24      	      0      	    -24      	      0      	      0      	      0      
   4.95      	25951.8      	34147.7      	1293.25      	7.25732      	3.82711      	20.1019      	6.67916      	7.98822      	91.8507      	8.26752      	2.75584      	203.975      	2.17719      	     24      	      0      	    -24      	      0      	      0      	      0      
      5      	26291.8      	34502.9      	1307.72      	7.27672      	3.83735      	20.0019      	6.76668      	 8.0776      	92.0963      	8.24547      	2.74849      	206.149      	2.18302      	     24      	      0      	    -24      	      0      	      0      	      0      
   5.05      	26647.8      	34873.5      	1323.37      	7.29689      	3.84798      	19.9019      	 6.8583      	8.17423      	92.3515      	8.22269      	 2.7409      	208.329      	2.18907      	     24      	      0      	    -24      	      0      	      0      	      0      
    5.1      	  27019      	35265.3      	1339.62      	7.31632      	3.85823      	19.8019      	6.95383      	8.27464      	92.5975      	8.20084      	2.73361      	210.515      	 2.1949      	     24      	      0      	    -24      	      0      	      0      	      0      
   5.15      	27415.7      	35678.6      	1356.78      	7.33774      	3.86952      	19.7019      	7.05592      	8.38061      	92.8686      	 8.1769      	2.72563      	212.707      	2.20132      	     24      	      0      	    -24      	      0      	      0      	      0      
    5.2      	27808.7      	36079.7      	1374.86      	7.36019      	3.88136      	 19.602      	7.15707      	8.49228      	93.1527      	8.15196      	2.71732      	214.905      	2.20806      	     24      	      0      	    -24      	      0      	      0      	      0      
   5.25      	28169.7      	  36429      	1392.72      	7.38426      	3.89405      	 19.502      	   7.25      	8.60262      	93.4573      	8.12539      	2.70846      	 217.11      	2.21528      	     24      	      0      	    -24      	      0      	      0      	      0      
    5.3      	28510.1      	36745.7      	1409.25      	7.40907      	3.90714      	 19.402      	 7.3376      	8.70468      	93.7713      	8.09818      	2.69939      	219.322      	2.22272      	     24      	      0      	    -24      	      0      	      0      	      0      
   5.35      	28831.6      	37030.9      	1425.07      	7.43491      	3.92077      	 19.302      	7.42034      	8.80241      	94.0984      	8.07004      	2.69001      	221.541      	2.23047      	     24      	      0      	    -24      	      0      	      0      	      0      
    5.4      	29144.6      	37300.5      	 1440.2      	 7.4613      	3.93468      	 19.202      	7.50089      	8.89589      	94.4323      	 8.0415      	 2.6805      	223.767      	2.23839      	     24      	      0      	    -24      	      0      	      0      	      0      
