# Sensor: Sensor Blade [Time] [Blade 1]      
# Description: Time series      
# Record count:   14002      
# Storage mode:  Memory      
# Datetime of save: 2024-11-28T17:34:11      
# Statistical parameters for each field (time series) are placed above the column of the respective time series.
      
# Results earlier than the 'Statistics start time' (see below) are not included when calculating the statistic variables.
# Statistics start time: 100 s      
      
# Column      
      1      	      2      	      3      	      4      	      5      	      6      	      7      	      8      	      9      	     10      	      
Time [s]      	Root force (magnitude)      [    k N      ]      	Root moment (magnitude)      [   k Nm      ]      	Root moment (out-of-plane)      [   k Nm      ]      	Root moment (in-plane)      [   k Nm      ]      	Root moment about shaft      [   k Nm      ]      	Pitch angle      [      °      ]      	Tip deflection (out-of-plane)      [      m      ]      	Tip deflection (in-plane)      [      m      ]      	Root torque      [   k Nm      ]      
----------	----------	----------	----------	----------	----------	----------	----------	----------	----------      
    Min      	 718.76 [377.15s]      	11219.2 [127.65s]      	 9622.9 [101.15s]      	-9287.03 [145.4s]      	-9254.92 [145.4s]      	22.0584 [108.9s]      	-3.60224 [102.1s]      	-1.1185 [116.95s]      	510.469 [413.15s]      
    Max      	1910.77 [174.8s]      	23428.4 [133.15s]      	17064.7 [351.3s]      	21083.5 [109.1s]      	  21090 [109.1s]      	22.0652 [141.95s]      	-2.51214 [106s]      	1.29894 [120.9s]      	639.925 [323.9s]      
   Mean      	1385.18      	18202.9      	13355.8      	5827.85      	5847.36      	22.0618      	-3.08219      	0.119258      	574.797      
Standard deviation      	408.524      	3209.97      	2548.23      	11051.7      	11042.5      	0.00212421      	0.372343      	0.839063      	32.4846      
----------	----------	----------	----------	----------	----------	----------	----------	----------	----------      
      0      	5.21675e-10      	9.15795e-10      	8.55531e-10      	3.24012e-10      	3.2454e-10      	   29.9      	-3.43028      	0.115043      	1.91899e-11      
   0.05      	 1870.4      	53.6022      	9.53582      	52.6892      	52.7454      	   29.9      	-3.42033      	0.114197      	2.43693      
    0.1      	677.551      	88.4071      	78.6281      	-40.1553      	-39.9847      	   29.8      	-3.38859      	0.10762      	3.03412      
   0.15      	945.449      	209.333      	208.655      	-12.9874      	-12.7298      	29.7001      	-3.33677      	0.0907423      	5.62256      
    0.2      	1569.76      	452.556      	452.002      	6.04744      	6.41913      	29.6001      	-3.26328      	0.0670002      	8.65354      
   0.25      	324.067      	1056.37      	1055.21      	-15.8097      	-15.3737      	29.5001      	-3.17138      	0.0412356      	9.65198      
    0.3      	1765.05      	1439.74      	1437.29      	54.0592      	54.6316      	29.4001      	-3.07646      	0.0187248      	14.3024      
   0.35      	559.096      	 1866.5      	1864.68      	2.20041      	2.73599      	29.3001      	-2.98783      	-0.00204757      	12.3273      
    0.4      	1203.57      	2531.71      	2528.39      	65.0145      	65.8066      	29.2002      	-2.90615      	-0.0261141      	19.5804      
   0.45      	1252.44      	2957.18      	2953.22      	80.0803      	80.8343      	29.1002      	-2.82122      	-0.0488104      	19.0331      
    0.5      	 585.08      	3758.48      	3754.46      	54.4677      	55.3312      	29.0002      	-2.73219      	-0.0678754      	20.9872      
   0.55      	1624.05      	4299.96      	 4293.3      	 146.29      	147.305      	28.9002      	-2.65137      	-0.0862469      	26.4691      
    0.6      	534.203      	4743.31      	4737.32      	116.172      	117.011      	28.8002      	-2.58609      	-0.100547      	21.7778      
   0.65      	1359.46      	5067.91      	5058.07      	222.941      	224.191      	28.7002      	-2.54122      	-0.104721      	33.5292      
    0.7      	1004.71      	4878.65      	4869.48      	208.023      	209.124      	28.6003      	-2.51501      	-0.100733      	29.7762      
   0.75      	824.165      	 5061.5      	5050.39      	249.948      	  251.3      	28.5003      	-2.50634      	-0.0959003      	36.4416      
    0.8      	1438.44      	5042.05      	5023.64      	 368.27      	369.652      	28.4003      	-2.51705      	-0.0946046      	39.7041      
   0.85      	 587.17      	5018.13      	 4994.6      	432.262      	433.407      	28.3003      	-2.54919      	-0.0937188      	35.7049      
    0.9      	1413.28      	4931.38      	4890.66      	593.708      	595.036      	28.2003      	-2.60696      	-0.0870577      	43.4141      
   0.95      	820.147      	 4498.7      	4448.19      	642.547      	643.539      	28.1004      	-2.69131      	-0.0737887      	 36.762      
      1      	 1036.1      	4218.05      	4140.27      	784.641      	785.736      	28.0004      	-2.7994      	-0.057522      	42.2226      
   1.05      	 1197.4      	3577.51      	3450.96      	930.072      	931.004      	27.9004      	-2.91739      	-0.0415157      	 41.668      
    1.1      	736.096      	3126.06      	2941.59      	1049.43      	1050.12      	27.8004      	-3.03419      	-0.0282919      	38.7503      
   1.15      	1314.44      	2744.12      	2427.52      	1274.36      	1275.15      	27.7004      	-3.15177      	-0.0140979      	  46.04      
    1.2      	789.957      	 2158.8      	1664.68      	1371.99      	1372.43      	27.6005      	-3.27456      	0.00258401      	40.0341      
   1.25      	1099.74      	1922.58      	1101.56      	1574.19      	1574.87      	27.5005      	-3.40358      	0.0218071      	49.9334      
    1.3      	1069.72      	1767.84      	290.624      	   1743      	1743.56      	27.4005      	-3.53061      	0.0441324      	 50.852      
   1.35      	 824.47      	1951.44      	-292.25      	1928.62      	1929.17      	27.3005      	-3.64842      	0.0667601      	54.6863      
    1.4      	1248.34      	2370.68      	-730.192      	2254.32      	2254.91      	27.2005      	-3.75635      	0.0869815      	62.7181      
   1.45      	768.298      	2730.42      	-1054.42      	 2517.5      	2517.67      	27.1005      	-3.85516      	0.102183      	58.8691      
    1.5      	1160.36      	3056.58      	-1081.22      	2857.74      	2858.02      	27.0006      	-3.94365      	0.113563      	68.8087      
   1.55      	950.789      	3395.65      	-1306.68      	3132.91      	3132.89      	26.9006      	 -4.019      	0.121521      	67.7856      
    1.6      	938.624      	 3657.3      	-1286.36      	3422.35      	3422.34      	26.8006      	-4.07872      	0.12252      	74.4195      
   1.65      	1149.52      	3955.09      	-1169.21      	3777.11      	3777.03      	26.7006      	-4.11732      	0.114243      	80.6629      
    1.7      	821.686      	4214.55      	-1005.22      	4091.86      	4091.54      	26.6006      	-4.1331      	0.0969734      	81.7907      
   1.75      	1170.55      	4529.52      	-718.309      	4471.13      	4470.92      	26.5007      	-4.1293      	0.0761824      	92.7837      
    1.8      	903.788      	 4832.1      	-584.583      	4795.58      	4795.19      	26.4007      	-4.11348      	0.0532515      	95.8128      
   1.85      	1035.46      	5162.61      	-282.628      	5153.73      	5153.51      	26.3007      	-4.09474      	0.027384      	107.562      
    1.9      	1074.14      	 5552.1      	-36.9868      	5550.75      	5550.56      	26.2007      	-4.07268      	2.83116e-06      	116.953      
   1.95      	917.348      	 5931.2      	281.099      	5923.21      	5923.01      	26.1007      	-4.04475      	-0.0306412      	124.729      
      2      	1158.03      	6414.38      	738.154      	 6370.2      	6370.13      	26.0008      	-4.0141      	-0.0622786      	137.557      
   2.05      	940.782      	6858.29      	1111.45      	6765.94      	6765.75      	25.9008      	-3.98747      	-0.0929518      	143.184      
    2.1      	1103.43      	7369.29      	1506.54      	7211.64      	7211.63      	25.8008      	-3.96809      	-0.121276      	157.223      
   2.15      	 1069.7      	7823.54      	1719.44      	7630.03      	7630.09      	25.7008      	-3.95312      	-0.146108      	168.008      
    2.2      	 1012.2      	8261.68      	1900.02      	8037.76      	8038.01      	25.6008      	-3.94012      	-0.170791      	181.305      
   2.25      	1178.36      	8709.93      	2068.77      	8457.92      	8458.42      	25.5008      	-3.92798      	-0.19653      	196.149      
    2.3      	1003.92      	9120.69      	 2195.2      	8849.62      	8850.25      	25.4009      	-3.91847      	-0.223585      	  207.6      
   2.35      	1185.61      	9552.52      	2379.66      	9248.09      	9249.02      	25.3009      	-3.91283      	-0.250048      	223.346      
    2.4      	1099.71      	9936.01      	2457.12      	9623.92      	9625.04      	25.2009      	-3.91143      	-0.27373      	235.782      
   2.45      	1130.64      	10317.3      	2520.11      	10001.1      	10002.5      	25.1009      	-3.91574      	-0.295551      	250.155      
    2.5      	1214.15      	10730.1      	2614.84      	10402.6      	10404.2      	25.0009      	-3.92315      	-0.316072      	263.423      
   2.55      	1106.76      	11123.1      	2763.02      	10770.2      	10771.9      	 24.901      	-3.93014      	-0.336657      	274.625      
    2.6      	1266.35      	11510.2      	 2946.6      	11122.2      	11124.1      	 24.801      	-3.93483      	-0.355866      	286.923      
   2.65      	1165.26      	11849.8      	3127.95      	11424.8      	11426.9      	 24.701      	-3.93747      	-0.373661      	296.912      
    2.7      	1251.88      	12194.6      	3382.35      	11711.1      	11713.4      	 24.601      	-3.93867      	-0.391351      	309.086      
   2.75      	1268.04      	12496.4      	3635.29      	11950.6      	11953.2      	 24.501      	-3.93519      	-0.406772      	319.655      
    2.8      	1234.26      	12793.3      	3937.02      	12166.7      	12169.6      	24.4011      	-3.92395      	-0.419008      	331.147      
   2.85      	1342.58      	13088.1      	 4279.4      	12362.6      	12365.8      	24.3011      	-3.90502      	-0.427281      	343.152      
    2.9      	1268.44      	13361.7      	 4648.1      	12520.5      	  12524      	24.2011      	-3.88087      	-0.431609      	354.324      
   2.95      	1359.54      	13643.7      	5063.22      	12662.2      	12666.2      	24.1011      	-3.85203      	-0.432561      	368.036      
      3      	1350.59      	13893.3      	5460.04      	12767.6      	  12772      	24.0011      	-3.81676      	-0.429814      	380.492      
   3.05      	1354.38      	14160.1      	 5930.1      	12849.9      	12854.8      	23.9012      	-3.77552      	-0.425855      	394.429      
    3.1      	1432.07      	14431.1      	6446.59      	12901.7      	12907.2      	23.8012      	-3.72906      	-0.421765      	407.415      
   3.15      	1376.24      	14687.3      	6987.15      	12908.3      	12914.4      	23.7012      	-3.67791      	-0.417654      	420.097      
    3.2      	1470.16      	14939.7      	7530.25      	12891.6      	12898.2      	23.6012      	-3.62217      	-0.413458      	433.314      
   3.25      	1439.01      	15163.5      	8053.37      	12835.5      	12842.7      	23.5012      	-3.56216      	-0.408901      	 445.27      
    3.3      	1474.35      	15408.5      	8612.98      	12762.7      	12770.5      	23.4012      	-3.49914      	-0.405621      	458.318      
   3.35      	1513.06      	15627.8      	9145.64      	12657.2      	12665.6      	23.3013      	-3.4326      	-0.404015      	469.565      
    3.4      	 1484.9      	15869.1      	9718.75      	12528.4      	12537.5      	23.2013      	-3.36187      	-0.403684      	481.251      
   3.45      	 1564.3      	16118.8      	10306.1      	12375.5      	12385.2      	23.1013      	-3.28775      	-0.403446      	492.628      
    3.5      	1528.73      	16352.2      	10872.5      	12194.4      	12204.8      	23.0013      	-3.21159      	-0.402291      	502.908      
   3.55      	 1581.4      	  16627      	11470.8      	12015.1      	12026.1      	22.9013      	-3.13346      	-0.400519      	 514.24      
    3.6      	1591.11      	16875.5      	12032.3      	  11809      	11820.6      	22.8014      	-3.05192      	-0.397309      	524.161      
   3.65      	 1588.9      	17136.7      	12606.1      	11582.9      	11595.2      	22.7014      	-2.96711      	-0.392609      	534.411      
    3.7      	1642.03      	  17391      	13172.1      	11327.7      	11340.6      	22.6014      	-2.88054      	-0.386428      	543.859      
   3.75      	1615.52      	17645.8      	13748.1      	11031.7      	11045.3      	22.5014      	-2.79282      	-0.379366      	552.476      
    3.8      	1666.58      	17928.7      	14351.4      	10712.9      	10727.2      	22.4014      	-2.70303      	-0.372446      	561.087      
   3.85      	1662.28      	18185.5      	14926.1      	10352.6      	10367.5      	22.3015      	-2.61091      	-0.364711      	567.807      
    3.9      	1673.58      	18475.6      	15528.4      	9971.15      	9986.73      	22.2015      	-2.51776      	-0.355822      	574.499      
   3.95      	1706.92      	18760.2      	16111.5      	9567.11      	9583.31      	22.1015      	-2.42388      	-0.345577      	579.687      
      4      	 1686.2      	19032.9      	16673.1      	9131.56      	9148.36      	22.0015      	-2.32924      	-0.333685      	583.905      
   4.05      	1730.89      	19289.8      	17201.1      	8677.84      	8695.22      	21.9015      	-2.2344      	-0.320537      	587.138      
    4.1      	1713.76      	19519.4      	17690.1      	8192.58      	8210.48      	21.8015      	-2.14058      	-0.306481      	588.522      
   4.15      	1734.55      	19770.4      	18190.3      	7681.13      	7699.56      	21.7016      	-2.04953      	-0.291806      	589.308      
    4.2      	1745.88      	19970.8      	18628.3      	 7127.9      	7146.81      	21.6016      	-1.96219      	-0.275737      	 588.45      
   4.25      	1734.92      	20142.2      	  19023      	6541.81      	6561.24      	21.5016      	-1.87936      	-0.257578      	  587.5      
    4.3      	1765.22      	20294.5      	19378.4      	 5939.7      	5959.72      	21.4016      	-1.80164      	-0.236577      	587.637      
   4.35      	1745.67      	20410.4      	19678.4      	5315.43      	5336.13      	21.3016      	-1.72783      	-0.211929      	589.609      
    4.4      	1766.93      	20517.2      	19945.6      	4691.67      	4713.21      	21.2017      	-1.65439      	-0.183727      	595.068      
   4.45      	1764.42      	20602.3      	20167.1      	4074.32      	 4096.8      	21.1017      	-1.57747      	-0.152168      	603.096      
    4.5      	 1761.9      	  20738      	  20415      	3480.77      	3504.27      	21.0017      	-1.49524      	-0.11809      	613.453      
   4.55      	1780.08      	20950.5      	20718.5      	2908.25      	2932.76      	20.9017      	 -1.407      	-0.0820344      	624.096      
    4.6      	1763.96      	21280.7      	21120.1      	2355.82      	2381.28      	20.8017      	-1.31293      	-0.0445774      	633.578      
   4.65      	1783.81      	21786.4      	21678.7      	1835.18      	1861.49      	20.7018      	-1.21463      	-0.0073563      	641.716      
    4.7      	1775.45      	22449.8      	22379.9      	1325.07      	1352.14      	20.6018      	-1.11454      	0.0281081      	648.021      
   4.75      	1780.83      	23270.9      	  23225      	822.877      	850.659      	20.5018      	-1.01447      	0.0604382      	653.421      
    4.8      	1791.86      	24185.2      	24150.9      	324.105      	352.566      	20.4018      	-0.914007      	0.0888641      	658.176      
   4.85      	1784.31      	25125.3      	25091.9      	-175.347      	-146.212      	20.3018      	-0.812142      	0.11292      	  662.8      
    4.9      	1803.32      	26035.3      	25993.2      	-670.944      	-641.136      	20.2018      	-0.708202      	0.132302      	667.486      
   4.95      	1793.85      	26858.5      	26799.7      	-1154.3      	-1123.84      	20.1019      	-0.601239      	0.147367      	671.985      
      5      	1801.84      	27596.3      	27515.2      	-1601.73      	-1570.63      	20.0019      	-0.490684      	0.158643      	676.813      
   5.05      	1800.55      	28233.4      	28126.2      	-2016.42      	-1984.73      	19.9019      	-0.377319      	0.166626      	681.402      
    5.1      	1792.65      	28785.5      	28649.5      	-2402.13      	-2369.9      	19.8019      	-0.2634      	0.171037      	685.563      
   5.15      	1799.22      	29283.2      	29115.7      	-2772.8      	-2740.07      	19.7019      	-0.151045      	0.171226      	688.941      
    5.2      	1785.82      	29744.5      	29541.2      	-3147.19      	  -3114      	 19.602      	-0.041477      	0.166802      	 691.29      
   5.25      	1790.08      	30201.2      	  29957      	-3535.56      	-3501.96      	 19.502      	0.0644467      	0.157732      	692.541      
    5.3      	1782.74      	30662.6      	30369.6      	-3954.79      	-3920.78      	 19.402      	0.166116      	0.145143      	692.761      
   5.35      	1777.52      	31137.2      	30788.8      	-4391.49      	-4357.08      	 19.302      	0.263607      	0.131086      	692.476      
    5.4      	1778.17      	31608.6      	31200.5      	-4826.48      	-4791.68      	 19.202      	0.358086      	0.118423      	692.034      
   5.45      	1764.96      	32052.9      	31583.1      	-5245.42      	-5210.23      	19.1021      	0.450398      	0.109997      	691.821      
    5.5      	 1765.8      	32470.9      	31941.2      	-5629.68      	-5594.11      	19.0021      	0.540336      	0.107712      	692.272      
   5.55      	 1753.5      	32859.1      	32273.6      	-5972.1      	-5936.14      	18.9021      	0.627634      	0.112392      	693.748      
    5.6      	1747.79      	33224.7      	32588.8      	-6272.14      	-6235.79      	18.8021      	0.712114      	0.123163      	696.191      
   5.65      	1741.78      	33584.4      	32899.7      	-6555.26      	-6518.52      	18.7021      	0.79318      	0.137903      	699.108      
    5.7      	1729.35      	33960.5      	33225.2      	-6841.03      	-6803.88      	18.6022      	0.870065      	0.153863      	702.303      
   5.75      	1727.15      	34362.5      	33573.5      	-7138.14      	-7100.58      	18.5022      	0.942887      	0.168454      	705.276      
    5.8      	1713.83      	34776.9      	33928.6      	-7455.67      	-7417.7      	18.4022      	1.01237      	0.179965      	707.633      
   5.85      	1709.67      	35198.4      	34285.5      	-7790.07      	-7751.72      	18.3022      	1.07903      	0.187559      	709.241      
    5.9      	1701.49      	35622.3      	34641.6      	-8130.87      	-8092.15      	18.2022      	 1.1436      	0.191659      	710.426      
   5.95      	1693.12      	36042.7      	34996.5      	-8454.69      	-8415.62      	18.1022      	1.20725      	0.193447      	 711.64      
      6      	1689.37      	36455.6      	35350.5      	-8744.14      	-8704.72      	18.0023      	1.27115      	 0.1942      	713.182      
   6.05      	 1677.4      	36856.3      	35702.5      	-8987.8      	-8948.07      	17.9023      	1.33581      	0.194904      	715.376      
    6.1      	1671.64      	37244.1      	36054.9      	-9174.91      	-9134.88      	17.8023      	1.40117      	0.196204      	718.224      
   6.15      	1659.87      	37616.3      	36401.6      	-9320.5      	-9280.19      	17.7023      	1.46716      	0.198501      	721.584      
    6.2      	1649.41      	37976.5      	36740.3      	-9447.96      	-9407.38      	17.6023      	1.53368      	0.201466      	725.062      
   6.25      	1640.81      	38332.7      	37075.2      	-9574.91      	-9534.07      	17.5024      	1.60036      	0.204224      	728.474      
    6.3      	1628.09      	38690.1      	37409.9      	-9706.92      	-9665.81      	17.4024      	1.66674      	0.205704      	731.738      
   6.35      	 1621.7      	39051.1      	37746.3      	-9846.47      	-9805.12      	17.3024      	 1.7326      	0.205083      	734.502      
    6.4      	1609.91      	39417.8      	38088.3      	-9987.13      	-9945.5      	17.2024      	1.79784      	0.202373      	737.783      
   6.45      	1601.67      	  39788      	38440.2      	-10102.9      	 -10061      	17.1024      	1.86256      	0.197908      	742.238      
    6.5      	1592.41      	40148.8      	38794.9      	-10171.4      	-10129.2      	17.0025      	1.92734      	0.191848      	747.413      
   6.55      	1581.05      	40492.6      	39148.4      	 -10177      	-10134.6      	16.9025      	1.99253      	0.184222      	753.059      
    6.6      	1572.92      	40813.1      	39497.4      	-10105.6      	-10062.9      	16.8025      	2.05779      	0.174989      	759.037      
   6.65      	1559.96      	41104.5      	39834.4      	-9959.57      	-9916.8      	16.7025      	2.12274      	0.163275      	765.078      
    6.7      	1550.48      	41378.9      	40167.6      	-9752.76      	-9709.93      	16.6025      	2.18762      	0.146638      	770.896      
   6.75      	1538.58      	41652.9      	40508.2      	-9504.19      	-9461.37      	16.5025      	 2.2528      	0.122279      	776.445      
    6.8      	1527.23      	41928.4      	40854.7      	-9225.42      	-9182.65      	16.4026      	2.31807      	0.0886305      	781.468      
   6.85      	1517.91      	  42201      	  41200      	-8924.42      	-8881.75      	16.3026      	2.38301      	0.0455654      	785.813      
    6.9      	1506.68      	42473.6      	41544.5      	-8611.67      	-8569.13      	16.2026      	 2.4478      	-0.0061251      	789.568      
   6.95      	1499.45      	42747.2      	41889.7      	-8283.45      	-8241.08      	16.1026      	2.51309      	-0.0648058      	792.934      
      7      	1490.65      	43017.2      	42233.9      	-7922.01      	-7879.84      	16.0026      	2.57955      	-0.127915      	796.357      
   7.05      	1483.71      	43294.3      	42587.6      	-7523.97      	-7482.02      	15.9027      	2.64769      	-0.19255      	800.188      
    7.1      	1477.53      	43592.2      	42962.4      	-7096.78      	-7055.04      	15.8027      	2.71801      	-0.255886      	804.759      
   7.15      	 1470.1      	43913.5      	43360.4      	-6636.79      	-6595.24      	15.7027      	2.79111      	-0.315733      	810.362      
    7.2      	1465.98      	44266.4      	43788.9      	-6143.5      	-6102.14      	15.6027      	2.86745      	-0.371075      	817.144      
   7.25      	1460.77      	  44670      	44265.5      	-5619.08      	-5577.86      	15.5027      	2.94744      	-0.421935      	825.387      
    7.3      	1458.48      	45129.3      	44792.9      	-5074.7      	-5033.58      	15.4028      	 3.0317      	-0.469119      	834.699      
   7.35      	1455.86      	45616.7      	45339.9      	-4535.88      	-4494.87      	15.3028      	3.12039      	-0.513778      	844.097      
    7.4      	1452.41      	46098.9      	45871.3      	-4026.99      	-3986.08      	15.2028      	3.21247      	-0.557287      	852.816      
   7.45      	1450.71      	46567.5      	46379.9      	-3551.31      	-3510.5      	15.1028      	3.30661      	-0.601366      	861.027      
    7.5      	1448.84      	47036.7      	  46883      	-3083.48      	-3042.74      	15.0028      	3.40234      	-0.647933      	869.527      
   7.55      	1450.71      	47505.9      	47382.1      	-2595.5      	-2555.24      	15.0972      	3.49199      	-0.697374      	868.833      
    7.6      	 1451.1      	  47915      	47816.7      	-2078.4      	-2038.65      	15.1971      	3.56043      	-0.747722      	868.623      
   7.65      	1453.52      	48212.9      	48135.2      	-1528.2      	-1488.87      	15.2971      	3.60635      	-0.79944      	870.929      
    7.7      	1457.82      	48399.6      	48336.8      	-935.807      	-896.887      	15.3971      	3.63873      	-0.856684      	874.376      
   7.75      	1461.98      	48459.5      	48404.7      	-297.147      	-258.596      	15.4971      	3.65564      	-0.919945      	879.812      
    7.8      	 1467.5      	48285.8      	48230.4      	 390.06      	428.218      	15.5971      	3.65058      	-0.984608      	885.732      
   7.85      	1466.93      	47767.8      	47701.3      	1110.42      	1148.15      	 15.697      	3.62583      	-1.04849      	891.557      
    7.9      	1466.14      	47003.8      	  46915      	1832.81      	1870.04      	 15.797      	3.58485      	-1.11422      	895.861      
   7.95      	1470.07      	46277.5      	46154.3      	 2557.2      	2593.96      	 15.897      	3.52486      	-1.18342      	900.756      
      8      	1481.55      	45673.3      	45502.4      	3291.56      	3327.82      	 15.997      	3.44402      	-1.25294      	905.155      
   8.05      	1497.57      	45060.7      	44830.7      	4005.25      	4040.98      	 16.097      	3.34507      	-1.31762      	908.344      
    8.1      	1513.77      	44417.2      	44118.7      	4680.27      	4715.43      	16.1969      	3.23027      	-1.37395      	910.074      
   8.15      	1533.26      	43822.2      	43442.5      	 5359.5      	5394.11      	16.2969      	3.10118      	-1.42016      	912.126      
    8.2      	1551.88      	43282.4      	42801.4      	6090.76      	6124.78      	16.3969      	2.96354      	-1.45457      	914.572      
   8.25      	1571.33      	42756.9      	42153.5      	6857.01      	6890.47      	16.4969      	2.82456      	-1.47604      	918.403      
    8.3      	 1590.6      	42213.2      	41467.1      	7636.75      	7669.69      	16.5969      	2.68419      	-1.48473      	923.282      
   8.35      	1610.67      	41634.5      	40717.9      	 8454.2      	8486.66      	16.6968      	2.53688      	-1.48277      	930.065      
    8.4      	1632.47      	41026.1      	39905.2      	9317.48      	9349.45      	16.7968      	2.38292      	-1.47631      	937.617      
   8.45      	1655.69      	40424.6      	39074.9      	  10174      	10205.5      	16.8968      	2.22781      	-1.47351      	944.862      
    8.5      	1680.63      	39833.8      	38243.1      	10978.3      	11009.3      	16.9968      	2.06991      	-1.47886      	 950.21      
   8.55      	1705.65      	39217.1      	37371.4      	  11739      	11769.4      	17.0968      	1.90227      	-1.49321      	 953.91      
    8.6      	1728.85      	  38543      	36424.7      	12464.8      	12494.6      	17.1968      	1.72571      	-1.51825      	955.016      
   8.65      	1753.92      	37834.3      	35426.6      	13156.4      	13185.5      	17.2967      	1.54615      	-1.55514      	953.962      
    8.7      	1780.59      	37112.3      	34390.1      	  13838      	13866.3      	17.3967      	1.36247      	-1.59986      	951.016      
   8.75      	1810.04      	36390.6      	33310.1      	14550.3      	14577.8      	17.4967      	1.17066      	-1.64551      	947.813      
    8.8      	 1840.9      	  35686      	32198.3      	15293.7      	15320.3      	17.5967      	0.973217      	-1.68803      	944.127      
   8.85      	1872.95      	35017.7      	31088.4      	16032.2      	16057.9      	17.6967      	0.774183      	-1.72559      	940.085      
    8.9      	 1905.8      	34397.2      	29992.5      	16763.9      	16788.7      	17.7966      	0.572443      	-1.7554      	935.341      
   8.95      	1937.28      	33835.4      	28915.7      	17500.1      	17524.1      	17.8966      	0.366789      	-1.77474      	930.866      
      9      	1969.85      	33297.9      	27851.9      	18184.7      	18207.8      	17.9966      	0.160188      	-1.7831      	926.101      
   9.05      	2001.66      	32725.7      	26776.6      	18755.6      	18777.9      	18.0966      	-0.044991      	-1.78101      	921.373      
    9.1      	 2032.9      	32119.9      	25678.6      	19240.5      	19262.2      	18.1966      	-0.250791      	-1.76864      	916.107      
   9.15      	2063.95      	31529.4      	24592.2      	  19681      	  19702      	18.2965      	-0.459146      	-1.74671      	911.422      
    9.2      	 2095.6      	30924.2      	  23506      	20047.5      	20067.9      	18.3965      	-0.668209      	-1.71718      	906.023      
   9.25      	2127.04      	30273.6      	22393.7      	20328.4      	20348.3      	18.4965      	-0.876665      	-1.68164      	900.204      
    9.3      	2156.92      	29623.5      	21288.4      	20559.5      	20578.9      	18.5965      	-1.08739      	-1.64032      	893.208      
   9.35      	2186.56      	  28993      	20221.6      	20739.3      	20758.2      	18.6965      	-1.30179      	-1.59404      	885.666      
    9.4      	2217.25      	28353.9      	19173.8      	20852.8      	20871.2      	18.7965      	-1.51639      	-1.54497      	876.198      
   9.45      	2247.84      	27713.3      	18145.5      	20913.9      	20931.8      	18.8964      	-1.72867      	-1.49418      	866.285      
    9.5      	2276.42      	27074.8      	17149.6      	20919.9      	20937.3      	18.9964      	-1.94088      	-1.44098      	854.634      
   9.55      	2302.48      	26392.1      	16149.8      	20845.1      	  20862      	19.0964      	-2.1537      	-1.38453      	842.758      
    9.6      	2327.63      	25637.6      	15081.7      	20705.2      	20721.7      	19.1964      	-2.36436      	-1.32414      	830.134      
   9.65      	2352.71      	24840.2      	13926.4      	20543.9      	  20560      	19.2964      	-2.57381      	-1.25904      	 819.21      
    9.7      	2377.51      	24038.1      	12715.7      	  20376      	20391.8      	19.3963      	-2.78716      	-1.1889      	808.641      
   9.75      	2402.76      	23229.2      	11485.5      	  20169      	20184.6      	19.4963      	-3.00536      	-1.11389      	799.404      
    9.8      	2426.98      	22410.3      	10263.2      	19901.5      	19916.8      	19.5963      	-3.22686      	-1.03427      	785.798      
   9.85      	2451.35      	21613.9      	9072.64      	19598.4      	19613.3      	19.6963      	-3.45403      	-0.950529      	769.919      
    9.9      	2475.08      	20860.1      	7922.73      	19279.3      	19293.6      	19.7963      	-3.68982      	-0.864135      	749.918      
   9.95      	2497.67      	20120.3      	6798.39      	18920.6      	18934.4      	19.8962      	-3.9304      	-0.77675      	729.443      
     10      	2518.73      	19381.1      	 5697.1      	18509.7      	18522.9      	19.9962      	-4.17069      	-0.688115      	705.707      
  10.05      	2537.99      	18665.8      	4635.54      	  18067      	18079.6      	20.0962      	-4.41074      	-0.596349      	683.107      
   10.1      	 2555.1      	17983.1      	3609.83      	17604.1      	  17616      	20.1962      	-4.65158      	-0.501306      	658.432      
  10.15      	2570.07      	  17324      	2583.17      	17118.1      	17129.5      	20.2962      	-4.88973      	-0.404976      	636.044      
   10.2      	2583.71      	16695.4      	1548.59      	16612.1      	16622.9      	20.3962      	-5.12289      	-0.308291      	611.675      
  10.25      	2595.29      	16101.2      	 528.51      	16081.7      	16092.1      	20.4961      	-5.35303      	-0.210218      	589.593      
   10.3      	2604.59      	15516.9      	-481.062      	15499.1      	  15509      	20.5961      	-5.58227      	-0.110228      	564.468      
  10.35      	2613.83      	  14932      	-1506.6      	14845.8      	14855.3      	20.6961      	-5.80872      	-0.00927378      	541.652      
   10.4      	 2622.6      	14379.7      	-2534.08      	14144.8      	14153.9      	20.7961      	-6.03118      	0.0922483      	515.612      
  10.45      	2629.75      	13884.7      	-3531.57      	13418.1      	13426.8      	20.8961      	-6.25142      	0.195754      	491.927      
   10.5      	2633.91      	13436.9      	-4497.32      	12651.8      	  12660      	 20.996      	-6.47065      	0.302776      	464.541      
  10.55      	2636.82      	13035.5      	-5449.96      	  11831      	11838.9      	 21.096      	-6.68609      	0.413674      	440.031      
   10.6      	2638.47      	12710.1      	-6382.89      	10979.8      	10987.3      	 21.196      	-6.89644      	0.528472      	412.303      
  10.65      	2639.43      	12495.2      	-7283.59      	10140.4      	10147.7      	 21.296      	-7.10354      	0.647025      	388.353      
   10.7      	2639.07      	  12385      	-8149.64      	9311.92      	9318.81      	 21.396      	-7.30739      	0.768032      	361.352      
