# Sensor: Sensor Rotor      
# Record count:   14002      
# Storage mode:  Memory      
# Datetime of save: 2024-11-28T17:36:58      
# Statistical parameters for each field (time series) are placed above the column of the respective time series.
      
# Results earlier than the 'Statistics start time' (see below) are not included when calculating the statistic variables.
# Statistics start time: 100 s      
      
# Column      
      1      	      2      	      3      	      4      	      5      	      6      	      7      	      8      	      9      	     10      	     11      	     12      	     13      	     14      	     15      	     16      	     17      	     18      	     19      	     20      	      
Time [s]      	Power (aero)      [    k W      ]      	Torque (aero)      [   k Nm      ]      	Thrust (aero)      [    k N      ]      	    RPM      [    rpm      ]      	    TSR      [             ]      	Demanded collective pitch angle      [      °      ]      	Power coef. (CP)      [      %      ]      	Thrust coef. (CT)      [      %      ]      	Tip speed      [    m/s      ]      	1P (one revolution)      [      s      ]      	nP (blade passing)      [      s      ]      	Azimuth angle      [      °      ]      	Rotation per timestep      [      °      ]      	Wind speed at hub, magnitude      [    m/s      ]      	Wind speed at hub     .x      [    m/s      ]      	Wind speed at hub     .y      [    m/s      ]      	Wind speed at hub     .z      [    m/s      ]      	Wind angle at hub      [      °      ]      	Yaw angle      [      °      ]      
   2.45      	-649.405      	-934.225      	22.3115      	6.63797      	 4.2006      	25.1009      	-0.288811      	0.198453      	84.0121      	9.03891      	3.01297      	99.4245      	1.99139      	     20      	      0      	    -20      	      0      	      0      	      0      
    2.5      	-332.91      	-480.323      	41.2304      	6.61858      	4.18833      	25.0009      	-0.148056      	0.36673      	83.7667      	9.06538      	3.02179      	101.419      	1.98557      	     20      	      0      	    -20      	      0      	      0      	      0      
   2.55      	-11.1465      	-16.1184      	59.5929      	6.60372      	4.17893      	 24.901      	-0.00495721      	0.530058      	83.5786      	9.08579      	 3.0286      	103.407      	1.98112      	     20      	      0      	    -20      	      0      	      0      	      0      
    2.6      	291.519      	422.588      	78.1031      	6.58752      	4.16868      	 24.801      	0.129648      	 0.6947      	83.3736      	9.10813      	3.03604      	105.391      	1.97626      	     20      	      0      	    -20      	      0      	      0      	      0      
   2.65      	600.098      	871.439      	95.4131      	6.57592      	4.16134      	 24.701      	0.266883      	0.848666      	83.2267      	 9.1242      	 3.0414      	107.369      	1.97278      	     20      	      0      	    -20      	      0      	      0      	      0      
    2.7      	909.503      	1324.06      	112.901      	6.55944      	4.15091      	 24.601      	0.404485      	1.00422      	83.0182      	9.14712      	3.04904      	109.344      	1.96783      	     20      	      0      	    -20      	      0      	      0      	      0      
   2.75      	1209.16      	1763.78      	130.428      	6.54652      	4.14273      	 24.501      	0.537751      	1.16011      	82.8546      	9.16518      	3.05506      	111.314      	1.96395      	     20      	      0      	    -20      	      0      	      0      	      0      
    2.8      	1519.83      	2222.94      	147.304      	6.52886      	4.13156      	24.4011      	0.675916      	1.31021      	82.6312      	9.18996      	3.06332      	 113.28      	1.95866      	     20      	      0      	    -20      	      0      	      0      	      0      
   2.85      	1814.32      	2660.01      	164.639      	 6.5133      	4.12171      	24.3011      	0.806885      	 1.4644      	82.4343      	9.21191      	3.07064      	115.241      	1.95399      	     20      	      0      	    -20      	      0      	      0      	      0      
    2.9      	2129.07      	3129.26      	181.037      	 6.4971      	4.11146      	24.2011      	0.946864      	1.61026      	82.2292      	9.23489      	 3.0783      	117.198      	1.94913      	     20      	      0      	    -20      	      0      	      0      	      0      
   2.95      	2444.93      	3600.67      	198.507      	6.48417      	4.10328      	24.1011      	1.08734      	1.76565      	82.0655      	 9.2533      	3.08443      	119.149      	1.94525      	     20      	      0      	    -20      	      0      	      0      	      0      
      3      	2768.39      	4084.63      	216.044      	6.47211      	4.09564      	24.0011      	1.23119      	1.92163      	81.9129      	9.27055      	3.09018      	121.096      	1.94163      	     20      	      0      	    -20      	      0      	      0      	      0      
   3.05      	 3100.8      	4584.07      	233.909      	6.45943      	4.08762      	23.9012      	1.37903      	2.08053      	81.7523      	9.28875      	3.09625      	 123.04      	1.93783      	     20      	      0      	    -20      	      0      	      0      	      0      
    3.1      	3422.68      	5072.76      	252.216      	6.44308      	4.07727      	23.8012      	1.52218      	2.24337      	81.5454      	9.31232      	3.10411      	124.979      	1.93292      	     20      	      0      	    -20      	      0      	      0      	      0      
   3.15      	3768.04      	5597.28      	270.096      	 6.4285      	4.06805      	23.7012      	1.67577      	2.40241      	 81.361      	9.33343      	3.11114      	126.915      	1.92855      	     20      	      0      	    -20      	      0      	      0      	      0      
    3.2      	4116.71      	6131.21      	289.138      	6.41174      	4.05744      	23.6012      	1.83083      	2.57178      	81.1488      	9.35784      	3.11928      	128.845      	1.92352      	     20      	      0      	    -20      	      0      	      0      	      0      
   3.25      	4483.31      	6690.92      	308.403      	6.39859      	4.04912      	23.5012      	1.99387      	2.74314      	80.9823      	9.37707      	3.12569      	130.772      	1.91958      	     20      	      0      	    -20      	      0      	      0      	      0      
    3.3      	4857.74      	7267.57      	328.454      	6.38288      	4.03918      	23.4012      	 2.1604      	2.92148      	80.7836      	9.40014      	3.13338      	132.693      	1.91486      	     20      	      0      	    -20      	      0      	      0      	      0      
   3.35      	5227.78      	7834.68      	 349.06      	6.37188      	4.03222      	23.3013      	2.32496      	3.10477      	80.6444      	9.41637      	3.13879      	 134.61      	1.91156      	     20      	      0      	    -20      	      0      	      0      	      0      
    3.4      	5606.43      	 8417.6      	369.313      	6.36018      	4.02482      	23.2013      	2.49336      	3.28491      	80.4963      	9.43369      	3.14456      	136.523      	1.90806      	     20      	      0      	    -20      	      0      	      0      	      0      
   3.45      	5976.72      	8987.77      	390.073      	6.35013      	4.01845      	23.1013      	2.65804      	3.46956      	 80.369      	9.44863      	3.14954      	138.433      	1.90504      	     20      	      0      	    -20      	      0      	      0      	      0      
    3.5      	6357.43      	 9578.9      	410.398      	6.33778      	4.01064      	23.0013      	2.82735      	3.65034      	80.2128      	9.46703      	3.15568      	 140.34      	1.90134      	     20      	      0      	    -20      	      0      	      0      	      0      
   3.55      	6737.07      	  10169      	431.488      	6.32653      	4.00352      	22.9013      	2.99619      	3.83794      	80.0704      	9.48387      	3.16129      	142.243      	1.89796      	     20      	      0      	    -20      	      0      	      0      	      0      
    3.6      	 7107.2      	  10746      	452.589      	6.31571      	3.99667      	22.8014      	 3.1608      	4.02562      	79.9334      	9.50012      	3.16671      	144.143      	1.89471      	     20      	      0      	    -20      	      0      	      0      	      0      
   3.65      	7468.08      	11307.3      	473.248      	6.30699      	3.99116      	22.7014      	3.32129      	4.20938      	79.8231      	9.51325      	3.17108      	146.039      	 1.8921      	     20      	      0      	    -20      	      0      	      0      	      0      
    3.7      	7804.91      	11832.5      	493.385      	6.29889      	3.98603      	22.6014      	 3.4711      	4.38848      	79.7206      	9.52549      	3.17516      	147.932      	1.88967      	     20      	      0      	    -20      	      0      	      0      	      0      
   3.75      	8148.36      	12364.7      	 512.42      	6.29303      	3.98232      	22.5014      	3.62384      	4.55779      	79.6463      	9.53436      	3.17812      	149.823      	1.88791      	     20      	      0      	    -20      	      0      	      0      	      0      
    3.8      	8490.59      	12898.5      	531.655      	6.28593      	3.97783      	22.4014      	3.77604      	4.72888      	79.5565      	9.54513      	3.18171      	151.712      	1.88578      	     20      	      0      	    -20      	      0      	      0      	      0      
   3.85      	8829.22      	13425.1      	550.898      	6.28025      	3.97423      	22.3015      	3.92664      	4.90004      	79.4847      	9.55375      	3.18458      	153.599      	1.88408      	     20      	      0      	    -20      	      0      	      0      	      0      
    3.9      	9153.52      	13938.3      	569.797      	 6.2712      	 3.9685      	22.2015      	4.07087      	5.06814      	79.3701      	9.56755      	3.18918      	155.484      	1.88136      	     20      	      0      	    -20      	      0      	      0      	      0      
   3.95      	 9463.2      	14426.3      	 588.25      	6.26402      	3.96396      	22.1015      	4.20859      	5.23228      	79.2793      	9.57851      	3.19284      	157.366      	1.87921      	     20      	      0      	    -20      	      0      	      0      	      0      
      4      	 9764.1      	14902.9      	605.927      	6.25654      	3.95923      	22.0015      	4.34241      	 5.3895      	79.1845      	9.58997      	3.19666      	159.247      	1.87696      	     20      	      0      	    -20      	      0      	      0      	      0      
   4.05      	10044.6      	15343.5      	623.207      	6.25145      	3.95601      	21.9015      	4.46716      	 5.5432      	79.1201      	9.59778      	3.19926      	161.125      	1.87543      	     20      	      0      	    -20      	      0      	      0      	      0      
    4.1      	10307.3      	15757.1      	639.284      	6.24655      	3.95291      	21.8015      	4.58398      	5.68621      	79.0581      	9.60531      	3.20177      	163.001      	1.87396      	     20      	      0      	    -20      	      0      	      0      	      0      
   4.15      	10548.8      	16136.7      	654.497      	6.24252      	3.95035      	21.7016      	 4.6914      	5.82152      	79.0071      	9.61151      	3.20384      	164.876      	1.87276      	     20      	      0      	    -20      	      0      	      0      	      0      
    4.2      	10769.5      	16485.3      	668.676      	6.23839      	3.94774      	21.6016      	4.78956      	5.94763      	78.9548      	9.61787      	3.20596      	166.749      	1.87152      	     20      	      0      	    -20      	      0      	      0      	      0      
   4.25      	10973.8      	16808.9      	681.866      	6.23429      	3.94515      	21.5016      	4.88038      	6.06495      	78.9029      	 9.6242      	3.20807      	168.621      	1.87029      	     20      	      0      	    -20      	      0      	      0      	      0      
    4.3      	11161.7      	17110.5      	694.196      	6.22929      	3.94199      	21.4016      	4.96397      	6.17462      	78.8397      	9.63191      	3.21064      	170.492      	1.86879      	     20      	      0      	    -20      	      0      	      0      	      0      
   4.35      	11348.7      	  17407      	 705.77      	6.22581      	3.93978      	21.3016      	5.04715      	6.27757      	78.7957      	 9.6373      	3.21243      	172.362      	1.86774      	     20      	      0      	    -20      	      0      	      0      	      0      
    4.4      	11540.3      	17709.6      	 717.12      	6.22272      	3.93783      	21.2017      	5.13234      	6.37852      	78.7565      	9.64208      	3.21403      	 174.23      	1.86682      	     20      	      0      	    -20      	      0      	      0      	      0      
   4.45      	11754.7      	18038.9      	728.559      	6.22261      	3.93776      	21.1017      	5.22768      	6.48027      	78.7551      	9.64226      	3.21409      	176.097      	1.86678      	     20      	      0      	    -20      	      0      	      0      	      0      
    4.5      	12006.9      	18428.6      	  740.7      	6.22171      	3.93719      	21.0017      	5.33987      	6.58826      	78.7437      	9.64365      	3.21455      	177.964      	1.86651      	     20      	      0      	    -20      	      0      	      0      	      0      
   4.55      	12308.8      	18889.4      	754.629      	6.22255      	3.93772      	20.9017      	5.47412      	6.71216      	78.7544      	9.64235      	3.21412      	179.831      	1.86676      	     20      	      0      	    -20      	      0      	      0      	      0      
    4.6      	  12656      	19422.9      	770.678      	6.22237      	3.93761      	20.8017      	5.62855      	6.85491      	78.7521      	9.64262      	3.21421      	181.697      	1.86671      	     20      	      0      	    -20      	      0      	      0      	      0      
   4.65      	  13024      	19986.3      	788.795      	6.22273      	3.93783      	20.7018      	5.79218      	7.01605      	78.7567      	9.64207      	3.21402      	183.564      	1.86682      	     20      	      0      	    -20      	      0      	      0      	      0      
    4.7      	13390.2      	20547.7      	807.561      	6.22292      	3.93796      	20.6018      	5.95503      	7.18297      	78.7591      	9.64177      	3.21392      	185.431      	1.86688      	     20      	      0      	    -20      	      0      	      0      	      0      
   4.75      	13731.2      	21067.1      	826.037      	6.22409      	3.93869      	20.5018      	6.10671      	7.34731      	78.7738      	9.63997      	3.21332      	187.298      	1.86723      	     20      	      0      	    -20      	      0      	      0      	      0      
    4.8      	14032.7      	21520.8      	843.178      	6.22662      	3.94029      	20.4018      	6.24077      	7.49977      	78.8059      	9.63605      	3.21202      	189.165      	1.86799      	     20      	      0      	    -20      	      0      	      0      	      0      
   4.85      	14293.7      	  21907      	858.383      	6.23066      	3.94285      	20.3018      	6.35688      	7.63501      	 78.857      	 9.6298      	3.20993      	191.032      	 1.8692      	     20      	      0      	    -20      	      0      	      0      	      0      
    4.9      	14520.2      	22241.8      	871.686      	6.23409      	3.94502      	20.2018      	6.45759      	7.75334      	78.9004      	 9.6245      	3.20817      	192.901      	1.87023      	     20      	      0      	    -20      	      0      	      0      	      0      
   4.95      	14730.2      	22548.9      	883.662      	6.23814      	3.94759      	20.1019      	6.55101      	7.85986      	78.9517      	9.61825      	3.20608      	194.771      	1.87144      	     20      	      0      	    -20      	      0      	      0      	      0      
      5      	14933.9      	22849.5      	895.011      	 6.2412      	3.94952      	20.0019      	 6.6416      	7.96081      	78.9905      	9.61353      	3.20451      	196.642      	1.87236      	     20      	      0      	    -20      	      0      	      0      	      0      
   5.05      	15142.1      	  23153      	 906.35      	6.24529      	3.95211      	19.9019      	 6.7342      	8.06167      	79.0421      	9.60725      	3.20242      	198.513      	1.87359      	     20      	      0      	    -20      	      0      	      0      	      0      
    5.1      	15359.6      	23472.4      	917.886      	6.24875      	 3.9543      	19.8019      	6.83091      	8.16427      	 79.086      	9.60191      	3.20064      	200.386      	1.87463      	     20      	      0      	    -20      	      0      	      0      	      0      
   5.15      	15589.3      	23803.7      	930.039      	6.25394      	3.95758      	19.7019      	6.93305      	8.27236      	79.1516      	9.59396      	3.19799      	202.261      	1.87618      	     20      	      0      	    -20      	      0      	      0      	      0      
    5.2      	15831.3      	24150.1      	942.682      	6.25992      	3.96137      	 19.602      	7.04069      	8.38483      	79.2273      	9.58479      	3.19493      	204.136      	1.87798      	     20      	      0      	    -20      	      0      	      0      	      0      
   5.25      	16078.1      	24498.3      	955.953      	6.26715      	3.96594      	 19.502      	7.15046      	8.50287      	79.3189      	9.57373      	3.19124      	206.013      	1.88015      	     20      	      0      	    -20      	      0      	      0      	      0      
    5.3      	16326.5      	24848.2      	969.421      	6.27435      	 3.9705      	 19.402      	7.26091      	8.62266      	  79.41      	9.56274      	3.18758      	207.892      	1.88231      	     20      	      0      	    -20      	      0      	      0      	      0      
   5.35      	  16572      	25193.4      	983.101      	6.28146      	  3.975      	 19.302      	7.37012      	8.74433      	   79.5      	9.55191      	3.18397      	209.773      	1.88444      	     20      	      0      	    -20      	      0      	      0      	      0      
