# Sensor: Sensor Blade [Time] [Blade 1]      
# Description: Time series      
# Record count:   14002      
# Storage mode:  Memory      
# Datetime of save: 2024-11-28T17:36:59      
# Statistical parameters for each field (time series) are placed above the column of the respective time series.
      
# Results earlier than the 'Statistics start time' (see below) are not included when calculating the statistic variables.
# Statistics start time: 100 s      
      
# Column      
      1      	      2      	      3      	      4      	      5      	      6      	      7      	      8      	      9      	     10      	      
Time [s]      	Root force (magnitude)      [    k N      ]      	Root moment (magnitude)      [   k Nm      ]      	Root moment (out-of-plane)      [   k Nm      ]      	Root moment (in-plane)      [   k Nm      ]      	Root moment about shaft      [   k Nm      ]      	Pitch angle      [      °      ]      	Tip deflection (out-of-plane)      [      m      ]      	Tip deflection (in-plane)      [      m      ]      	Root torque      [   k Nm      ]      
   77.5      	 748.81      	19935.9      	19069.7      	5725.37      	5744.49      	17.9037      	-1.24276      	-0.548139      	564.054      
  77.55      	754.064      	20093.4      	19070.9      	6247.71      	6266.54      	17.9034      	-1.24952      	-0.570969      	568.942      
   77.6      	760.721      	20257.2      	19060.1      	6786.01      	6804.56      	17.9031      	-1.25419      	-0.595047      	 574.11      
  77.65      	 768.82      	20425.1      	19033.3      	7341.44      	7359.69      	17.9029      	-1.25739      	-0.622521      	579.328      
   77.7      	778.216      	20593.9      	18987.2      	7910.16      	7928.08      	17.9026      	-1.26004      	-0.655366      	584.258      
  77.75      	  788.6      	20760.4      	18918.9      	8487.89      	8505.46      	17.9023      	-1.26309      	-0.69486      	588.528      
   77.8      	799.864      	  20925      	18828.7      	9072.72      	9089.88      	17.9021      	-1.26749      	-0.741496      	591.929      
  77.85      	812.355      	21090.3      	18718.8      	9663.79      	 9680.5      	17.9019      	-1.27403      	-0.795051      	594.438      
   77.9      	826.291      	21258.4      	18589.3      	10263.8      	  10280      	17.9016      	-1.28298      	-0.854517      	596.177      
  77.95      	841.865      	21435.6      	18441.6      	10880.8      	10896.5      	17.9014      	-1.29421      	-0.918231      	597.396      
     78      	859.324      	21636.2      	18285.8      	11522.3      	11537.4      	17.9012      	-1.3075      	-0.984229      	598.413      
  78.05      	 878.53      	21874.5      	18136.4      	12189.4      	12203.9      	 17.901      	-1.32252      	-1.05061      	599.439      
   78.1      	899.087      	22157.4      	18003.4      	12878.5      	12892.4      	17.9008      	-1.33851      	-1.11584      	600.572      
  78.15      	920.477      	22483.2      	17889.5      	13582.7      	  13596      	17.9006      	-1.35456      	-1.17892      	 601.84      
   78.2      	942.392      	22843.7      	17794.6      	14290.7      	14303.4      	17.9005      	-1.36998      	-1.23937      	603.275      
  78.25      	 964.71      	23228.4      	17716.6      	14990.6      	15002.7      	17.9003      	-1.38416      	-1.29716      	604.927      
   78.3      	987.346      	23625.6      	17652.2      	15671.9      	15683.5      	17.9002      	-1.39642      	-1.35253      	606.812      
  78.35      	1010.16      	24024.3      	17598.6      	16324.7      	16335.7      	17.9001      	-1.40626      	-1.40582      	608.862      
   78.4      	1032.91      	24415.5      	17552.7      	16942.9      	16953.4      	   17.9      	-1.41355      	-1.4574      	610.988      
  78.45      	1055.45      	24792.9      	17508.7      	17526.4      	17536.5      	17.8999      	-1.41859      	-1.50738      	613.186      
   78.5      	 1077.7      	25151.7      	17460.3      	18077.2      	18086.9      	17.8999      	-1.4219      	-1.55559      	615.469      
  78.55      	1099.68      	25488.1      	17403.7      	18595.5      	18604.8      	17.8998      	-1.42395      	-1.6017      	617.802      
   78.6      	1121.54      	25800.5      	17338.4      	19081.2      	19090.1      	17.8998      	-1.42522      	-1.64536      	620.128      
  78.65      	1143.33      	26088.3      	17266.2      	19532.6      	19541.2      	17.8998      	-1.42631      	-1.68618      	622.389      
   78.7      	1165.14      	26350.5      	17190.5      	  19947      	19955.3      	17.8998      	-1.42776      	-1.72373      	624.517      
  78.75      	1187.13      	26586.8      	17114.1      	20322.8      	20330.8      	17.8998      	-1.42998      	-1.75763      	626.414      
   78.8      	1209.14      	26795.4      	17040.6      	20655.8      	20663.6      	17.8998      	-1.43327      	-1.7875      	627.988      
  78.85      	1230.79      	26972.2      	16973.8      	  20939      	20946.6      	17.8998      	-1.43779      	-1.81289      	629.166      
   78.9      	1252.19      	27115.2      	16916.8      	21168.7      	  21176      	17.8998      	-1.4435      	-1.83323      	629.982      
  78.95      	1273.72      	27228.3      	16873.2      	21347.9      	21355.1      	17.8998      	-1.45015      	-1.84789      	630.586      
     79      	1295.46      	27318.3      	16848.3      	21482.3      	21489.4      	17.8998      	-1.45729      	-1.8565      	631.148      
  79.05      	1317.42      	27392.6      	16849.5      	21575.7      	21582.7      	17.8998      	-1.4643      	-1.85891      	631.779      
   79.1      	 1339.7      	27459.5      	16883.6      	21633.9      	21640.9      	17.8999      	-1.47036      	-1.85516      	632.572      
  79.15      	1362.25      	27527.3      	16952.2      	21666.3      	21673.3      	17.8999      	-1.47459      	-1.84553      	633.687      
   79.2      	 1384.8      	  27599      	17048.7      	21681.6      	21688.7      	17.8999      	-1.47628      	-1.83093      	635.288      
  79.25      	1406.99      	  27670      	17158.6      	21685.1      	21692.3      	17.8999      	-1.47495      	-1.81283      	637.482      
   79.3      	1428.59      	  27732      	17262.1      	21681.9      	21689.2      	17.8999      	-1.47034      	-1.79304      	640.348      
  79.35      	1449.59      	27777.9      	17340.3      	  21678      	21685.5      	17.8999      	-1.46284      	-1.77347      	643.849      
   79.4      	1470.09      	  27803      	17382.6      	21676.2      	21683.8      	   17.9      	-1.45362      	-1.75618      	647.722      
  79.45      	1490.28      	27803.7      	17388.7      	  21672      	21679.8      	   17.9      	-1.44416      	-1.74322      	651.432      
   79.5      	1510.17      	27779.2      	17365.5      	21659.2      	21667.1      	   17.9      	-1.43593      	-1.73611      	654.336      
  79.55      	1529.75      	27735.9      	17325.2      	  21636      	  21644      	   17.9      	-1.43026      	-1.73552      	655.901      
   79.6      	1549.13      	27684.5      	17279.6      	21606.6      	21614.7      	17.9001      	-1.42794      	-1.74129      	 656.59      
  79.65      	1568.55      	27636.2      	17237.9      	21578.2      	21586.3      	17.9001      	-1.4291      	-1.7525      	656.425      
   79.7      	1588.07      	27602.3      	17207.8      	21558.9      	21566.9      	17.9001      	-1.43343      	-1.76733      	654.929      
  79.75      	1607.65      	27589.2      	17197.2      	21550.6      	21558.6      	17.9001      	-1.44007      	-1.78322      	652.213      
   79.8      	1627.29      	27591.3      	17207.1      	21545.5      	21553.3      	17.9001      	-1.44777      	-1.79758      	 648.86      
  79.85      	 1646.6      	27592.6      	17228.5      	21530.1      	21537.7      	   17.9      	-1.45537      	-1.80849      	645.393      
   79.9      	1665.09      	27579.8      	17254.2      	21493.2      	21500.7      	   17.9      	-1.46191      	-1.81472      	642.119      
  79.95      	 1682.5      	27549.2      	17283.3      	21430.5      	  21438      	   17.9      	-1.46662      	-1.81554      	639.298      
     80      	1699.19      	27491.4      	17311.1      	21333.6      	21341.1      	   17.9      	-1.46911      	-1.81068      	637.123      
  80.05      	1715.09      	27390.9      	17333.9      	21185.3      	21192.8      	   17.9      	-1.46958      	-1.80016      	635.323      
   80.1      	1730.21      	27245.3      	17355.5      	20978.9      	20986.6      	   17.9      	-1.46853      	-1.7841      	633.796      
  80.15      	1745.02      	27061.7      	17376.1      	20722.7      	20730.5      	   17.9      	-1.46654      	-1.76275      	632.509      
   80.2      	1759.43      	26846.5      	17395.8      	20424.1      	20432.2      	17.9001      	-1.46404      	-1.7366      	631.347      
  80.25      	1773.14      	26606.4      	17420.8      	20085.8      	20094.1      	17.9001      	-1.46137      	-1.70615      	630.132      
   80.3      	1785.89      	26345.9      	17453.9      	19710.2      	19718.8      	17.9002      	-1.45881      	-1.67175      	628.755      
  80.35      	1797.89      	26067.7      	17494.3      	19300.1      	  19309      	17.9003      	-1.45644      	-1.63375      	627.095      
   80.4      	1809.31      	25774.8      	17544.3      	18856.3      	18865.6      	17.9004      	-1.45421      	-1.59271      	 625.23      
  80.45      	1820.18      	25471.7      	17607.7      	18379.1      	18388.8      	17.9006      	-1.4519      	-1.54936      	623.106      
   80.5      	1830.53      	25161.4      	17687.2      	17868.2      	17878.3      	17.9007      	-1.44912      	-1.50421      	620.734      
  80.55      	1840.14      	24842.8      	17782.3      	17319.6      	  17330      	17.9008      	-1.44555      	-1.45734      	618.034      
   80.6      	1848.93      	  24514      	17891.2      	16728.7      	16739.6      	 17.901      	-1.44107      	-1.40846      	615.125      
  80.65      	1856.93      	24178.1      	  18012      	16098.1      	16109.4      	17.9011      	-1.43566      	-1.35719      	612.112      
   80.7      	1864.35      	23841.6      	18138.7      	15440.4      	15452.3      	17.9013      	-1.42912      	-1.3031      	609.278      
  80.75      	1871.36      	23508.8      	18260.7      	14771.6      	  14784      	17.9014      	-1.42133      	-1.24603      	606.802      
   80.8      	1878.13      	23181.6      	18370.3      	14103.3      	14116.3      	17.9016      	-1.41249      	-1.1861      	604.896      
  80.85      	1884.81      	22861.9      	  18465      	13442.2      	13455.8      	17.9018      	-1.40314      	-1.12379      	603.456      
   80.9      	1891.38      	  22551      	  18545      	  12791      	12805.1      	 17.902      	-1.39391      	-1.06006      	602.278      
  80.95      	1897.59      	22249.3      	18612.7      	12147.9      	12162.5      	17.9023      	-1.38533      	-0.996519      	600.891      
     81      	1903.27      	21957.9      	18670.9      	11511.8      	  11527      	17.9025      	-1.37791      	-0.935183      	598.936      
  81.05      	1908.31      	21677.9      	18719.8      	10884.5      	10900.2      	17.9028      	-1.37216      	-0.877917      	596.019      
   81.1      	1912.56      	21405.4      	18757.4      	10262.9      	  10279      	 17.903      	-1.3684      	-0.825935      	591.854      
  81.15      	1916.02      	21135.2      	18780.3      	9642.39      	 9658.8      	17.9033      	-1.3668      	-0.779714      	586.095      
   81.2      	1918.94      	20866.9      	18787.5      	9024.82      	 9041.5      	17.9036      	-1.36746      	-0.739088      	578.774      
  81.25      	1921.27      	20600.9      	18777.2      	8415.07      	8431.95      	17.9039      	-1.37059      	-0.703296      	569.928      
   81.3      	1922.61      	20331.9      	18742.9      	7816.74      	7833.75      	17.9042      	-1.37661      	-0.671019      	 559.84      
  81.35      	 1922.7      	20051.7      	18676.3      	7231.68      	7248.77      	17.9046      	-1.38618      	-0.64052      	548.962      
   81.4      	1921.36      	19753.7      	18571.7      	6659.63      	 6676.8      	17.9049      	-1.39986      	-0.60992      	538.361      
  81.45      	1918.65      	19431.7      	18425.5      	6096.01      	6113.32      	17.9052      	-1.41758      	-0.577563      	 529.23      
   81.5      	1914.87      	19082.2      	18237.2      	5533.74      	5551.32      	17.9055      	-1.4378      	-0.542285      	522.985      
  81.55      	1910.42      	18712.9      	18016.1      	4969.85      	4987.86      	17.9058      	-1.45735      	-0.503472      	520.413      
   81.6      	1905.43      	18344.6      	17782.8      	4406.98      	4425.57      	 17.906      	-1.4728      	-0.460898      	521.206      
  81.65      	1899.84      	18008.5      	17568.2      	3846.95      	3866.18      	17.9063      	-1.48208      	-0.414446      	523.855      
   81.7      	 1893.7      	  17748      	17416.8      	3284.37      	3304.26      	17.9066      	-1.48514      	-0.363989      	526.595      
  81.75      	1887.18      	17613.5      	17378.7      	 2712.3      	2732.81      	17.9068      	-1.48332      	-0.309603      	528.155      
   81.8      	1880.58      	17645.5      	17491.6      	2130.53      	 2151.6      	17.9071      	-1.4785      	-0.25186      	528.437      
  81.85      	1874.41      	17858.3      	17766.6      	 1543.7      	1565.32      	17.9073      	-1.4723      	-0.191818      	527.995      
   81.9      	1868.95      	  18228      	18177.9      	956.725      	978.891      	17.9076      	-1.46545      	-0.13058      	527.721      
  81.95      	1864.22      	18692.6      	18663.6      	 369.55      	392.286      	17.9078      	-1.45752      	-0.0688823      	528.016      
     82      	1859.63      	19177.8      	19150.8      	-225.401      	-202.061      	 17.908      	-1.44734      	-0.00722582      	528.903      
  82.05      	1854.39      	19633.6      	19589.9      	-834.939      	-810.967      	17.9082      	-1.43358      	0.0537047      	530.122      
   82.1      	1847.74      	20041.6      	19962.6      	-1454.09      	-1429.47      	17.9085      	-1.41523      	0.112974      	531.627      
  82.15      	1839.31      	20398.8      	20266.9      	-2071.18      	-2045.89      	17.9087      	-1.3919      	0.169685      	533.355      
   82.2      	1829.36      	20709.1      	20508.2      	-2680.86      	-2654.91      	17.9088      	-1.36427      	0.22325      	535.156      
  82.25      	1818.48      	20984.2      	20698.8      	-3284.96      	-3258.37      	 17.909      	-1.33403      	0.273456      	536.731      
   82.3      	1807.23      	  21238      	20852.5      	-3886.62      	-3859.41      	17.9092      	-1.30319      	0.320376      	537.906      
  82.35      	1795.84      	21480.8      	20979.9      	-4487.43      	-4459.62      	17.9093      	-1.27315      	0.364165      	538.496      
   82.4      	1784.27      	  21722      	21091.6      	-5084.43      	-5056.05      	17.9094      	-1.24459      	0.404959      	538.551      
  82.45      	1772.16      	21966.8      	  21196      	-5667.42      	-5638.51      	17.9095      	-1.21784      	0.44309      	538.263      
   82.5      	   1759      	22208.4      	21291.5      	  -6223      	-6193.58      	17.9096      	-1.19324      	0.479275      	537.861      
  82.55      	1744.72      	22432.9      	21369.1      	-6740.82      	-6710.93      	17.9096      	-1.17098      	0.514376      	537.431      
   82.6      	1729.56      	22630.7      	21422.6      	-7215.06      	-7184.74      	17.9097      	-1.15113      	0.548938      	537.054      
  82.65      	1713.77      	22796.3      	21451.2      	-7638.58      	-7607.87      	17.9097      	-1.13389      	0.58293      	536.807      
   82.7      	1697.65      	22927.6      	21458.7      	-8001.9      	-7970.85      	17.9098      	-1.11959      	0.615576      	536.753      
  82.75      	1681.28      	23029.8      	21452.9      	-8305.32      	-8273.99      	17.9098      	-1.10856      	0.645384      	536.736      
   82.8      	1664.54      	23114.6      	21442.7      	-8563.22      	-8531.66      	17.9099      	-1.10091      	0.670609      	536.414      
  82.85      	1647.19      	23193.2      	21435.8      	-8790.26      	-8758.52      	17.9099      	-1.09658      	0.689833      	535.461      
   82.9      	1629.32      	  23268      	21433.3      	-8991.87      	-8960.02      	  17.91      	-1.09525      	0.702161      	533.719      
  82.95      	1610.97      	23336.5      	21432.6      	-9169.2      	-9137.3      	17.9101      	-1.0962      	0.707289      	531.187      
     83      	1592.19      	23394.2      	21430.2      	-9321.04      	-9289.13      	17.9101      	-1.09838      	0.70578      	528.038      
  83.05      	1573.08      	23434.7      	21421.5      	-9442.18      	-9410.32      	17.9102      	-1.10077      	0.699158      	524.525      
   83.1      	1553.55      	  23455      	21405.1      	-9529.65      	-9497.87      	17.9103      	-1.10269      	0.689455      	520.956      
  83.15      	 1533.4      	23457.8      	21383.6      	-9584.9      	-9553.21      	17.9103      	-1.10378      	0.678593      	517.605      
   83.2      	 1512.4      	23444.6      	21357.9      	-9610.05      	-9578.47      	17.9104      	-1.10381      	0.668098      	514.697      
  83.25      	1490.45      	23418.1      	21328.6      	-9610.92      	-9579.45      	17.9105      	-1.10267      	0.659107      	512.312      
   83.3      	1467.72      	23384.6      	21296.4      	-9600.93      	-9569.56      	17.9105      	-1.10055      	0.652444      	510.437      
  83.35      	1444.61      	23350.7      	21261.3      	-9596.41      	-9565.11      	17.9106      	-1.0979      	0.648624      	 508.95      
   83.4      	1421.58      	23319.8      	21221.9      	-9608.91      	-9577.66      	17.9106      	-1.09513      	0.64786      	  507.6      
  83.45      	1398.81      	23293.9      	21178.5      	-9641.83      	-9610.61      	17.9107      	-1.09256      	0.650086      	506.217      
   83.5      	1376.21      	23274.5      	21135.7      	-9689.3      	-9658.09      	17.9107      	-1.0907      	0.655038      	505.157      
  83.55      	1353.62      	23260.8      	21097.5      	-9739.65      	-9708.39      	17.9108      	-1.08997      	0.662318      	505.133      
   83.6      	1330.85      	23248.1      	21064.5      	-9780.68      	-9749.35      	17.9108      	-1.09009      	0.671314      	505.972      
  83.65      	1307.96      	23230.8      	21035.9      	-9801.04      	-9769.64      	17.9109      	-1.09084      	0.681295      	  507.3      
   83.7      	1284.92      	23203.5      	21009.1      	-9793.93      	-9762.47      	 17.911      	-1.09269      	0.691676      	508.987      
  83.75      	1261.94      	23160.7      	20979.2      	-9756.63      	-9725.13      	 17.911      	-1.09605      	0.701716      	510.794      
   83.8      	1238.97      	23100.2      	20944.9      	-9686.84      	-9655.34      	17.9111      	-1.1005      	0.709892      	512.571      
  83.85      	 1215.8      	23026.5      	20909.6      	-9587.11      	-9555.63      	17.9112      	-1.10547      	0.714179      	514.163      
   83.9      	1192.64      	  22942      	20873.6      	-9462.48      	-9431.07      	17.9113      	-1.11108      	0.713129      	515.439      
  83.95      	1169.55      	22841.8      	20830.9      	-9312.99      	-9281.69      	17.9113      	-1.11783      	0.706273      	516.258      
     84      	1146.77      	22723.4      	20778.5      	-9138.97      	-9107.82      	17.9114      	-1.12575      	0.693662      	516.644      
  84.05      	1124.36      	22590.1      	20719.1      	-8941.3      	-8910.34      	17.9115      	-1.13446      	0.675642      	516.712      
   84.1      	1102.44      	22439.9      	20654.9      	-8709.07      	-8678.34      	17.9115      	-1.14371      	0.652994      	516.725      
  84.15      	1080.73      	22269.5      	20588.1      	-8425.61      	-8395.14      	17.9115      	-1.15324      	0.626812      	516.962      
   84.2      	1058.91      	22085.2      	20525.3      	-8087.08      	-8056.9      	17.9115      	-1.16266      	0.598186      	517.613      
  84.25      	1037.14      	21895.2      	20469.6      	-7702.78      	-7672.93      	17.9115      	-1.17158      	0.567949      	518.604      
   84.3      	1015.47      	21704.1      	20420.6      	-7280.63      	-7251.12      	17.9115      	-1.17968      	0.536452      	519.851      
  84.35      	994.099      	21519.7      	20384.3      	-6820.15      	-6791.01      	17.9114      	-1.18657      	0.503456      	521.452      
   84.4      	973.084      	21350.7      	20367.2      	-6322.26      	-6293.51      	17.9114      	-1.1918      	0.468281      	523.493      
  84.45      	952.548      	21199.5      	20365.6      	-5796.27      	-5767.92      	17.9113      	-1.19496      	0.430178      	525.738      
   84.5      	932.339      	21061.1      	20369.7      	-5251.79      	-5223.86      	17.9112      	-1.19596      	0.388663      	527.853      
  84.55      	912.312      	20927.7      	20368.4      	-4693.97      	-4666.5      	17.9111      	-1.19516      	0.343524      	529.624      
   84.6      	892.504      	20789.2      	20349.3      	-4126.62      	-4099.63      	17.9111      	-1.19308      	0.294633      	 530.95      
  84.65      	873.094      	20638.6      	  20305      	-3548.78      	-3522.29      	17.9109      	-1.19017      	0.241915      	531.873      
   84.7      	854.364      	20479.7      	20239.4      	-2953.87      	-2927.91      	17.9108      	-1.18693      	0.185432      	532.638      
  84.75      	836.658      	20320.3      	  20159      	-2340.07      	-2314.66      	17.9107      	-1.18408      	0.125517      	533.376      
   84.8      	820.156      	20163.7      	20064.6      	-1714.02      	-1689.18      	17.9105      	-1.18237      	0.0629335      	534.002      
  84.85      	804.978      	20012.1      	19956.8      	-1082.38      	-1058.11      	17.9104      	-1.18231      	-0.00115554      	534.483      
   84.9      	791.066      	19871.9      	19840.8      	-448.29      	-424.603      	17.9102      	-1.18412      	-0.0654253      	534.924      
  84.95      	778.327      	19747.9      	19721.1      	183.951      	207.062      	  17.91      	-1.18767      	-0.128603      	535.442      
     85      	766.736      	19639.3      	19596.8      	808.306      	830.854      	17.9097      	-1.19266      	-0.18953      	536.091      
  85.05      	756.536      	19544.5      	19467.1      	1419.25      	1441.26      	17.9095      	-1.19885      	-0.247126      	536.972      
   85.1      	748.104      	19465.2      	19335.2      	2012.06      	2033.56      	17.9092      	-1.20631      	-0.300403      	538.214      
  85.15      	741.785      	19406.2      	19207.4      	2585.63      	2606.67      	17.9089      	-1.21514      	-0.348614      	 539.97      
   85.2      	738.125      	  19378      	19096.2      	3139.48      	 3160.1      	17.9086      	-1.22511      	-0.391435      	542.362      
  85.25      	737.152      	19393.3      	19016.9      	3670.85      	 3691.1      	17.9083      	-1.23562      	-0.428901      	545.367      
   85.3      	738.254      	19455.7      	18974.6      	4184.17      	4204.08      	 17.908      	-1.24608      	-0.461246      	548.906      
  85.35      	740.637      	19559.3      	18962.8      	4689.15      	4708.76      	17.9077      	-1.25597      	-0.489025      	552.919      
   85.4      	743.844      	19693.6      	18971.2      	5190.55      	5209.87      	17.9074      	-1.2646      	-0.513283      	557.324      
  85.45      	747.798      	19845.8      	18985.3      	5693.24      	5712.29      	17.9071      	-1.27133      	-0.535473      	562.078      
   85.5      	752.896      	20006.4      	  18993      	6206.27      	6225.07      	17.9068      	-1.27587      	-0.557308      	567.182      
  85.55      	759.415      	20172.2      	18987.8      	6735.73      	6754.26      	17.9065      	-1.27845      	-0.580831      	572.535      
   85.6      	767.302      	20340.3      	18965.6      	7281.53      	7299.77      	17.9062      	-1.27978      	-0.608285      	577.861      
  85.65      	776.368      	20506.8      	18922.5      	7839.02      	7856.95      	17.9059      	-1.28079      	-0.641554      	582.784      
   85.7      	786.328      	20669.5      	18856.9      	8403.97      	8421.54      	17.9056      	-1.28249      	-0.68173      	586.962      
  85.75      	797.222      	20828.7      	18768.6      	8975.29      	8992.47      	17.9054      	-1.2859      	-0.729112      	590.235      
   85.8      	809.437      	20986.5      	18658.4      	 9554.3      	9571.04      	17.9051      	-1.29172      	-0.78327      	592.638      
  85.85      	823.223      	21147.4      	18527.3      	10146.2      	10162.5      	17.9049      	-1.30004      	-0.84304      	594.349      
   85.9      	838.773      	21320.6      	18379.5      	10759.5      	10775.3      	17.9046      	-1.31072      	-0.906684      	595.621      
  85.95      	856.193      	21521.2      	18226.4      	11400.5      	11415.7      	17.9043      	-1.32358      	-0.972222      	596.741      
     86      	875.307      	21762.5      	18082.3      	12068.9      	12083.5      	17.9041      	-1.33821      	-1.03784      	597.898      
  86.05      	895.679      	22048.6      	17954.1      	12760.1      	12774.1      	17.9038      	-1.35376      	-1.1022      	599.159      
   86.1      	916.813      	22376.2      	17843.6      	  13466      	13479.4      	17.9036      	-1.36938      	-1.16448      	600.544      
  86.15      	938.497      	22737.3      	17751.2      	14174.5      	14187.3      	17.9034      	-1.38439      	-1.22437      	602.096      
   86.2      	960.607      	23120.8      	17673.9      	14874.3      	14886.5      	17.9031      	-1.39814      	-1.28192      	603.849      
  86.25      	983.085      	23515.5      	17608.2      	15555.4      	  15567      	17.9029      	-1.40995      	-1.33743      	605.816      
   86.3      	1005.74      	23910.9      	17552.2      	16207.9      	  16219      	17.9028      	-1.41941      	-1.39127      	607.899      
  86.35      	1028.31      	24298.6      	  17502      	  16827      	16837.6      	17.9026      	-1.42654      	-1.44369      	610.026      
   86.4      	1050.69      	  24673      	17450.8      	17414.8      	17424.9      	17.9024      	-1.43173      	-1.49465      	612.224      
  86.45      	1072.82      	25029.1      	17392.9      	  17972      	17981.7      	17.9023      	-1.43539      	-1.54392      	 614.51      
   86.5      	1094.75      	  25363      	17325.2      	18497.8      	18507.1      	17.9022      	-1.43802      	-1.59113      	616.822      
  86.55      	1116.69      	25674.7      	17248.6      	18992.8      	19001.7      	 17.902      	-1.44014      	-1.63587      	619.125      
   86.6      	1138.62      	25963.4      	17166.3      	19454.3      	19462.9      	17.9019      	-1.44233      	-1.67768      	621.362      
  86.65      	1160.64      	  26226      	17080.5      	19877.6      	19885.8      	17.9018      	-1.44506      	-1.71613      	623.407      
   86.7      	1182.83      	26461.8      	16994.6      	20260.1      	20268.1      	17.9017      	-1.44873      	-1.75083      	625.172      
  86.75      	1204.97      	26669.4      	16913.4      	20597.5      	20605.3      	17.9016      	-1.45361      	-1.78131      	626.588      
   86.8      	1226.78      	26844.1      	16840.2      	20882.6      	20890.1      	17.9015      	-1.45976      	-1.80702      	627.597      
  86.85      	1248.46      	26984.9      	16777.9      	21112.9      	21120.2      	17.9014      	-1.46706      	-1.82729      	628.274      
   86.9      	1270.34      	  27097      	16731.2      	21292.8      	  21300      	17.9013      	-1.47518      	-1.84151      	628.797      
  86.95      	1292.46      	27187.4      	16705.9      	21427.5      	21434.6      	17.9011      	-1.48361      	-1.8493      	629.326      
     87      	1314.85      	27263.6      	16709.1      	21521.7      	21528.7      	 17.901      	-1.49168      	-1.85054      	629.965      
  87.05      	1337.59      	27334.3      	16747.2      	21581.5      	21588.5      	17.9009      	-1.49851      	-1.84534      	630.832      
   87.1      	1360.55      	27406.2      	16820.1      	21615.8      	21622.8      	17.9008      	-1.50322      	-1.83415      	632.075      
  87.15      	1383.42      	27480.2      	16918.5      	21632.9      	21639.9      	17.9006      	-1.50518      	-1.81809      	633.843      
   87.2      	1405.85      	27550.3      	  17026      	21637.4      	21644.6      	17.9005      	-1.50396      	-1.79878      	636.236      
  87.25      	 1427.7      	27607.9      	17122.4      	21634.6      	21641.9      	17.9004      	-1.49941      	-1.77813      	639.319      
   87.3      	1448.97      	27647.2      	17190.6      	21630.5      	21637.9      	17.9003      	-1.4921      	-1.75815      	642.968      
  87.35      	 1469.8      	27664.2      	17223.1      	21626.2      	21633.8      	17.9002      	-1.48335      	-1.74095      	 646.86      
   87.4      	1490.33      	27655.4      	17221.4      	21616.1      	21623.9      	17.9001      	-1.47474      	-1.72846      	650.407      
  87.45      	1510.56      	27622.6      	17194.5      	21595.5      	21603.5      	   17.9      	-1.46768      	-1.72201      	652.979      
   87.5      	1530.54      	27574.4      	  17155      	21565.3      	21573.3      	17.8999      	-1.46334      	-1.72208      	654.213      
  87.55      	1550.36      	27521.8      	17114.5      	21530.3      	21538.3      	17.8998      	-1.46229      	-1.72835      	654.718      
   87.6      	1570.29      	27475.9      	17080.5      	21498.7      	21506.8      	17.8996      	-1.46453      	-1.73967      	654.199      
  87.65      	1590.31      	27446.8      	17060.2      	21477.8      	21485.8      	17.8995      	-1.46964      	-1.75399      	652.389      
   87.7      	1610.39      	27437.8      	17060.8      	21465.9      	21473.8      	17.8994      	-1.47666      	-1.7687      	649.449      
  87.75      	 1630.4      	  27441      	17081.6      	21453.4      	21461.1      	17.8993      	-1.48429      	-1.7814      	646.044      
   87.8      	1649.98      	  27440      	17112.3      	21427.8      	21435.4      	17.8991      	-1.49138      	-1.79042      	642.594      
  87.85      	1668.66      	27424.1      	17146.5      	21380.1      	21387.6      	 17.899      	-1.49702      	-1.79469      	639.463      
   87.9      	1686.33      	27389.4      	17184.1      	21305.3      	21312.8      	17.8988      	-1.50054      	-1.79363      	636.846      
  87.95      	1703.25      	27322.8      	17219.7      	21190.7      	21198.2      	17.8987      	-1.50166      	-1.78701      	634.821      
     88      	1719.24      	27211.1      	17250.8      	21021.1      	21028.7      	17.8986      	-1.50064      	-1.77491      	633.057      
  88.05      	1734.64      	27057.4      	17281.2      	20796.5      	20804.2      	17.8985      	-1.49809      	-1.75746      	631.663      
   88.1      	1749.72      	26868.7      	17310.6      	20525.5      	20533.5      	17.8984      	-1.49458      	-1.73496      	630.461      
  88.15      	1764.25      	26649.8      	17340.6      	20212.4      	20220.6      	17.8984      	-1.49051      	-1.70789      	629.352      
   88.2      	1777.95      	26407.1      	17377.6      	  19859      	19867.4      	17.8983      	-1.48622      	-1.67665      	628.095      
  88.25      	1790.74      	26145.3      	  17423      	  19469      	19477.8      	17.8983      	-1.48199      	-1.64155      	626.705      
   88.3      	1802.83      	25867.3      	17476.3      	19045.2      	19054.3      	17.8983      	-1.47799      	-1.60299      	625.008      
  88.35      	1814.24      	25575.9      	17540.5      	  18587      	18596.5      	17.8983      	-1.47408      	-1.56157      	623.156      
   88.4      	1825.09      	25274.6      	17619.2      	18093.9      	18103.7      	17.8984      	-1.46987      	-1.51793      	620.974      
  88.45      	1835.33      	24965.6      	17713.8      	17564.6      	17574.8      	17.8984      	-1.46498      	-1.47244      	618.595      
   88.5      	 1844.8      	24647.7      	17823.8      	16995.1      	17005.7      	17.8985      	-1.45925      	 -1.425      	 615.88      
  88.55      	1853.38      	24319.7      	17946.4      	16382.2      	16393.4      	17.8986      	-1.45258      	-1.37528      	613.071      
   88.6      	1861.16      	23985.1      	18077.8      	15731.5      	15743.2      	17.8987      	-1.44481      	-1.32289      	610.166      
