# Sensor: Sensor Blade [Time] [Blade 1]      
# Description: Time series      
# Record count:   14002      
# Storage mode:  Memory      
# Datetime of save: 2024-11-28T17:36:59      
# Statistical parameters for each field (time series) are placed above the column of the respective time series.
      
# Results earlier than the 'Statistics start time' (see below) are not included when calculating the statistic variables.
# Statistics start time: 100 s      
      
# Column      
      1      	      2      	      3      	      4      	      5      	      6      	      7      	      8      	      9      	     10      	      
Time [s]      	Root force (magnitude)      [    k N      ]      	Root moment (magnitude)      [   k Nm      ]      	Root moment (out-of-plane)      [   k Nm      ]      	Root moment (in-plane)      [   k Nm      ]      	Root moment about shaft      [   k Nm      ]      	Pitch angle      [      °      ]      	Tip deflection (out-of-plane)      [      m      ]      	Tip deflection (in-plane)      [      m      ]      	Root torque      [   k Nm      ]      
   8.35      	 910.23      	34355.2      	34250.6      	-2134.48      	-2105.02      	16.6968      	1.82553      	-0.659088      	630.905      
    8.4      	 899.79      	33878.7      	33805.9      	-1537.5      	-1508.46      	16.7968      	1.74016      	-0.675381      	634.157      
   8.45      	889.415      	33395.7      	33345.7      	-907.528      	-878.945      	16.8968      	1.65114      	-0.692808      	637.491      
    8.5      	880.342      	32917.4      	  32879      	-256.926      	-228.831      	16.9968      	1.56113      	-0.713662      	 640.45      
   8.55      	872.595      	32425.8      	32386.2      	410.698      	438.265      	17.0968      	1.46736      	-0.739334      	642.863      
    8.6      	865.058      	31901.2      	31845.7      	1095.25      	1122.24      	17.1968      	1.36733      	-0.770783      	644.346      
   8.65      	859.507      	31356.5      	  31269      	1791.32      	1817.67      	17.2967      	1.26306      	-0.80854      	 645.05      
    8.7      	856.026      	30825.2      	30689.3      	2481.84      	2507.53      	17.3967      	1.15653      	-0.851841      	644.892      
   8.75      	855.826      	30337.1      	30136.4      	3162.38      	 3187.4      	17.4967      	1.04692      	-0.898612      	644.134      
    8.8      	857.217      	29890.9      	29606.5      	3853.51      	3877.82      	17.5967      	0.934214      	-0.946579      	643.023      
   8.85      	858.701      	29463.3      	29073.3      	4562.33      	4585.92      	17.6967      	0.82071      	-0.99353      	641.813      
    8.9      	860.499      	29038.5      	28520.3      	5279.68      	5302.54      	17.7966      	0.708084      	-1.03694      	640.637      
   8.95      	862.441      	28639.5      	  27968      	6010.23      	6032.38      	17.8966      	0.596379      	-1.07465      	640.129      
      9      	866.993      	28286.7      	27433.6      	6760.24      	 6781.7      	17.9966      	0.485771      	-1.10593      	640.638      
   9.05      	872.711      	27951.2      	26889.6      	7512.18      	7532.99      	18.0966      	0.377125      	-1.13171      	641.935      
    9.1      	878.766      	27602.1      	  26309      	8245.37      	8265.54      	18.1966      	0.27025      	-1.1538      	643.402      
   9.15      	885.791      	27269.7      	25722.1      	8963.14      	8982.71      	18.2965      	0.163187      	-1.17387      	645.033      
    9.2      	893.816      	26965.7      	25143.4      	9661.23      	 9680.2      	18.3965      	0.054665      	-1.19351      	646.499      
   9.25      	902.872      	26654.9      	24544.6      	10319.3      	10337.7      	18.4965      	-0.0547431      	-1.21457      	647.172      
    9.3      	912.426      	26321.2      	23907.7      	10941.9      	10959.7      	18.5965      	-0.165376      	-1.23805      	646.936      
   9.35      	923.744      	25986.2      	  23244      	11556.8      	  11574      	18.6965      	-0.279424      	-1.26375      	646.207      
    9.4      	936.747      	25665.2      	  22559      	12182.5      	  12199      	18.7965      	-0.397795      	-1.29119      	645.033      
   9.45      	 951.02      	25364.5      	21856.7      	  12819      	12834.8      	18.8964      	-0.519018      	-1.32009      	643.257      
    9.5      	966.383      	25090.8      	21145.2      	13460.1      	13475.2      	18.9964      	-0.642302      	-1.35014      	640.795      
   9.55      	982.399      	24855.1      	20435.7      	14105.3      	14119.7      	19.0964      	-0.768768      	-1.38058      	637.729      
    9.6      	999.265      	24655.2      	19727.2      	14750.5      	14764.1      	19.1964      	-0.898659      	-1.41026      	634.124      
   9.65      	1016.91      	24478.5      	19015.4      	15379.5      	15392.3      	19.2964      	-1.0302      	-1.43845      	 630.04      
    9.7      	1034.88      	24311.8      	18297.1      	15976.7      	15988.8      	19.3963      	-1.16216      	-1.4647      	625.521      
   9.75      	 1053.5      	24161.5      	17581.4      	16543.9      	16555.2      	19.4963      	-1.29489      	-1.48797      	620.759      
    9.8      	1071.91      	24028.9      	16867.2      	  17087      	17097.6      	19.5963      	-1.42834      	-1.50701      	615.992      
   9.85      	1091.05      	23902.6      	16142.5      	17603.5      	17613.4      	19.6963      	-1.56161      	-1.52101      	611.368      
    9.9      	1110.53      	23781.5      	15399.9      	18099.3      	18108.6      	19.7963      	-1.69462      	-1.52972      	606.998      
   9.95      	 1130.5      	  23685      	14649.5      	18590.3      	18598.9      	19.8962      	-1.82818      	-1.5335      	602.957      
     10      	 1150.2      	23613.3      	13888.8      	19077.8      	19085.8      	19.9962      	-1.9628      	-1.53326      	598.992      
  10.05      	1170.07      	23552.9      	13111.3      	19548.7      	  19556      	20.0962      	-2.09847      	-1.53028      	594.767      
   10.1      	1190.24      	23501.4      	12319.3      	19997.8      	20004.5      	20.1962      	-2.23571      	-1.52605      	 590.05      
  10.15      	1209.97      	23461.9      	11521.1      	20423.8      	20429.8      	20.2962      	-2.37569      	-1.52221      	584.364      
   10.2      	1228.97      	23427.4      	10718.2      	20818.5      	20823.9      	20.3962      	 -2.519      	-1.52015      	577.319      
  10.25      	 1247.5      	23386.7      	9910.35      	21171.1      	21175.8      	20.4961      	-2.66508      	-1.52041      	568.824      
   10.3      	1265.32      	23331.8      	9100.06      	  21473      	  21477      	20.5961      	-2.81353      	-1.5222      	 558.85      
