# Sensor: Sensor Sea      
# Record count:   14002      
# Storage mode:  Memory      
# Datetime of save: 2024-11-28T17:37:01      
# Statistical parameters for each field (time series) are placed above the column of the respective time series.
      
# Results earlier than the 'Statistics start time' (see below) are not included when calculating the statistic variables.
# Statistics start time: 100 s      
      
# Column      
      1      	      2      	      3      	      
Time [s]      	Surface elevation (origin)      [      m      ]      	Dynamic pressure (origin)      [   k Pa      ]      
    6.8      	-1.72678      	-17.3894      
   6.85      	-1.70579      	-17.1781      
    6.9      	-1.68249      	-16.9434      
   6.95      	-1.65689      	-16.6857      
      7      	-1.62905      	-16.4053      
   7.05      	-1.59899      	-16.1026      
    7.1      	-1.56676      	-15.778      
   7.15      	-1.5324      	-15.432      
    7.2      	-1.49596      	-15.065      
   7.25      	-1.45748      	-14.6775      
    7.3      	-1.41703      	-14.2701      
   7.35      	-1.37464      	-13.8433      
    7.4      	-1.33039      	-13.3976      
   7.45      	-1.28433      	-12.9338      
    7.5      	-1.23653      	-12.4524      
   7.55      	-1.18704      	-11.954      
    7.6      	-1.13594      	-11.4394      
   7.65      	-1.0833      	-10.9093      
    7.7      	-1.02918      	-10.3643      
   7.75      	-0.973666      	-9.80525      
    7.8      	-0.916828      	-9.23287      
   7.85      	-0.858744      	-8.64794      
    7.9      	-0.799493      	-8.05125      
   7.95      	-0.739155      	-7.44362      
      8      	-0.677813      	-6.82588      
   8.05      	-0.615549      	-6.19885      
    8.1      	-0.552449      	-5.56341      
   8.15      	-0.488597      	-4.9204      
    8.2      	-0.424082      	-4.2707      
   8.25      	-0.35899      	-3.6152      
    8.3      	-0.293411      	-2.95478      
   8.35      	-0.227432      	-2.29035      
    8.4      	-0.161145      	-1.6228      
   8.45      	-0.0946385      	-0.953052      
    8.5      	-0.0280033      	-0.282006      
   8.55      	0.0386699      	0.389423      
    8.6      	0.105291      	1.06032      
   8.65      	0.171768      	1.72978      
    8.7      	0.238012      	2.39689      
   8.75      	0.303933      	3.06074      
    8.8      	0.36944      	3.72043      
   8.85      	0.434446      	4.37506      
    8.9      	0.49886      	5.02375      
   8.95      	0.562597      	5.66561      
      9      	0.62557      	6.29977      
   9.05      	0.687691      	6.92536      
    9.1      	0.748879      	7.54155      
   9.15      	0.809048      	8.14748      
    9.2      	0.868118      	8.74234      
   9.25      	0.926008      	9.32532      
    9.3      	0.982639      	9.89562      
   9.35      	1.03793      	10.4525      
    9.4      	1.09182      	10.9951      
   9.45      	1.14422      	11.5228      
    9.5      	1.19507      	12.0349      
   9.55      	1.24429      	12.5305      
    9.6      	1.29182      	13.0092      
   9.65      	1.33759      	13.4702      
    9.7      	1.38155      	13.9128      
   9.75      	1.42363      	14.3366      
    9.8      	1.46377      	14.7409      
   9.85      	1.50193      	15.1251      
    9.9      	1.53804      	15.4888      
   9.95      	1.57206      	15.8314      
     10      	1.60395      	16.1525      
  10.05      	1.63366      	16.4516      
   10.1      	1.66114      	16.7284      
  10.15      	1.68637      	16.9825      
   10.2      	 1.7093      	17.2135      
  10.25      	1.72992      	 17.421      
   10.3      	1.74818      	17.6049      
  10.35      	1.76406      	17.7649      
   10.4      	1.77755      	17.9007      
  10.45      	1.78862      	18.0122      
   10.5      	1.79726      	18.0993      
  10.55      	1.80346      	18.1617      
   10.6      	1.80721      	18.1994      
  10.65      	 1.8085      	18.2124      
   10.7      	1.80733      	18.2006      
  10.75      	1.80371      	18.1641      
   10.8      	1.79763      	 18.103      
  10.85      	1.78911      	18.0172      
   10.9      	1.77816      	17.9069      
  10.95      	 1.7648      	17.7723      
     11      	1.74903      	17.6135      
  11.05      	1.73089      	17.4308      
   11.1      	1.71039      	17.2244      
  11.15      	1.68757      	16.9946      
   11.2      	1.66246      	16.7417      
  11.25      	1.63508      	 16.466      
   11.3      	1.60549      	 16.168      
  11.35      	1.57371      	 15.848      
   11.4      	1.53979      	15.5064      
  11.45      	1.50378      	15.1438      
   11.5      	1.46573      	14.7605      
  11.55      	1.42568      	14.3573      
   11.6      	 1.3837      	13.9345      
  11.65      	1.33984      	13.4927      
   11.7      	1.29415      	13.0327      
  11.75      	1.24671      	12.5549      
   11.8      	1.19757      	  12.06      
  11.85      	 1.1468      	11.5488      
   11.9      	1.09448      	11.0219      
  11.95      	1.04066      	10.4799      
     12      	0.985436      	9.92379      
  12.05      	0.92887      	9.35414      
   12.1      	0.871041      	8.77178      
  12.15      	0.812028      	8.17749      
   12.2      	0.751912      	7.57209      
  12.25      	0.690774      	 6.9564      
   12.3      	0.628697      	6.33126      
  12.35      	0.565765      	5.69751      
   12.4      	0.502064      	5.05601      
  12.45      	0.437681      	4.40764      
   12.5      	0.372703      	3.75329      
  12.55      	0.307219      	3.09383      
   12.6      	0.241317      	2.43017      
  12.65      	0.175087      	 1.7632      
   12.7      	0.108619      	1.09384      
  12.75      	0.0420029      	0.422988      
   12.8      	-0.0246698      	-0.248436      
  12.85      	-0.091309      	-0.919523      
   12.9      	-0.157824      	-1.58936      
  12.95      	-0.224125      	-2.25704      
     13      	-0.290121      	-2.92165      
  13.05      	-0.355722      	-3.58228      
   13.1      	-0.42084      	-4.23805      
  13.15      	-0.485387      	-4.88806      
   13.2      	-0.549273      	-5.53143      
  13.25      	-0.612413      	-6.16727      
   13.3      	-0.674721      	-6.79474      
  13.35      	-0.736111      	-7.41297      
   13.4      	-0.796501      	-8.02112      
  13.45      	-0.855809      	-8.61838      
   13.5      	-0.913953      	-9.20391      
  13.55      	-0.970855      	-9.77694      
   13.6      	-1.02644      	-10.3367      
  13.65      	-1.08062      	-10.8824      
   13.7      	-1.13334      	-11.4133      
  13.75      	-1.18452      	-11.9287      
   13.8      	-1.23409      	-12.4278      
  13.85      	-1.28198      	-12.9101      
   13.9      	-1.32813      	-13.3749      
  13.95      	-1.37247      	-13.8214      
     14      	-1.41495      	-14.2492      
  14.05      	-1.45551      	-14.6576      
   14.1      	-1.49408      	-15.0461      
  14.15      	-1.53063      	-15.4141      
   14.2      	-1.56509      	-15.7612      
  14.25      	-1.59743      	-16.0869      
   14.3      	-1.6276      	-16.3907      
  14.35      	-1.65556      	-16.6722      
   14.4      	-1.68126      	-16.931      
  14.45      	-1.70468      	-17.1669      
   14.5      	-1.72578      	-17.3794      
  14.55      	-1.74454      	-17.5683      
   14.6      	-1.76093      	-17.7333      
  14.65      	-1.77492      	-17.8742      
   14.7      	-1.7865      	-17.9909      
  14.75      	-1.79565      	-18.083      
   14.8      	-1.80236      	-18.1506      
  14.85      	-1.80663      	-18.1935      
   14.9      	-1.80843      	-18.2117      
  14.95      	-1.80778      	-18.2052      
     15      	-1.80467      	-18.1739      
  15.05      	-1.79911      	-18.1179      
   15.1      	-1.7911      	-18.0372      
  15.15      	-1.78066      	-17.9321      
   15.2      	-1.7678      	-17.8026      
  15.25      	-1.75254      	-17.6488      
   15.3      	-1.73489      	-17.4711      
  15.35      	-1.71489      	-17.2697      
   15.4      	-1.69255      	-17.0448      
  15.45      	-1.66792      	-16.7967      
   15.5      	-1.64102      	-16.5258      
  15.55      	-1.61188      	-16.2324      
   15.6      	-1.58056      	-15.917      
  15.65      	-1.54709      	-15.5799      
   15.7      	-1.51152      	-15.2216      
  15.75      	-1.47389      	-14.8427      
   15.8      	-1.43426      	-14.4436      
  15.85      	-1.39267      	-14.0249      
   15.9      	-1.3492      	-13.587      
  15.95      	-1.30389      	-13.1308      
     16      	-1.25681      	-12.6567      
  16.05      	-1.20802      	-12.1653      
   16.1      	-1.15759      	-11.6575      
  16.15      	-1.10559      	-11.1338      
   16.2      	-1.05208      	-10.595      
  16.25      	-0.997148      	-10.0417      
   16.3      	-0.940856      	-9.47484      
  16.35      	-0.883286      	-8.89509      
   16.4      	-0.824515      	-8.30324      
  16.45      	-0.764624      	-7.70011      
   16.5      	-0.703693      	-7.08651      
  16.55      	-0.641806      	-6.46328      
   16.6      	-0.579047      	-5.83126      
  16.65      	-0.515501      	-5.19132      
   16.7      	-0.451254      	-4.54433      
  16.75      	-0.386393      	-3.89116      
   16.8      	-0.321008      	-3.23269      
  16.85      	-0.255186      	-2.56984      
   16.9      	-0.189018      	-1.90349      
  16.95      	-0.122592      	-1.23456      
     17      	 -0.056      	-0.563945      
  17.05      	0.0106683      	0.107435      
   17.1      	0.0773221      	0.778668      
  17.15      	0.143871      	1.44884      
   17.2      	0.210224      	2.11705      
  17.25      	0.276291      	2.78238      
   17.3      	0.341983      	3.44392      
  17.35      	0.40721      	4.10079      
   17.4      	0.471884      	4.75208      
  17.45      	0.535916      	5.39691      
   17.5      	0.59922      	6.03441      
  17.55      	0.661709      	6.66371      
   17.6      	0.723299      	7.28395      
  17.65      	0.783906      	7.89429      
   17.7      	0.843448      	 8.4939      
  17.75      	0.901843      	9.08196      
   17.8      	0.959012      	9.65768      
  17.85      	1.01488      	10.2203      
   17.9      	1.06936      	 10.769      
  17.95      	 1.1224      	11.3031      
     18      	1.17391      	11.8218      
  18.05      	1.22382      	12.3244      
   18.1      	1.27207      	12.8103      
  18.15      	1.31859      	13.2788      
   18.2      	1.36331      	13.7292      
  18.25      	1.40619      	14.1609      
   18.3      	1.44715      	14.5735      
  18.35      	1.48615      	14.9662      
   18.4      	1.52313      	15.3386      
  18.45      	1.55803      	15.6901      
   18.5      	1.59082      	16.0203      
  18.55      	1.62145      	16.3287      
   18.6      	1.64987      	16.6149      
  18.65      	1.67605      	16.8786      
   18.7      	1.69995      	17.1193      
  18.75      	1.72154      	17.3367      
   18.8      	 1.7408      	17.5306      
  18.85      	1.75768      	17.7007      
   18.9      	1.77218      	17.8466      
  18.95      	1.78427      	17.9684      
     19      	1.79393      	18.0657      
  19.05      	1.80116      	18.1385      
   19.1      	1.80593      	18.1866      
  19.15      	1.80826      	  18.21      
   19.2      	1.80812      	18.2086      
  19.25      	1.80553      	18.1825      
   19.3      	1.80048      	18.1317      
  19.35      	1.79299      	18.0562      
   19.4      	1.78306      	17.9562      
  19.45      	 1.7707      	17.8318      
   19.5      	1.75594      	17.6831      
  19.55      	1.73879      	17.5104      
   19.6      	1.71928      	 17.314      
  19.65      	1.69744      	17.0939      
   19.7      	1.67328      	16.8507      
  19.75      	1.64685      	16.5845      
   19.8      	1.61819      	16.2959      
  19.85      	1.58732      	 15.985      
   19.9      	1.55429      	15.6524      
  19.95      	1.51916      	15.2986      
     20      	1.48196      	 14.924      
  20.05      	1.44274      	14.5291      
   20.1      	1.40156      	14.1144      
  20.15      	1.35848      	13.6805      
   20.2      	1.31356      	13.2281      
  20.25      	1.26684      	12.7577      
   20.3      	1.21841      	12.2699      
  20.35      	1.16832      	11.7655      
   20.4      	1.11664      	 11.245      
  20.45      	1.06344      	10.7093      
   20.5      	 1.0088      	10.1591      
  20.55      	0.952786      	9.59498      
   20.6      	0.895478      	9.01787      
  20.65      	0.836953      	8.42849      
   20.7      	0.77729      	7.82766      
  20.75      	0.716571      	7.21619      
   20.8      	0.654878      	6.59491      
  20.85      	0.592295      	5.96467      
   20.9      	0.528907      	5.32633      
  20.95      	0.464799      	4.68074      
     21      	0.400061      	4.02879      
  21.05      	0.334778      	3.37137      
   21.1      	0.269041      	2.70936      
  21.15      	0.202937      	2.04367      
   21.2      	0.136558      	 1.3752      
  21.25      	0.0699936      	0.704867      
   21.3      	0.00333386      	0.0335735      
  21.35      	-0.0633305      	-0.637766      
   21.4      	-0.129909      	-1.30824      
  21.45      	-0.19631      	-1.97693      
   21.5      	-0.262445      	-2.64294      
  21.55      	-0.328223      	-3.30536      
   21.6      	-0.393555      	-3.96328      
  21.65      	-0.458353      	-4.61582      
   21.7      	-0.522527      	-5.26208      
  21.75      	-0.585991      	-5.90119      
   21.8      	-0.648658      	-6.53228      
  21.85      	-0.710444      	-7.15449      
   21.9      	-0.771264      	-7.76698      
  21.95      	-0.831036      	-8.36891      
     22      	-0.889679      	-8.95947      
  22.05      	-0.947112      	-9.53785      
   22.1      	-1.00326      	-10.1033      
  22.15      	-1.05804      	-10.6549      
   22.2      	-1.11139      	-11.1921      
  22.25      	-1.16322      	-11.7141      
   22.3      	-1.21347      	-12.2202      
  22.35      	-1.26208      	-12.7097      
   22.4      	-1.30896      	-13.1819      
  22.45      	-1.35407      	-13.6361      
   22.5      	-1.39734      	-14.0719      
  22.55      	-1.43871      	-14.4885      
   22.6      	-1.47813      	-14.8854      
  22.65      	-1.51553      	-15.2621      
   22.7      	-1.55088      	-15.618      
  22.75      	-1.58411      	-15.9527      
   22.8      	-1.6152      	-16.2658      
  22.85      	-1.64409      	-16.5567      
   22.9      	-1.67074      	-16.8251      
  22.95      	-1.69512      	-17.0707      
     23      	-1.7172      	-17.293      
  23.05      	-1.73695      	-17.4919      
   23.1      	-1.75433      	-17.6669      
  23.15      	-1.76933      	-17.818      
   23.2      	-1.78193      	-17.9448      
  23.25      	-1.7921      	-18.0473      
   23.3      	-1.79984      	-18.1252      
  23.35      	-1.80513      	-18.1785      
   23.4      	-1.80797      	-18.2071      
  23.45      	-1.80835      	-18.2109      
   23.5      	-1.80628      	 -18.19      
  23.55      	-1.80175      	-18.1444      
   23.6      	-1.79476      	-18.0741      
  23.65      	-1.78534      	-17.9792      
   23.7      	-1.7735      	-17.8599      
  23.75      	-1.75924      	-17.7163      
   23.8      	-1.74259      	-17.5487      
  23.85      	-1.72358      	-17.3572      
   23.9      	-1.70222      	-17.1421      
  23.95      	-1.67854      	-16.9037      
     24      	-1.65259      	-16.6423      
  24.05      	-1.62439      	-16.3583      
   24.1      	-1.59398      	-16.0521      
  24.15      	-1.56141      	-15.7241      
   24.2      	-1.52671      	-15.3747      
  24.25      	-1.48994      	-15.0043      
   24.3      	-1.45114      	-14.6136      
  24.35      	-1.41037      	-14.2031      
   24.4      	-1.36769      	-13.7732      
  24.45      	-1.32314      	-13.3246      
   24.5      	-1.2768      	-12.8579      
  24.55      	-1.22872      	-12.3737      
   24.6      	-1.17897      	-11.8728      
  24.65      	-1.12762      	-11.3556      
   24.7      	-1.07473      	-10.8231      
  24.75      	-1.02039      	-10.2758      
   24.8      	-0.964659      	-9.71455      
  24.85      	-0.907616      	-9.1401      
   24.9      	-0.84934      	-8.55324      
  24.95      	-0.78991      	-7.95475      
     25      	-0.729406      	-7.34544      
  25.05      	-0.66791      	-6.72615      
   25.1      	-0.605507      	-6.09773      
  25.15      	-0.542281      	-5.46101      
   25.2      	-0.478317      	-4.81687      
  25.25      	-0.413704      	-4.16618      
   25.3      	-0.348528      	-3.50984      
  25.35      	-0.282879      	-2.84872      
   25.4      	-0.216845      	-2.18373      
  25.45      	-0.150516      	-1.51577      
   25.5      	-0.0839831      	-0.845748      
  25.55      	-0.0173358      	-0.17458      
   25.6      	0.0493351      	0.496826      
  25.65      	0.115939      	1.16756      
   25.7      	0.182385      	 1.8367      
  25.75      	0.248584      	2.50335      
   25.8      	0.314444      	3.16659      
  25.85      	0.379877      	3.82553      
   25.9      	0.444794      	4.47927      
  25.95      	0.509106      	5.12693      
     26      	0.572727      	5.76761      
  26.05      	0.635568      	6.40046      
   26.1      	0.697546      	7.02461      
  26.15      	0.758576      	 7.6392      
   26.2      	0.818575      	8.24342      
  26.25      	0.877462      	8.83643      
   26.3      	0.935155      	9.41744      
  26.35      	0.991578      	9.98564      
   26.4      	1.04665      	10.5403      
  26.45      	1.10031      	11.0806      
   26.5      	1.15246      	11.6058      
  26.55      	1.20305      	12.1153      
   26.6      	1.25201      	12.6083      
  26.65      	1.29926      	13.0842      
   26.7      	1.34475      	13.5422      
  26.75      	1.38841      	13.9819      
   26.8      	1.43018      	14.4026      
  26.85      	1.47001      	14.8037      
   26.9      	1.50784      	15.1847      
  26.95      	1.54363      	 15.545      
     27      	1.57731      	15.8842      
  27.05      	1.60885      	16.2018      
   27.1      	 1.6382      	16.4974      
  27.15      	1.66533      	16.7706      
   27.2      	1.69019      	 17.021      
  27.25      	1.71276      	17.2483      
   27.3      	  1.733      	17.4521      
  27.35      	1.75088      	17.6322      
   27.4      	1.76638      	17.7883      
  27.45      	1.77949      	17.9202      
   27.5      	1.79017      	18.0278      
  27.55      	1.79842      	18.1109      
   27.6      	1.80423      	18.1694      
  27.65      	1.80758      	18.2031      
   27.7      	1.80848      	18.2122      
  27.75      	1.80692      	18.1965      
   27.8      	 1.8029      	 18.156      
  27.85      	1.79643      	18.0909      
   27.9      	1.78752      	18.0012      
  27.95      	1.77619      	 17.887      
     28      	1.76243      	17.7485      
  28.05      	1.74629      	17.5859      
   28.1      	1.72776      	17.3994      
  28.15      	1.70689      	17.1892      
   28.2      	1.68371      	16.9557      
  28.25      	1.65823      	16.6991      
   28.3      	 1.6305      	16.4198      
  28.35      	1.60055      	16.1182      
   28.4      	1.56842      	15.7947      
  28.45      	1.53417      	15.4498      
   28.5      	1.49783      	15.0838      
  28.55      	1.45945      	14.6974      
   28.6      	1.41909      	14.2909      
  28.65      	1.37681      	13.8651      
   28.7      	1.33265      	13.4203      
  28.75      	1.28668      	12.9574      
   28.8      	1.23896      	12.4768      
  28.85      	1.18955      	11.9793      
   28.9      	1.13853      	11.4655      
  28.95      	1.08596      	10.9361      
     29      	1.03192      	10.3919      
  29.05      	0.976474      	9.83353      
   29.1      	 0.9197      	9.26179      
  29.15      	0.861677      	8.67747      
   29.2      	0.802482      	8.08135      
  29.25      	0.742196      	7.47425      
   29.3      	0.680902      	6.85699      
  29.35      	0.618683      	6.23041      
   29.4      	0.555622      	5.59536      
  29.45      	0.491806      	4.95271      
   29.5      	0.427322      	4.30333      
  29.55      	0.362257      	3.64809      
   29.6      	 0.2967      	 2.9879      
  29.65      	0.230739      	2.32365      
   29.7      	0.164465      	1.65624      
  29.75      	0.0979676      	0.986578      
   29.8      	0.0313367      	0.315575      
  29.85      	-0.0353367      	-0.355856      
   29.9      	-0.101962      	-1.0268      
  29.95      	-0.168449      	-1.69636      
     30      	-0.234707      	-2.3636      
  30.05      	-0.300646      	-3.02764      
   30.1      	-0.366176      	-3.68756      
  30.15      	-0.431209      	-4.34246      
   30.2      	-0.495655      	-4.99147      
  30.25      	-0.559428      	-5.63369      
   30.3      	-0.62244      	-6.26825      
  30.35      	-0.684607      	-6.8943      
   30.4      	-0.745843      	-7.51097      
  30.45      	-0.806065      	-8.11744      
   30.5      	-0.865192      	-8.71287      
  30.55      	-0.923143      	-9.29646      
   30.6      	-0.979839      	-9.86742      
  30.65      	-1.0352      	-10.425      
   30.7      	-1.08916      	-10.9683      
  30.75      	-1.14164      	-11.4968      
   30.8      	-1.19256      	-12.0096      
  30.85      	-1.24187      	-12.5062      
   30.9      	-1.28948      	-12.9857      
  30.95      	-1.33535      	-13.4475      
     31      	-1.3794      	-13.8911      
  31.05      	-1.42157      	-14.3159      
   31.1      	-1.46181      	-14.7211      
  31.15      	-1.50007      	-15.1064      
   31.2      	-1.53628      	-15.4711      
  31.25      	-1.57041      	-15.8148      
   31.3      	-1.60241      	-16.137      
  31.35      	-1.63222      	-16.4372      
   31.4      	-1.65982      	-16.7151      
  31.45      	-1.68516      	-16.9703      
   31.5      	-1.70821      	-17.2025      
  31.55      	-1.72894      	-17.4112      
   31.6      	-1.74732      	-17.5963      
  31.65      	-1.76333      	-17.7575      
   31.7      	-1.77693      	-17.8945      
  31.75      	-1.78813      	-18.0072      
   31.8      	-1.79689      	-18.0955      
  31.85      	-1.80321      	-18.1591      
   31.9      	-1.80708      	-18.1981      
  31.95      	-1.80849      	-18.2123      
     32      	-1.80745      	-18.2018      
  32.05      	-1.80395      	-18.1666      
   32.1      	-1.79799      	-18.1066      
  32.15      	-1.7896      	-18.022      
   32.2      	-1.77877      	-17.913      
  32.25      	-1.76552      	-17.7796      
   32.3      	-1.74987      	-17.622      
  32.35      	-1.73185      	-17.4405      
   32.4      	-1.71147      	-17.2353      
  32.45      	-1.68877      	-17.0066      
   32.5      	-1.66377      	-16.7549      
  32.55      	-1.6365      	-16.4803      
   32.6      	-1.60702      	-16.1834      
  32.65      	-1.57535      	-15.8645      
   32.7      	-1.54154      	-15.524      
  32.75      	-1.50563      	-15.1624      
   32.8      	-1.46768      	-14.7802      
  32.85      	-1.42773      	-14.3779      
   32.9      	-1.38584      	-13.9561      
  32.95      	-1.34207      	-13.5153      
     33      	-1.29648      	-13.0561      
  33.05      	-1.24912      	-12.5792      
   33.1      	-1.20006      	-12.0852      
  33.15      	-1.14938      	-11.5747      
   33.2      	-1.09713      	-11.0486      
  33.25      	-1.04339      	-10.5074      
   33.3      	-0.98823      	-9.95192      
  33.35      	-0.931729      	-9.38293      
   33.4      	-0.873961      	-8.80118      
  33.45      	-0.815006      	-8.20748      
   33.5      	-0.754943      	-7.60261      
  33.55      	-0.693854      	-6.98742      
   33.6      	-0.631821      	-6.36272      
  33.65      	-0.56893      	-5.72938      
   33.7      	-0.505266      	-5.08826      
  33.75      	-0.440915      	-4.44021      
   33.8      	-0.375965      	-3.78613      
  33.85      	-0.310504      	-3.12691      
   33.9      	-0.24462      	-2.46344      
  33.95      	-0.178404      	-1.79661      
     34      	-0.111946      	-1.12735      
  34.05      	-0.0453358      	-0.456552      
   34.1      	0.0213362      	0.214865      
  34.15      	0.0879793      	0.885991      
   34.2      	0.154503      	1.55591      
  34.25      	0.220816      	2.22372      
   34.3      	0.286829      	 2.8885      
  34.35      	0.352453      	3.54936      
   34.4      	0.417597      	4.20539      
  34.45      	0.482174      	4.85571      
   34.5      	0.546096      	5.49943      
  34.55      	0.609275      	6.13567      
   34.6      	0.671626      	6.76358      
  34.65      	0.733065      	7.38229      
   34.7      	0.793507      	7.99097      
  34.75      	0.85287      	8.58879      
   34.8      	0.911074      	9.17493      
  34.85      	0.96804      	 9.7486      
   34.9      	1.02369      	 10.309      
  34.95      	1.07795      	10.8554      
     35      	1.13074      	11.3871      
  35.05      	  1.182      	11.9033      
   35.1      	1.23165      	12.4033      
  35.15      	1.27963      	12.8864      
   35.2      	1.32586      	13.3521      
  35.25      	 1.3703      	13.7995      
   35.3      	1.41287      	14.2283      
  35.35      	1.45353      	14.6376      
   35.4      	 1.4922      	15.0271      
  35.45      	1.52885      	15.3962      
   35.5      	1.56342      	15.7444      
