# Sensor: Sensor Generator      
# Record count:   14002      
# Storage mode:  Memory      
# Datetime of save: 2024-11-28T17:37:01      
# Statistical parameters for each field (time series) are placed above the column of the respective time series.
      
# Results earlier than the 'Statistics start time' (see below) are not included when calculating the statistic variables.
# Statistics start time: 100 s      
      
# Column      
      1      	      2      	      3      	      4      	      5      	      6      	      7      	      8      	      9      	      
Time [s]      	Power (electrical)      [    k W      ]      	 Torque      [     Nm      ]      	Torque on main shaft      [   k Nm      ]      	Torque diff. on main shaft      [   k Nm      ]      	    RPM      [    rpm      ]      	Filtered RPM      [    rpm      ]      	Electricity production      [   k Wh      ]      	 Region      [             ]      
  66.45      	15496.6      	1.95984e+07      	19598.4      	281.851      	7.55068      	7.55068      	260.251      	      0      
   66.5      	15495.3      	1.9599e+07      	  19599      	341.389      	7.54986      	7.54986      	260.466      	      0      
  66.55      	15495.7      	1.95996e+07      	19599.6      	 374.71      	7.54981      	7.54981      	260.681      	      0      
   66.6      	  15498      	1.96003e+07      	19600.3      	386.798      	7.55062      	7.55062      	260.896      	      0      
  66.65      	15501.8      	1.96011e+07      	19601.1      	384.116      	7.55218      	7.55218      	261.112      	      0      
   66.7      	15506.6      	1.96019e+07      	19601.9      	372.586      	7.55421      	7.55421      	261.327      	      0      
  66.75      	15511.9      	1.96028e+07      	19602.8      	355.702      	7.55648      	7.55648      	261.542      	      0      
   66.8      	15517.3      	1.96037e+07      	19603.7      	339.299      	7.55872      	7.55872      	261.758      	      0      
  66.85      	15521.8      	1.96046e+07      	19604.6      	323.916      	 7.5606      	 7.5606      	261.973      	      0      
   66.9      	15525.2      	1.96054e+07      	19605.4      	312.547      	7.56191      	7.56191      	262.189      	      0      
  66.95      	15527.3      	1.96063e+07      	19606.3      	301.124      	7.56261      	7.56261      	262.405      	      0      
     67      	15528.1      	1.96071e+07      	19607.1      	293.101      	7.56267      	7.56267      	 262.62      	      0      
  67.05      	15527.4      	1.96079e+07      	19607.9      	285.866      	7.56205      	7.56205      	262.836      	      0      
   67.1      	15525.5      	1.96086e+07      	19608.6      	284.289      	7.56085      	7.56085      	263.052      	      0      
  67.15      	15522.9      	1.96094e+07      	19609.4      	281.244      	7.55929      	7.55929      	263.267      	      0      
   67.2      	15520.1      	1.96101e+07      	19610.1      	280.801      	7.55761      	7.55761      	263.483      	      0      
  67.25      	15517.4      	1.96108e+07      	19610.8      	277.683      	7.55606      	7.55606      	263.698      	      0      
   67.3      	15515.7      	1.96116e+07      	19611.6      	277.737      	7.55493      	7.55493      	263.914      	      0      
  67.35      	15515.2      	1.96123e+07      	19612.3      	270.642      	7.55441      	7.55441      	264.129      	      0      
   67.4      	15516.1      	1.96131e+07      	19613.1      	262.702      	7.55453      	7.55453      	264.345      	      0      
  67.45      	15518.2      	1.96139e+07      	19613.9      	244.623      	7.55526      	7.55526      	 264.56      	      0      
   67.5      	15521.3      	1.96146e+07      	19614.6      	221.211      	7.55649      	7.55649      	264.776      	      0      
  67.55      	  15525      	1.96154e+07      	19615.4      	174.959      	7.55799      	7.55799      	264.992      	      0      
   67.6      	15528.8      	1.96161e+07      	19616.1      	105.337      	7.55953      	7.55953      	265.207      	      0      
  67.65      	15532.1      	1.96169e+07      	19616.9      	 43.765      	 7.5609      	 7.5609      	265.423      	      0      
   67.7      	15534.8      	1.96175e+07      	19617.5      	15.4848      	7.56191      	7.56191      	265.639      	      0      
  67.75      	15536.4      	1.96182e+07      	19618.2      	-18.8513      	7.56245      	7.56245      	265.855      	      0      
   67.8      	15536.8      	1.96188e+07      	19618.8      	-62.5415      	7.56242      	7.56242      	 266.07      	      0      
  67.85      	15535.8      	1.96193e+07      	19619.3      	-126.934      	7.56172      	7.56172      	266.286      	      0      
   67.9      	15533.5      	1.96198e+07      	19619.8      	-204.822      	7.56039      	7.56039      	266.502      	      0      
  67.95      	15530.1      	1.96203e+07      	19620.3      	-312.273      	7.55857      	7.55857      	266.718      	      0      
     68      	  15526      	1.96208e+07      	19620.8      	-443.24      	 7.5564      	 7.5564      	266.933      	      0      
  68.05      	15521.6      	1.96213e+07      	19621.3      	-605.408      	7.55407      	7.55407      	267.149      	      0      
   68.1      	15517.6      	1.96218e+07      	19621.8      	-777.611      	 7.5519      	 7.5519      	267.364      	      0      
  68.15      	15514.3      	1.96223e+07      	19622.3      	-949.006      	7.55012      	7.55012      	 267.58      	      0      
   68.2      	15511.8      	1.96228e+07      	19622.8      	-1067.45      	7.54868      	7.54868      	267.795      	      0      
  68.25      	15509.8      	1.96234e+07      	19623.4      	-1093.17      	7.54748      	7.54748      	268.011      	      0      
   68.3      	15508.4      	1.9624e+07      	  19624      	-979.872      	7.54658      	7.54658      	268.226      	      0      
  68.35      	15507.5      	1.9624e+07      	  19624      	-750.102      	7.54614      	7.54614      	268.441      	      0      
   68.4      	15507.7      	1.9624e+07      	  19624      	-457.955      	7.54621      	7.54621      	268.657      	      0      
  68.45      	15508.6      	1.9624e+07      	  19624      	-192.35      	7.54668      	7.54668      	268.872      	      0      
   68.5      	15510.2      	1.9624e+07      	  19624      	-3.16265      	7.54744      	7.54744      	269.088      	      0      
  68.55      	  15512      	1.9624e+07      	  19624      	   91.5      	7.54831      	7.54831      	269.303      	      0      
   68.6      	15513.2      	1.9624e+07      	  19624      	117.067      	7.54892      	7.54892      	269.518      	      0      
  68.65      	15513.3      	1.9624e+07      	  19624      	101.658      	7.54897      	7.54897      	269.734      	      0      
   68.7      	15512.2      	1.9624e+07      	  19624      	82.9645      	7.54843      	7.54843      	269.949      	      0      
  68.75      	15510.3      	1.9624e+07      	  19624      	75.6846      	7.54748      	7.54748      	270.165      	      0      
   68.8      	15507.8      	1.9624e+07      	  19624      	97.4591      	7.54626      	7.54626      	 270.38      	      0      
  68.85      	15504.8      	1.9624e+07      	  19624      	145.644      	7.54481      	7.54481      	270.596      	      0      
   68.9      	15501.5      	1.9624e+07      	  19624      	221.061      	 7.5432      	 7.5432      	270.811      	      0      
  68.95      	15498.2      	1.9624e+07      	  19624      	311.393      	7.54161      	7.54161      	271.026      	      0      
     69      	15495.3      	1.9624e+07      	  19624      	420.747      	7.54019      	7.54019      	271.241      	      0      
  69.05      	15492.9      	1.9624e+07      	  19624      	544.059      	7.53901      	7.53901      	271.456      	      0      
   69.1      	15491.2      	1.9624e+07      	  19624      	645.448      	7.53823      	7.53823      	271.672      	      0      
  69.15      	15490.8      	1.9624e+07      	  19624      	716.388      	7.53803      	7.53803      	271.887      	      0      
   69.2      	15492.1      	1.9624e+07      	  19624      	759.741      	7.53862      	7.53862      	272.102      	      0      
  69.25      	15495.1      	1.9624e+07      	  19624      	782.933      	 7.5401      	 7.5401      	272.317      	      0      
   69.3      	15499.7      	1.9624e+07      	  19624      	790.144      	7.54232      	7.54232      	272.532      	      0      
  69.35      	15505.1      	1.9624e+07      	  19624      	789.676      	7.54499      	7.54499      	272.748      	      0      
   69.4      	15511.1      	1.9624e+07      	  19624      	782.169      	7.54787      	7.54787      	272.963      	      0      
  69.45      	15516.9      	1.9624e+07      	  19624      	775.395      	 7.5507      	 7.5507      	273.179      	      0      
   69.5      	15521.9      	1.9624e+07      	  19624      	767.661      	7.55316      	7.55316      	273.394      	      0      
  69.55      	15525.8      	1.9624e+07      	  19624      	763.907      	7.55506      	7.55506      	 273.61      	      0      
   69.6      	15528.5      	1.9624e+07      	  19624      	758.972      	7.55637      	7.55637      	273.826      	      0      
  69.65      	15529.9      	1.9624e+07      	  19624      	758.811      	7.55702      	7.55702      	274.041      	      0      
   69.7      	15529.9      	1.9624e+07      	  19624      	756.066      	7.55702      	7.55702      	274.257      	      0      
  69.75      	15528.7      	1.9624e+07      	  19624      	759.016      	7.55647      	7.55647      	274.473      	      0      
   69.8      	15526.9      	1.9624e+07      	  19624      	759.324      	7.55559      	7.55559      	274.688      	      0      
  69.85      	  15525      	1.9624e+07      	  19624      	764.233      	7.55464      	7.55464      	274.904      	      0      
   69.9      	15523.4      	1.9624e+07      	  19624      	763.231      	7.55387      	7.55387      	 275.12      	      0      
  69.95      	15522.7      	1.9624e+07      	  19624      	764.777      	7.55354      	7.55354      	275.335      	      0      
     70      	15523.3      	1.9624e+07      	  19624      	757.409      	7.55383      	7.55383      	275.551      	      0      
  70.05      	15525.2      	1.9624e+07      	  19624      	750.302      	7.55477      	7.55477      	275.766      	      0      
   70.1      	15528.4      	1.9624e+07      	  19624      	730.954      	7.55631      	7.55631      	275.982      	      0      
  70.15      	15532.5      	1.9624e+07      	  19624      	706.428      	7.55832      	7.55832      	276.198      	      0      
   70.2      	15537.1      	1.9624e+07      	  19624      	656.338      	7.56055      	7.56055      	276.414      	      0      
  70.25      	15541.7      	1.9624e+07      	  19624      	 583.84      	 7.5628      	 7.5628      	276.629      	      0      
   70.3      	  15546      	1.9624e+07      	  19624      	518.274      	7.56488      	7.56488      	276.845      	      0      
  70.35      	15549.5      	1.9624e+07      	  19624      	487.037      	7.56658      	7.56658      	277.061      	      0      
   70.4      	  15552      	1.9624e+07      	  19624      	447.498      	7.56778      	7.56778      	277.277      	      0      
  70.45      	15553.2      	1.9624e+07      	  19624      	 398.62      	7.56837      	7.56837      	277.493      	      0      
   70.5      	15553.1      	1.9624e+07      	  19624      	326.731      	7.56831      	7.56831      	277.709      	      0      
  70.55      	15551.7      	1.9624e+07      	  19624      	242.122      	7.56762      	7.56762      	277.925      	      0      
   70.6      	15549.3      	1.9624e+07      	  19624      	125.009      	7.56645      	7.56645      	278.141      	      0      
  70.65      	15546.2      	1.9624e+07      	  19624      	-15.5286      	7.56495      	7.56495      	278.357      	      0      
   70.7      	15542.8      	1.9624e+07      	  19624      	-190.079      	7.56332      	7.56332      	278.573      	      0      
  70.75      	15539.8      	1.9624e+07      	  19624      	-374.221      	7.56183      	7.56183      	278.789      	      0      
   70.8      	15537.5      	1.9624e+07      	  19624      	-558.202      	7.56072      	7.56072      	279.005      	      0      
  70.85      	15535.9      	1.9624e+07      	  19624      	-687.195      	7.55995      	7.55995      	279.221      	      0      
   70.9      	15534.7      	1.9624e+07      	  19624      	-723.394      	7.55939      	7.55939      	279.436      	      0      
  70.95      	15534.2      	1.9624e+07      	  19624      	-617.894      	7.55911      	7.55911      	279.652      	      0      
     71      	15534.5      	1.9624e+07      	  19624      	-396.704      	7.55926      	7.55926      	279.868      	      0      
  71.05      	15535.8      	1.9624e+07      	  19624      	-115.108      	7.55989      	7.55989      	280.084      	      0      
   71.1      	15537.8      	1.9624e+07      	  19624      	134.183      	7.56089      	7.56089      	280.299      	      0      
  71.15      	15540.4      	1.9624e+07      	  19624      	305.822      	7.56212      	7.56212      	280.515      	      0      
   71.2      	  15543      	1.9624e+07      	  19624      	379.707      	7.56342      	7.56342      	280.731      	      0      
  71.25      	15545.1      	1.9624e+07      	  19624      	386.316      	7.56443      	7.56443      	280.947      	      0      
   71.3      	15545.9      	1.9624e+07      	  19624      	352.047      	7.56483      	7.56483      	281.163      	      0      
  71.35      	15545.5      	1.9624e+07      	  19624      	314.801      	7.56461      	7.56461      	281.379      	      0      
   71.4      	15544.2      	1.9624e+07      	  19624      	 289.34      	7.56399      	7.56399      	281.595      	      0      
  71.45      	15542.4      	1.9624e+07      	  19624      	294.096      	7.56312      	7.56312      	281.811      	      0      
   71.5      	15540.1      	1.9624e+07      	  19624      	324.392      	7.56201      	7.56201      	282.026      	      0      
  71.55      	15537.4      	1.9624e+07      	  19624      	382.223      	7.56071      	7.56071      	282.242      	      0      
   71.6      	15534.7      	1.9624e+07      	  19624      	453.771      	7.55939      	7.55939      	282.458      	      0      
  71.65      	15532.4      	1.9624e+07      	  19624      	546.688      	7.55824      	7.55824      	282.674      	      0      
   71.7      	15530.5      	1.9624e+07      	  19624      	651.427      	7.55734      	7.55734      	282.889      	      0      
  71.75      	15529.4      	1.9624e+07      	  19624      	733.076      	7.55679      	7.55679      	283.105      	      0      
   71.8      	15529.4      	1.9624e+07      	  19624      	782.294      	7.55678      	7.55678      	283.321      	      0      
  71.85      	15530.9      	1.9624e+07      	  19624      	804.822      	7.55753      	7.55753      	283.536      	      0      
   71.9      	15534.2      	1.9624e+07      	  19624      	806.761      	7.55913      	7.55913      	283.752      	      0      
  71.95      	15538.9      	1.9624e+07      	  19624      	794.812      	7.56141      	7.56141      	283.968      	      0      
     72      	15544.4      	1.9624e+07      	  19624      	773.759      	7.56408      	7.56408      	284.184      	      0      
  72.05      	15550.2      	1.9624e+07      	  19624      	746.384      	7.56691      	7.56691      	  284.4      	      0      
   72.1      	15555.9      	1.9624e+07      	  19624      	720.304      	7.56968      	7.56968      	284.616      	      0      
  72.15      	15560.8      	1.9624e+07      	  19624      	694.141      	7.57205      	7.57205      	284.832      	      0      
   72.2      	15564.4      	1.9624e+07      	  19624      	671.164      	7.57384      	7.57384      	285.048      	      0      
  72.25      	15566.8      	1.9624e+07      	  19624      	647.675      	7.57499      	7.57499      	285.264      	      0      
   72.3      	15567.8      	1.9624e+07      	  19624      	628.427      	7.57548      	7.57548      	285.481      	      0      
  72.35      	15567.4      	1.9624e+07      	  19624      	608.478      	7.57529      	7.57529      	285.697      	      0      
   72.4      	15565.7      	1.96238e+07      	19623.8      	592.923      	7.57454      	7.57454      	285.913      	      0      
  72.45      	15562.8      	1.9623e+07      	  19623      	576.506      	7.57346      	7.57346      	286.129      	      0      
   72.5      	15559.8      	1.96221e+07      	19622.1      	564.155      	7.57231      	7.57231      	286.345      	      0      
  72.55      	15557.1      	1.96213e+07      	19621.3      	547.447      	7.57132      	7.57132      	286.561      	      0      
   72.6      	15555.2      	1.96204e+07      	19620.4      	532.526      	7.57075      	7.57075      	286.777      	      0      
  72.65      	15554.4      	1.96195e+07      	19619.5      	509.874      	7.57073      	7.57073      	286.993      	      0      
   72.7      	  15555      	1.96186e+07      	19618.6      	486.615      	7.57133      	7.57133      	 287.21      	      0      
  72.75      	15556.7      	1.96177e+07      	19617.7      	452.322      	7.57251      	7.57251      	287.426      	      0      
   72.8      	15559.3      	1.96169e+07      	19616.9      	411.154      	 7.5741      	 7.5741      	287.642      	      0      
  72.85      	15562.2      	1.9616e+07      	  19616      	344.831      	7.57589      	7.57589      	287.858      	      0      
   72.9      	15565.2      	1.96151e+07      	19615.1      	256.327      	7.57766      	7.57766      	288.074      	      0      
  72.95      	15567.6      	1.96141e+07      	19614.1      	182.449      	7.57923      	7.57923      	 288.29      	      0      
     73      	15569.3      	1.96131e+07      	19613.1      	139.666      	 7.5804      	 7.5804      	288.506      	      0      
  73.05      	15569.8      	1.96121e+07      	19612.1      	86.5568      	7.58104      	7.58104      	288.723      	      0      
   73.1      	  15569      	1.96111e+07      	19611.1      	23.4576      	7.58107      	7.58107      	288.939      	      0      
  73.15      	15566.8      	1.961e+07      	  19610      	-61.8122      	7.58044      	7.58044      	289.155      	      0      
   73.2      	15563.4      	1.96089e+07      	19608.9      	-160.971      	7.57918      	7.57918      	289.371      	      0      
  73.25      	  15559      	1.96078e+07      	19607.8      	-291.443      	7.57745      	7.57745      	289.587      	      0      
   73.3      	15553.8      	1.96067e+07      	19606.7      	-445.717      	7.57537      	7.57537      	289.803      	      0      
  73.35      	15548.4      	1.96056e+07      	19605.6      	-630.997      	7.57315      	7.57315      	290.019      	      0      
   73.4      	15543.3      	1.96046e+07      	19604.6      	-824.443      	7.57108      	7.57108      	290.235      	      0      
  73.45      	  15539      	1.96036e+07      	19603.6      	-1009.54      	7.56935      	7.56935      	290.451      	      0      
   73.5      	15535.3      	1.96026e+07      	19602.6      	-1132.14      	7.56793      	7.56793      	290.667      	      0      
  73.55      	15532.1      	1.96018e+07      	19601.8      	-1153.31      	7.56672      	7.56672      	290.883      	      0      
   73.6      	15529.6      	1.9601e+07      	  19601      	-1030.39      	7.56578      	7.56578      	291.098      	      0      
  73.65      	  15528      	1.96002e+07      	19600.2      	-799.595      	 7.5653      	 7.5653      	291.314      	      0      
   73.7      	15527.5      	1.95996e+07      	19599.6      	-521.279      	7.56529      	7.56529      	 291.53      	      0      
  73.75      	15527.7      	1.9599e+07      	  19599      	-284.199      	7.56565      	7.56565      	291.745      	      0      
   73.8      	15528.5      	1.95985e+07      	19598.5      	-130.354      	7.56623      	7.56623      	291.961      	      0      
  73.85      	15529.4      	1.9598e+07      	  19598      	-70.2573      	7.56682      	7.56682      	292.177      	      0      
   73.9      	15529.7      	1.95976e+07      	19597.6      	-72.9758      	7.56712      	7.56712      	292.392      	      0      
  73.95      	15528.7      	1.95972e+07      	19597.2      	-110.467      	7.56681      	7.56681      	292.608      	      0      
     74      	15526.6      	1.95969e+07      	19596.9      	-145.201      	7.56591      	7.56591      	292.824      	      0      
  74.05      	15523.8      	1.95967e+07      	19596.7      	-164.399      	7.56462      	7.56462      	293.039      	      0      
   74.1      	15520.4      	1.95965e+07      	19596.5      	-152.971      	7.56305      	7.56305      	293.255      	      0      
  74.15      	15516.5      	1.95963e+07      	19596.3      	-114.766      	7.56121      	7.56121      	 293.47      	      0      
   74.2      	15512.3      	1.95962e+07      	19596.2      	-49.6302      	 7.5592      	 7.5592      	293.686      	      0      
  74.25      	15508.2      	1.95962e+07      	19596.2      	28.2727      	 7.5572      	 7.5572      	293.901      	      0      
   74.3      	15504.6      	1.95963e+07      	19596.3      	129.699      	7.55538      	7.55538      	294.117      	      0      
  74.35      	15501.5      	1.95965e+07      	19596.5      	236.708      	 7.5538      	 7.5538      	294.332      	      0      
   74.4      	15499.2      	1.95968e+07      	19596.8      	319.678      	 7.5526      	 7.5526      	294.547      	      0      
  74.45      	15498.3      	1.95972e+07      	19597.2      	369.734      	7.55199      	7.55199      	294.762      	      0      
   74.5      	  15499      	1.95976e+07      	19597.6      	395.649      	7.55219      	7.55219      	294.978      	      0      
  74.55      	15501.6      	1.95982e+07      	19598.2      	402.536      	7.55325      	7.55325      	295.193      	      0      
   74.6      	15505.7      	1.95988e+07      	19598.8      	396.443      	7.55498      	7.55498      	295.408      	      0      
  74.65      	15510.6      	1.95994e+07      	19599.4      	382.181      	7.55711      	7.55711      	295.624      	      0      
   74.7      	15515.9      	1.96001e+07      	19600.1      	364.189      	7.55942      	7.55942      	295.839      	      0      
  74.75      	  15521      	1.96008e+07      	19600.8      	347.144      	7.56163      	7.56163      	296.055      	      0      
   74.8      	15525.2      	1.96015e+07      	19601.5      	331.953      	7.56341      	7.56341      	 296.27      	      0      
  74.85      	15528.2      	1.96022e+07      	19602.2      	319.761      	7.56459      	7.56459      	296.486      	      0      
   74.9      	15529.8      	1.96029e+07      	19602.9      	308.581      	7.56514      	7.56514      	296.702      	      0      
  74.95      	15530.1      	1.96036e+07      	19603.6      	299.815      	7.56502      	7.56502      	296.917      	      0      
     75      	  15529      	1.96042e+07      	19604.2      	293.145      	7.56423      	7.56423      	297.133      	      0      
  75.05      	15526.8      	1.96048e+07      	19604.8      	290.472      	7.56293      	7.56293      	297.349      	      0      
   75.1      	15523.9      	1.96054e+07      	19605.4      	286.706      	7.56133      	7.56133      	297.564      	      0      
  75.15      	  15521      	1.9606e+07      	  19606      	284.888      	7.55967      	7.55967      	 297.78      	      0      
   75.2      	15518.5      	1.96066e+07      	19606.6      	281.407      	7.55821      	7.55821      	297.995      	      0      
  75.25      	15516.9      	1.96072e+07      	19607.2      	278.502      	7.55723      	7.55723      	298.211      	      0      
   75.3      	15516.7      	1.96078e+07      	19607.8      	269.953      	7.55687      	7.55687      	298.426      	      0      
  75.35      	15517.8      	1.96084e+07      	19608.4      	258.364      	7.55716      	7.55716      	298.642      	      0      
   75.4      	15520.1      	1.96091e+07      	19609.1      	 237.96      	7.55804      	7.55804      	298.858      	      0      
  75.45      	15523.4      	1.96097e+07      	19609.7      	207.738      	7.55936      	7.55936      	299.073      	      0      
   75.5      	  15527      	1.96104e+07      	19610.4      	154.194      	7.56089      	7.56089      	299.289      	      0      
  75.55      	15530.6      	1.9611e+07      	  19611      	79.2617      	7.56241      	7.56241      	299.505      	      0      
   75.6      	15533.7      	1.96116e+07      	19611.6      	26.1821      	7.56369      	7.56369      	 299.72      	      0      
  75.65      	  15536      	1.96122e+07      	19612.2      	-2.12424      	7.56457      	7.56457      	299.936      	      0      
   75.7      	15537.2      	1.96127e+07      	19612.7      	-41.0525      	7.56496      	7.56496      	300.152      	      0      
  75.75      	15537.2      	1.96132e+07      	19613.2      	-91.5063      	7.56474      	7.56474      	300.368      	      0      
   75.8      	15535.7      	1.96137e+07      	19613.7      	-161.399      	7.56384      	7.56384      	300.583      	      0      
  75.85      	  15533      	1.96141e+07      	19614.1      	-248.39      	7.56235      	7.56235      	300.799      	      0      
   75.9      	15529.3      	1.96145e+07      	19614.5      	-364.698      	7.56039      	7.56039      	301.015      	      0      
  75.95      	15524.9      	1.96149e+07      	19614.9      	-506.027      	7.55813      	7.55813      	 301.23      	      0      
     76      	15520.5      	1.96154e+07      	19615.4      	-675.285      	7.55579      	7.55579      	301.446      	      0      
  76.05      	15516.5      	1.96158e+07      	19615.8      	-853.322      	7.55367      	7.55367      	301.662      	      0      
   76.1      	15513.3      	1.96162e+07      	19616.2      	-1017.44      	7.55195      	7.55195      	301.877      	      0      
  76.15      	15510.8      	1.96167e+07      	19616.7      	-1118.06      	7.55054      	7.55054      	302.092      	      0      
   76.2      	15508.8      	1.96173e+07      	19617.3      	-1111.28      	7.54936      	7.54936      	302.308      	      0      
  76.25      	15507.5      	1.96179e+07      	19617.9      	-964.148      	7.54852      	7.54852      	302.523      	      0      
   76.3      	15507.3      	1.96185e+07      	19618.5      	-711.542      	7.54816      	7.54816      	302.739      	      0      
  76.35      	15508.1      	1.96192e+07      	19619.2      	-421.018      	7.54829      	7.54829      	302.954      	      0      
   76.4      	15509.7      	1.96199e+07      	19619.9      	-176.672      	 7.5488      	 7.5488      	303.169      	      0      
  76.45      	15511.8      	1.96207e+07      	19620.7      	-17.6765      	7.54954      	7.54954      	303.385      	      0      
   76.5      	  15514      	1.96215e+07      	19621.5      	50.2659      	7.55029      	7.55029      	  303.6      	      0      
  76.55      	15515.5      	1.96222e+07      	19622.2      	57.6108      	 7.5507      	 7.5507      	303.816      	      0      
   76.6      	15515.7      	1.9623e+07      	  19623      	34.2066      	7.55049      	7.55049      	304.031      	      0      
  76.65      	15514.7      	1.96239e+07      	19623.9      	12.7362      	7.54972      	7.54972      	304.247      	      0      
   76.7      	15512.6      	1.9624e+07      	  19624      	9.40385      	7.54859      	7.54859      	304.462      	      0      
  76.75      	15509.7      	1.9624e+07      	  19624      	36.4215      	7.54723      	7.54723      	304.678      	      0      
   76.8      	15506.5      	1.9624e+07      	  19624      	90.3213      	7.54563      	7.54563      	304.893      	      0      
  76.85      	15502.9      	1.9624e+07      	  19624      	167.844      	 7.5439      	 7.5439      	305.108      	      0      
   76.9      	15499.5      	1.9624e+07      	  19624      	258.364      	7.54222      	7.54222      	305.324      	      0      
  76.95      	15496.5      	1.9624e+07      	  19624      	372.922      	7.54076      	7.54076      	305.539      	      0      
     77      	  15494      	1.9624e+07      	  19624      	490.952      	7.53959      	7.53959      	305.754      	      0      
  77.05      	15492.5      	1.9624e+07      	  19624      	583.017      	7.53881      	7.53881      	305.969      	      0      
   77.1      	15492.1      	1.9624e+07      	  19624      	642.898      	7.53866      	7.53866      	306.184      	      0      
  77.15      	15493.6      	1.9624e+07      	  19624      	678.122      	7.53937      	7.53937      	  306.4      	      0      
   77.2      	15496.8      	1.9624e+07      	  19624      	693.553      	7.54095      	7.54095      	306.615      	      0      
  77.25      	15501.4      	1.9624e+07      	  19624      	 696.96      	7.54318      	7.54318      	 306.83      	      0      
   77.3      	15506.7      	1.9624e+07      	  19624      	691.312      	7.54576      	7.54576      	307.045      	      0      
  77.35      	15512.3      	1.9624e+07      	  19624      	682.778      	7.54849      	7.54849      	307.261      	      0      
   77.4      	15517.7      	1.9624e+07      	  19624      	673.414      	7.55112      	7.55112      	307.476      	      0      
  77.45      	15522.2      	1.9624e+07      	  19624      	666.744      	 7.5533      	 7.5533      	307.692      	      0      
   77.5      	15525.5      	1.9624e+07      	  19624      	 661.69      	 7.5549      	 7.5549      	307.908      	      0      
  77.55      	15527.5      	1.9624e+07      	  19624      	658.927      	7.55589      	7.55589      	308.123      	      0      
   77.6      	15528.2      	1.9624e+07      	  19624      	656.301      	7.55623      	7.55623      	308.339      	      0      
  77.65      	15527.6      	1.9624e+07      	  19624      	656.464      	7.55592      	7.55592      	308.555      	      0      
   77.7      	15525.9      	1.9624e+07      	  19624      	657.994      	 7.5551      	 7.5551      	 308.77      	      0      
  77.75      	15523.8      	1.9624e+07      	  19624      	660.166      	7.55405      	7.55405      	308.986      	      0      
   77.8      	15521.6      	1.9624e+07      	  19624      	661.739      	7.55298      	7.55298      	309.201      	      0      
  77.85      	15519.9      	1.9624e+07      	  19624      	663.224      	7.55215      	7.55215      	309.417      	      0      
   77.9      	15519.2      	1.9624e+07      	  19624      	661.568      	7.55181      	7.55181      	309.633      	      0      
  77.95      	15519.8      	1.9624e+07      	  19624      	656.483      	 7.5521      	 7.5521      	309.848      	      0      
     78      	15521.7      	1.9624e+07      	  19624      	645.321      	7.55306      	7.55306      	310.064      	      0      
  78.05      	15524.9      	1.9624e+07      	  19624      	627.613      	 7.5546      	 7.5546      	310.279      	      0      
   78.1      	15528.8      	1.9624e+07      	  19624      	596.292      	7.55652      	7.55652      	310.495      	      0      
  78.15      	15533.2      	1.9624e+07      	  19624      	543.659      	7.55862      	7.55862      	310.711      	      0      
   78.2      	15537.4      	1.9624e+07      	  19624      	466.162      	7.56071      	7.56071      	310.927      	      0      
  78.25      	15541.2      	1.9624e+07      	  19624      	415.347      	7.56255      	7.56255      	311.142      	      0      
   78.3      	15544.1      	1.9624e+07      	  19624      	385.074      	7.56397      	7.56397      	311.358      	      0      
  78.35      	  15546      	1.9624e+07      	  19624      	346.548      	7.56487      	7.56487      	311.574      	      0      
   78.4      	15546.6      	1.9624e+07      	  19624      	291.945      	7.56517      	7.56517      	 311.79      	      0      
  78.45      	15545.8      	1.9624e+07      	  19624      	220.439      	 7.5648      	 7.5648      	312.006      	      0      
   78.5      	15543.9      	1.9624e+07      	  19624      	127.817      	7.56383      	7.56383      	312.222      	      0      
  78.55      	  15541      	1.9624e+07      	  19624      	8.56476      	7.56244      	7.56244      	312.438      	      0      
   78.6      	15537.6      	1.9624e+07      	  19624      	-140.661      	7.56076      	7.56076      	312.654      	      0      
  78.65      	  15534      	1.9624e+07      	  19624      	-314.582      	7.55901      	7.55901      	312.869      	      0      
   78.7      	15530.8      	1.9624e+07      	  19624      	-500.222      	7.55749      	7.55749      	313.085      	      0      
  78.75      	15528.5      	1.9624e+07      	  19624      	-667.277      	7.55638      	7.55638      	313.301      	      0      
   78.8      	15526.9      	1.9624e+07      	  19624      	-772.847      	7.55557      	7.55557      	313.516      	      0      
  78.85      	15525.7      	1.9624e+07      	  19624      	-766.492      	7.55498      	7.55498      	313.732      	      0      
   78.9      	15525.1      	1.9624e+07      	  19624      	-622.861      	 7.5547      	 7.5547      	313.948      	      0      
  78.95      	15525.5      	1.9624e+07      	  19624      	-372.18      	7.55489      	7.55489      	314.163      	      0      
     79      	15526.9      	1.9624e+07      	  19624      	-89.7481      	7.55555      	7.55555      	314.379      	      0      
  79.05      	15528.9      	1.9624e+07      	  19624      	146.418      	7.55656      	7.55656      	314.595      	      0      
   79.1      	15531.4      	1.9624e+07      	  19624      	293.018      	7.55776      	7.55776      	 314.81      	      0      
  79.15      	15533.8      	1.9624e+07      	  19624      	351.038      	7.55895      	7.55895      	315.026      	      0      
   79.2      	15535.5      	1.9624e+07      	  19624      	346.272      	7.55977      	7.55977      	315.242      	      0      
  79.25      	15535.9      	1.9624e+07      	  19624      	 314.51      	7.55995      	7.55995      	315.458      	      0      
   79.3      	15535.1      	1.9624e+07      	  19624      	283.244      	7.55955      	7.55955      	315.673      	      0      
