# Sensor: Sensor Sea      
# Record count:   14002      
# Storage mode:  Memory      
# Datetime of save: 2024-11-28T17:34:19      
# Statistical parameters for each field (time series) are placed above the column of the respective time series.
      
# Results earlier than the 'Statistics start time' (see below) are not included when calculating the statistic variables.
# Statistics start time: 100 s      
      
# Column      
      1      	      2      	      3      	      
Time [s]      	Surface elevation (origin)      [      m      ]      	Dynamic pressure (origin)      [   k Pa      ]      
    2.9      	1.80713      	18.1986      
   2.95      	1.77499      	 17.875      
      3      	1.74068      	17.5295      
   3.05      	1.70425      	17.1626      
    3.1      	1.66573      	16.7747      
   3.15      	1.62518      	16.3663      
    3.2      	1.58265      	15.9379      
   3.25      	1.53817      	15.4901      
    3.3      	1.49182      	15.0233      
   3.35      	1.44365      	14.5382      
    3.4      	1.39371      	14.0353      
   3.45      	1.34207      	13.5153      
    3.5      	1.28879      	12.9787      
   3.55      	1.23394      	12.4263      
    3.6      	1.17758      	11.8587      
   3.65      	1.11977      	11.2766      
    3.7      	 1.0606      	10.6808      
   3.75      	1.00014      	10.0719      
    3.8      	0.938452      	9.45063      
   3.85      	0.875617      	8.81786      
    3.9      	0.811713      	8.17432      
   3.95      	0.746817      	7.52079      
      4      	0.681009      	6.85807      
   4.05      	0.614368      	6.18697      
    4.1      	0.546977      	5.50831      
   4.15      	0.478918      	4.82292      
    4.2      	0.410273      	4.13163      
   4.25      	0.341127      	 3.4353      
    4.3      	0.271564      	2.73477      
   4.35      	0.201669      	 2.0309      
    4.4      	0.131528      	1.32455      
   4.45      	0.0612264      	0.616578      
    4.5      	-0.00915016      	-0.0921462      
   4.55      	-0.0795156      	-0.800758      
    4.6      	-0.149784      	-1.50839      
   4.65      	-0.219869      	-2.21418      
    4.7      	-0.289686      	-2.91727      
   4.75      	-0.359148      	-3.61679      
    4.8      	-0.428172      	-4.31189      
   4.85      	-0.496673      	-5.00172      
    4.9      	-0.564567      	-5.68544      
   4.95      	-0.63177      	-6.36221      
      5      	-0.698202      	-7.03121      
   5.05      	-0.763781      	-7.69162      
    5.1      	-0.828427      	-8.34263      
   5.15      	-0.89206      	-8.98345      
    5.2      	-0.954604      	-9.61329      
   5.25      	-1.01598      	-10.2314      
    5.3      	-1.07612      	-10.837      
   5.35      	-1.13494      	-11.4293      
    5.4      	-1.19237      	-12.0077      
   5.45      	-1.24835      	-12.5714      
    5.5      	-1.3028      	-13.1198      
   5.55      	-1.35566      	-13.6521      
    5.6      	-1.40686      	-14.1677      
   5.65      	-1.45635      	-14.6661      
    5.7      	-1.50405      	-15.1465      
   5.75      	-1.54992      	-15.6084      
    5.8      	-1.59389      	-16.0512      
   5.85      	-1.63592      	-16.4744      
    5.9      	-1.67595      	-16.8775      
   5.95      	-1.71393      	 -17.26      
      6      	-1.74981      	-17.6214      
   6.05      	-1.78356      	-17.9612      
    6.1      	-1.81512      	-18.2791      
   6.15      	-1.84447      	-18.5747      
    6.2      	-1.87157      	-18.8476      
   6.25      	-1.89638      	-19.0974      
    6.3      	-1.91887      	-19.3239      
   6.35      	-1.93902      	-19.5268      
    6.4      	-1.9568      	-19.7058      
   6.45      	-1.97219      	-19.8608      
    6.5      	-1.98516      	-19.9915      
   6.55      	-1.99571      	-20.0977      
    6.6      	-2.00383      	-20.1794      
   6.65      	-2.00949      	-20.2365      
    6.7      	-2.0127      	-20.2688      
   6.75      	-2.01345      	-20.2764      
    6.8      	-2.01174      	-20.2592      
   6.85      	-2.00758      	-20.2172      
    6.9      	-2.00095      	-20.1505      
   6.95      	-1.99189      	-20.0592      
      7      	-1.98039      	-19.9434      
   7.05      	-1.96647      	-19.8032      
    7.1      	-1.95015      	-19.6389      
   7.15      	-1.93144      	-19.4505      
    7.2      	-1.91038      	-19.2384      
   7.25      	-1.88698      	-19.0027      
    7.3      	-1.86127      	-18.7439      
   7.35      	-1.83329      	-18.4621      
    7.4      	-1.80308      	-18.1578      
   7.45      	-1.77065      	-17.8313      
    7.5      	-1.73607      	-17.483      
   7.55      	-1.69936      	-17.1133      
    7.6      	-1.66058      	-16.7228      
   7.65      	-1.61976      	-16.3118      
    7.7      	-1.57697      	-15.8808      
   7.75      	-1.53225      	-15.4305      
    7.8      	-1.48566      	-14.9613      
   7.85      	-1.43726      	-14.4738      
    7.9      	-1.3871      	-13.9687      
   7.95      	-1.33524      	-13.4464      
      8      	-1.28175      	-12.9078      
   8.05      	-1.22669      	-12.3534      
    8.1      	-1.17014      	-11.7838      
   8.15      	-1.11216      	-11.1999      
    8.2      	-1.05282      	-10.6023      
   8.25      	-0.992187      	-9.99177      
    8.3      	-0.930346      	-9.36901      
   8.35      	-0.867369      	-8.73479      
    8.4      	-0.803331      	-8.08991      
   8.45      	-0.738312      	-7.43514      
    8.5      	-0.672391      	-6.77128      
   8.55      	-0.605648      	-6.09915      
    8.6      	-0.538165      	-5.41957      
   8.65      	-0.470025      	-4.73336      
    8.7      	-0.40131      	-4.04138      
   8.75      	-0.332105      	-3.34445      
    8.8      	-0.262495      	-2.64344      
   8.85      	-0.192563      	-1.9392      
    8.9      	-0.122396      	-1.23259      
   8.95      	-0.0520799      	-0.524468      
      9      	0.0183001      	0.184291      
   9.05      	0.0886578      	0.892824      
    9.1      	0.158907      	1.60027      
   9.15      	0.228962      	2.30575      
    9.2      	0.298738      	3.00842      
   9.25      	0.368148      	3.70742      
    9.3      	0.437109      	4.40188      
   9.35      	0.505535      	5.09097      
    9.4      	0.573344      	5.77383      
   9.45      	0.640452      	6.44964      
    9.5      	0.706778      	7.11757      
   9.55      	0.77224      	 7.7768      
    9.6      	0.836758      	8.42653      
   9.65      	0.900254      	9.06597      
    9.7      	0.96265      	9.69432      
   9.75      	1.02387      	10.3108      
    9.8      	1.08384      	10.9147      
   9.85      	1.14248      	11.5053      
    9.9      	1.19973      	12.0818      
   9.95      	1.25551      	12.6436      
     10      	1.30976      	13.1899      
  10.05      	1.36241      	13.7201      
   10.1      	1.41339      	14.2335      
  10.15      	1.46265      	14.7296      
   10.2      	1.51012      	15.2076      
  10.25      	1.55574      	 15.667      
   10.3      	1.59947      	16.1074      
  10.35      	1.64124      	 16.528      
   10.4      	  1.681      	16.9284      
  10.45      	1.71871      	17.3082      
   10.5      	1.75432      	17.6668      
  10.55      	1.78779      	18.0038      
   10.6      	1.81907      	18.3188      
  10.65      	1.84813      	18.6115      
   10.7      	1.87493      	18.8813      
  10.75      	1.89944      	19.1282      
   10.8      	1.92162      	19.3516      
  10.85      	1.94147      	19.5514      
   10.9      	1.95893      	19.7273      
  10.95      	1.97401      	19.8792      
     11      	1.98667      	20.0067      
  11.05      	1.99691      	20.1098      
   11.1      	 2.0047      	20.1883      
  11.15      	2.01005      	20.2421      
   11.2      	2.01294      	20.2712      
  11.25      	2.01337      	20.2755      
   11.3      	2.01134      	20.2551      
  11.35      	2.00685      	20.2099      
   11.4      	1.99991      	  20.14      
  11.45      	1.99053      	20.0455      
   11.5      	1.97872      	19.9266      
  11.55      	1.96448      	19.7832      
   11.6      	1.94785      	19.6157      
  11.65      	1.92884      	19.4243      
   11.7      	1.90747      	19.2091      
  11.75      	1.88377      	18.9704      
   11.8      	1.85776      	18.7085      
  11.85      	1.82949      	18.4238      
   11.9      	1.79898      	18.1166      
  11.95      	1.76628      	17.7872      
     12      	1.73141      	17.4361      
  12.05      	1.69443      	17.0637      
   12.1      	1.65538      	16.6705      
  12.15      	1.61431      	16.2568      
   12.2      	1.57127      	15.8234      
  12.25      	 1.5263      	15.3705      
   12.3      	1.47947      	14.8989      
  12.35      	1.43083      	14.4091      
   12.4      	1.38045      	13.9017      
  12.45      	1.32838      	13.3773      
   12.5      	1.27468      	12.8366      
  12.55      	1.21943      	12.2802      
   12.6      	1.16268      	11.7087      
  12.65      	1.10452      	 11.123      
   12.7      	1.04501      	10.5237      
  12.75      	0.984215      	9.91149      
   12.8      	0.922222      	9.28719      
  12.85      	0.859102      	8.65154      
   12.9      	0.794933      	8.00533      
  12.95      	0.729792      	7.34933      
     13      	0.663759      	6.68435      
  13.05      	0.596916      	6.01121      
   13.1      	0.529343      	5.33072      
  13.15      	0.461123      	4.64371      
   13.2      	0.39234      	3.95104      
  13.25      	0.323077      	3.25353      
   13.3      	0.25342      	2.55205      
  13.35      	0.183453      	1.84745      
   13.4      	0.113262      	 1.1406      
  13.45      	0.0429323      	0.432347      
   13.5      	-0.0274497      	-0.276431      
  13.55      	-0.0977982      	-0.984871      
   13.6      	-0.168027      	-1.69211      
  13.65      	-0.238051      	-2.39728      
   13.7      	-0.307783      	-3.09952      
  13.75      	-0.37714      	-3.79797      
   13.8      	-0.446036      	-4.49178      
  13.85      	-0.514387      	-5.18011      
   13.9      	-0.582109      	-5.8621      
  13.95      	-0.64912      	-6.53693      
     14      	-0.715338      	-7.20378      
  14.05      	-0.780682      	-7.86182      
   14.1      	-0.845072      	-8.51026      
  14.15      	-0.90843      	-9.14829      
   14.2      	-0.970677      	-9.77515      
  14.25      	-1.03174      	-10.3901      
   14.3      	-1.09154      	-10.9923      
  14.35      	-1.15001      	-11.5811      
   14.4      	-1.20707      	-12.1557      
  14.45      	-1.26266      	-12.7155      
   14.5      	-1.3167      	-13.2598      
  14.55      	-1.36913      	-13.7878      
   14.6      	-1.4199      	-14.299      
  14.65      	-1.46892      	-14.7927      
   14.7      	-1.51616      	-15.2684      
  14.75      	-1.56154      	-15.7254      
   14.8      	-1.60501      	-16.1632      
  14.85      	-1.64652      	-16.5812      
   14.9      	-1.68602      	-16.979      
  14.95      	-1.72346      	-17.356      
     15      	-1.75879      	-17.7118      
  15.05      	-1.79198      	-18.046      
   15.1      	-1.82297      	-18.3581      
  15.15      	-1.85174      	-18.6478      
   15.2      	-1.87824      	-18.9147      
  15.25      	-1.90245      	-19.1585      
   15.3      	-1.92434      	-19.3789      
  15.35      	-1.94387      	-19.5757      
   15.4      	-1.96103      	-19.7484      
  15.45      	-1.97579      	-19.8971      
   15.5      	-1.98814      	-20.0215      
  15.55      	-1.99806      	-20.1214      
   15.6      	-2.00554      	-20.1967      
  15.65      	-2.01056      	-20.2473      
   15.7      	-2.01313      	-20.2732      
  15.75      	-2.01325      	-20.2743      
   15.8      	-2.0109      	-20.2506      
  15.85      	-2.00609      	-20.2022      
   15.9      	-1.99883      	-20.1291      
  15.95      	-1.98913      	-20.0315      
     16      	 -1.977      	-19.9093      
  16.05      	-1.96246      	-19.7628      
   16.1      	-1.94551      	-19.5922      
  16.15      	-1.92619      	-19.3976      
   16.2      	-1.90452      	-19.1793      
  16.25      	-1.88052      	-18.9376      
   16.3      	-1.85422      	-18.6728      
  16.35      	-1.82565      	-18.3851      
   16.4      	-1.79486      	-18.075      
  16.45      	-1.76187      	-17.7428      
   16.5      	-1.72673      	-17.3889      
  16.55      	-1.68947      	-17.0138      
   16.6      	-1.65016      	-16.6178      
  16.65      	-1.60883      	-16.2016      
   16.7      	-1.56553      	-15.7656      
  16.75      	-1.52032      	-15.3103      
   16.8      	-1.47325      	-14.8363      
  16.85      	-1.42438      	-14.3442      
   16.9      	-1.37377      	-13.8345      
  16.95      	-1.32149      	-13.308      
     17      	-1.26758      	-12.7651      
  17.05      	-1.21213      	-12.2067      
   17.1      	-1.1552      	-11.6334      
  17.15      	-1.09686      	-11.0458      
   17.2      	-1.03717      	-10.4448      
  17.25      	-0.976222      	 -9.831      
   17.3      	-0.914079      	-9.20518      
  17.35      	-0.850818      	-8.56812      
   17.4      	-0.786518      	-7.92058      
  17.45      	-0.721256      	-7.26337      
   17.5      	-0.655114      	-6.59729      
  17.55      	-0.588171      	-5.92314      
   17.6      	-0.520509      	-5.24176      
  17.65      	-0.452211      	-4.55397      
   17.7      	-0.383361      	-3.86062      
  17.75      	-0.314042      	-3.16255      
   17.8      	-0.24434      	-2.46061      
  17.85      	-0.174339      	-1.75567      
   17.9      	-0.104125      	-1.04858      
  17.95      	-0.0337837      	-0.340217      
     18      	0.0365987      	0.368566      
  18.05      	0.106937      	 1.0769      
   18.1      	0.177144      	1.78392      
  18.15      	0.247134      	2.48875      
   18.2      	0.316823      	3.19055      
  18.25      	0.386124      	3.88845      
   18.3      	0.454954      	4.58159      
  18.35      	0.523228      	5.26914      
   18.4      	0.590863      	5.95025      
  18.45      	0.657775      	6.62409      
   18.5      	0.723884      	7.28984      
  18.55      	0.789109      	7.94668      
   18.6      	0.853369      	8.59381      
  18.65      	0.916586      	9.23043      
   18.7      	0.978684      	9.85578      
  18.75      	1.03959      	10.4691      
   18.8      	1.09922      	11.0696      
  18.85      	1.15751      	11.6566      
   18.9      	1.21438      	12.2293      
  18.95      	1.26977      	12.7871      
     19      	1.32361      	13.3293      
  19.05      	1.37583      	13.8552      
   19.1      	1.42637      	14.3642      
  19.15      	1.47517      	14.8556      
   19.2      	1.52216      	15.3289      
  19.25      	 1.5673      	15.7834      
   19.3      	1.61052      	16.2186      
  19.35      	1.65177      	16.6341      
   19.4      	  1.691      	17.0292      
  19.45      	1.72817      	17.4035      
   19.5      	1.76323      	17.7565      
  19.55      	1.79613      	18.0878      
   19.6      	1.82684      	18.3971      
  19.65      	1.85531      	18.6838      
   19.7      	1.88152      	18.9478      
  19.75      	1.90543      	19.1885      
   19.8      	1.92701      	19.4059      
  19.85      	1.94624      	19.5995      
   19.9      	1.96308      	19.7691      
  19.95      	1.97753      	19.9147      
     20      	1.98957      	20.0358      
  20.05      	1.99917      	20.1325      
   20.1      	2.00633      	20.2046      
  20.15      	2.01104      	 20.252      
   20.2      	2.01329      	20.2747      
  20.25      	2.01308      	20.2726      
   20.3      	2.01041      	20.2457      
  20.35      	2.00528      	20.1941      
   20.4      	1.99771      	20.1178      
  20.45      	1.98769      	 20.017      
   20.5      	1.97525      	19.8916      
  20.55      	1.96039      	 19.742      
   20.6      	1.94313      	19.5682      
  20.65      	1.92351      	19.3706      
   20.7      	1.90153      	19.1492      
  20.75      	1.87723      	18.9045      
   20.8      	1.85063      	18.6367      
  20.85      	1.82177      	18.3461      
   20.9      	1.79069      	18.0331      
  20.95      	1.75742      	 17.698      
     21      	  1.722      	17.3413      
  21.05      	1.68448      	16.9635      
   21.1      	 1.6449      	16.5649      
  21.15      	1.60331      	 16.146      
   21.2      	1.55976      	15.7075      
  21.25      	 1.5143      	15.2497      
   21.3      	  1.467      	14.7733      
  21.35      	 1.4179      	14.2789      
   21.4      	1.36707      	 13.767      
  21.45      	1.31457      	13.2383      
   21.5      	1.26046      	12.6934      
  21.55      	1.20481      	 12.133      
   21.6      	1.14769      	11.5578      
  21.65      	1.08917      	10.9685      
   21.7      	1.02932      	10.3657      
  21.75      	0.968209      	 9.7503      
   21.8      	0.905916      	9.12298      
  21.85      	0.842516      	8.48451      
   21.9      	0.778086      	7.83568      
  21.95      	0.712706      	7.17727      
     22      	0.646455      	6.51009      
  22.05      	0.579413      	5.83495      
   22.1      	0.511664      	5.15269      
  22.15      	0.44329      	4.46413      
   22.2      	0.374374      	3.77012      
  22.25      	0.305001      	 3.0715      
   22.3      	0.235255      	2.36912      
  22.35      	0.165221      	1.66385      
   22.4      	0.0949859      	0.956551      
  22.45      	0.0246345      	0.248081      
   22.5      	-0.045747      	-0.460693      
  22.55      	-0.116073      	-1.1689      
   22.6      	-0.186256      	-1.87569      
  22.65      	-0.256213      	-2.58018      
   22.7      	-0.325856      	-3.28151      
  22.75      	-0.395101      	-3.97884      
   22.8      	-0.463863      	-4.67131      
  22.85      	-0.532059      	-5.35807      
   22.9      	-0.599604      	-6.03828      
  22.95      	-0.666417      	-6.71111      
     23      	-0.732415      	-7.37575      
  23.05      	-0.797519      	-8.03137      
   23.1      	-0.861648      	-8.67718      
  23.15      	-0.924724      	-9.31238      
   23.2      	-0.98667      	-9.93621      
  23.25      	-1.04741      	-10.5479      
   23.3      	-1.10687      	-11.1467      
  23.35      	-1.16498      	-11.7319      
   23.4      	-1.22167      	-12.3027      
  23.45      	-1.27686      	-12.8585      
   23.5      	-1.33049      	-13.3986      
  23.55      	-1.3825      	-13.9224      
   23.6      	-1.43281      	-14.4291      
  23.65      	-1.48138      	-14.9182      
   23.7      	-1.52814      	-15.389      
  23.75      	-1.57303      	-15.8411      
   23.8      	-1.61599      	-16.2738      
  23.85      	-1.65699      	-16.6866      
   23.9      	-1.69595      	-17.079      
  23.95      	-1.73285      	-17.4506      
     24      	-1.76763      	-17.8008      
  24.05      	-1.80025      	-18.1293      
   24.1      	-1.83067      	-18.4356      
  24.15      	-1.85885      	-18.7194      
   24.2      	-1.88476      	-18.9804      
  24.25      	-1.90837      	-19.2181      
   24.3      	-1.92964      	-19.4324      
  24.35      	-1.94856      	-19.6229      
   24.4      	-1.9651      	-19.7894      
  24.45      	-1.97924      	-19.9318      
   24.5      	-1.99095      	-20.0498      
  24.55      	-2.00024      	-20.1433      
   24.6      	-2.00708      	-20.2122      
  24.65      	-2.01147      	-20.2564      
   24.7      	-2.0134      	-20.2758      
  24.75      	-2.01287      	-20.2705      
   24.8      	-2.00988      	-20.2404      
  24.85      	-2.00444      	-20.1856      
   24.9      	-1.99654      	-20.1061      
  24.95      	-1.98621      	-20.002      
     25      	-1.97345      	-19.8735      
  25.05      	-1.95828      	-19.7208      
   25.1      	-1.94072      	-19.5439      
  25.15      	-1.92078      	-19.3431      
   25.2      	-1.8985      	-19.1187      
  25.25      	-1.8739      	-18.871      
   25.3      	-1.84701      	-18.6002      
  25.35      	-1.81786      	-18.3066      
   25.4      	-1.78649      	-17.9907      
  25.45      	-1.75294      	-17.6528      
   25.5      	-1.71724      	-17.2934      
  25.55      	-1.67945      	-16.9128      
   25.6      	-1.6396      	-16.5115      
  25.65      	-1.59776      	-16.0901      
   25.7      	-1.55396      	-15.649      
  25.75      	-1.50826      	-15.1888      
   25.8      	-1.46071      	-14.7101      
  25.85      	-1.41139      	-14.2133      
   25.9      	-1.36034      	-13.6992      
  25.95      	-1.30762      	-13.1684      
     26      	-1.25331      	-12.6214      
  26.05      	-1.19747      	-12.0591      
   26.1      	-1.14016      	-11.482      
  26.15      	-1.08147      	-10.8908      
   26.2      	-1.02144      	-10.2864      
  26.25      	-0.960177      	-9.66941      
   26.3      	-0.897735      	-9.0406      
  26.35      	-0.834197      	-8.40073      
   26.4      	-0.769639      	-7.75061      
  26.45      	-0.704141      	-7.09101      
   26.5      	-0.637782      	-6.42275      
  26.55      	-0.570644      	-5.74665      
   26.6      	-0.502809      	-5.06352      
  26.65      	-0.43436      	-4.3742      
   26.7      	-0.36538      	-3.67954      
  26.75      	-0.295953      	-2.98038      
   26.8      	-0.226165      	-2.27758      
  26.85      	-0.1561      	 -1.572      
   26.9      	-0.085845      	-0.864498      
  26.95      	-0.0154848      	-0.155939      
     27      	0.0548943      	0.552811      
  27.05      	0.125206      	1.26088      
   27.1      	0.195365      	1.96742      
  27.15      	0.265286      	2.67155      
   27.2      	0.334882      	3.37241      
  27.25      	0.404069      	4.06916      
   27.3      	0.472762      	4.76093      
  27.35      	0.540878      	5.44688      
   27.4      	0.608333      	6.12618      
  27.45      	0.675044      	  6.798      
   27.5      	0.740931      	7.46151      
  27.55      	0.805912      	 8.1159      
   27.6      	0.869909      	8.76037      
  27.65      	0.932842      	9.39414      
   27.7      	0.994636      	10.0164      
  27.75      	1.05521      	10.6265      
   27.8      	 1.1145      	11.2236      
  27.85      	1.17243      	11.8069      
   27.9      	1.22893      	12.3758      
  27.95      	1.28392      	12.9296      
     28      	1.33734      	13.4677      
  28.05      	1.38913      	13.9892      
   28.1      	1.43923      	14.4937      
  28.15      	1.48756      	14.9804      
   28.2      	1.53408      	15.4489      
  28.25      	1.57872      	15.8984      
   28.3      	1.62143      	16.3286      
  28.35      	1.66217      	16.7388      
   28.4      	1.70087      	17.1285      
  28.45      	1.73749      	17.4973      
   28.5      	1.77199      	17.8448      
  28.55      	1.80433      	18.1704      
   28.6      	1.83446      	18.4738      
  28.65      	1.86235      	18.7547      
   28.7      	1.88796      	19.0126      
  28.75      	1.91127      	19.2473      
   28.8      	1.93224      	19.4585      
  28.85      	1.95085      	19.6459      
   28.9      	1.96707      	19.8093      
  28.95      	 1.9809      	19.9485      
     29      	 1.9923      	20.0633      
  29.05      	2.00127      	20.1537      
   29.1      	2.00779      	20.2193      
  29.15      	2.01186      	20.2603      
   29.2      	2.01347      	20.2766      
  29.25      	2.01262      	 20.268      
   29.3      	2.00931      	20.2347      
  29.35      	2.00355      	20.1767      
   29.4      	1.99534      	 20.094      
  29.45      	1.98469      	19.9867      
   29.5      	1.97162      	19.8551      
  29.55      	1.95613      	19.6991      
   29.6      	1.93826      	19.5191      
  29.65      	1.91802      	19.3153      
   29.7      	1.89543      	19.0879      
  29.75      	1.87053      	18.8371      
   29.8      	1.84334      	18.5633      
  29.85      	 1.8139      	18.2668      
   29.9      	1.78225      	 17.948      
  29.95      	1.74842      	17.6073      
     30      	1.71245      	17.2451      
  30.05      	1.67438      	16.8618      
   30.1      	1.63428      	16.4579      
  30.15      	1.59217      	16.0339      
   30.2      	1.54812      	15.5903      
  30.25      	1.50218      	15.1276      
   30.3      	 1.4544      	14.6465      
  30.35      	1.40485      	14.1474      
   30.4      	1.35358      	13.6311      
  30.45      	1.30065      	13.0981      
   30.5      	1.24614      	12.5492      
  30.55      	 1.1901      	11.9849      
   30.6      	1.13261      	11.4059      
  30.65      	1.07374      	 10.813      
   30.7      	1.01355      	10.2069      
  30.75      	0.952124      	9.58832      
   30.8      	0.889535      	8.95802      
  30.85      	0.82586      	8.31678      
   30.9      	0.761176      	7.66538      
  30.95      	0.695561      	7.00461      
     31      	0.629097      	6.33529      
  31.05      	0.561863      	5.65822      
   31.1      	0.493944      	4.97424      
  31.15      	0.425421      	4.28418      
   31.2      	0.356378      	3.58888      
  31.25      	0.286899      	 2.8892      
   31.3      	0.21707      	  2.186      
  31.35      	0.146976      	1.48011      
   31.4      	0.0767023      	0.772426      
  31.45      	0.00633474      	0.0637936      
   31.5      	-0.0640405      	-0.644917      
  31.55      	-0.134338      	-1.35284      
   31.6      	-0.20447      	-2.05911      
  31.65      	-0.274353      	-2.76286      
   31.7      	-0.343901      	-3.46324      
  31.75      	-0.413029      	-4.15939      
   31.8      	-0.481652      	-4.85045      
  31.85      	-0.549686      	-5.53559      
   31.9      	-0.617049      	-6.21396      
  31.95      	-0.683658      	-6.88474      
     32      	-0.749431      	-7.54711      
  32.05      	-0.814289      	-8.20026      
   32.1      	-0.878152      	-8.84338      
  32.15      	-0.940942      	-9.47571      
   32.2      	-1.00258      	-10.0964      
  32.25      	 -1.063      	-10.7049      
   32.3      	-1.12211      	-11.3002      
  32.35      	-1.17986      	-11.8817      
   32.4      	-1.23616      	-12.4487      
  32.45      	-1.29095      	-13.0005      
   32.5      	-1.34417      	-13.5364      
  32.55      	-1.39574      	-14.0558      
   32.6      	-1.44561      	-14.558      
  32.65      	-1.49371      	-15.0424      
   32.7      	-1.53999      	-15.5084      
  32.75      	-1.58438      	-15.9555      
   32.8      	-1.62684      	-16.383      
  32.85      	-1.66731      	-16.7906      
   32.9      	-1.70575      	-17.1776      
  32.95      	-1.7421      	-17.5437      
     33      	-1.77632      	-17.8883      
  33.05      	-1.80837      	-18.2111      
   33.1      	-1.83821      	-18.5116      
  33.15      	-1.8658      	-18.7895      
   33.2      	-1.89112      	-19.0444      
  33.25      	-1.91412      	-19.2761      
   33.3      	-1.93479      	-19.4842      
  33.35      	-1.95309      	-19.6685      
   33.4      	-1.96901      	-19.8288      
  33.45      	-1.98252      	-19.9648      
   33.5      	-1.9936      	-20.0765      
  33.55      	-2.00225      	-20.1636      
   33.6      	-2.00846      	-20.2261      
  33.65      	-2.01221      	-20.2638      
   33.7      	-2.0135      	-20.2768      
  33.75      	-2.01233      	-20.2651      
   33.8      	-2.0087      	-20.2285      
  33.85      	-2.00262      	-20.1673      
   33.9      	-1.99409      	-20.0814      
  33.95      	-1.98313      	-19.971      
     34      	-1.96974      	-19.8362      
  34.05      	-1.95394      	-19.6771      
   34.1      	-1.93576      	-19.494      
  34.15      	-1.91521      	-19.2871      
   34.2      	-1.89233      	-19.0566      
  34.25      	-1.86712      	-18.8028      
   34.3      	-1.83964      	-18.526      
  34.35      	-1.80991      	-18.2266      
   34.4      	-1.77797      	-17.905      
  34.45      	-1.74386      	-17.5614      
   34.5      	-1.70762      	-17.1965      
  34.55      	-1.66928      	-16.8104      
   34.6      	-1.62891      	-16.4039      
  34.65      	-1.58655      	-15.9773      
   34.7      	-1.54225      	-15.5312      
  34.75      	-1.49607      	-15.0661      
   34.8      	-1.44806      	-14.5826      
  34.85      	-1.39828      	-14.0813      
   34.9      	-1.34679      	-13.5628      
  34.95      	-1.29365      	-13.0277      
     35      	-1.23894      	-12.4767      
  35.05      	-1.18271      	-11.9104      
   35.1      	-1.12503      	-11.3296      
  35.15      	-1.06598      	-10.7349      
   35.2      	-1.00563      	-10.1272      
  35.25      	-0.944052      	-9.50702      
   35.3      	-0.881317      	-8.87526      
  35.35      	-0.817506      	-8.23266      
   35.4      	-0.752697      	-7.57999      
  35.45      	-0.686967      	-6.91807      
