# Sensor: Sensor Rotor      
# Record count:   14002      
# Storage mode:  Memory      
# Datetime of save: 2024-11-28T17:34:15      
# Statistical parameters for each field (time series) are placed above the column of the respective time series.
      
# Results earlier than the 'Statistics start time' (see below) are not included when calculating the statistic variables.
# Statistics start time: 100 s      
      
# Column      
      1      	      2      	      3      	      4      	      5      	      6      	      7      	      8      	      9      	     10      	     11      	     12      	     13      	     14      	     15      	     16      	     17      	     18      	     19      	     20      	      
Time [s]      	Power (aero)      [    k W      ]      	Torque (aero)      [   k Nm      ]      	Thrust (aero)      [    k N      ]      	    RPM      [    rpm      ]      	    TSR      [             ]      	Demanded collective pitch angle      [      °      ]      	Power coef. (CP)      [      %      ]      	Thrust coef. (CT)      [      %      ]      	Tip speed      [    m/s      ]      	1P (one revolution)      [      s      ]      	nP (blade passing)      [      s      ]      	Azimuth angle      [      °      ]      	Rotation per timestep      [      °      ]      	Wind speed at hub, magnitude      [    m/s      ]      	Wind speed at hub     .x      [    m/s      ]      	Wind speed at hub     .y      [    m/s      ]      	Wind speed at hub     .z      [    m/s      ]      	Wind angle at hub      [      °      ]      	Yaw angle      [      °      ]      
   25.8      	13877.5      	  22466      	796.255      	5.89872      	3.39345      	23.6608      	4.63695      	5.85323      	74.6559      	10.1717      	3.39057      	286.882      	1.76962      	     22      	      0      	    -22      	      0      	      0      	      0      
  25.85      	13772.7      	22282.9      	792.679      	5.90228      	 3.3955      	 23.641      	4.60194      	5.82694      	74.7009      	10.1656      	3.38852      	288.651      	1.77068      	     22      	      0      	    -22      	      0      	      0      	      0      
   25.9      	  13664      	22095.4      	788.696      	5.90538      	3.39728      	23.6213      	4.56562      	5.79766      	74.7402      	10.1602      	3.38674      	290.421      	1.77162      	     22      	      0      	    -22      	      0      	      0      	      0      
  25.95      	13559.6      	  21916      	784.469      	 5.9082      	3.39891      	23.6016      	4.53071      	5.76659      	74.7759      	10.1554      	3.38512      	292.193      	1.77246      	     22      	      0      	    -22      	      0      	      0      	      0      
     26      	13473.2      	21766.4      	780.326      	5.91093      	3.40047      	23.5821      	4.50185      	5.73614      	74.8104      	10.1507      	3.38356      	293.965      	1.77328      	     22      	      0      	    -22      	      0      	      0      	      0      
  26.05      	13421.9      	21673.5      	776.834      	5.91366      	3.40205      	23.5626      	4.48472      	5.71046      	 74.845      	 10.146      	  3.382      	295.737      	 1.7741      	     22      	      0      	    -22      	      0      	      0      	      0      
   26.1      	13418.9      	21658.3      	774.733      	5.91647      	3.40366      	23.5432      	 4.4837      	5.69502      	74.8806      	10.1412      	3.38039      	297.511      	1.77494      	     22      	      0      	    -22      	      0      	      0      	      0      
  26.15      	13475.7      	21738.8      	774.599      	5.91951      	3.40541      	23.5239      	4.50268      	5.69404      	 74.919      	 10.136      	3.37866      	299.286      	1.77585      	     22      	      0      	    -22      	      0      	      0      	      0      
   26.2      	13584.8      	21902.3      	776.925      	5.92289      	3.40735      	23.5047      	4.53913      	5.71114      	74.9617      	10.1302      	3.37673      	301.061      	1.77687      	     22      	      0      	    -22      	      0      	      0      	      0      
  26.25      	13729.2      	22121.1      	781.342      	5.92666      	3.40953      	23.4856      	 4.5874      	 5.7436      	75.0096      	10.1237      	3.37458      	302.837      	  1.778      	     22      	      0      	    -22      	      0      	      0      	      0      
   26.3      	13882.9      	22352.8      	787.101      	5.93089      	3.41196      	23.4665      	4.63876      	5.78594      	75.0631      	10.1165      	3.37217      	304.615      	1.77927      	     22      	      0      	    -22      	      0      	      0      	      0      
  26.35      	  14023      	22560.5      	793.081      	5.93558      	3.41466      	23.4476      	4.68556      	 5.8299      	75.1224      	10.1085      	3.36951      	306.394      	1.78067      	     22      	      0      	    -22      	      0      	      0      	      0      
   26.4      	14132.2      	22716.9      	798.385      	5.94061      	3.41755      	23.4287      	4.72204      	5.86889      	75.1861      	   10.1      	3.36666      	308.174      	1.78218      	     22      	      0      	    -22      	      0      	      0      	      0      
  26.45      	14207.1      	22817.4      	 802.37      	 5.9458      	3.42054      	23.4099      	4.74707      	5.89818      	75.2518      	10.0912      	3.36372      	309.955      	1.78374      	     22      	      0      	    -22      	      0      	      0      	      0      
   26.5      	14252.5      	22870.5      	 804.98      	5.95095      	 3.4235      	23.3912      	4.76224      	5.91737      	 75.317      	10.0824      	3.36081      	311.738      	1.78529      	     22      	      0      	    -22      	      0      	      0      	      0      
  26.55      	14279.6      	  22895      	806.472      	5.95591      	3.42635      	23.3726      	 4.7713      	5.92833      	75.3797      	 10.074      	3.35801      	313.522      	1.78677      	     22      	      0      	    -22      	      0      	      0      	      0      
   26.6      	14299.5      	22908.8      	807.318      	5.96062      	3.42906      	23.3541      	4.77796      	5.93455      	75.4393      	10.0661      	3.35536      	315.308      	1.78818      	     22      	      0      	    -22      	      0      	      0      	      0      
  26.65      	14322.3      	22928.3      	807.977      	5.96505      	3.43161      	23.3356      	4.78558      	 5.9394      	75.4953      	10.0586      	3.35287      	317.096      	1.78951      	     22      	      0      	    -22      	      0      	      0      	      0      
   26.7      	14353.5      	22962.3      	 808.84      	5.96918      	3.43398      	23.3172      	  4.796      	5.94574      	75.5476      	10.0516      	3.35055      	318.885      	1.79075      	     22      	      0      	    -22      	      0      	      0      	      0      
  26.75      	14397.1      	23017.1      	 810.14      	5.97306      	3.43622      	23.2989      	4.81056      	 5.9553      	75.5968      	10.0451      	3.34837      	320.675      	1.79192      	     22      	      0      	    -22      	      0      	      0      	      0      
   26.8      	14452.8      	23091.5      	812.034      	5.97683      	3.43839      	23.2807      	4.82917      	5.96922      	75.6445      	10.0388      	3.34625      	322.466      	1.79305      	     22      	      0      	    -22      	      0      	      0      	      0      
  26.85      	14519.3      	23183.2      	814.506      	5.98059      	3.44055      	23.2625      	 4.8514      	5.98739      	 75.692      	10.0325      	3.34415      	324.259      	1.79418      	     22      	      0      	    -22      	      0      	      0      	      0      
   26.9      	14591.8      	23284.2      	817.509      	5.98437      	3.44272      	23.2444      	 4.8756      	6.00947      	75.7399      	10.0261      	3.34204      	326.052      	1.79531      	     22      	      0      	    -22      	      0      	      0      	      0      
  26.95      	14666.5      	  23388      	820.845      	 5.9883      	3.44498      	23.2264      	4.90057      	6.03399      	75.7896      	10.0195      	3.33985      	327.847      	1.79649      	     22      	      0      	    -22      	      0      	      0      	      0      
     27      	14739.7      	  23488      	824.342      	 5.9926      	3.44746      	23.2085      	4.92505      	 6.0597      	 75.844      	10.0124      	3.33745      	329.643      	1.79778      	     22      	      0      	    -22      	      0      	      0      	      0      
  27.05      	14816.6      	23591.2      	827.801      	5.99748      	3.45026      	23.1906      	4.95072      	6.08512      	75.9058      	10.0042      	3.33473      	 331.44      	1.79924      	     22      	      0      	    -22      	      0      	      0      	      0      
   27.1      	14897.3      	23697.6      	831.428      	 6.0031      	 3.4535      	23.1728      	4.97771      	6.11178      	 75.977      	9.99483      	3.33161      	333.239      	1.80093      	     22      	      0      	    -22      	      0      	      0      	      0      
  27.15      	14968.8      	23785.8      	 835.21      	6.00955      	3.45721      	23.1551      	 5.0016      	6.13958      	76.0586      	9.98411      	3.32804      	335.039      	1.80286      	     22      	      0      	    -22      	      0      	      0      	      0      
   27.2      	15028.7      	23852.1      	838.509      	6.01679      	3.46138      	23.1374      	5.02159      	6.16383      	76.1503      	9.97209      	3.32403      	336.841      	1.80504      	     22      	      0      	    -22      	      0      	      0      	      0      
  27.25      	  15079      	23900.7      	841.261      	6.02466      	 3.4659      	23.1198      	 5.0384      	6.18406      	76.2499      	9.95906      	3.31969      	338.645      	 1.8074      	     22      	      0      	    -22      	      0      	      0      	      0      
   27.3      	15121.6      	23935.8      	843.586      	6.03283      	 3.4706      	23.1023      	5.05264      	6.20115      	76.3533      	9.94557      	3.31519      	340.451      	1.80985      	     22      	      0      	    -22      	      0      	      0      	      0      
  27.35      	15157.6      	23960.8      	845.599      	 6.0409      	3.47525      	23.0848      	5.06468      	6.21595      	76.4554      	9.93229      	3.31076      	342.259      	1.81227      	     22      	      0      	    -22      	      0      	      0      	      0      
   27.4      	15189.5      	23980.6      	847.362      	6.04861      	3.47968      	23.0674      	5.07534      	6.22891      	76.5529      	9.91963      	3.30654      	 344.07      	1.81458      	     22      	      0      	    -22      	      0      	      0      	      0      
  27.45      	15218.1      	23996.9      	848.997      	 6.0559      	3.48387      	  23.05      	 5.0849      	6.24093      	76.6452      	9.90769      	3.30256      	345.884      	1.81677      	     22      	      0      	    -22      	      0      	      0      	      0      
   27.5      	15244.9      	  24012      	850.523      	6.06272      	 3.4878      	23.0327      	5.09385      	6.25215      	76.7316      	9.89654      	3.29885      	  347.7      	1.81882      	     22      	      0      	    -22      	      0      	      0      	      0      
  27.55      	15269.9      	24026.6      	852.002      	6.06898      	 3.4914      	23.0155      	5.10219      	6.26302      	76.8107      	9.88635      	3.29545      	349.517      	1.82069      	     22      	      0      	    -22      	      0      	      0      	      0      
   27.6      	15294.5      	24042.5      	853.441      	 6.0747      	3.49469      	22.9983      	 5.1104      	 6.2736      	76.8831      	9.87703      	3.29234      	351.337      	1.82241      	     22      	      0      	    -22      	      0      	      0      	      0      
  27.65      	15318.6      	24059.5      	854.899      	   6.08      	3.49774      	22.9811      	5.11845      	6.28432      	76.9502      	9.86842      	3.28947      	353.159      	  1.824      	     22      	      0      	    -22      	      0      	      0      	      0      
   27.7      	15343.6      	24079.2      	856.368      	6.08493      	3.50057      	 22.964      	5.12681      	6.29512      	77.0126      	9.86042      	3.28681      	354.982      	1.82548      	     22      	      0      	    -22      	      0      	      0      	      0      
  27.75      	15369.2      	24100.7      	857.892      	6.08966      	 3.5033      	 22.947      	5.13536      	6.30632      	77.0725      	9.85276      	3.28425      	356.807      	 1.8269      	     22      	      0      	    -22      	      0      	      0      	      0      
   27.8      	15397.3      	24125.6      	859.437      	 6.0945      	3.50608      	  22.93      	5.14475      	6.31767      	77.1337      	9.84495      	3.28165      	358.633      	1.82835      	     22      	      0      	    -22      	      0      	      0      	      0      
  27.85      	15427.7      	24152.4      	861.065      	6.09978      	3.50912      	 22.913      	5.15493      	6.32964      	77.2006      	9.83642      	3.27881      	0.460469      	1.82993      	     22      	      0      	    -22      	      0      	      0      	      0      
   27.9      	15461.5      	24181.5      	 862.74      	6.10575      	3.51255      	22.8961      	 5.1662      	6.34195      	77.2762      	 9.8268      	 3.2756      	2.28961      	1.83173      	     22      	      0      	    -22      	      0      	      0      	      0      
  27.95      	15495.1      	24207.4      	864.486      	6.11247      	3.51642      	22.8793      	5.17744      	6.35479      	77.3612      	9.81599      	  3.272      	4.12045      	1.83374      	     22      	      0      	    -22      	      0      	      0      	      0      
     28      	15531.9      	24235.7      	866.164      	6.11985      	3.52066      	22.8625      	5.18975      	6.36712      	77.4546      	9.80416      	3.26805      	5.95318      	1.83596      	     22      	      0      	    -22      	      0      	      0      	      0      
  28.05      	  15569      	24262.4      	867.938      	 6.1277      	3.52518      	22.8457      	5.20212      	6.38016      	 77.554      	 9.7916      	3.26387      	7.78804      	1.83831      	     22      	      0      	    -22      	      0      	      0      	      0      
   28.1      	15605.5      	24287.1      	869.696      	6.13583      	3.52986      	 22.829      	5.21432      	6.39309      	77.6568      	9.77863      	3.25954      	9.62518      	1.84075      	     22      	      0      	    -22      	      0      	      0      	      0      
  28.15      	15639.8      	24308.1      	871.431      	6.14403      	3.53457      	22.8123      	 5.2258      	6.40584      	77.7606      	9.76558      	3.25519      	11.4647      	1.84321      	     22      	      0      	    -22      	      0      	      0      	      0      
   28.2      	15673.2      	24327.8      	 873.08      	6.15213      	3.53924      	22.7957      	5.23694      	6.41796      	77.8632      	9.75271      	 3.2509      	13.3067      	1.84564      	     22      	      0      	    -22      	      0      	      0      	      0      
  28.25      	15703.8      	24344.1      	874.713      	6.16005      	3.54379      	22.7792      	5.24719      	6.42997      	77.9634      	9.74018      	3.24673      	15.1511      	1.84801      	     22      	      0      	    -22      	      0      	      0      	      0      
   28.3      	15732.7      	24358.7      	876.257      	6.16767      	3.54817      	22.7626      	5.25683      	6.44132      	78.0598      	9.72815      	3.24272      	 16.998      	 1.8503      	     22      	      0      	    -22      	      0      	      0      	      0      
  28.35      	15757.7      	24369.2      	877.753      	6.17482      	3.55229      	22.7461      	5.26519      	6.45231      	78.1503      	9.71688      	3.23896      	18.8471      	1.85245      	     22      	      0      	    -22      	      0      	      0      	      0      
   28.4      	15780.8      	24378.8      	 879.13      	6.18141      	3.55608      	22.7297      	5.27289      	6.46244      	78.2337      	9.70652      	3.23551      	20.6985      	1.85442      	     22      	      0      	    -22      	      0      	      0      	      0      
  28.45      	15800.2      	24384.9      	880.476      	6.18749      	3.55957      	22.7133      	5.27939      	6.47233      	78.3106      	9.69699      	3.23233      	22.5519      	1.85625      	     22      	      0      	    -22      	      0      	      0      	      0      
   28.5      	15814.7      	  24385      	881.719      	6.19312      	3.56281      	22.6969      	5.28423      	6.48147      	78.3819      	9.68818      	3.22939      	24.4073      	1.85793      	     22      	      0      	    -22      	      0      	      0      	      0      
  28.55      	15817.6      	24368.5      	882.835      	6.19844      	3.56587      	22.6806      	5.28518      	6.48967      	78.4492      	9.67986      	3.22662      	26.2644      	1.85953      	     22      	      0      	    -22      	      0      	      0      	      0      
   28.6      	15807.6      	24332.2      	883.558      	6.20375      	3.56893      	22.6644      	5.28184      	6.49499      	78.5165      	9.67156      	3.22385      	28.1231      	1.86113      	     22      	      0      	    -22      	      0      	      0      	      0      
  28.65      	15807.7      	24310.5      	883.764      	6.20937      	3.57216      	22.6481      	 5.2819      	 6.4965      	78.5875      	9.66282      	3.22094      	29.9834      	1.86281      	     22      	      0      	    -22      	      0      	      0      	      0      
   28.7      	15826.5      	24315.6      	 884.28      	6.21543      	3.57565      	 22.632      	5.28817      	 6.5003      	78.6643      	9.65339      	 3.2178      	31.8454      	1.86463      	     22      	      0      	    -22      	      0      	      0      	      0      
  28.75      	15847.1      	24321.6      	885.467      	6.22197      	3.57941      	22.6158      	5.29504      	6.50902      	78.7471      	9.64324      	3.21441      	33.7091      	1.86659      	     22      	      0      	    -22      	      0      	      0      	      0      
   28.8      	15862.1      	24317.2      	886.665      	6.22899      	3.58345      	22.5998      	5.30007      	6.51782      	78.8359      	9.63238      	3.21079      	35.5747      	 1.8687      	     22      	      0      	    -22      	      0      	      0      	      0      
  28.85      	15867.3      	24296.3      	887.619      	6.23642      	3.58773      	22.5837      	5.30182      	6.52484      	  78.93      	 9.6209      	3.20697      	37.4424      	1.87093      	     22      	      0      	    -22      	      0      	      0      	      0      
   28.9      	15862.7      	24259.3      	888.165      	6.24413      	3.59216      	22.5678      	5.30028      	6.52885      	79.0274      	9.60903      	3.20301      	39.3122      	1.87324      	     22      	      0      	    -22      	      0      	      0      	      0      
  28.95      	15842.7      	24198.3      	888.307      	6.25195      	3.59666      	22.5518      	5.29358      	 6.5299      	79.1265      	9.59701      	  3.199      	41.1843      	1.87558      	     22      	      0      	    -22      	      0      	      0      	      0      
     29      	  15807      	24113.6      	887.809      	6.25976      	3.60115      	22.5359      	5.28165      	6.52623      	79.2254      	9.58503      	3.19501      	43.0587      	1.87793      	     22      	      0      	    -22      	      0      	      0      	      0      
  29.05      	15752.4      	  24001      	886.658      	6.26743      	3.60556      	22.5201      	5.26342      	6.51778      	79.3223      	9.57331      	 3.1911      	44.9354      	1.88023      	     22      	      0      	    -22      	      0      	      0      	      0      
   29.1      	15691.1      	23879.7      	884.714      	6.27476      	3.60978      	22.5019      	5.24294      	6.50348      	79.4152      	9.56212      	3.18737      	46.8145      	1.88243      	     22      	      0      	    -22      	      0      	      0      	      0      
  29.15      	15617.9      	23742.6      	882.535      	6.28152      	3.61367      	 22.482      	5.21845      	6.48747      	79.5007      	9.55183      	3.18394      	48.6958      	1.88446      	     22      	      0      	    -22      	      0      	      0      	      0      
   29.2      	  15534      	23592.7      	879.854      	6.28749      	 3.6171      	22.4619      	5.19043      	6.46776      	79.5763      	9.54276      	3.18092      	50.5793      	1.88625      	     22      	      0      	    -22      	      0      	      0      	      0      
  29.25      	15446.8      	23440.7      	876.682      	6.29273      	3.62012      	22.4419      	5.16129      	6.44445      	79.6425      	9.53482      	3.17827      	52.4646      	1.88782      	     22      	      0      	    -22      	      0      	      0      	      0      
   29.3      	  15380      	23321.7      	873.298      	6.29747      	3.62284      	22.4218      	5.13897      	6.41956      	79.7026      	9.52764      	3.17588      	54.3516      	1.88924      	     22      	      0      	    -22      	      0      	      0      	      0      
  29.35      	15352.4      	23263.6      	870.668      	 6.3019      	3.62539      	22.4019      	5.12977      	6.40024      	79.7587      	9.52093      	3.17364      	56.2402      	1.89057      	     22      	      0      	    -22      	      0      	      0      	      0      
   29.4      	15385.8      	23298.2      	  869.6      	6.30623      	3.62788      	22.3821      	5.14092      	6.39239      	79.8134      	9.51441      	3.17147      	58.1301      	1.89187      	     22      	      0      	    -22      	      0      	      0      	      0      
  29.45      	15488.7      	  23437      	871.013      	6.31079      	3.63051      	22.3623      	5.17529      	6.40277      	79.8711      	9.50753      	3.16918      	60.0213      	1.89324      	     22      	      0      	    -22      	      0      	      0      	      0      
   29.5      	15649.4      	23661.1      	875.232      	 6.3159      	3.63345      	22.3427      	  5.229      	6.43378      	79.9358      	9.49984      	3.16661      	61.9138      	1.89477      	     22      	      0      	    -22      	      0      	      0      	      0      
  29.55      	15838.2      	23924.7      	881.721      	6.32166      	3.63676      	22.3231      	5.29208      	6.48149      	80.0088      	9.49117      	3.16372      	63.8078      	 1.8965      	     22      	      0      	    -22      	      0      	      0      	      0      
   29.6      	16023.2      	24179.7      	 889.18      	6.32806      	3.64044      	22.3037      	5.35391      	6.53631      	80.0897      	9.48158      	3.16053      	65.7035      	1.89842      	     22      	      0      	    -22      	      0      	      0      	      0      
  29.65      	16175.9      	24382.8      	896.311      	6.33512      	3.64451      	22.2843      	5.40491      	6.58874      	80.1791      	9.47101      	  3.157      	67.6009      	1.90054      	     22      	      0      	    -22      	      0      	      0      	      0      
   29.7      	16285.4      	  24518      	902.017      	6.34287      	3.64896      	22.2651      	5.44152      	6.63068      	80.2772      	9.45944      	3.15315      	69.5004      	1.90286      	     22      	      0      	    -22      	      0      	      0      	      0      
  29.75      	16352.7      	24587.2      	905.955      	6.35114      	3.65372      	 22.246      	  5.464      	6.65963      	80.3818      	9.44713      	3.14904      	71.4021      	1.90534      	     22      	      0      	    -22      	      0      	      0      	      0      
   29.8      	16389.7      	24609.9      	 908.22      	6.35966      	3.65862      	22.2269      	5.47637      	6.67627      	80.4897      	9.43447      	3.14482      	73.3062      	 1.9079      	     22      	      0      	    -22      	      0      	      0      	      0      
  29.85      	16409.5      	24606.6      	909.365      	6.36816      	3.66351      	 22.208      	5.48296      	6.68469      	80.5972      	9.42188      	3.14063      	75.2128      	1.91045      	     22      	      0      	    -22      	      0      	      0      	      0      
   29.9      	16425.8      	24599.3      	909.932      	6.37639      	3.66825      	22.1891      	5.48841      	6.68886      	80.7015      	9.40971      	3.13657      	 77.122      	1.91292      	     22      	      0      	    -22      	      0      	      0      	      0      
  29.95      	16446.1      	24599.8      	910.479      	6.38413      	 3.6727      	22.1704      	 5.4952      	6.69288      	80.7994      	 9.3983      	3.13277      	79.0337      	1.91524      	     22      	      0      	    -22      	      0      	      0      	      0      
     30      	16476.6      	24618.1      	911.292      	6.39122      	3.67678      	22.1518      	5.50538      	6.69886      	80.8891      	9.38788      	3.12929      	80.9478      	1.91737      	     22      	      0      	    -22      	      0      	      0      	      0      
  30.05      	16517.5      	24654.5      	912.637      	6.39765      	3.68047      	22.1332      	5.51906      	6.70875      	80.9704      	9.37845      	3.12615      	82.8641      	1.91929      	     22      	      0      	    -22      	      0      	      0      	      0      
   30.1      	16568.6      	24707.8      	914.532      	6.40358      	3.68389      	22.1148      	5.53612      	6.72267      	81.0455      	9.36976      	3.12325      	84.7824      	1.92107      	     22      	      0      	    -22      	      0      	      0      	      0      
  30.15      	16625.3      	24770.5      	916.956      	6.40923      	3.68714      	22.0964      	5.55507      	6.74049      	 81.117      	 9.3615      	 3.1205      	86.7026      	1.92277      	     22      	      0      	    -22      	      0      	      0      	      0      
   30.2      	16683.8      	24836.5      	919.708      	6.41471      	3.69029      	22.0782      	5.57464      	6.76072      	81.1864      	 9.3535      	3.11783      	88.6245      	1.92441      	     22      	      0      	    -22      	      0      	      0      	      0      
  30.25      	16740.8      	24900.1      	922.618      	 6.4202      	3.69345      	  22.06      	5.59368      	6.78211      	81.2559      	9.34551      	3.11517      	90.5481      	1.92606      	     22      	      0      	    -22      	      0      	      0      	      0      
   30.3      	16806.5      	24975.1      	 925.54      	6.42599      	3.69678      	 22.042      	5.61561      	6.80359      	81.3292      	9.33708      	3.11236      	92.4733      	 1.9278      	     22      	      0      	    -22      	      0      	      0      	      0      
  30.35      	16865.6      	25037.9      	928.878      	6.43243      	3.70048      	 22.024      	5.63537      	6.82813      	81.4106      	9.32774      	3.10925      	94.4003      	1.92973      	     22      	      0      	    -22      	      0      	      0      	      0      
   30.4      	  16911      	25076.6      	931.881      	6.43977      	3.70471      	22.0058      	5.65052      	6.85021      	81.5036      	9.31711      	 3.1057      	 96.329      	1.93193      	     22      	      0      	    -22      	      0      	      0      	      0      
  30.45      	16941.4      	25088.9      	934.237      	6.44821      	3.70956      	21.9878      	5.66068      	6.86753      	81.6104      	9.30491      	3.10164      	98.2599      	1.93446      	     22      	      0      	    -22      	      0      	      0      	      0      
   30.5      	16961.6      	25081.9      	935.908      	 6.4577      	3.71502      	21.9698      	5.66744      	6.87981      	81.7304      	9.29124      	3.09708      	100.193      	1.93731      	     22      	      0      	    -22      	      0      	      0      	      0      
  30.55      	16970.8      	  25056      	937.103      	6.46788      	3.72088      	21.9519      	5.67053      	6.88859      	81.8594      	9.27661      	 3.0922      	102.129      	1.94036      	     22      	      0      	    -22      	      0      	      0      	      0      
   30.6      	16972.6      	25018.3      	937.805      	 6.4783      	3.72687      	21.9341      	5.67112      	6.89376      	81.9912      	9.26169      	3.08723      	104.068      	1.94349      	     22      	      0      	    -22      	      0      	      0      	      0      
  30.65      	16967.1      	24970.6      	938.204      	 6.4886      	 3.7328      	21.9165      	 5.6693      	6.89668      	82.1215      	9.24699      	3.08233      	 106.01      	1.94658      	     22      	      0      	    -22      	      0      	      0      	      0      
   30.7      	16958.2      	24919.4      	938.331      	6.49849      	3.73849      	21.8989      	5.66631      	6.89762      	82.2468      	9.23291      	3.07764      	107.955      	1.94955      	     22      	      0      	    -22      	      0      	      0      	      0      
  30.75      	  16943      	  24862      	938.363      	6.50766      	3.74376      	21.8815      	5.66122      	6.89786      	82.3628      	 9.2199      	 3.0733      	109.903      	 1.9523      	     22      	      0      	    -22      	      0      	      0      	      0      
   30.8      	16925.2      	24804.2      	938.188      	6.51596      	3.74854      	21.8641      	5.65527      	6.89657      	82.4679      	9.20815      	3.06938      	111.854      	1.95479      	     22      	      0      	    -22      	      0      	      0      	      0      
  30.85      	16903.2      	24743.6      	937.976      	6.52345      	3.75285      	21.8469      	5.64793      	6.89501      	82.5626      	9.19759      	3.06586      	113.807      	1.95703      	     22      	      0      	    -22      	      0      	      0      	      0      
   30.9      	  16880      	24684.6      	937.643      	6.53008      	3.75666      	21.8298      	5.64019      	6.89257      	82.6466      	9.18825      	3.06275      	115.763      	1.95902      	     22      	      0      	    -22      	      0      	      0      	      0      
  30.95      	16853.4      	24623.9      	937.309      	6.53585      	3.75998      	21.8128      	5.63129      	 6.8901      	82.7196      	9.18014      	3.06005      	117.721      	1.96076      	     22      	      0      	    -22      	      0      	      0      	      0      
     31      	16827.5      	  24567      	936.858      	6.54093      	 3.7629      	21.7959      	5.62265      	 6.8868      	82.7839      	9.17301      	3.05767      	119.681      	1.96228      	     22      	      0      	    -22      	      0      	      0      	      0      
  31.05      	16801.7      	24511.6      	936.469      	6.54568      	3.76564      	21.7791      	5.61403      	6.88393      	 82.844      	9.16635      	3.05545      	121.643      	 1.9637      	     22      	      0      	    -22      	      0      	      0      	      0      
   31.1      	16780.1      	24461.7      	936.072      	6.55056      	3.76845      	21.7624      	5.60679      	6.88102      	82.9058      	9.15952      	3.05317      	123.606      	1.96517      	     22      	      0      	    -22      	      0      	      0      	      0      
  31.15      	16759.6      	24411.8      	935.811      	6.55592      	3.77153      	21.7459      	5.59993      	 6.8791      	82.9736      	9.15204      	3.05068      	 125.57      	1.96678      	     22      	      0      	    -22      	      0      	      0      	      0      
   31.2      	16742.9      	24365.1      	935.521      	6.56196      	  3.775      	21.7294      	5.59437      	6.87696      	83.0501      	9.14361      	3.04787      	127.536      	1.96859      	     22      	      0      	    -22      	      0      	      0      	      0      
  31.25      	16726.6      	24316.1      	 935.33      	6.56878      	3.77893      	21.7131      	5.58892      	6.87556      	83.1364      	9.13411      	 3.0447      	129.504      	1.97064      	     22      	      0      	    -22      	      0      	      0      	      0      
   31.3      	16712.9      	24268.1      	935.084      	6.57638      	 3.7833      	21.6969      	5.58434      	6.87375      	83.2325      	9.12357      	3.04119      	131.473      	1.97291      	     22      	      0      	    -22      	      0      	      0      	      0      
  31.35      	16697.2      	24215.4      	934.896      	6.58452      	3.78798      	21.6808      	5.57911      	6.87237      	83.3356      	9.11228      	3.03743      	133.445      	1.97536      	     22      	      0      	    -22      	      0      	      0      	      0      
   31.4      	16682.1      	24162.6      	934.586      	6.59291      	3.79281      	21.6649      	5.57404      	6.87009      	83.4418      	9.10068      	3.03356      	135.419      	1.97787      	     22      	      0      	    -22      	      0      	      0      	      0      
  31.45      	16663.2      	24104.5      	934.301      	6.60132      	3.79765      	 21.649      	5.56774      	  6.868      	83.5482      	9.08909      	 3.0297      	137.396      	 1.9804      	     22      	      0      	    -22      	      0      	      0      	      0      
   31.5      	16642.9      	24045.1      	933.868      	 6.6096      	3.80241      	21.6333      	5.56097      	6.86482      	 83.653      	9.07771      	 3.0259      	139.375      	1.98288      	     22      	      0      	    -22      	      0      	      0      	      0      
  31.55      	16616.6      	23978.3      	933.403      	6.61751      	3.80696      	21.6177      	5.55216      	 6.8614      	83.7531      	9.06685      	3.02228      	141.357      	1.98525      	     22      	      0      	    -22      	      0      	      0      	      0      
   31.6      	16585.6      	23907.4      	932.707      	6.62477      	3.81114      	21.6022      	5.54182      	6.85628      	 83.845      	9.05691      	3.01897      	143.341      	1.98743      	     22      	      0      	    -22      	      0      	      0      	      0      
  31.65      	16540.8      	23819.7      	931.899      	 6.6312      	3.81483      	21.5868      	5.52684      	6.85034      	83.9263      	9.04814      	3.01605      	145.327      	1.98936      	     22      	      0      	    -22      	      0      	      0      	      0      
   31.7      	16479.8      	23712.2      	930.648      	6.63669      	3.81799      	21.5716      	5.50645      	6.84115      	83.9958      	9.04066      	3.01355      	147.315      	1.99101      	     22      	      0      	    -22      	      0      	      0      	      0      
  31.75      	16411.3      	23597.3      	928.864      	6.64126      	3.82062      	21.5565      	5.48356      	6.82803      	84.0537      	9.03443      	3.01148      	149.306      	1.99238      	     22      	      0      	    -22      	      0      	      0      	      0      
   31.8      	16366.4      	23519.2      	926.742      	6.64512      	3.82284      	21.5415      	5.46858      	6.81243      	84.1025      	9.02919      	3.00973      	151.297      	1.99354      	     22      	      0      	    -22      	      0      	      0      	      0      
  31.85      	16331.7      	  23457      	925.566      	 6.6486      	3.82485      	21.5267      	5.45698      	6.80378      	84.1466      	9.02446      	3.00815      	 153.29      	1.99458      	     22      	      0      	    -22      	      0      	      0      	      0      
   31.9      	  16295      	23392.1      	924.754      	6.65207      	3.82684      	21.5121      	5.44471      	6.79781      	84.1905      	9.01975      	3.00658      	155.284      	1.99562      	     22      	      0      	    -22      	      0      	      0      	      0      
  31.95      	16247.1      	23310.2      	923.838      	6.65582      	  3.829      	21.4975      	5.42872      	6.79108      	 84.238      	9.01467      	3.00489      	157.279      	1.99675      	     22      	      0      	    -22      	      0      	      0      	      0      
