# Sensor: Sensor Generator      
# Record count:   14002      
# Storage mode:  Memory      
# Datetime of save: 2024-11-28T17:34:19      
# Statistical parameters for each field (time series) are placed above the column of the respective time series.
      
# Results earlier than the 'Statistics start time' (see below) are not included when calculating the statistic variables.
# Statistics start time: 100 s      
      
# Column      
      1      	      2      	      3      	      4      	      5      	      6      	      7      	      8      	      9      	      
Time [s]      	Power (electrical)      [    k W      ]      	 Torque      [     Nm      ]      	Torque on main shaft      [   k Nm      ]      	Torque diff. on main shaft      [   k Nm      ]      	    RPM      [    rpm      ]      	Filtered RPM      [    rpm      ]      	Electricity production      [   k Wh      ]      	 Region      [             ]      
    2.8      	13719.3      	1.9624e+07      	  19624      	-12622.2      	  6.676      	  6.676      	10.8904      	      0      
   2.85      	13697.7      	1.9624e+07      	  19624      	-12103.4      	6.66544      	6.66544      	11.0807      	      0      
    2.9      	13680.5      	1.9624e+07      	  19624      	-11553.2      	6.65709      	6.65709      	11.2707      	      0      
   2.95      	13662.3      	1.9624e+07      	  19624      	-11005.1      	6.64824      	6.64824      	11.4604      	      0      
      3      	  13651      	1.9624e+07      	  19624      	-10447.9      	6.64273      	6.64273      	  11.65      	      0      
   3.05      	13641.5      	1.9624e+07      	  19624      	-9881.21      	6.63813      	6.63813      	11.8395      	      0      
    3.1      	  13631      	1.9624e+07      	  19624      	-9328.67      	  6.633      	  6.633      	12.0288      	      0      
   3.15      	13613.2      	1.9624e+07      	  19624      	-8741.5      	6.62436      	6.62436      	12.2179      	      0      
    3.2      	13599.5      	1.9624e+07      	  19624      	-8148.29      	6.61769      	6.61769      	12.4068      	      0      
   3.25      	13581.3      	1.9624e+07      	  19624      	-7531.81      	6.60881      	6.60881      	12.5954      	      0      
    3.3      	13570.6      	1.9624e+07      	  19624      	-6901.64      	 6.6036      	 6.6036      	12.7839      	      0      
   3.35      	13554.8      	1.9624e+07      	  19624      	-6286.71      	6.59592      	6.59592      	12.9721      	      0      
    3.4      	13548.9      	1.9624e+07      	  19624      	-5659.29      	6.59307      	6.59307      	13.1603      	      0      
   3.45      	13541.8      	1.9624e+07      	  19624      	-5050.21      	6.58959      	6.58959      	13.3484      	      0      
    3.5      	  13538      	1.9624e+07      	  19624      	-4421.94      	6.58777      	6.58777      	13.5364      	      0      
   3.55      	13529.9      	1.9624e+07      	  19624      	  -3803      	 6.5838      	 6.5838      	13.7243      	      0      
    3.6      	13524.1      	1.9624e+07      	  19624      	-3209.69      	6.58099      	6.58099      	13.9122      	      0      
   3.65      	13519.2      	1.9624e+07      	  19624      	-2646.11      	 6.5786      	 6.5786      	14.0999      	      0      
    3.7      	13518.6      	1.9624e+07      	  19624      	-2105.44      	 6.5783      	 6.5783      	14.2877      	      0      
   3.75      	13519.2      	1.9624e+07      	  19624      	-1542.5      	6.57861      	6.57861      	14.4755      	      0      
    3.8      	13524.6      	1.9624e+07      	  19624      	-990.463      	6.58123      	6.58123      	14.6633      	      0      
   3.85      	13527.4      	1.9624e+07      	  19624      	-463.631      	6.58258      	6.58258      	14.8512      	      0      
    3.9      	13533.1      	1.9624e+07      	  19624      	 42.379      	6.58535      	6.58535      	15.0391      	      0      
   3.95      	13531.9      	1.9624e+07      	  19624      	515.308      	6.58479      	6.58479      	15.2271      	      0      
      4      	13534.7      	1.9624e+07      	  19624      	968.278      	6.58616      	6.58616      	15.4151      	      0      
   4.05      	13536.8      	1.9624e+07      	  19624      	1372.01      	6.58716      	6.58716      	15.6031      	      0      
    4.1      	13543.4      	1.9624e+07      	  19624      	1740.35      	6.59036      	6.59036      	15.7912      	      0      
   4.15      	13550.2      	1.9624e+07      	  19624      	2065.57      	6.59369      	6.59369      	15.9794      	      0      
    4.2      	  13559      	1.9624e+07      	  19624      	   2356      	6.59797      	6.59797      	16.1677      	      0      
   4.25      	13567.5      	1.9624e+07      	  19624      	2625.82      	6.60212      	6.60212      	16.3561      	      0      
    4.3      	13575.8      	1.9624e+07      	  19624      	2896.93      	6.60614      	6.60614      	16.5447      	      0      
   4.35      	13582.1      	1.9624e+07      	  19624      	3202.49      	6.60919      	6.60919      	16.7333      	      0      
    4.4      	13591.7      	1.9624e+07      	  19624      	3576.98      	 6.6139      	 6.6139      	16.9221      	      0      
   4.45      	13602.3      	1.9624e+07      	  19624      	4048.12      	6.61903      	6.61903      	 17.111      	      0      
    4.5      	  13619      	1.9624e+07      	  19624      	4623.39      	6.62716      	6.62716      	17.3002      	      0      
   4.55      	13634.4      	1.9624e+07      	  19624      	5261.21      	6.63464      	6.63464      	17.4895      	      0      
    4.6      	  13654      	1.9624e+07      	  19624      	5909.71      	 6.6442      	 6.6442      	17.6792      	      0      
   4.65      	  13672      	1.9624e+07      	  19624      	 6496.7      	6.65297      	6.65297      	17.8691      	      0      
    4.7      	13691.2      	1.9624e+07      	  19624      	7001.03      	6.66232      	6.66232      	18.0592      	      0      
   4.75      	  13710      	1.9624e+07      	  19624      	7414.48      	6.67146      	6.67146      	18.2496      	      0      
    4.8      	13730.7      	1.9624e+07      	  19624      	7755.38      	6.68154      	6.68154      	18.4403      	      0      
   4.85      	13753.9      	1.9624e+07      	  19624      	8048.51      	6.69281      	6.69281      	18.6314      	      0      
    4.9      	13779.7      	1.9624e+07      	  19624      	8325.53      	6.70535      	6.70535      	18.8228      	      0      
   4.95      	13803.7      	1.9624e+07      	  19624      	8611.14      	6.71707      	6.71707      	19.0145      	      0      
      5      	13829.1      	1.9624e+07      	  19624      	8921.18      	6.72942      	6.72942      	19.2065      	      0      
   5.05      	13852.2      	1.9624e+07      	  19624      	9251.92      	6.74067      	6.74067      	19.3989      	      0      
    5.1      	13877.1      	1.9624e+07      	  19624      	9609.42      	6.75278      	6.75278      	19.5917      	      0      
   5.15      	13900.5      	1.9624e+07      	  19624      	9975.39      	6.76416      	6.76416      	19.7847      	      0      
    5.2      	13927.5      	1.9624e+07      	  19624      	  10347      	6.77731      	6.77731      	19.9782      	      0      
   5.25      	13956.3      	1.9624e+07      	  19624      	10717.6      	6.79131      	6.79131      	 20.172      	      0      
    5.3      	13987.7      	1.9624e+07      	  19624      	11099.1      	6.80658      	6.80658      	20.3663      	      0      
   5.35      	14019.3      	1.9624e+07      	  19624      	11453.1      	6.82194      	6.82194      	 20.561      	      0      
    5.4      	14051.6      	1.9624e+07      	  19624      	11777.2      	6.83769      	6.83769      	20.7562      	      0      
   5.45      	14085.1      	1.9624e+07      	  19624      	12075.2      	6.85397      	6.85397      	20.9518      	      0      
    5.5      	14121.4      	1.9624e+07      	  19624      	12359.1      	6.87165      	6.87165      	21.1479      	      0      
   5.55      	14159.1      	1.9624e+07      	  19624      	12623.1      	6.88999      	6.88999      	21.3446      	      0      
    5.6      	14200.6      	1.9624e+07      	  19624      	12882.6      	6.91017      	6.91017      	21.5418      	      0      
   5.65      	14242.5      	1.9624e+07      	  19624      	  13128      	6.93055      	6.93055      	21.7396      	      0      
    5.7      	14286.4      	1.9624e+07      	  19624      	13384.4      	6.95193      	6.95193      	 21.938      	      0      
   5.75      	14328.5      	1.9624e+07      	  19624      	13638.4      	6.97241      	6.97241      	 22.137      	      0      
    5.8      	14369.7      	1.9624e+07      	  19624      	13904.9      	6.99248      	6.99248      	22.3366      	      0      
   5.85      	14409.6      	1.9624e+07      	  19624      	14164.7      	7.01188      	7.01188      	22.5368      	      0      
    5.9      	14450.1      	1.9624e+07      	  19624      	  14435      	7.03157      	7.03157      	22.7374      	      0      
   5.95      	14490.7      	1.9624e+07      	  19624      	14700.1      	7.05137      	7.05137      	22.9387      	      0      
      6      	14532.6      	1.9624e+07      	  19624      	14977.2      	7.07171      	7.07171      	23.1406      	      0      
   6.05      	14574.7      	1.9624e+07      	  19624      	  15248      	7.09225      	7.09225      	 23.343      	      0      
    6.1      	14617.7      	1.9624e+07      	  19624      	15530.5      	7.11316      	7.11316      	 23.546      	      0      
   6.15      	14660.3      	1.9624e+07      	  19624      	15806.6      	 7.1339      	 7.1339      	23.7496      	      0      
    6.2      	14704.8      	1.9624e+07      	  19624      	  16098      	7.15554      	7.15554      	23.9539      	      0      
   6.25      	14750.4      	1.9624e+07      	  19624      	16376.7      	7.17773      	7.17773      	24.1587      	      0      
    6.3      	14799.2      	1.9624e+07      	  19624      	16664.8      	7.20148      	7.20148      	24.3643      	      0      
   6.35      	14849.9      	1.9624e+07      	  19624      	16938.5      	7.22615      	7.22615      	24.5705      	      0      
    6.4      	14903.2      	1.9624e+07      	  19624      	17224.6      	 7.2521      	 7.2521      	24.7775      	      0      
   6.45      	14957.6      	1.9624e+07      	  19624      	17494.5      	7.27853      	7.27853      	24.9852      	      0      
    6.5      	15012.4      	1.9624e+07      	  19624      	17771.9      	7.30521      	7.30521      	25.1938      	      0      
   6.55      	15066.5      	1.9624e+07      	  19624      	18015.9      	7.33155      	7.33155      	 25.403      	      0      
    6.6      	15120.7      	1.9624e+07      	  19624      	18248.5      	 7.3579      	 7.3579      	 25.613      	      0      
   6.65      	15174.7      	1.9624e+07      	  19624      	18497.9      	7.38419      	7.38419      	25.8238      	      0      
    6.7      	15229.6      	1.9624e+07      	  19624      	  18794      	 7.4109      	 7.4109      	26.0353      	      0      
   6.75      	15284.2      	1.9624e+07      	  19624      	19066.7      	7.43748      	7.43748      	26.2476      	      0      
    6.8      	15339.5      	1.9624e+07      	  19624      	19339.4      	7.46441      	7.46441      	26.4606      	      0      
   6.85      	15394.6      	1.9624e+07      	  19624      	19573.7      	7.49121      	7.49121      	26.6744      	      0      
    6.9      	15450.2      	1.9624e+07      	  19624      	19798.4      	7.51827      	7.51827      	 26.889      	      0      
   6.95      	15505.4      	1.9624e+07      	  19624      	19968.9      	7.54513      	7.54513      	27.1044      	      0      
      7      	15561.9      	1.9624e+07      	  19624      	20111.7      	7.57263      	7.57263      	27.3205      	      0      
   7.05      	15620.2      	1.9624e+07      	  19624      	20190.6      	7.60099      	7.60099      	27.5375      	      0      
    7.1      	  15681      	1.9624e+07      	  19624      	  20251      	7.63056      	7.63056      	27.7553      	      0      
   7.15      	15743.3      	1.9624e+07      	  19624      	20294.9      	 7.6609      	 7.6609      	27.9739      	      0      
    7.2      	15806.9      	1.9624e+07      	  19624      	20426.8      	7.69184      	7.69184      	28.1935      	      0      
   7.25      	15870.7      	1.9624e+07      	  19624      	20706.6      	7.72288      	7.72288      	28.4139      	      0      
    7.3      	15935.2      	1.9624e+07      	  19624      	21227.7      	7.75425      	7.75425      	28.6352      	      0      
   7.35      	15999.9      	1.9624e+07      	  19624      	21924.1      	7.78575      	7.78575      	28.8574      	      0      
    7.4      	16066.3      	1.9624e+07      	  19624      	22690.8      	7.81804      	7.81804      	29.0806      	      0      
   7.45      	16134.1      	1.9624e+07      	  19624      	  23355      	7.85103      	7.85103      	29.3047      	      0      
    7.5      	16203.9      	1.9624e+07      	  19624      	23876.1      	7.88503      	7.88503      	29.5297      	      0      
   7.55      	16274.6      	1.9624e+07      	  19624      	22872.6      	 7.9194      	 7.9194      	29.7557      	      0      
    7.6      	  16345      	1.9624e+07      	  19624      	22100.5      	7.95369      	7.95369      	29.9828      	      0      
   7.65      	16413.4      	1.9624e+07      	  19624      	21742.7      	7.98696      	7.98696      	30.2107      	      0      
    7.7      	16479.4      	1.9624e+07      	  19624      	21643.6      	 8.0191      	 8.0191      	30.4396      	      0      
   7.75      	16544.1      	1.9624e+07      	  19624      	21563.6      	8.05055      	8.05055      	30.6694      	      0      
    7.8      	16610.3      	1.9624e+07      	  19624      	21655.8      	8.08275      	8.08275      	30.9001      	      0      
   7.85      	16680.9      	1.9624e+07      	  19624      	21765.2      	8.11715      	8.11715      	31.1318      	      0      
    7.9      	16756.5      	1.9624e+07      	  19624      	21927.4      	8.15393      	8.15393      	31.3645      	      0      
   7.95      	16828.4      	1.9624e+07      	  19624      	21907.9      	8.18889      	8.18889      	31.5982      	      0      
      8      	16891.3      	1.9624e+07      	  19624      	21906.5      	 8.2195      	 8.2195      	31.8328      	      0      
   8.05      	16953.7      	1.9624e+07      	  19624      	21688.7      	8.24989      	8.24989      	32.0683      	      0      
    8.1      	17024.2      	1.9624e+07      	  19624      	  21468      	8.28416      	8.28416      	32.3047      	      0      
   8.15      	  17094      	1.9624e+07      	  19624      	20968.6      	8.31816      	8.31816      	32.5422      	      0      
    8.2      	17157.5      	1.9624e+07      	  19624      	20475.6      	8.34904      	8.34904      	32.7805      	      0      
   8.25      	17221.5      	1.9624e+07      	  19624      	19723.8      	8.38019      	8.38019      	33.0196      	      0      
    8.3      	17289.3      	1.9624e+07      	  19624      	19120.2      	8.41316      	8.41316      	33.2598      	      0      
   8.35      	17355.9      	1.9624e+07      	  19624      	18365.1      	8.44557      	8.44557      	33.5008      	      0      
    8.4      	17407.5      	1.96101e+07      	19610.1      	17842.6      	8.47671      	8.47671      	33.7426      	      0      
   8.45      	17403.9      	1.9536e+07      	  19536      	17116.2      	8.50713      	8.50713      	33.9843      	      0      
    8.5      	17399.5      	1.94617e+07      	19461.7      	16573.6      	8.53745      	8.53745      	 34.226      	      0      
   8.55      	17390.1      	1.93873e+07      	19387.3      	15803.4      	8.56557      	8.56557      	34.4675      	      0      
    8.6      	17374.6      	1.93128e+07      	19312.8      	15336.1      	8.59091      	8.59091      	34.7088      	      0      
   8.65      	17353.3      	1.92384e+07      	19238.4      	  14564      	8.61362      	8.61362      	34.9498      	      0      
    8.7      	17328.5      	1.91641e+07      	19164.1      	14042.2      	8.63464      	8.63464      	35.1905      	      0      
   8.75      	17299.5      	1.909e+07      	  19090      	13208.7      	8.65367      	8.65367      	35.4308      	      0      
    8.8      	17267.1      	1.90161e+07      	19016.1      	12730.9      	8.67101      	8.67101      	35.6706      	      0      
   8.85      	17233.6      	1.89427e+07      	18942.7      	11890.5      	8.68772      	8.68772      	  35.91      	      0      
    8.9      	17201.2      	1.88697e+07      	18869.7      	11378.4      	8.70491      	8.70491      	36.1489      	      0      
   8.95      	17166.1      	1.87973e+07      	18797.3      	10486.1      	8.72061      	8.72061      	36.3873      	      0      
      9      	17127.8      	1.87255e+07      	18725.5      	9973.77      	8.73452      	8.73452      	36.6252      	      0      
   9.05      	17090.7      	1.86544e+07      	18654.4      	9016.67      	 8.7488      	 8.7488      	36.8625      	      0      
    9.1      	17055.8      	1.85841e+07      	18584.1      	8451.35      	8.76399      	8.76399      	37.0994      	      0      
   9.15      	17019.1      	1.85147e+07      	18514.7      	7521.47      	8.77794      	8.77794      	37.3358      	      0      
    9.2      	16982.1      	1.84461e+07      	18446.1      	7015.08      	 8.7914      	 8.7914      	37.5717      	      0      
   9.25      	16946.7      	1.83785e+07      	18378.5      	 6032.2      	8.80536      	8.80536      	 37.807      	      0      
    9.3      	16909.9      	1.83118e+07      	18311.8      	5444.09      	8.81822      	8.81822      	38.0419      	      0      
   9.35      	16868.3      	1.82462e+07      	18246.2      	4402.41      	8.82812      	8.82812      	38.2762      	      0      
    9.4      	16823.4      	1.81817e+07      	18181.7      	3761.37      	8.83586      	8.83586      	38.5098      	      0      
   9.45      	16776.5      	1.81183e+07      	18118.3      	2639.94      	8.84207      	8.84207      	38.7428      	      0      
    9.5      	16726.7      	1.80561e+07      	18056.1      	1917.41      	8.84621      	8.84621      	38.9751      	      0      
   9.55      	16673.6      	1.79952e+07      	17995.2      	849.871      	8.84799      	8.84799      	39.2067      	      0      
    9.6      	16619.5      	1.79356e+07      	17935.6      	319.809      	8.84856      	8.84856      	39.4376      	      0      
   9.65      	16565.4      	1.78773e+07      	17877.3      	-413.347      	8.84855      	8.84855      	39.6676      	      0      
    9.7      	16510.4      	1.78205e+07      	17820.5      	-579.108      	8.84728      	8.84728      	39.8969      	      0      
   9.75      	16453.6      	1.77651e+07      	17765.1      	-993.218      	8.84434      	8.84434      	40.1255      	      0      
    9.8      	16397.8      	1.77113e+07      	17711.3      	-1093.01      	8.84112      	8.84112      	40.3532      	      0      
   9.85      	16345.9      	1.7659e+07      	  17659      	-1676.26      	 8.8392      	 8.8392      	40.5802      	      0      
    9.9      	16297.4      	1.76083e+07      	17608.3      	-2076.18      	8.83834      	8.83834      	40.8066      	      0      
   9.95      	16249.6      	1.75592e+07      	17559.2      	-2864.07      	8.83705      	8.83705      	41.0323      	      0      
     10      	16202.5      	1.75118e+07      	17511.8      	-3406.77      	8.83535      	8.83535      	41.2573      	      0      
  10.05      	16157.5      	1.7466e+07      	  17466      	-4209.12      	 8.8339      	 8.8339      	41.4817      	      0      
   10.1      	16111.8      	1.74218e+07      	17421.8      	-4740.68      	8.83127      	8.83127      	41.7055      	      0      
  10.15      	16062.5      	1.73792e+07      	17379.2      	-5445.02      	8.82581      	8.82581      	41.9286      	      0      
   10.2      	16011.4      	1.73383e+07      	17338.3      	-5920.59      	8.81848      	8.81848      	 42.151      	      0      
  10.25      	15959.8      	1.72991e+07      	17299.1      	-6556.61      	8.80998      	8.80998      	42.3726      	      0      
   10.3      	15906.3      	1.72615e+07      	17261.5      	-6972.92      	8.79957      	8.79957      	42.5936      	      0      
  10.35      	15850.7      	1.72257e+07      	17225.7      	-7526.31      	8.78708      	8.78708      	42.8137      	      0      
   10.4      	15794.9      	1.71915e+07      	17191.5      	-7977.16      	8.77349      	8.77349      	43.0331      	      0      
  10.45      	15738.6      	1.71592e+07      	17159.2      	-8580.72      	8.75872      	8.75872      	43.2517      	      0      
   10.5      	15681.5      	1.71286e+07      	17128.6      	-9103.71      	8.74257      	8.74257      	43.4695      	      0      
  10.55      	15624.7      	1.70997e+07      	17099.7      	-9719.63      	8.72557      	8.72557      	43.6865      	      0      
   10.6      	15570.8      	1.70727e+07      	17072.7      	-10279.2      	8.70922      	8.70922      	43.9027      	      0      
  10.65      	15520.5      	1.70475e+07      	17047.5      	-10914.1      	8.69393      	8.69393      	44.1183      	      0      
   10.7      	15473.8      	1.70242e+07      	17024.2      	-11506.5      	8.67966      	8.67966      	44.3332      	      0      
  10.75      	15429.7      	1.70026e+07      	17002.6      	 -12129      	8.66587      	8.66587      	44.5475      	      0      
   10.8      	15387.8      	1.69829e+07      	16982.9      	-12734.1      	8.65238      	8.65238      	44.7612      	      0      
  10.85      	15346.1      	1.69649e+07      	16964.9      	-13355.6      	8.63806      	8.63806      	44.9744      	      0      
   10.9      	15302.9      	1.69487e+07      	16948.7      	-13966.1      	  8.622      	  8.622      	45.1869      	      0      
  10.95      	15257.5      	1.69343e+07      	16934.3      	 -14564      	8.60376      	8.60376      	45.3988      	      0      
     11      	15211.3      	1.69216e+07      	16921.6      	-15177.1      	8.58415      	8.58415      	45.6101      	      0      
  11.05      	15164.3      	1.69107e+07      	16910.7      	-15770.4      	8.56313      	8.56313      	45.8207      	      0      
   11.1      	  15115      	1.69015e+07      	16901.5      	 -16381      	8.53994      	8.53994      	46.0306      	      0      
  11.15      	15062.9      	1.6894e+07      	  16894      	-16951.1      	8.51427      	8.51427      	46.2398      	      0      
   11.2      	15009.7      	1.68884e+07      	16888.4      	-17554.8      	8.48703      	8.48703      	46.4483      	      0      
  11.25      	14955.2      	1.68845e+07      	16884.5      	-18118.8      	8.45813      	8.45813      	 46.656      	      0      
   11.3      	14899.1      	1.68825e+07      	16882.5      	-18729.8      	 8.4274      	 8.4274      	 46.863      	      0      
  11.35      	14843.3      	1.68823e+07      	16882.3      	-19313.9      	8.39597      	8.39597      	47.0691      	      0      
   11.4      	14790.6      	1.68839e+07      	16883.9      	-19935.9      	8.36537      	8.36537      	47.2745      	      0      
  11.45      	14741.2      	1.68875e+07      	16887.5      	-20467.6      	8.33565      	8.33565      	47.4793      	      0      
   11.5      	14693.9      	1.68929e+07      	16892.9      	-21041.2      	8.30628      	8.30628      	47.6834      	      0      
  11.55      	14648.6      	1.69002e+07      	16900.2      	-21581.1      	8.27705      	8.27705      	47.8868      	      0      
   11.6      	14604.7      	1.69093e+07      	16909.3      	-22191.7      	 8.2478      	 8.2478      	48.0897      	      0      
  11.65      	14561.4      	1.69204e+07      	16920.4      	-22772.8      	  8.218      	  8.218      	48.2919      	      0      
   11.7      	14517.7      	1.69333e+07      	16933.3      	-23419.1      	8.18707      	8.18707      	48.4935      	      0      
  11.75      	14473.4      	1.6948e+07      	  16948      	-24034.3      	8.15497      	8.15497      	48.6946      	      0      
