# Sensor: Sensor Generator      
# Record count:   14002      
# Storage mode:  Memory      
# Datetime of save: 2024-11-28T17:34:20      
# Statistical parameters for each field (time series) are placed above the column of the respective time series.
      
# Results earlier than the 'Statistics start time' (see below) are not included when calculating the statistic variables.
# Statistics start time: 100 s      
      
# Column      
      1      	      2      	      3      	      4      	      5      	      6      	      7      	      8      	      9      	      
Time [s]      	Power (electrical)      [    k W      ]      	 Torque      [     Nm      ]      	Torque on main shaft      [   k Nm      ]      	Torque diff. on main shaft      [   k Nm      ]      	    RPM      [    rpm      ]      	Filtered RPM      [    rpm      ]      	Electricity production      [   k Wh      ]      	 Region      [             ]      
   3.95      	853.654      	2.08466e+06      	2084.66      	-1151.89      	3.91037      	3.91037      	1.52589      	      0      
      4      	840.072      	2.05156e+06      	2051.56      	-1098.67      	3.91024      	3.91024      	1.53755      	      0      
   4.05      	826.228      	2.01833e+06      	2018.33      	-1046.46      	3.90913      	3.90913      	1.54903      	      0      
    4.1      	812.317      	1.98497e+06      	1984.97      	-994.886      	3.90789      	3.90789      	1.56031      	      0      
   4.15      	798.302      	1.95151e+06      	1951.51      	-944.321      	3.90632      	3.90632      	 1.5714      	      0      
    4.2      	784.285      	1.91794e+06      	1917.94      	-895.041      	 3.9049      	 3.9049      	1.58229      	      0      
   4.25      	770.316      	1.88428e+06      	1884.28      	-846.418      	3.90387      	3.90387      	1.59299      	      0      
    4.3      	756.367      	1.85053e+06      	1850.53      	-799.164      	3.90309      	3.90309      	 1.6035      	      0      
   4.35      	742.311      	1.8167e+06      	 1816.7      	-753.035      	3.90187      	3.90187      	1.61381      	      0      
    4.4      	728.143      	1.78281e+06      	1782.81      	-708.244      	3.90016      	3.90016      	1.62392      	      0      
   4.45      	713.821      	1.74886e+06      	1748.86      	-665.15      	3.89769      	3.89769      	1.63383      	      0      
    4.5      	699.584      	1.71483e+06      	1714.83      	-623.323      	3.89575      	3.89575      	1.64355      	      0      
   4.55      	  685.4      	1.68072e+06      	1680.72      	-583.217      	3.89421      	3.89421      	1.65307      	      0      
    4.6      	671.405      	1.64655e+06      	1646.55      	-543.985      	3.89387      	3.89387      	1.66239      	      0      
   4.65      	657.423      	1.61233e+06      	1612.33      	-506.298      	3.89371      	3.89371      	1.67153      	      0      
    4.7      	643.485      	1.57807e+06      	1578.07      	-470.099      	3.89389      	3.89389      	1.68046      	      0      
   4.75      	  629.5      	1.5438e+06      	 1543.8      	-435.048      	3.89382      	3.89382      	1.68921      	      0      
    4.8      	615.462      	1.50954e+06      	1509.54      	-401.211      	3.89338      	3.89338      	1.69775      	      0      
   4.85      	601.405      	1.47531e+06      	1475.31      	-368.102      	3.89275      	3.89275      	1.70611      	      0      
    4.9      	587.428      	1.4411e+06      	 1441.1      	-336.143      	3.89252      	3.89252      	1.71427      	      0      
   4.95      	573.517      	1.40694e+06      	1406.94      	-305.252      	3.89262      	3.89262      	1.72223      	      0      
      5      	559.671      	1.37284e+06      	1372.84      	-275.408      	3.89299      	3.89299      	   1.73      	      0      
   5.05      	545.759      	1.33882e+06      	1338.82      	-246.956      	3.89268      	3.89268      	1.73758      	      0      
    5.1      	531.816      	1.30489e+06      	1304.89      	-219.405      	3.89187      	3.89187      	1.74497      	      0      
   5.15      	517.828      	1.27105e+06      	1271.05      	-193.199      	3.89041      	3.89041      	1.75216      	      0      
    5.2      	503.897      	1.23729e+06      	1237.29      	-167.954      	3.88904      	3.88904      	1.75916      	      0      
   5.25      	490.034      	1.2036e+06      	 1203.6      	-143.943      	3.88789      	3.88789      	1.76597      	      0      
    5.3      	476.295      	1.17e+06      	   1170      	-121.118      	3.88743      	3.88743      	1.77258      	      0      
   5.35      	462.655      	1.13647e+06      	1136.47      	-99.3373      	3.88749      	3.88749      	1.77901      	      0      
    5.4      	449.081      	1.10304e+06      	1103.04      	-78.5909      	3.88782      	3.88782      	1.78525      	      0      
   5.45      	435.522      	1.06971e+06      	1069.71      	-58.3969      	 3.8879      	 3.8879      	1.79129      	      0      
    5.5      	421.986      	1.0365e+06      	 1036.5      	-38.6434      	3.88777      	3.88777      	1.79716      	      0      
   5.55      	408.505      	1.00341e+06      	1003.41      	-19.3309      	3.88768      	3.88768      	1.80283      	      0      
    5.6      	395.134      	 970449      	970.449      	-0.232708      	3.88815      	3.88815      	1.80832      	      0      
   5.65      	381.844      	 937632      	937.632      	18.5882      	3.88889      	3.88889      	1.81362      	      0      
    5.7      	368.636      	 904971      	904.971      	37.5059      	3.88987      	3.88987      	1.81874      	      0      
   5.75      	355.453      	 872482      	872.482      	56.2624      	3.89043      	3.89043      	1.82368      	      0      
    5.8      	342.298      	 840174      	840.174      	 75.096      	3.89051      	3.89051      	1.82843      	      0      
   5.85      	329.163      	 808049      	808.049      	94.0295      	3.88996      	3.88996      	  1.833      	      0      
    5.9      	316.079      	 776102      	776.102      	113.027      	3.88909      	3.88909      	1.83739      	      0      
   5.95      	303.077      	 744323      	744.323      	132.093      	3.88833      	3.88833      	 1.8416      	      0      
      6      	290.183      	 712706      	712.706      	151.173      	3.88806      	3.88806      	1.84563      	      0      
   6.05      	277.383      	 681248      	681.248      	170.304      	3.88818      	3.88818      	1.84949      	      0      
    6.1      	264.653      	 649949      	649.949      	189.537      	3.88838      	3.88838      	1.85316      	      0      
   6.15      	251.972      	 618812      	618.812      	208.836      	3.88835      	3.88835      	1.85666      	      0      
    6.2      	239.357      	 587836      	587.836      	228.377      	3.88832      	3.88832      	1.85999      	      0      
   6.25      	226.816      	 557023      	557.023      	248.045      	3.88842      	3.88842      	1.86314      	      0      
    6.3      	214.369      	 526372      	526.372      	267.973      	3.88902      	3.88902      	1.86611      	      0      
   6.35      	202.008      	 495890      	 495.89      	288.303      	3.89004      	3.89004      	1.86892      	      0      
    6.4      	189.732      	 465589      	465.589      	309.517      	3.89144      	3.89144      	1.87155      	      0      
   6.45      	177.524      	 435480      	 435.48      	331.506      	3.89277      	3.89277      	1.87402      	      0      
    6.5      	 165.37      	 405577      	405.577      	354.164      	3.89364      	3.89364      	1.87632      	      0      
   6.55      	153.274      	 375884      	375.884      	377.336      	3.89392      	3.89392      	1.87844      	      0      
    6.6      	 141.25      	 346398      	346.398      	400.894      	 3.8939      	 3.8939      	1.88041      	      0      
   6.65      	129.309      	 317114      	317.114      	424.698      	3.89389      	3.89389      	 1.8822      	      0      
    6.7      	117.456      	 288026      	288.026      	448.715      	3.89418      	3.89418      	1.88383      	      0      
   6.75      	105.683      	 259128      	259.128      	472.852      	3.89457      	3.89457      	 1.8853      	      0      
    6.8      	93.9833      	 230420      	 230.42      	497.118      	3.89496      	3.89496      	1.88661      	      0      
   6.85      	82.3533      	 201896      	201.896      	521.421      	3.89515      	3.89515      	1.88775      	      0      
    6.9      	70.7946      	 173554      	173.554      	545.912      	3.89527      	3.89527      	1.88873      	      0      
   6.95      	59.3076      	 145386      	145.386      	570.523      	3.89547      	3.89547      	1.88956      	      0      
      7      	47.8944      	 117389      	117.389      	595.287      	3.89609      	3.89609      	1.89022      	      0      
   7.05      	36.5529      	89562.9      	89.5629      	620.135      	3.89732      	3.89732      	1.89073      	      0      
    7.1      	25.2805      	61915.4      	61.9154      	645.093      	3.89904      	3.89904      	1.89108      	      0      
   7.15      	14.0759      	  34458      	 34.458      	670.178      	3.90084      	3.90084      	1.89128      	      0      
    7.2      	2.94341      	7202.65      	7.20265      	695.436      	3.90238      	3.90238      	1.89132      	      0      
   7.25      	3.71781e-16      	9.09495e-13      	9.09495e-16      	701.058      	3.90354      	3.90354      	1.89132      	      0      
    7.3      	      0      	      0      	      0      	699.947      	 3.9043      	 3.9043      	1.89132      	      0      
   7.35      	      0      	      0      	      0      	699.382      	3.90496      	3.90496      	1.89132      	      0      
    7.4      	      0      	      0      	      0      	699.472      	3.90568      	3.90568      	1.89132      	      0      
   7.45      	      0      	      0      	      0      	700.361      	3.90648      	3.90648      	1.89132      	      0      
    7.5      	      0      	      0      	      0      	702.211      	3.90719      	3.90719      	1.89132      	      0      
   7.55      	      0      	      0      	      0      	705.317      	3.90767      	3.90767      	1.89132      	      0      
    7.6      	      0      	      0      	      0      	709.949      	3.90785      	3.90785      	1.89132      	      0      
   7.65      	      0      	      0      	      0      	716.252      	  3.908      	  3.908      	1.89132      	      0      
    7.7      	      0      	      0      	      0      	 724.29      	3.90845      	3.90845      	1.89132      	      0      
   7.75      	      0      	      0      	      0      	733.891      	3.90948      	3.90948      	1.89132      	      0      
    7.8      	      0      	      0      	      0      	744.816      	3.91108      	3.91108      	1.89132      	      0      
   7.85      	      0      	      0      	      0      	756.643      	3.91302      	3.91302      	1.89132      	      0      
    7.9      	      0      	      0      	      0      	769.085      	3.91494      	3.91494      	1.89132      	      0      
   7.95      	      0      	      0      	      0      	781.818      	3.91659      	3.91659      	1.89132      	      0      
      8      	      0      	      0      	      0      	794.709      	3.91793      	3.91793      	1.89132      	      0      
   8.05      	      0      	      0      	      0      	807.537      	3.91919      	3.91919      	1.89132      	      0      
    8.1      	      0      	      0      	      0      	820.256      	3.92051      	3.92051      	1.89132      	      0      
   8.15      	      0      	      0      	      0      	832.857      	3.92183      	3.92183      	1.89132      	      0      
    8.2      	      0      	      0      	      0      	845.431      	3.92299      	3.92299      	1.89132      	      0      
   8.25      	      0      	      0      	      0      	858.037      	3.92383      	3.92383      	1.89132      	      0      
    8.3      	      0      	      0      	      0      	870.844      	3.92426      	3.92426      	1.89132      	      0      
   8.35      	      0      	      0      	      0      	883.921      	3.92448      	3.92448      	1.89132      	      0      
    8.4      	      0      	      0      	      0      	897.331      	3.92485      	3.92485      	1.89132      	      0      
   8.45      	      0      	      0      	      0      	911.073      	3.92563      	3.92563      	1.89132      	      0      
    8.5      	      0      	      0      	      0      	925.161      	3.92696      	3.92696      	1.89132      	      0      
   8.55      	      0      	      0      	      0      	 939.57      	 3.9287      	 3.9287      	1.89132      	      0      
    8.6      	      0      	      0      	      0      	954.305      	3.93055      	3.93055      	1.89132      	      0      
   8.65      	      0      	      0      	      0      	969.341      	3.93234      	3.93234      	1.89132      	      0      
    8.7      	      0      	      0      	      0      	984.626      	3.93409      	3.93409      	1.89132      	      0      
   8.75      	      0      	      0      	      0      	1000.07      	 3.9359      	 3.9359      	1.89132      	      0      
    8.8      	      0      	      0      	      0      	1015.53      	3.93784      	3.93784      	1.89132      	      0      
   8.85      	      0      	      0      	      0      	1030.92      	3.93988      	3.93988      	1.89132      	      0      
    8.9      	      0      	      0      	      0      	1046.08      	3.94182      	3.94182      	1.89132      	      0      
   8.95      	      0      	      0      	      0      	1060.95      	 3.9434      	 3.9434      	1.89132      	      0      
      9      	      0      	      0      	      0      	1075.68      	3.94451      	3.94451      	1.89132      	      0      
   9.05      	      0      	      0      	      0      	1090.22      	3.94526      	3.94526      	1.89132      	      0      
    9.1      	      0      	      0      	      0      	1104.19      	3.94596      	3.94596      	1.89132      	      0      
   9.15      	      0      	      0      	      0      	1117.29      	3.94686      	3.94686      	1.89132      	      0      
    9.2      	      0      	      0      	      0      	1129.54      	3.94814      	3.94814      	1.89132      	      0      
   9.25      	      0      	      0      	      0      	1140.94      	3.94971      	3.94971      	1.89132      	      0      
    9.3      	      0      	      0      	      0      	1151.57      	3.95143      	3.95143      	1.89132      	      0      
   9.35      	      0      	      0      	      0      	 1161.5      	 3.9532      	 3.9532      	1.89132      	      0      
    9.4      	      0      	      0      	      0      	1170.87      	3.95503      	3.95503      	1.89132      	      0      
   9.45      	      0      	      0      	      0      	1179.72      	3.95702      	3.95702      	1.89132      	      0      
    9.5      	      0      	      0      	      0      	1188.09      	3.95928      	3.95928      	1.89132      	      0      
   9.55      	      0      	      0      	      0      	1195.97      	3.96177      	3.96177      	1.89132      	      0      
    9.6      	      0      	      0      	      0      	1203.41      	3.96427      	3.96427      	1.89132      	      0      
   9.65      	      0      	      0      	      0      	1210.37      	 3.9665      	 3.9665      	1.89132      	      0      
    9.7      	      0      	      0      	      0      	1216.85      	3.96829      	3.96829      	1.89132      	      0      
   9.75      	      0      	      0      	      0      	1222.79      	3.96967      	3.96967      	1.89132      	      0      
    9.8      	      0      	      0      	      0      	1228.09      	3.97084      	3.97084      	1.89132      	      0      
   9.85      	      0      	      0      	      0      	1232.63      	3.97202      	3.97202      	1.89132      	      0      
    9.9      	      0      	      0      	      0      	1236.38      	3.97335      	3.97335      	1.89132      	      0      
   9.95      	      0      	      0      	      0      	1239.29      	3.97482      	3.97482      	1.89132      	      0      
     10      	      0      	      0      	      0      	1241.41      	3.97634      	3.97634      	1.89132      	      0      
  10.05      	      0      	      0      	      0      	1242.77      	3.97786      	3.97786      	1.89132      	      0      
   10.1      	      0      	      0      	      0      	1243.46      	3.97945      	3.97945      	1.89132      	      0      
  10.15      	      0      	      0      	      0      	1243.53      	3.98125      	3.98125      	1.89132      	      0      
   10.2      	      0      	      0      	      0      	1243.05      	3.98341      	3.98341      	1.89132      	      0      
  10.25      	      0      	      0      	      0      	1242.08      	 3.9859      	 3.9859      	1.89132      	      0      
   10.3      	      0      	      0      	      0      	1240.68      	3.98854      	3.98854      	1.89132      	      0      
  10.35      	      0      	      0      	      0      	1238.87      	3.99107      	3.99107      	1.89132      	      0      
   10.4      	      0      	      0      	      0      	1236.69      	 3.9933      	 3.9933      	1.89132      	      0      
  10.45      	      0      	      0      	      0      	1234.13      	3.99517      	3.99517      	1.89132      	      0      
   10.5      	      0      	      0      	      0      	1231.17      	3.99679      	3.99679      	1.89132      	      0      
  10.55      	      0      	      0      	      0      	1227.72      	3.99829      	3.99829      	1.89132      	      0      
   10.6      	      0      	      0      	      0      	1223.74      	3.99978      	3.99978      	1.89132      	      0      
  10.65      	      0      	      0      	      0      	1219.16      	4.00125      	4.00125      	1.89132      	      0      
   10.7      	      0      	      0      	      0      	1213.97      	4.00261      	4.00261      	1.89132      	      0      
  10.75      	      0      	      0      	      0      	1208.18      	4.00385      	4.00385      	1.89132      	      0      
   10.8      	      0      	      0      	      0      	1201.86      	4.00507      	4.00507      	1.89132      	      0      
  10.85      	      0      	      0      	      0      	1195.04      	4.00644      	4.00644      	1.89132      	      0      
   10.9      	      0      	      0      	      0      	 1187.8      	4.00815      	4.00815      	1.89132      	      0      
  10.95      	      0      	      0      	      0      	 1180.2      	4.01023      	4.01023      	1.89132      	      0      
     11      	      0      	      0      	      0      	1172.33      	4.01257      	4.01257      	1.89132      	      0      
  11.05      	      0      	      0      	      0      	1164.25      	4.01497      	4.01497      	1.89132      	      0      
   11.1      	      0      	      0      	      0      	1156.07      	4.01725      	4.01725      	1.89132      	      0      
  11.15      	      0      	      0      	      0      	 1147.8      	4.01929      	4.01929      	1.89132      	      0      
   11.2      	      0      	      0      	      0      	1139.46      	4.02115      	4.02115      	1.89132      	      0      
  11.25      	      0      	      0      	      0      	1130.93      	4.02291      	4.02291      	1.89132      	      0      
   11.3      	      0      	      0      	      0      	1122.19      	4.02459      	4.02459      	1.89132      	      0      
  11.35      	      0      	      0      	      0      	1113.06      	4.02614      	4.02614      	1.89132      	      0      
   11.4      	      0      	      0      	      0      	1103.54      	4.02748      	4.02748      	1.89132      	      0      
  11.45      	      0      	      0      	      0      	1094.22      	4.02856      	4.02856      	1.89132      	      0      
   11.5      	      0      	      0      	      0      	1085.19      	4.02949      	4.02949      	1.89132      	      0      
  11.55      	      0      	      0      	      0      	1076.29      	4.03043      	4.03043      	1.89132      	      0      
   11.6      	      0      	      0      	      0      	1067.29      	4.03159      	4.03159      	1.89132      	      0      
  11.65      	      0      	      0      	      0      	1058.11      	4.03308      	4.03308      	1.89132      	      0      
   11.7      	      0      	      0      	      0      	 1048.8      	4.03487      	4.03487      	1.89132      	      0      
  11.75      	      0      	      0      	      0      	1039.39      	4.03682      	4.03682      	1.89132      	      0      
   11.8      	      0      	      0      	      0      	1029.98      	4.03879      	4.03879      	1.89132      	      0      
  11.85      	      0      	      0      	      0      	1020.62      	4.04069      	4.04069      	1.89132      	      0      
   11.9      	      0      	      0      	      0      	1011.38      	4.04255      	4.04255      	1.89132      	      0      
  11.95      	      0      	      0      	      0      	1002.22      	4.04439      	4.04439      	1.89132      	      0      
     12      	      0      	      0      	      0      	993.135      	4.04621      	4.04621      	1.89132      	      0      
  12.05      	      0      	      0      	      0      	984.031      	 4.0479      	 4.0479      	1.89132      	      0      
   12.1      	      0      	      0      	      0      	974.849      	4.04935      	4.04935      	1.89132      	      0      
  12.15      	      0      	      0      	      0      	 965.52      	4.05048      	4.05048      	1.89132      	      0      
   12.2      	      0      	      0      	      0      	    956      	4.05133      	4.05133      	1.89132      	      0      
  12.25      	      0      	      0      	      0      	946.274      	4.05205      	4.05205      	1.89132      	      0      
   12.3      	      0      	      0      	      0      	936.371      	4.05283      	4.05283      	1.89132      	      0      
  12.35      	      0      	      0      	      0      	926.336      	4.05382      	4.05382      	1.89132      	      0      
   12.4      	      0      	      0      	      0      	  916.4      	4.05504      	4.05504      	1.89132      	      0      
  12.45      	      0      	      0      	      0      	906.809      	4.05642      	4.05642      	1.89132      	      0      
   12.5      	      0      	      0      	      0      	897.988      	 4.0579      	 4.0579      	1.89132      	      0      
  12.55      	      0      	      0      	      0      	890.349      	4.05943      	4.05943      	1.89132      	      0      
   12.6      	      0      	      0      	      0      	884.352      	4.06104      	4.06104      	1.89132      	      0      
  12.65      	      0      	      0      	      0      	880.262      	4.06276      	4.06276      	1.89132      	      0      
   12.7      	      0      	      0      	      0      	 878.18      	4.06457      	4.06457      	1.89132      	      0      
  12.75      	      0      	      0      	      0      	878.004      	4.06637      	4.06637      	1.89132      	      0      
