# Sensor: Sensor Sea      
# Record count:   14002      
# Storage mode:  Memory      
# Datetime of save: 2024-11-28T17:34:20      
# Statistical parameters for each field (time series) are placed above the column of the respective time series.
      
# Results earlier than the 'Statistics start time' (see below) are not included when calculating the statistic variables.
# Statistics start time: 100 s      
      
# Column      
      1      	      2      	      3      	      
Time [s]      	Surface elevation (origin)      [      m      ]      	Dynamic pressure (origin)      [   k Pa      ]      
      2      	0.548515      	5.52379      
   2.05      	0.55007      	5.53945      
    2.1      	0.550876      	5.54757      
   2.15      	0.550932      	5.54814      
    2.2      	0.550239      	5.54115      
   2.25      	0.548796      	5.52662      
    2.3      	0.546607      	5.50457      
   2.35      	0.543673      	5.47503      
    2.4      	   0.54      	5.43804      
   2.45      	0.535591      	5.39365      
    2.5      	0.530454      	5.34191      
   2.55      	0.524595      	 5.2829      
    2.6      	0.518021      	5.21671      
   2.65      	0.510743      	5.14341      
    2.7      	0.502769      	5.06311      
   2.75      	0.494111      	4.97592      
    2.8      	0.484781      	4.88196      
   2.85      	0.474791      	4.78135      
    2.9      	0.464154      	4.67424      
   2.95      	0.452886      	4.56076      
      3      	0.441001      	4.44108      
   3.05      	0.428516      	4.31535      
    3.1      	0.415448      	4.18375      
   3.15      	0.401815      	4.04645      
    3.2      	0.387634      	3.90365      
   3.25      	0.372926      	3.75553      
    3.3      	0.357711      	3.60231      
   3.35      	0.342008      	3.44417      
    3.4      	0.32584      	3.28136      
   3.45      	0.309229      	3.11407      
    3.5      	0.292196      	2.94255      
   3.55      	0.274766      	2.76702      
    3.6      	0.256962      	2.58772      
   3.65      	0.238808      	2.40491      
    3.7      	0.220329      	2.21882      
   3.75      	0.201551      	2.02971      
    3.8      	0.182498      	1.83783      
   3.85      	0.163196      	1.64346      
    3.9      	0.143673      	1.44685      
   3.95      	0.123954      	1.24827      
      4      	0.104066      	1.04799      
   4.05      	0.0840363      	0.846283      
    4.1      	0.0638924      	0.643425      
   4.15      	0.0436616      	0.439692      
    4.2      	0.0233714      	0.23536      
   4.25      	0.00304934      	0.0307082      
    4.3      	-0.0172768      	-0.173986      
   4.35      	-0.0375795      	-0.378443      
    4.4      	-0.0578311      	-0.582385      
   4.45      	-0.0780039      	-0.785534      
    4.5      	-0.0980705      	-0.987614      
   4.55      	-0.118004      	-1.18835      
    4.6      	-0.137776      	-1.38747      
   4.65      	-0.157361      	-1.5847      
    4.7      	-0.176732      	-1.77977      
   4.75      	-0.195862      	-1.97242      
    4.8      	-0.214726      	-2.16239      
   4.85      	-0.233298      	-2.34941      
    4.9      	-0.251552      	-2.53324      
   4.95      	-0.269463      	-2.71361      
      5      	-0.287008      	-2.8903      
   5.05      	-0.304162      	-3.06305      
    5.1      	-0.320902      	-3.23163      
   5.15      	-0.337206      	-3.39581      
    5.2      	-0.35305      	-3.55537      
   5.25      	-0.368414      	-3.71009      
    5.3      	-0.383276      	-3.85977      
   5.35      	-0.397617      	-4.00418      
    5.4      	-0.411417      	-4.14315      
   5.45      	-0.424656      	-4.27648      
    5.5      	-0.437318      	-4.40399      
   5.55      	-0.449385      	-4.5255      
    5.6      	-0.460839      	-4.64086      
   5.65      	-0.471667      	-4.7499      
    5.7      	-0.481852      	-4.85247      
   5.75      	-0.491382      	-4.94844      
    5.8      	-0.500243      	-5.03767      
   5.85      	-0.508423      	-5.12005      
    5.9      	-0.515911      	-5.19546      
   5.95      	-0.522697      	-5.2638      
      6      	-0.528772      	-5.32497      
   6.05      	-0.534126      	-5.37889      
    6.1      	-0.538754      	-5.4255      
   6.15      	-0.542649      	-5.46472      
    6.2      	-0.545805      	-5.4965      
   6.25      	-0.548218      	-5.5208      
    6.3      	-0.549884      	-5.53758      
   6.35      	-0.550803      	-5.54683      
    6.4      	-0.550972      	-5.54853      
   6.45      	-0.55039      	-5.54268      
    6.5      	-0.54906      	-5.52928      
   6.55      	-0.546983      	-5.50836      
    6.6      	-0.544161      	-5.47994      
   6.65      	-0.540598      	-5.44406      
    6.7      	-0.536299      	-5.40077      
   6.75      	-0.531271      	-5.35014      
    6.8      	-0.525519      	-5.29221      
   6.85      	-0.519052      	-5.22709      
    6.9      	-0.511879      	-5.15485      
   6.95      	-0.504009      	-5.0756      
      7      	-0.495453      	-4.98944      
   7.05      	-0.486223      	-4.89648      
    7.1      	-0.476331      	-4.79686      
   7.15      	-0.46579      	-4.69072      
    7.2      	-0.454616      	-4.57819      
   7.25      	-0.442823      	-4.45942      
    7.3      	-0.430427      	-4.33459      
   7.35      	-0.417445      	-4.20386      
    7.4      	-0.403895      	-4.06741      
   7.45      	-0.389795      	-3.92542      
    7.5      	-0.375165      	-3.77808      
   7.55      	-0.360024      	-3.62561      
    7.6      	-0.344394      	-3.4682      
   7.65      	-0.328294      	-3.30607      
    7.7      	-0.311748      	-3.13944      
   7.75      	-0.294777      	-2.96854      
    7.8      	-0.277405      	-2.79359      
   7.85      	-0.259656      	-2.61485      
    7.9      	-0.241553      	-2.43254      
   7.95      	-0.223121      	-2.24693      
      8      	-0.204386      	-2.05825      
   8.05      	-0.185372      	-1.86678      
    8.1      	-0.166106      	-1.67276      
   8.15      	-0.146614      	-1.47647      
    8.2      	-0.126923      	-1.27817      
   8.25      	-0.107059      	-1.07813      
    8.3      	-0.0870486      	-0.876619      
   8.35      	-0.0669202      	-0.673916      
    8.4      	-0.0467007      	-0.470297      
   8.45      	-0.0264176      	-0.266037      
    8.5      	-0.00609859      	-0.0614155      
   8.55      	0.0142287      	0.14329      
    8.6      	0.0345367      	 0.3478      
   8.65      	0.0547977      	0.551837      
    8.7      	0.074984      	0.755123      
   8.75      	0.0950684      	0.957381      
    8.8      	0.115023      	1.15834      
   8.85      	0.134822      	1.35771      
    8.9      	0.154437      	1.55524      
   8.95      	0.173841      	1.75066      
      9      	0.193009      	1.94369      
   9.05      	0.211915      	2.13407      
    9.1      	0.230532      	2.32156      
   9.15      	0.248835      	2.50588      
    9.2      	0.266799      	2.68679      
   9.25      	 0.2844      	2.86404      
    9.3      	0.301615      	 3.0374      
   9.35      	0.318418      	3.20662      
    9.4      	0.334789      	3.37147      
   9.45      	0.350703      	3.53174      
    9.5      	0.366141      	 3.6872      
   9.55      	0.38108      	3.83764      
    9.6      	 0.3955      	3.98286      
   9.65      	0.409382      	4.12266      
    9.7      	0.422707      	4.25685      
   9.75      	0.435456      	4.38524      
    9.8      	0.447613      	4.50767      
   9.85      	0.459161      	4.62395      
    9.9      	0.470083      	4.73395      
   9.95      	0.480366      	 4.8375      
     10      	0.489995      	4.93447      
  10.05      	0.498957      	5.02472      
   10.1      	0.50724      	5.10814      
  10.15      	0.514833      	 5.1846      
   10.2      	0.521724      	  5.254      
  10.25      	0.527906      	5.31625      
   10.3      	0.533369      	5.37127      
  10.35      	0.538107      	5.41898      
   10.4      	0.542111      	5.45931      
  10.45      	0.545378      	5.49221      
   10.5      	0.547903      	5.51763      
  10.55      	0.549682      	5.53555      
   10.6      	0.550713      	5.54593      
  10.65      	0.550994      	5.54876      
   10.7      	0.550525      	5.54404      
  10.75      	0.549307      	5.53177      
   10.8      	0.547342      	5.51198      
  10.85      	0.544631      	5.48468      
   10.9      	0.541179      	5.44992      
  10.95      	0.536991      	5.40774      
     11      	0.532071      	 5.3582      
  11.05      	0.526428      	5.30136      
   11.1      	0.520068      	5.23732      
  11.15      	  0.513      	5.16614      
   11.2      	0.505234      	5.08793      
  11.25      	0.49678      	 5.0028      
   11.3      	0.48765      	4.91085      
  11.35      	0.477856      	4.81223      
   11.4      	0.467412      	4.70705      
  11.45      	0.456332      	4.59547      
   11.5      	0.44463      	4.47763      
  11.55      	0.432324      	 4.3537      
   11.6      	0.419429      	4.22384      
  11.65      	0.405963      	4.08823      
   11.7      	0.391945      	3.94706      
  11.75      	0.377393      	3.80052      
   11.8      	0.362327      	 3.6488      
  11.85      	0.346769      	3.49212      
   11.9      	0.330738      	3.33068      
  11.95      	0.314257      	3.16471      
     12      	0.297349      	2.99444      
  12.05      	0.280035      	2.82008      
   12.1      	0.262341      	2.64189      
  12.15      	0.24429      	2.46011      
   12.2      	0.225906      	2.27497      
  12.25      	0.207214      	2.08674      
   12.3      	0.188241      	1.89567      
  12.35      	0.169011      	1.70202      
   12.4      	0.149551      	1.50605      
  12.45      	0.129888      	1.30803      
   12.5      	0.110048      	1.10823      
  12.55      	0.0900583      	0.906928      
   12.6      	0.0699459      	0.704387      
  12.65      	0.0497383      	0.500887      
   12.7      	0.029463      	0.296706      
  12.75      	0.00914765      	0.0921209      
   12.8      	-0.0111802      	-0.11259      
  12.85      	-0.0314928      	-0.317147      
   12.9      	-0.0517626      	-0.521273      
  12.95      	-0.0719619      	-0.724689      
     13      	-0.0920633      	-0.927119      
  13.05      	-0.112039      	-1.12829      
   13.1      	-0.131863      	-1.32792      
  13.15      	-0.151507      	-1.52574      
   13.2      	-0.170945      	-1.72149      
  13.25      	-0.19015      	-1.9149      
   13.3      	-0.209097      	-2.1057      
  13.35      	-0.227758      	-2.29363      
   13.4      	-0.24611      	-2.47844      
  13.45      	-0.264127      	-2.65988      
   13.5      	-0.281784      	-2.8377      
  13.55      	-0.299058      	-3.01165      
   13.6      	-0.315925      	-3.18151      
  13.65      	-0.332362      	-3.34703      
   13.7      	-0.348346      	 -3.508      
  13.75      	-0.363856      	-3.6642      
   13.8      	-0.378872      	-3.81541      
  13.85      	-0.393371      	-3.96142      
   13.9      	-0.407335      	-4.10204      
  13.95      	-0.420744      	-4.23709      
     14      	-0.433581      	-4.36636      
  14.05      	-0.445828      	-4.48969      
   14.1      	-0.457468      	-4.60691      
  14.15      	-0.468485      	-4.71786      
   14.2      	-0.478865      	-4.82239      
  14.25      	-0.488593      	-4.92035      
   14.3      	-0.497656      	-5.01162      
  14.35      	-0.506041      	-5.09606      
   14.4      	-0.513738      	-5.17357      
  14.45      	-0.520736      	-5.24404      
   14.5      	-0.527025      	-5.30737      
  14.55      	-0.532596      	-5.36348      
   14.6      	-0.537443      	-5.41229      
  14.65      	-0.541558      	-5.45373      
   14.7      	-0.544936      	-5.48775      
  14.75      	-0.547572      	-5.51429      
   14.8      	-0.549463      	-5.53334      
  14.85      	-0.550606      	-5.54485      
   14.9      	 -0.551      	-5.54881      
  14.95      	-0.550644      	-5.54523      
     15      	-0.549538      	-5.53409      
  15.05      	-0.547684      	-5.51543      
   15.1      	-0.545085      	-5.48925      
  15.15      	-0.541744      	-5.45561      
   15.2      	-0.537666      	-5.41454      
  15.25      	-0.532856      	-5.3661      
   15.3      	-0.52732      	-5.31035      
  15.35      	-0.521067      	-5.24738      
   15.4      	-0.514105      	-5.17727      
  15.45      	-0.506443      	-5.10011      
   15.5      	-0.498091      	 -5.016      
  15.55      	-0.489062      	-4.92507      
   15.6      	-0.479367      	-4.82744      
  15.65      	-0.46902      	-4.72324      
   15.7      	-0.458034      	-4.61261      
  15.75      	-0.446425      	-4.4957      
   15.8      	-0.434208      	-4.37267      
  15.85      	-0.4214      	-4.24369      
   15.9      	-0.408019      	-4.10893      
  15.95      	-0.394082      	-3.96858      
     16      	-0.379609      	-3.82283      
  16.05      	-0.364619      	-3.67188      
   16.1      	-0.349133      	-3.51593      
  16.15      	-0.333172      	-3.35519      
   16.2      	-0.316757      	-3.18989      
  16.25      	-0.299911      	-3.02024      
   16.3      	-0.282657      	-2.84649      
  16.35      	-0.265019      	-2.66886      
   16.4      	-0.247019      	-2.48759      
  16.45      	-0.228684      	-2.30295      
   16.5      	-0.210037      	-2.11516      
  16.55      	-0.191104      	-1.9245      
   16.6      	-0.171911      	-1.73122      
  16.65      	-0.152484      	-1.53558      
   16.7      	-0.13285      	-1.33786      
  16.75      	-0.113034      	-1.13831      
   16.8      	-0.0930653      	-0.937209      
  16.85      	-0.0729695      	-0.734836      
   16.9      	-0.0527745      	-0.531463      
  16.95      	-0.0325076      	-0.327366      
     17      	-0.0121964      	-0.122823      
  17.05      	0.00813132      	0.081886      
   17.1      	0.028448      	0.286484      
  17.15      	0.048726      	0.490692      
   17.2      	0.0689376      	0.694233      
  17.25      	0.0890554      	0.896828      
   17.3      	0.109052      	 1.0982      
  17.35      	 0.1289      	1.29808      
   17.4      	0.148573      	 1.4962      
  17.45      	0.168043      	1.69227      
   17.5      	0.187285      	1.88605      
  17.55      	0.206272      	2.07725      
   17.6      	0.224978      	2.26563      
  17.65      	0.243378      	2.45093      
   17.7      	0.261447      	2.63289      
  17.75      	0.27916      	2.81126      
   17.8      	0.296492      	2.98581      
  17.85      	0.313422      	 3.1563      
   17.9      	0.329925      	3.32249      
  17.95      	0.345978      	3.48416      
     18      	0.361561      	3.64108      
  18.05      	0.376652      	3.79305      
   18.1      	0.39123      	3.93986      
  18.15      	0.405275      	 4.0813      
   18.2      	0.418769      	4.21719      
  18.25      	0.431693      	4.34734      
   18.3      	0.444029      	4.47158      
  18.35      	0.455761      	4.58972      
   18.4      	0.466873      	4.70162      
  18.45      	0.477349      	4.80712      
   18.5      	0.487176      	4.90608      
  18.55      	0.496339      	4.99836      
   18.6      	0.504827      	5.08384      
  18.65      	0.512628      	5.16239      
   18.7      	0.519731      	5.23393      
  18.75      	0.526127      	5.29833      
   18.8      	0.531806      	5.35553      
  18.85      	0.536762      	5.40544      
   18.9      	0.540987      	5.44798      
  18.95      	0.544476      	5.48312      
     19      	0.547224      	5.51079      
  19.05      	0.549227      	5.53096      
   19.1      	0.550482      	 5.5436      
  19.15      	0.550989      	 5.5487      
   19.2      	0.550745      	5.54625      
  19.25      	0.549751      	5.53624      
   19.3      	0.54801      	 5.5187      
  19.35      	0.545522      	5.49365      
   19.4      	0.542292      	5.46113      
  19.45      	0.538324      	5.42117      
   19.5      	0.533624      	5.37383      
  19.55      	0.528196      	5.31918      
   19.6      	0.52205      	5.25728      
  19.65      	0.515194      	5.18823      
   19.7      	0.507636      	5.11212      
  19.75      	0.499388      	5.02906      
   19.8      	0.490459      	4.93914      
  19.85      	0.480863      	4.84251      
   19.9      	0.470613      	4.73928      
  19.95      	0.459722      	4.62961      
     20      	0.448205      	4.51363      
  20.05      	0.436078      	4.39151      
   20.1      	0.423358      	4.26341      
  20.15      	0.410062      	4.12951      
   20.2      	0.396207      	3.98998      
  20.25      	0.381813      	3.84503      
   20.3      	 0.3669      	3.69485      
  20.35      	0.351487      	3.53963      
   20.4      	0.335596      	 3.3796      
  20.45      	0.319247      	3.21497      
   20.5      	0.302465      	3.04596      
  20.55      	0.285271      	 2.8728      
   20.6      	0.267688      	2.69574      
  20.65      	0.249741      	2.51501      
   20.7      	0.231454      	2.33085      
  20.75      	0.212852      	2.14352      
   20.8      	0.193961      	1.95327      
  20.85      	0.174805      	1.76037      
   20.9      	0.155412      	1.56507      
  20.95      	0.135807      	1.36764      
     21      	0.116017      	1.16834      
  21.05      	0.0960694      	0.967462      
   21.1      	0.0759909      	0.765263      
  21.15      	0.055809      	0.562022      
   21.2      	0.0355511      	0.358016      
  21.25      	0.0152448      	0.153522      
   21.3      	-0.00508219      	-0.0511799      
  21.35      	-0.0254023      	-0.255812      
   21.4      	-0.0456878      	-0.460097      
  21.45      	-0.0659112      	-0.663755      
   21.5      	-0.0860448      	-0.86651      
  21.55      	-0.106061      	-1.06809      
   21.6      	-0.125933      	-1.26821      
  21.65      	-0.145634      	-1.4666      
   21.7      	-0.165137      	 -1.663      
  21.75      	-0.184415      	-1.85714      
   21.8      	-0.203441      	-2.04875      
  21.85      	-0.222191      	-2.23757      
   21.9      	-0.240639      	-2.42334      
  21.95      	-0.258759      	-2.60582      
     22      	-0.276526      	-2.78474      
  22.05      	-0.293918      	-2.95988      
   22.1      	-0.310909      	-3.13099      
  22.15      	-0.327477      	-3.29784      
   22.2      	-0.3436      	-3.4602      
  22.25      	-0.359254      	-3.61785      
   22.3      	-0.37442      	-3.77058      
  22.35      	-0.389076      	-3.91817      
   22.4      	-0.403203      	-4.06044      
  22.45      	-0.416781      	-4.19717      
   22.5      	-0.429791      	-4.32819      
  22.55      	-0.442217      	-4.45332      
   22.6      	-0.454041      	-4.57239      
  22.65      	-0.465246      	-4.68524      
   22.7      	-0.475819      	-4.79171      
  22.75      	-0.485744      	-4.89166      
   22.8      	-0.495008      	-4.98495      
  22.85      	-0.503598      	-5.07145      
   22.9      	-0.511502      	-5.15106      
  22.95      	-0.51871      	-5.22365      
     23      	-0.525213      	-5.28913      
  23.05      	 -0.531      	-5.34741      
   23.1      	-0.536065      	-5.39842      
  23.15      	-0.5404      	-5.44207      
   23.2      	 -0.544      	-5.47832      
  23.25      	-0.546859      	-5.50712      
   23.3      	-0.548974      	-5.52841      
  23.35      	-0.550342      	-5.54219      
   23.4      	-0.55096      	-5.54842      
  23.45      	-0.550829      	-5.5471      
   23.5      	-0.549948      	-5.53822      
  23.55      	-0.548319      	-5.52182      
   23.6      	-0.545943      	-5.49789      
  23.65      	-0.542824      	-5.46648      
   23.7      	-0.538966      	-5.42763      
  23.75      	-0.534375      	-5.3814      
   23.8      	-0.529057      	-5.32784      
  23.85      	-0.523018      	-5.26702      
   23.9      	-0.516267      	-5.19904      
  23.95      	-0.508814      	-5.12399      
     24      	-0.500668      	-5.04196      
  24.05      	-0.491841      	-4.95306      
   24.1      	-0.482345      	-4.85743      
  24.15      	-0.472192      	-4.75518      
   24.2      	-0.461396      	-4.64646      
  24.25      	-0.449972      	-4.53142      
   24.3      	-0.437936      	-4.41021      
  24.35      	-0.425303      	 -4.283      
   24.4      	-0.412092      	-4.14995      
  24.45      	-0.39832      	-4.01126      
   24.5      	-0.384006      	-3.86711      
  24.55      	-0.369169      	-3.7177      
   24.6      	-0.35383      	-3.56322      
  24.65      	-0.338009      	-3.4039      
   24.7      	-0.321728      	-3.23994      
  24.75      	-0.305009      	-3.07158      
   24.8      	-0.287875      	-2.89903      
  24.85      	-0.270349      	-2.72254      
   24.9      	-0.252455      	-2.54234      
  24.95      	-0.234218      	-2.35868      
     25      	-0.215662      	-2.17181      
  25.05      	-0.196812      	-1.98199      
   25.1      	-0.177695      	-1.78946      
  25.15      	-0.158335      	-1.59451      
   25.2      	-0.13876      	-1.39738      
  25.25      	-0.118996      	-1.19835      
   25.3      	-0.0990706      	-0.997685      
  25.35      	-0.0790099      	-0.795666      
   25.4      	-0.0588418      	-0.592563      
  25.45      	-0.0385935      	-0.388654      
   25.5      	-0.0182928      	-0.184216      
  25.55      	0.0020329      	0.0204722      
   25.6      	0.0223558      	0.225133      
  25.65      	0.0426483      	0.429487      
   25.7      	0.0628827      	0.633257      
  25.75      	0.0830315      	0.836165      
   25.8      	0.103067      	1.03793      
  25.85      	0.122963      	1.23829      
   25.9      	0.142691      	1.43696      
  25.95      	0.162225      	1.63368      
     26      	0.181538      	1.82817      
  26.05      	0.200604      	2.02018      
   26.1      	0.219397      	2.20943      
  26.15      	0.237892      	2.39568      
   26.2      	0.256062      	2.57866      
  26.25      	0.273885      	2.75814      
   26.3      	0.291334      	2.93386      
  26.35      	0.308387      	3.10559      
   26.4      	0.32502      	 3.2731      
  26.45      	0.341211      	3.43614      
   26.5      	0.356937      	3.59451      
  26.55      	0.372177      	3.74799      
   26.6      	0.386911      	3.89637      
  26.65      	0.401119      	4.03944      
   26.7      	0.41478      	4.17702      
  26.75      	0.427877      	4.30891      
   26.8      	0.440391      	4.43494      
  26.85      	0.452306      	4.55493      
   26.9      	0.463606      	4.66872      
  26.95      	0.474274      	4.77615      
     27      	0.484297      	4.87709      
  27.05      	0.493661      	4.97138      
   27.1      	0.502352      	5.05891      
  27.15      	0.510361      	5.13956      
   27.2      	0.517674      	5.21321      
  27.25      	0.524283      	5.27976      
   27.3      	0.530178      	5.33913      
  27.35      	0.535352      	5.39123      
   27.4      	0.539797      	  5.436      
  27.45      	0.543507      	5.47336      
   27.5      	0.546478      	5.50327      
  27.55      	0.548704      	 5.5257      
   27.6      	0.550184      	 5.5406      
  27.65      	0.550915      	5.54797      
   27.7      	0.550897      	5.54778      
  27.75      	0.550128      	5.54004      
   27.8      	0.548611      	5.52476      
  27.85      	0.546347      	5.50196      
   27.9      	0.543339      	5.47167      
  27.95      	0.539592      	5.43393      
     28      	0.53511      	 5.3888      
  28.05      	 0.5299      	5.33634      
   28.1      	0.523969      	5.27661      
  28.15      	0.517325      	5.20969      
   28.2      	0.509977      	5.13569      
  28.25      	0.501934      	 5.0547      
   28.3      	0.493208      	4.96683      
  28.35      	0.483811      	 4.8722      
   28.4      	0.473756      	4.77093      
  28.45      	0.463056      	4.66318      
   28.5      	0.451725      	4.54907      
  28.55      	0.43978      	4.42878      
   28.6      	0.427236      	4.30245      
  28.65      	0.41411      	4.17027      
   28.7      	0.400421      	4.03242      
  28.75      	0.386187      	3.88908      
   28.8      	0.371427      	3.74044      
  28.85      	0.356162      	3.58671      
   28.9      	0.340412      	 3.4281      
  28.95      	0.324199      	3.26482      
     29      	0.307544      	3.09711      
  29.05      	0.290471      	2.92517      
   29.1      	0.273002      	2.74925      
  29.15      	0.255162      	 2.5696      
   29.2      	0.236975      	2.38644      
  29.25      	0.218465      	2.20004      
   29.3      	0.199657      	2.01064      
  29.35      	0.180578      	 1.8185      
   29.4      	0.161253      	1.62389      
  29.45      	0.141709      	1.42707      
   29.5      	0.121972      	1.22831      
  29.55      	0.102069      	1.02788      
   29.6      	0.0820266      	0.826044      
  29.65      	0.0618728      	0.623087      
   29.7      	0.0416348      	0.419281      
  29.75      	0.0213402      	0.214905      
   29.8      	0.00101645      	0.0102361      
  29.85      	-0.0193086      	-0.194447      
   29.9      	-0.0396074      	-0.398865      
  29.95      	-0.0598523      	-0.60274      
     30      	-0.0800158      	-0.805795      
  30.05      	-0.10007      	-1.00775      
   30.1      	-0.119989      	-1.20834      
  30.15      	-0.139744      	-1.40728      
   30.2      	-0.159308      	-1.60431      
  30.25      	-0.178656      	-1.79915      
   30.3      	-0.197761      	-1.99154      
  30.35      	-0.216597      	-2.18123      
   30.4      	-0.235138      	-2.36794      
  30.45      	-0.253358      	-2.55143      
   30.5      	-0.271234      	-2.73145      
  30.55      	-0.288741      	-2.90775      
   30.6      	-0.305855      	-3.0801      
  30.65      	-0.322553      	-3.24825      
   30.7      	-0.338811      	-3.41198      
  30.75      	-0.354608      	-3.57107      
   30.8      	-0.369923      	-3.72529      
  30.85      	-0.384734      	-3.87445      
   30.9      	-0.399022      	-4.01833      
  30.95      	-0.412766      	-4.15674      
     31      	-0.425949      	-4.2895      
  31.05      	-0.438552      	-4.41641      
   31.1      	-0.450558      	-4.53732      
  31.15      	-0.461951      	-4.65205      
   31.2      	-0.472715      	-4.76045      
  31.25      	-0.482835      	-4.86237      
   31.3      	-0.492299      	-4.95767      
  31.35      	-0.501092      	-5.04622      
   31.4      	-0.509203      	-5.12791      
  31.45      	-0.516622      	-5.20261      
   31.5      	-0.523337      	-5.27024      
  31.55      	-0.52934      	-5.33069      
   31.6      	-0.534622      	-5.38388      
  31.65      	-0.539177      	-5.42975      
   31.7      	-0.542998      	-5.46823      
  31.75      	-0.546079      	-5.49926      
   31.8      	-0.548418      	-5.52281      
  31.85      	-0.55001      	-5.53885      
   31.9      	-0.550854      	-5.54734      
  31.95      	-0.550947      	-5.54829      
     32      	-0.550291      	-5.54168      
  32.05      	-0.548886      	-5.52753      
   32.1      	-0.546734      	-5.50586      
  32.15      	-0.543837      	-5.47669      
   32.2      	-0.540201      	-5.44007      
  32.25      	-0.535829      	-5.39604      
   32.3      	-0.530728      	-5.34467      
  32.35      	-0.524905      	-5.28603      
   32.4      	-0.518367      	-5.22019      
  32.45      	-0.511123      	-5.14724      
   32.5      	-0.503184      	-5.06729      
  32.55      	-0.49456      	-4.98044      
   32.6      	-0.485263      	-4.88682      
  32.65      	-0.475306      	-4.78654      
   32.7      	-0.464701      	-4.67975      
  32.75      	-0.453464      	-4.56659      
   32.8      	-0.44161      	-4.44721      
  32.85      	-0.429155      	-4.32178      
   32.9      	-0.416115      	-4.19047      
  32.95      	-0.40251      	-4.05345      
     33      	-0.388356      	-3.91092      
  33.05      	-0.373674      	-3.76306      
   33.1      	-0.358483      	-3.61009      
  33.15      	-0.342804      	-3.45219      
   33.2      	-0.326659      	-3.2896      
  33.25      	-0.310069      	-3.12254      
   33.3      	-0.293057      	-2.95122      
  33.35      	-0.275647      	-2.77589      
   33.4      	-0.257861      	-2.59677      
  33.45      	-0.239724      	-2.41413      
   33.5      	-0.221261      	-2.22819      
  33.55      	-0.202496      	-2.03923      
   33.6      	-0.183456      	-1.84749      
  33.65      	-0.164167      	-1.65323      
   33.7      	-0.144654      	-1.45673      
  33.75      	-0.124944      	-1.25824      
   33.8      	-0.105064      	-1.05804      
  33.85      	-0.0850407      	-0.856398      
   33.9      	-0.0649019      	-0.653591      
  33.95      	-0.0446748      	-0.449895      
     34      	-0.0243869      	-0.245587      
  34.05      	-0.00406577      	-0.0409441      
   34.1      	0.0162609      	0.163754      
  34.15      	0.0365654      	0.36823      
   34.2      	0.0568201      	0.572204      
  34.25      	0.0769975      	 0.7754      
   34.3      	0.0970701      	0.97754      
  34.35      	0.117011      	1.17835      
   34.4      	0.136792      	1.37756      
  34.45      	0.156387      	1.57489      
   34.5      	0.175769      	1.77007      
  34.55      	0.194912      	1.96285      
   34.6      	0.21379      	2.15296      
  34.65      	0.232376      	2.34013      
   34.7      	0.250647      	2.52413      
  34.75      	0.268576      	2.70468      
   34.8      	0.28614      	2.88156      
  34.85      	0.303314      	3.05451      
   34.9      	0.320075      	 3.2233      
  34.95      	0.336401      	3.38771      
     35      	0.352269      	3.54751      
  35.05      	0.367657      	3.70248      
   35.1      	0.382545      	 3.8524      
  35.15      	0.396913      	3.99709      
   35.2      	0.41074      	4.13634      
  35.25      	0.424008      	4.26995      
