# Sensor: Sensor Blade [Time] [Blade 1]      
# Description: Time series      
# Record count:   14002      
# Storage mode:  Memory      
# Datetime of save: 2024-11-28T17:34:18      
# Statistical parameters for each field (time series) are placed above the column of the respective time series.
      
# Results earlier than the 'Statistics start time' (see below) are not included when calculating the statistic variables.
# Statistics start time: 100 s      
      
# Column      
      1      	      2      	      3      	      4      	      5      	      6      	      7      	      8      	      9      	     10      	      
Time [s]      	Root force (magnitude)      [    k N      ]      	Root moment (magnitude)      [   k Nm      ]      	Root moment (out-of-plane)      [   k Nm      ]      	Root moment (in-plane)      [   k Nm      ]      	Root moment about shaft      [   k Nm      ]      	Pitch angle      [      °      ]      	Tip deflection (out-of-plane)      [      m      ]      	Tip deflection (in-plane)      [      m      ]      	Root torque      [   k Nm      ]      
   6.45      	952.384      	12276.1      	9215.44      	8099.55      	8096.84      	3.43263      	-1.8738      	-3.35168      	115.148      
    6.5      	954.759      	12085.2      	9246.02      	7770.83      	7768.47      	 3.4317      	-1.87187      	-3.32419      	115.847      
   6.55      	955.912      	11896.2      	9273.23      	 7439.7      	7437.68      	3.43078      	-1.86982      	-3.2963      	 116.58      
    6.6      	958.406      	11711.5      	9298.52      	 7107.6      	7105.93      	3.42986      	-1.86766      	-3.26846      	117.308      
   6.65      	  959.2      	  11532      	9322.98      	6774.17      	6772.85      	3.42896      	-1.8654      	-3.24111      	117.945      
    6.7      	961.274      	11358.1      	9346.67      	6439.38      	 6438.4      	3.42808      	-1.86314      	-3.2147      	118.461      
   6.75      	962.677      	11189.5      	9368.98      	6102.94      	 6102.3      	 3.4272      	-1.86093      	-3.18951      	118.809      
    6.8      	 963.88      	11027.9      	 9390.5      	5766.36      	5766.05      	3.42634      	-1.85883      	-3.16545      	119.022      
   6.85      	965.787      	10873.4      	9410.32      	5430.76      	5430.77      	3.42549      	-1.85688      	-3.14218      	119.113      
    6.9      	966.422      	10724.8      	9426.98      	5095.94      	5096.27      	3.42466      	-1.85515      	-3.11931      	119.092      
   6.95      	968.083      	10584.1      	9442.24      	4762.67      	4763.32      	3.42384      	-1.85369      	-3.09657      	119.044      
      7      	968.945      	10452.8      	9457.83      	4429.94      	4430.91      	3.42303      	-1.85249      	-3.07368      	119.004      
   7.05      	970.078      	10330.5      	9474.01      	4095.91      	 4097.2      	3.42224      	-1.85161      	-3.05034      	118.998      
    7.1      	971.542      	10217.2      	9490.44      	3759.88      	3761.49      	3.42147      	-1.85107      	-3.02631      	119.049      
   7.15      	972.236      	10113.2      	9506.51      	3422.84      	3424.78      	3.42071      	-1.85089      	-3.00146      	119.195      
    7.2      	973.742      	10017.5      	9520.54      	3085.91      	3088.18      	3.41997      	-1.8511      	-2.97574      	119.446      
   7.25      	974.289      	9930.13      	9530.77      	2753.82      	2756.42      	3.41924      	-1.85175      	-2.94923      	119.795      
    7.3      	975.138      	9850.23      	9537.25      	2424.72      	2427.65      	3.41853      	-1.85286      	-2.92225      	120.191      
   7.35      	975.801      	9777.32      	 9540.4      	2094.73      	   2098      	3.41784      	-1.85449      	-2.89529      	120.557      
    7.4      	976.016      	9711.46      	 9540.3      	 1762.4      	1765.99      	3.41717      	-1.85677      	-2.86885      	120.834      
   7.45      	976.763      	9652.45      	9536.48      	1427.09      	1431.02      	3.41651      	-1.85977      	-2.84328      	120.986      
    7.5      	976.687      	9600.85      	9528.98      	1089.08      	1093.33      	3.41587      	-1.86355      	-2.81869      	121.017      
   7.55      	977.092      	9556.41      	9517.13      	749.013      	753.586      	3.41525      	-1.86808      	-2.79496      	120.964      
    7.6      	 977.01      	9518.09      	9499.49      	 407.71      	412.604      	3.41465      	-1.87333      	-2.77173      	120.852      
   7.65      	976.883      	9487.58      	9477.51      	65.2962      	70.5142      	3.41407      	-1.87923      	-2.74857      	120.757      
    7.7      	977.006      	 9467.6      	9453.68      	-278.57      	-273.023      	3.41351      	-1.88562      	-2.72513      	 120.76      
   7.75      	976.657      	9460.22      	9429.72      	-625.387      	-619.502      	3.41296      	-1.89232      	-2.70108      	120.906      
    7.8      	976.763      	9467.68      	9407.48      	-975.692      	-969.457      	3.41244      	-1.89911      	-2.6761      	121.247      
   7.85      	976.429      	 9492.2      	 9388.9      	-1329.17      	-1322.57      	3.41193      	-1.90572      	-2.64992      	121.802      
    7.9      	976.194      	9534.91      	9375.22      	-1684.13      	-1677.16      	3.41144      	-1.91196      	-2.62236      	 122.59      
   7.95      	975.945      	9595.13      	9366.12      	-2039.34      	-2031.98      	3.41098      	-1.91765      	-2.59345      	123.576      
      8      	975.363      	9673.74      	9362.92      	-2394.45      	-2386.7      	3.41053      	-1.92264      	-2.56348      	124.709      
   8.05      	975.108      	9772.79      	9368.32      	-2749.18      	-2741.04      	3.41011      	-1.92681      	-2.53292      	125.948      
    8.1      	974.424      	9891.64      	9382.49      	-3102.98      	-3094.45      	 3.4097      	-1.93008      	-2.50238      	127.214      
   8.15      	973.925      	  10029      	9404.89      	-3455.72      	-3446.8      	3.40931      	-1.93243      	-2.47254      	128.437      
    8.2      	973.267      	10182.8      	9434.65      	-3806.56      	-3797.26      	3.40895      	-1.93384      	-2.44385      	129.569      
   8.25      	972.451      	10349.4      	9469.21      	-4153.96      	-4144.28      	3.40861      	-1.93431      	-2.41657      	130.548      
    8.3      	971.826      	10524.6      	9505.53      	-4496.77      	-4486.73      	3.40828      	-1.93386      	-2.39074      	131.341      
   8.35      	970.911      	  10706      	9542.09      	-4834.72      	-4824.32      	3.40798      	-1.93255      	-2.36634      	131.943      
    8.4      	970.252      	10892.9      	9579.26      	-5167.26      	-5156.52      	 3.4077      	-1.93047      	-2.34327      	132.405      
   8.45      	969.366      	11085.2      	9616.86      	-5495.64      	-5484.57      	3.40744      	-1.92773      	-2.32125      	132.764      
    8.5      	968.435      	11282.3      	9654.31      	-5821.43      	-5810.04      	 3.4072      	-1.9245      	-2.29989      	133.063      
   8.55      	967.487      	11483.5      	9691.28      	-6144.33      	-6132.62      	3.40698      	-1.92091      	-2.27873      	133.369      
    8.6      	966.231      	11687.4      	9727.02      	-6463.78      	-6451.75      	3.40678      	-1.91711      	-2.2573      	133.746      
   8.65      	965.068      	11892.3      	9760.48      	-6779.41      	-6767.06      	3.40661      	-1.91325      	-2.23517      	134.232      
    8.7      	963.624      	12097.4      	9791.07      	-7090.88      	-7078.2      	3.40645      	-1.90941      	-2.21217      	134.837      
   8.75      	962.148      	12303.3      	9819.71      	-7398.8      	-7385.8      	3.40632      	-1.90566      	-2.18834      	135.568      
    8.8      	960.522      	12510.6      	9846.66      	-7704.2      	-7690.87      	 3.4062      	-1.90209      	-2.16396      	136.402      
   8.85      	958.599      	12719.1      	 9871.4      	-8007.79      	-7994.14      	3.40611      	-1.89876      	-2.13945      	137.275      
    8.9      	956.621      	12928.3      	 9893.8      	-8309.41      	-8295.42      	3.40604      	-1.89569      	-2.11516      	 138.14      
   8.95      	954.341      	13136.8      	9912.81      	-8608.32      	-8594.01      	3.40599      	-1.89287      	-2.09141      	138.936      
      9      	952.123      	13343.2      	 9927.3      	-8903.95      	-8889.34      	3.40596      	-1.89032      	-2.06846      	139.605      
   9.05      	949.853      	13547.5      	9937.37      	-9196.5      	-9181.58      	3.40596      	-1.88805      	-2.04651      	140.115      
    9.1      	947.593      	13750.9      	9944.27      	-9486.26      	-9471.05      	  3.406      	-1.88609      	-2.02562      	140.468      
   9.15      	945.398      	13954.1      	9949.15      	-9773.48      	-9757.99      	3.40605      	-1.88444      	-2.00578      	140.684      
    9.2      	943.025      	14158.1      	9952.81      	 -10059      	-10043.2      	3.40612      	-1.88311      	-1.98681      	140.797      
   9.25      	940.677      	14363.7      	9956.07      	-10343.2      	-10327.2      	3.40622      	-1.88209      	-1.96834      	140.865      
    9.3      	938.185      	14570.4      	9959.14      	-10625.5      	-10609.2      	3.40633      	-1.88135      	-1.94989      	140.951      
   9.35      	935.681      	  14777      	9961.47      	-10904.9      	-10888.4      	3.40647      	-1.88086      	-1.93097      	141.105      
    9.4      	933.185      	14982.9      	9962.79      	-11181.2      	-11164.3      	3.40662      	-1.88058      	-1.91126      	141.366      
   9.45      	930.572      	15188.4      	9963.78      	-11454.3      	-11437.1      	 3.4068      	-1.88045      	-1.89063      	141.771      
    9.5      	927.887      	  15394      	9965.28      	-11724.2      	-11706.8      	3.40699      	-1.88043      	-1.86913      	142.331      
   9.55      	924.908      	15599.9      	9967.52      	-11991.5      	-11973.8      	3.40721      	-1.88048      	-1.84701      	143.026      
    9.6      	921.758      	15805.2      	9970.08      	-12255.3      	-12237.3      	3.40744      	-1.88052      	-1.82458      	143.814      
   9.65      	 918.42      	16007.9      	9971.95      	-12514.1      	-12495.8      	3.40769      	-1.88051      	-1.80224      	144.637      
    9.7      	914.969      	  16206      	9971.88      	-12766.6      	 -12748      	3.40796      	-1.88046      	-1.78039      	 145.42      
   9.75      	911.559      	16398.2      	 9969.2      	-13011.7      	-12992.9      	3.40825      	-1.88034      	-1.75944      	146.098      
    9.8      	908.089      	16584.4      	9964.57      	-13249.1      	 -13230      	3.40856      	-1.88015      	-1.7398      	146.632      
   9.85      	904.637      	  16765      	9958.72      	-13478.8      	-13459.5      	3.40889      	-1.8799      	-1.72183      	146.995      
    9.9      	901.057      	16940.2      	9952.01      	 -13701      	-13681.5      	3.40924      	-1.87958      	-1.70565      	147.177      
   9.95      	897.368      	17110.1      	9944.84      	-13915.7      	 -13896      	 3.4096      	-1.87924      	-1.69119      	147.194      
     10      	893.629      	17274.3      	9937.14      	-14122.4      	-14102.5      	3.40999      	-1.87891      	-1.67813      	147.082      
  10.05      	889.823      	17431.6      	9928.22      	-14320.7      	-14300.6      	3.41039      	-1.87861      	-1.66605      	146.881      
   10.1      	886.054      	17581.6      	9917.76      	 -14510      	-14489.8      	 3.4108      	-1.87838      	-1.65452      	146.642      
  10.15      	882.208      	  17725      	9906.76      	 -14691      	-14670.5      	3.41124      	-1.87824      	-1.64314      	146.436      
   10.2      	878.221      	17863.4      	9896.47      	-14864.5      	-14843.9      	3.41169      	-1.87819      	-1.63164      	146.323      
  10.25      	873.976      	17997.2      	9886.97      	-15031.2      	-15010.5      	3.41216      	-1.87826      	-1.61988      	146.324      
   10.3      	869.425      	18126.4      	9877.88      	-15191.6      	-15170.7      	3.41264      	-1.87844      	-1.60781      	146.439      
  10.35      	864.675      	18250.4      	9868.68      	-15345.3      	-15324.3      	3.41315      	-1.87872      	-1.59548      	146.655      
   10.4      	859.753      	18368.4      	9858.42      	 -15492      	-15470.8      	3.41366      	-1.87912      	-1.58306      	146.932      
