# Sensor: Sensor Blade [Time] [Blade 1]      
# Description: Time series      
# Record count:   14002      
# Storage mode:  Memory      
# Datetime of save: 2024-11-28T17:34:18      
# Statistical parameters for each field (time series) are placed above the column of the respective time series.
      
# Results earlier than the 'Statistics start time' (see below) are not included when calculating the statistic variables.
# Statistics start time: 100 s      
      
# Column      
      1      	      2      	      3      	      4      	      5      	      6      	      7      	      8      	      9      	     10      	      
Time [s]      	Root force (magnitude)      [    k N      ]      	Root moment (magnitude)      [   k Nm      ]      	Root moment (out-of-plane)      [   k Nm      ]      	Root moment (in-plane)      [   k Nm      ]      	Root moment about shaft      [   k Nm      ]      	Pitch angle      [      °      ]      	Tip deflection (out-of-plane)      [      m      ]      	Tip deflection (in-plane)      [      m      ]      	Root torque      [   k Nm      ]      
   26.4      	648.143      	19147.3      	10799.8      	 -15803      	-15781.1      	    3.5      	-1.55802      	-1.56749      	158.812      
  26.45      	638.872      	19022.5      	10799.7      	-15651.7      	-15629.9      	    3.5      	-1.55503      	-1.5794      	158.517      
   26.5      	629.547      	18889.9      	10799.5      	-15490.4      	-15468.8      	    3.5      	-1.55191      	-1.59238      	158.164      
  26.55      	 620.16      	18749.6      	10799.4      	-15319.1      	-15297.7      	    3.5      	-1.54867      	-1.60631      	157.773      
   26.6      	610.696      	18602.1      	10799.6      	 -15138      	-15116.8      	    3.5      	-1.54532      	-1.62102      	157.366      
  26.65      	601.144      	18447.6      	10800.2      	-14947.3      	-14926.3      	    3.5      	-1.54189      	-1.63636      	156.966      
   26.7      	591.491      	18286.6      	10801.4      	-14747.3      	-14726.5      	    3.5      	-1.53836      	-1.65219      	 156.59      
  26.75      	581.724      	18119.4      	10803.4      	 -14538      	-14517.4      	    3.5      	-1.53473      	-1.66844      	156.251      
   26.8      	571.835      	17946.2      	  10806      	-14319.6      	-14299.2      	    3.5      	-1.53101      	-1.68505      	155.954      
  26.85      	561.834      	17767.4      	10809.5      	-14092.1      	 -14072      	    3.5      	-1.52716      	-1.70205      	155.696      
   26.9      	551.749      	17583.2      	10813.7      	-13855.9      	 -13836      	    3.5      	-1.5232      	-1.7195      	155.467      
  26.95      	541.602      	17393.9      	10818.6      	 -13611      	-13591.3      	    3.5      	-1.51907      	-1.73751      	155.249      
     27      	531.414      	17199.7      	10823.9      	-13357.6      	-13338.2      	    3.5      	-1.51477      	-1.7562      	155.019      
  27.05      	521.218      	17000.9      	10829.5      	-13096.1      	-13076.9      	    3.5      	-1.51029      	-1.7757      	154.754      
   27.1      	511.045      	16798.1      	10835.1      	 -12827      	-12808.1      	    3.5      	-1.50561      	-1.79609      	154.437      
  27.15      	500.913      	16591.6      	10840.3      	-12550.8      	-12532.2      	    3.5      	-1.50076      	-1.81741      	154.051      
   27.2      	490.832      	16381.5      	10844.5      	 -12268      	-12249.7      	    3.5      	-1.49574      	-1.83963      	153.592      
  27.25      	480.807      	16168.2      	10847.4      	-11979.1      	 -11961      	    3.5      	-1.49061      	-1.86266      	153.068      
   27.3      	470.843      	15952.1      	  10849      	-11684.2      	-11666.5      	    3.5      	-1.48542      	-1.88636      	152.502      
  27.35      	460.928      	15733.5      	10849.4      	-11383.7      	-11366.3      	    3.5      	-1.48024      	-1.91054      	151.922      
   27.4      	451.042      	  15513      	10848.4      	-11077.8      	-11060.8      	    3.5      	-1.47516      	-1.93501      	151.353      
  27.45      	 441.17      	  15291      	10846.4      	-10766.9      	-10750.1      	    3.5      	-1.47023      	-1.9596      	150.821      
   27.5      	  431.3      	15067.9      	10843.3      	-10450.8      	-10434.4      	    3.5      	-1.46555      	-1.98416      	150.346      
  27.55      	421.428      	  14844      	10839.1      	-10129.7      	-10113.6      	    3.5      	-1.46115      	-2.00862      	149.939      
   27.6      	411.571      	14619.6      	10833.9      	-9803.77      	-9787.97      	    3.5      	-1.45707      	-2.03297      	  149.6      
  27.65      	401.753      	14395.1      	10827.6      	-9473.07      	-9457.6      	    3.5      	-1.45331      	-2.05728      	149.318      
   27.7      	391.999      	14170.8      	  10820      	-9137.62      	-9122.47      	    3.5      	-1.44988      	-2.08165      	149.079      
  27.75      	382.334      	13947.1      	10811.3      	-8797.37      	-8782.56      	    3.5      	-1.44676      	-2.10626      	148.864      
   27.8      	372.786      	13724.5      	10801.8      	-8452.3      	-8437.82      	    3.5      	-1.44394      	-2.13126      	148.653      
  27.85      	363.384      	13503.8      	10791.7      	-8102.32      	-8088.18      	    3.5      	-1.44139      	-2.15682      	148.429      
   27.9      	354.157      	13285.6      	10781.6      	-7747.35      	-7733.56      	    3.5      	-1.43905      	-2.18304      	148.176      
  27.95      	345.136      	13070.8      	10771.8      	-7387.31      	-7373.88      	    3.5      	-1.43688      	-2.20999      	147.887      
     28      	336.339      	12860.3      	10762.7      	-7022.07      	  -7009      	    3.5      	-1.43484      	-2.23766      	147.561      
  28.05      	327.772      	12654.7      	10754.4      	-6651.55      	-6638.84      	    3.5      	-1.43284      	-2.26602      	147.202      
   28.1      	319.439      	12454.8      	10746.9      	-6275.83      	-6263.5      	    3.5      	-1.43082      	-2.29496      	146.816      
  28.15      	311.347      	12261.4      	10740.1      	-5895.14      	-5883.18      	    3.5      	-1.42872      	-2.32438      	146.418      
   28.2      	303.495      	12074.8      	10733.4      	-5509.6      	-5498.03      	    3.5      	-1.42651      	-2.35413      	146.018      
  28.25      	295.895      	11895.4      	10726.3      	-5119.25      	-5108.06      	    3.5      	-1.42417      	-2.38412      	 145.63      
   28.3      	288.591      	11723.8      	10718.6      	-4724.41      	-4713.62      	    3.5      	-1.42172      	-2.41425      	145.268      
  28.35      	281.631      	11560.9      	  10710      	-4325.62      	-4315.22      	    3.5      	-1.41918      	-2.44447      	144.938      
   28.4      	275.055      	11407.5      	10700.5      	-3923.17      	-3913.16      	    3.5      	-1.41662      	-2.47478      	144.637      
  28.45      	268.912      	11264.5      	10690.2      	-3517.33      	-3507.72      	    3.5      	-1.4141      	-2.50521      	144.362      
   28.5      	263.254      	11133.1      	10679.2      	-3108.54      	-3099.33      	    3.5      	-1.4117      	-2.53583      	144.103      
  28.55      	258.128      	11014.1      	10667.7      	-2697.15      	-2688.34      	    3.5      	-1.40948      	-2.56671      	143.847      
   28.6      	253.588      	10908.9      	10656.2      	-2283.53      	-2275.13      	    3.5      	-1.40746      	-2.59791      	143.585      
  28.65      	249.694      	10818.6      	  10645      	-1868.26      	-1860.26      	    3.5      	-1.40566      	-2.62945      	143.309      
   28.7      	246.479      	10744.2      	10634.6      	-1451.86      	-1444.26      	    3.5      	-1.40403      	-2.66133      	143.013      
  28.75      	243.964      	10686.3      	10625.1      	-1034.73      	-1027.54      	    3.5      	-1.40256      	-2.6935      	142.697      
   28.8      	242.161      	10645.6      	10616.7      	-617.442      	-610.664      	    3.5      	-1.40118      	-2.72588      	142.369      
  28.85      	241.084      	10622.4      	10609.5      	-200.728      	-194.359      	    3.5      	-1.39983      	-2.75831      	142.038      
   28.9      	240.732      	10616.8      	10603.7      	214.687      	220.649      	    3.5      	-1.39846      	-2.79067      	141.719      
  28.95      	241.102      	10628.6      	  10599      	628.324      	633.882      	    3.5      	-1.39701      	-2.82277      	141.428      
     29      	242.188      	10657.2      	10595.4      	1039.91      	1045.07      	    3.5      	-1.39542      	-2.85446      	141.184      
  29.05      	 243.98      	10702.1      	10592.6      	 1449.2      	1453.96      	    3.5      	-1.39369      	-2.88564      	141.001      
   29.1      	246.458      	10762.3      	10590.1      	1855.94      	1860.32      	    3.5      	-1.3918      	-2.91623      	140.886      
  29.15      	249.596      	10836.9      	10587.6      	2260.04      	2264.03      	    3.5      	-1.38978      	-2.94621      	140.838      
   29.2      	253.376      	10925.1      	  10585      	2661.51      	2665.12      	    3.5      	-1.38764      	-2.97563      	140.854      
  29.25      	 257.77      	11026.3      	10582.1      	3060.42      	3063.65      	    3.5      	-1.38543      	-3.0046      	140.923      
   29.3      	262.742      	11139.8      	10578.9      	 3456.9      	3459.76      	    3.5      	-1.38319      	-3.03326      	141.026      
  29.35      	268.256      	11265.1      	10575.4      	3851.03      	3853.53      	    3.5      	-1.38096      	-3.06177      	141.144      
   29.4      	274.268      	11401.7      	  10572      	4242.77      	 4244.9      	    3.5      	-1.37878      	-3.09025      	141.257      
  29.45      	280.729      	11549.2      	10568.6      	4632.14      	 4633.9      	    3.5      	-1.37666      	-3.11883      	141.347      
   29.5      	287.609      	11707.4      	10565.9      	5019.38      	5020.78      	    3.5      	-1.37461      	-3.14759      	141.406      
  29.55      	294.882      	11876.1      	10564.1      	5404.64      	5405.68      	    3.5      	-1.37262      	-3.17654      	141.432      
   29.6      	302.521      	12054.9      	10563.6      	5787.86      	5788.53      	    3.5      	-1.37064      	-3.20565      	141.429      
  29.65      	310.507      	12243.2      	10564.4      	6169.01      	6169.32      	    3.5      	-1.36863      	-3.23482      	141.406      
   29.7      	318.827      	12440.5      	10566.8      	6548.02      	6547.97      	    3.5      	-1.36656      	-3.26393      	141.378      
  29.75      	327.459      	12646.1      	10570.7      	6924.72      	6924.31      	    3.5      	-1.36436      	-3.29287      	141.361      
   29.8      	 336.39      	12859.1      	10575.9      	7298.87      	7298.11      	    3.5      	-1.36201      	-3.32151      	 141.37      
  29.85      	345.608      	13078.6      	10582.4      	7670.11      	   7669      	    3.5      	-1.35945      	-3.34975      	141.415      
   29.9      	 355.09      	13303.6      	10589.8      	8037.96      	 8036.5      	    3.5      	-1.35669      	-3.37753      	  141.5      
  29.95      	364.809      	  13533      	10597.9      	8401.97      	8400.17      	    3.5      	-1.35371      	-3.40482      	141.626      
     30      	 374.74      	13765.9      	10606.5      	8761.81      	8759.68      	    3.5      	-1.35054      	-3.43164      	141.789      
  30.05      	384.855      	14001.5      	10615.3      	9117.21      	9114.75      	    3.5      	-1.34719      	-3.45804      	141.981      
   30.1      	395.119      	14239.2      	10624.5      	9467.81      	9465.02      	    3.5      	-1.34371      	-3.48407      	 142.19      
  30.15      	405.496      	14478.1      	  10634      	9813.16      	9810.06      	    3.5      	-1.34012      	-3.5098      	142.402      
   30.2      	415.952      	14717.6      	10643.9      	10152.8      	10149.4      	    3.5      	-1.33646      	-3.53526      	142.605      
  30.25      	426.467      	14957.1      	10654.4      	10486.4      	10482.7      	    3.5      	-1.33275      	-3.56049      	 142.79      
   30.3      	437.023      	  15196      	10665.5      	10813.5      	10809.4      	    3.5      	-1.32902      	-3.58547      	142.954      
  30.35      	 447.61      	15433.7      	10677.4      	11133.5      	11129.2      	    3.5      	-1.32528      	-3.61013      	143.101      
   30.4      	458.226      	15669.7      	10690.5      	11446.2      	11441.6      	    3.5      	-1.32151      	-3.63438      	143.238      
  30.45      	468.869      	15903.5      	10704.9      	11751.1      	11746.2      	    3.5      	-1.3177      	-3.65809      	143.377      
   30.5      	479.529      	16134.5      	10720.6      	12047.9      	12042.7      	    3.5      	-1.31384      	-3.68111      	143.532      
  30.55      	490.206      	16361.9      	10737.3      	12336.3      	12330.8      	    3.5      	-1.30991      	-3.70331      	143.717      
   30.6      	500.922      	16585.4      	10754.9      	12616.2      	12610.5      	    3.5      	-1.3059      	-3.72458      	143.949      
  30.65      	511.688      	16804.7      	10773.3      	12887.7      	12881.7      	    3.5      	-1.3018      	-3.74486      	144.239      
   30.7      	522.489      	17019.2      	10792.4      	13150.5      	13144.4      	    3.5      	-1.2976      	-3.76412      	144.584      
  30.75      	533.311      	17228.6      	10811.7      	13404.8      	13398.4      	    3.5      	-1.29329      	-3.78241      	144.983      
   30.8      	544.146      	17432.6      	10830.9      	13650.7      	13644.1      	    3.5      	-1.2889      	-3.7998      	145.426      
  30.85      	554.974      	17630.9      	10849.8      	13888.3      	13881.5      	    3.5      	-1.28446      	-3.81642      	145.898      
   30.9      	565.773      	17823.4      	10868.3      	14117.7      	14110.6      	    3.5      	-1.28001      	-3.83242      	146.382      
  30.95      	 576.53      	  18010      	10886.2      	14338.9      	14331.7      	    3.5      	-1.27556      	-3.84793      	146.855      
     31      	587.239      	18190.8      	10903.6      	14552.3      	14544.9      	    3.5      	-1.27114      	-3.86308      	147.303      
  31.05      	597.894      	18365.9      	10920.7      	14757.9      	14750.3      	    3.5      	-1.26679      	-3.87795      	147.714      
   31.1      	608.487      	18535.3      	10937.7      	14955.8      	  14948      	    3.5      	-1.26253      	-3.89257      	148.082      
  31.15      	619.022      	18699.1      	10954.8      	15145.9      	  15138      	    3.5      	-1.25839      	-3.90693      	148.407      
   31.2      	629.512      	18857.5      	10972.4      	15328.4      	15320.3      	    3.5      	-1.25435      	-3.92096      	148.695      
  31.25      	639.967      	19010.4      	10991.1      	15502.9      	15494.7      	    3.5      	-1.25041      	-3.93455      	148.956      
   31.3      	650.398      	  19158      	11011.5      	15669.2      	15660.8      	    3.5      	-1.24652      	-3.94759      	149.202      
  31.35      	660.818      	  19300      	11033.8      	  15827      	15818.5      	    3.5      	-1.24266      	-3.95994      	149.447      
   31.4      	671.234      	19436.3      	  11058      	  15976      	15967.4      	    3.5      	-1.23875      	-3.97149      	149.707      
  31.45      	681.648      	19566.4      	11084.2      	16116.1      	16107.4      	    3.5      	-1.23475      	-3.98214      	149.994      
   31.5      	692.047      	19690.2      	  11112      	16247.2      	16238.3      	    3.5      	-1.23058      	-3.99186      	150.316      
  31.55      	702.419      	19807.2      	11140.8      	16369.1      	16360.1      	    3.5      	-1.22619      	-4.00062      	150.676      
   31.6      	 712.75      	19916.6      	11169.5      	  16482      	16472.9      	    3.5      	-1.22157      	-4.00848      	151.078      
  31.65      	723.018      	20018.1      	11197.3      	16585.7      	16576.5      	    3.5      	-1.21671      	-4.01549      	151.513      
   31.7      	733.205      	20111.1      	11223.7      	  16680      	16670.8      	    3.5      	-1.21165      	-4.02175      	151.967      
  31.75      	743.288      	20195.2      	11248.2      	16764.8      	16755.5      	    3.5      	-1.20648      	-4.02738      	152.423      
   31.8      	753.251      	20269.9      	11270.6      	16839.7      	16830.4      	    3.5      	-1.20129      	-4.03245      	152.861      
  31.85      	763.087      	20335.1      	11291.2      	16904.4      	  16895      	    3.5      	-1.19619      	-4.03702      	153.265      
   31.9      	772.795      	20390.9      	11310.3      	16958.7      	16949.3      	    3.5      	-1.19129      	-4.04111      	153.622      
  31.95      	782.375      	20437.2      	11328.5      	17002.3      	16992.8      	    3.5      	-1.18671      	-4.04467      	153.925      
     32      	791.841      	20474.5      	11346.4      	17035.1      	17025.6      	    3.5      	-1.18248      	-4.04763      	154.179      
  32.05      	801.211      	20502.7      	11364.3      	17057.1      	17047.6      	    3.5      	-1.17866      	-4.04985      	154.396      
   32.1      	810.491      	20522.3      	11382.8      	17068.2      	17058.7      	    3.5      	-1.17522      	-4.05121      	 154.59      
  32.15      	819.686      	20533.2      	11402.1      	17068.5      	  17059      	    3.5      	-1.17215      	-4.05157      	154.778      
   32.2      	828.799      	20535.4      	  11422      	17057.7      	17048.2      	    3.5      	-1.16937      	-4.05084      	    155      
  32.25      	837.831      	20528.6      	11442.5      	17035.8      	17026.3      	    3.5      	-1.16679      	-4.04896      	 155.29      
   32.3      	846.778      	20512.9      	11463.7      	17002.6      	16993.2      	    3.5      	-1.16435      	-4.04592      	155.633      
  32.35      	855.639      	20488.2      	11485.3      	16958.1      	16948.8      	    3.5      	-1.16203      	-4.04177      	155.994      
   32.4      	864.412      	20454.6      	11507.3      	16902.6      	16893.3      	    3.5      	-1.15983      	-4.03658      	156.353      
  32.45      	873.093      	20412.4      	11529.7      	16836.1      	16826.9      	    3.5      	-1.15773      	-4.03045      	156.699      
   32.5      	 881.68      	20361.6      	11552.1      	16759.1      	  16750      	    3.5      	-1.15571      	-4.02349      	157.033      
  32.55      	890.164      	20302.1      	11573.7      	16671.7      	16662.7      	    3.5      	-1.15378      	-4.01581      	157.351      
   32.6      	898.523      	  20234      	11594.2      	16574.3      	16565.4      	    3.5      	-1.15194      	-4.00753      	157.642      
  32.65      	906.754      	20157.8      	11613.6      	16467.5      	16458.7      	    3.5      	-1.15016      	-3.99871      	157.903      
   32.7      	914.857      	20073.8      	  11632      	16351.4      	16342.7      	    3.5      	-1.14842      	-3.98942      	158.132      
  32.75      	922.821      	19982.1      	11649.7      	  16226      	16217.5      	    3.5      	-1.14673      	-3.97966      	158.315      
   32.8      	930.656      	19883.2      	11667.3      	16091.3      	16082.9      	    3.5      	-1.14509      	-3.9694      	158.464      
  32.85      	938.376      	19777.4      	11684.9      	15947.5      	15939.2      	    3.5      	-1.14353      	-3.95862      	158.592      
   32.9      	945.983      	19664.6      	11702.4      	15794.5      	15786.3      	    3.5      	-1.14203      	-3.94723      	158.698      
  32.95      	 953.47      	19545.4      	11720.3      	15632.3      	15624.3      	    3.5      	-1.14061      	-3.93516      	158.794      
     33      	960.845      	19419.9      	11738.6      	15461.2      	15453.4      	    3.5      	-1.13925      	-3.92236      	 158.89      
  33.05      	968.109      	19288.3      	11757.3      	15281.3      	15273.6      	    3.5      	-1.13797      	-3.90878      	158.992      
   33.1      	975.264      	19150.7      	11775.8      	15092.7      	15085.2      	    3.5      	-1.13676      	-3.8944      	159.108      
  33.15      	982.307      	19007.2      	11794.3      	14895.6      	14888.3      	    3.5      	-1.13562      	-3.87925      	159.238      
   33.2      	989.233      	18858.1      	11812.4      	14690.3      	14683.2      	    3.5      	-1.13455      	-3.86337      	159.377      
  33.25      	996.036      	18703.4      	  11830      	14476.7      	14469.9      	    3.5      	-1.13355      	-3.84683      	 159.52      
   33.3      	1002.71      	18542.9      	11846.8      	14254.8      	14248.2      	    3.5      	-1.13263      	-3.82972      	159.656      
  33.35      	1009.23      	18376.9      	  11863      	14024.5      	14018.1      	    3.5      	-1.1318      	-3.8121      	159.775      
   33.4      	1015.62      	18205.5      	11878.7      	13785.6      	13779.4      	    3.5      	-1.13108      	-3.79404      	159.866      
  33.45      	1021.85      	  18029      	11894.2      	  13538      	13532.1      	    3.5      	-1.13046      	-3.77555      	159.924      
   33.5      	1027.93      	17847.5      	11909.5      	13281.6      	13275.9      	    3.5      	-1.12994      	-3.75663      	159.951      
  33.55      	1033.85      	17661.5      	11925.1      	13016.3      	13010.9      	    3.5      	-1.12952      	-3.73721      	 159.95      
   33.6      	1039.63      	17471.4      	  11941      	12742.2      	12737.1      	    3.5      	-1.12918      	-3.71722      	159.935      
  33.65      	1045.27      	17277.6      	11957.4      	12459.4      	12454.5      	    3.5      	-1.12891      	-3.69654      	159.921      
   33.7      	1050.75      	17080.6      	11974.6      	12167.9      	12163.2      	    3.5      	-1.12866      	-3.6751      	159.922      
  33.75      	1056.09      	16880.9      	11992.4      	11867.8      	11863.4      	    3.5      	-1.12842      	-3.65281      	159.949      
   33.8      	1061.28      	16678.6      	12010.7      	11559.2      	11555.1      	    3.5      	-1.12816      	-3.62963      	 160.01      
  33.85      	1066.31      	  16474      	12029.4      	11242.1      	11238.4      	    3.5      	-1.12788      	-3.60557      	160.108      
   33.9      	1071.19      	16267.6      	  12048      	10916.8      	10913.4      	    3.5      	-1.12755      	-3.58068      	160.242      
  33.95      	1075.91      	16059.6      	12066.1      	10583.8      	10580.7      	    3.5      	-1.12719      	-3.55502      	160.404      
     34      	1080.46      	15850.6      	12083.5      	10243.3      	10240.5      	    3.5      	-1.1268      	-3.52872      	160.587      
  34.05      	1084.86      	15641.2      	  12100      	9895.95      	9893.52      	    3.5      	-1.12641      	-3.50189      	160.776      
   34.1      	1089.11      	15432.1      	12115.4      	9542.47      	9540.38      	    3.5      	-1.12604      	-3.47467      	160.963      
  34.15      	 1093.2      	15224.1      	12129.7      	9183.39      	9181.66      	    3.5      	-1.12574      	-3.44717      	161.133      
   34.2      	1097.14      	  15018      	  12143      	8819.18      	 8817.8      	    3.5      	-1.12552      	-3.41948      	161.276      
  34.25      	1100.94      	14814.7      	12155.6      	8450.25      	8449.23      	    3.5      	-1.12541      	-3.39169      	161.384      
   34.3      	1104.59      	  14615      	12167.7      	8076.91      	8076.24      	    3.5      	-1.12542      	-3.3638      	161.454      
  34.35      	 1108.1      	14419.9      	12179.6      	7699.35      	7699.05      	    3.5      	-1.12556      	-3.33583      	161.488      
   34.4      	1111.46      	  14230      	12191.5      	7317.72      	7317.79      	    3.5      	-1.12579      	-3.30773      	 161.49      
  34.45      	1114.68      	14046.1      	12203.6      	6932.19      	6932.62      	    3.5      	-1.12609      	-3.27945      	161.467      
   34.5      	1117.75      	  13869      	12215.8      	6543.01      	6543.81      	    3.5      	-1.12645      	-3.2509      	161.429      
  34.55      	1120.66      	13699.1      	  12228      	6150.48      	6151.65      	    3.5      	-1.12682      	-3.22203      	161.384      
   34.6      	1123.41      	13536.8      	12239.9      	5754.85      	 5756.4      	    3.5      	-1.12719      	-3.19279      	161.341      
  34.65      	1125.99      	13382.7      	12251.2      	5356.36      	5358.29      	    3.5      	-1.12756      	-3.16315      	161.299      
   34.7      	 1128.4      	13236.9      	12261.6      	4955.19      	 4957.5      	    3.5      	-1.12793      	-3.13315      	161.255      
  34.75      	1130.63      	13099.6      	12270.7      	4551.36      	4554.06      	    3.5      	-1.12833      	-3.10283      	161.193      
   34.8      	1132.66      	12970.7      	12277.7      	4144.97      	4148.05      	    3.5      	-1.12881      	-3.07228      	161.097      
  34.85      	1134.51      	  12850      	12282.1      	3736.15      	3739.62      	    3.5      	-1.12948      	-3.04159      	160.949      
   34.9      	1136.17      	  12738      	12283.7      	3324.82      	3328.67      	    3.5      	-1.13044      	-3.01084      	160.738      
  34.95      	1137.66      	12634.8      	12282.1      	2910.83      	2915.06      	    3.5      	-1.13181      	-2.98009      	160.448      
     35      	1138.96      	12540.3      	12276.9      	2494.38      	2498.99      	    3.5      	-1.13374      	-2.94936      	 160.08      
  35.05      	1140.09      	12454.5      	12267.5      	2075.94      	2080.93      	    3.5      	-1.13638      	-2.91864      	159.644      
   35.1      	1141.06      	  12378      	  12254      	1655.72      	 1661.1      	    3.5      	-1.13991      	-2.88787      	 159.18      
  35.15      	1141.87      	  12311      	12236.3      	1233.79      	1239.56      	    3.5      	-1.14446      	-2.85699      	158.721      
   35.2      	1142.52      	12253.8      	12214.2      	810.329      	816.477      	    3.5      	-1.1501      	-2.8259      	 158.32      
  35.25      	   1143      	12206.7      	12187.9      	385.481      	392.024      	    3.5      	-1.15679      	-2.79452      	158.045      
   35.3      	1143.31      	12170.5      	12157.8      	-40.5708      	-33.6244      	    3.5      	-1.1644      	-2.7628      	157.947      
  35.35      	1143.46      	  12146      	12124.4      	-467.508      	-460.148      	    3.5      	-1.17266      	-2.73071      	 158.06      
   35.4      	1143.43      	12134.3      	12088.6      	-895.016      	-887.233      	    3.5      	-1.18122      	-2.69826      	 158.38      
  35.45      	1143.21      	12136.8      	  12052      	-1322.84      	-1314.62      	    3.5      	-1.18967      	-2.66552      	158.873      
   35.5      	1142.81      	12155.9      	12016.6      	-1750.5      	-1741.85      	    3.5      	-1.19766      	-2.63257      	159.486      
  35.55      	1142.23      	12193.9      	11985.4      	-2177.22      	-2168.13      	    3.5      	-1.20492      	-2.59954      	 160.16      
   35.6      	1141.49      	12253.6      	11961.6      	-2602.21      	-2592.69      	    3.5      	-1.21131      	-2.56657      	160.851      
  35.65      	1140.59      	12337.1      	  11948      	-3025.03      	-3015.07      	    3.5      	-1.21674      	-2.53382      	161.523      
   35.7      	1139.57      	12445.7      	11946.8      	-3445.42      	-3435.03      	    3.5      	-1.22125      	-2.5014      	162.166      
  35.75      	1138.46      	  12579      	11958.6      	-3862.98      	-3852.16      	    3.5      	-1.22487      	-2.46945      	162.784      
   35.8      	1137.27      	12734.8      	11982.4      	-4277.22      	-4265.98      	    3.5      	-1.22767      	-2.43805      	163.381      
  35.85      	   1136      	12909.5      	12015.6      	-4687.88      	-4676.23      	    3.5      	-1.22965      	-2.40724      	163.961      
   35.9      	1134.63      	13098.8      	12054.7      	-5094.89      	-5082.82      	    3.5      	-1.23083      	-2.37703      	164.517      
  35.95      	1133.13      	13298.8      	12096.4      	-5498.06      	-5485.58      	    3.5      	-1.23118      	-2.34737      	165.046      
     36      	1131.48      	13506.2      	  12138      	-5897.09      	-5884.21      	    3.5      	-1.23074      	-2.31818      	165.553      
  36.05      	1129.66      	13718.2      	12177.5      	-6291.67      	-6278.4      	    3.5      	-1.22955      	-2.28939      	166.043      
   36.1      	1127.65      	13932.9      	12213.5      	-6681.49      	-6667.82      	    3.5      	-1.22771      	-2.26091      	166.523      
  36.15      	1125.44      	14149.5      	12245.7      	-7066.49      	-7052.43      	    3.5      	-1.22536      	-2.23269      	166.998      
   36.2      	1123.03      	14367.7      	12274.3      	-7446.86      	-7432.42      	    3.5      	-1.22268      	-2.20469      	167.474      
  36.25      	1120.41      	14587.5      	12299.7      	-7822.7      	-7807.88      	    3.5      	-1.21984      	-2.17692      	167.951      
   36.3      	1117.58      	14808.7      	12322.3      	-8193.89      	-8178.7      	    3.5      	-1.21699      	-2.1494      	168.425      
  36.35      	1114.53      	  15031      	12342.3      	-8560.26      	-8544.7      	    3.5      	-1.21423      	-2.1222      	168.889      
   36.4      	1111.24      	15253.8      	12359.7      	-8921.65      	-8905.72      	    3.5      	-1.21165      	-2.09536      	169.335      
  36.45      	1107.73      	15476.4      	12374.2      	-9277.77      	-9261.48      	    3.5      	-1.20932      	-2.06894      	169.749      
   36.5      	1104.02      	15697.9      	12385.5      	-9628.18      	-9611.54      	    3.5      	-1.20727      	 -2.043      	170.126      
  36.55      	1100.11      	15917.5      	12393.3      	-9972.45      	-9955.47      	    3.5      	-1.20554      	-2.01756      	170.461      
   36.6      	1096.04      	16134.8      	12397.7      	-10310.4      	 -10293      	    3.5      	-1.20416      	-1.99267      	170.755      
  36.65      	1091.83      	16349.7      	12399.2      	-10641.9      	-10624.3      	    3.5      	-1.20317      	-1.96832      	171.015      
   36.7      	1087.48      	16562.6      	12398.2      	-10967.3      	-10949.3      	    3.5      	-1.20259      	-1.94452      	171.245      
  36.75      	1082.99      	16773.4      	12394.8      	-11286.8      	-11268.5      	    3.5      	-1.20246      	-1.92124      	171.443      
   36.8      	1078.37      	16982.1      	12389.5      	-11600.4      	-11581.8      	    3.5      	-1.20278      	-1.89844      	171.615      
  36.85      	1073.62      	17188.8      	12382.8      	-11907.9      	 -11889      	    3.5      	-1.20356      	-1.87608      	171.776      
   36.9      	1068.75      	17393.5      	12375.2      	-12209.2      	 -12190      	    3.5      	-1.20476      	-1.85408      	171.945      
  36.95      	1063.74      	17596.2      	12367.5      	-12503.9      	-12484.4      	    3.5      	-1.20631      	-1.8324      	172.139      
     37      	1058.58      	17796.6      	12360.2      	-12791.4      	-12771.7      	    3.5      	-1.20813      	-1.81102      	172.371      
  37.05      	1053.25      	17994.2      	12353.6      	-13071.3      	-13051.3      	    3.5      	-1.21014      	-1.78993      	172.644      
   37.1      	1047.73      	18188.6      	12347.6      	-13343.2      	-13322.9      	    3.5      	-1.21226      	-1.76919      	 172.95      
  37.15      	   1042      	18379.2      	  12342      	 -13607      	-13586.4      	    3.5      	-1.21441      	-1.74886      	173.271      
   37.2      	1036.08      	18565.5      	12336.5      	-13862.4      	-13841.6      	    3.5      	-1.2165      	-1.72904      	173.591      
  37.25      	1029.98      	  18747      	12330.8      	-14109.6      	-14088.5      	    3.5      	-1.21847      	-1.70985      	173.895      
   37.3      	1023.71      	18923.3      	12324.6      	-14348.3      	 -14327      	    3.5      	-1.22027      	-1.69139      	 174.17      
  37.35      	1017.28      	19093.8      	12317.6      	-14578.5      	-14556.9      	    3.5      	-1.2219      	-1.67375      	174.405      
   37.4      	1010.69      	19258.1      	12309.5      	-14799.7      	 -14778      	    3.5      	-1.22338      	-1.65696      	174.595      
  37.45      	1003.96      	19415.7      	12300.5      	-15011.6      	-14989.7      	    3.5      	-1.22474      	-1.64105      	174.742      
   37.5      	997.091      	19566.1      	12290.5      	-15213.7      	-15191.6      	    3.5      	-1.22604      	-1.62599      	174.855      
