# Sensor: Sensor Rotor      
# Record count:   14002      
# Storage mode:  Memory      
# Datetime of save: 2024-11-28T17:34:17      
# Statistical parameters for each field (time series) are placed above the column of the respective time series.
      
# Results earlier than the 'Statistics start time' (see below) are not included when calculating the statistic variables.
# Statistics start time: 100 s      
      
# Column      
      1      	      2      	      3      	      4      	      5      	      6      	      7      	      8      	      9      	     10      	     11      	     12      	     13      	     14      	     15      	     16      	     17      	     18      	     19      	     20      	      
Time [s]      	Power (aero)      [    k W      ]      	Torque (aero)      [   k Nm      ]      	Thrust (aero)      [    k N      ]      	    RPM      [    rpm      ]      	    TSR      [             ]      	Demanded collective pitch angle      [      °      ]      	Power coef. (CP)      [      %      ]      	Thrust coef. (CT)      [      %      ]      	Tip speed      [    m/s      ]      	1P (one revolution)      [      s      ]      	nP (blade passing)      [      s      ]      	Azimuth angle      [      °      ]      	Rotation per timestep      [      °      ]      	Wind speed at hub, magnitude      [    m/s      ]      	Wind speed at hub     .x      [    m/s      ]      	Wind speed at hub     .y      [    m/s      ]      	Wind speed at hub     .z      [    m/s      ]      	Wind angle at hub      [      °      ]      	Yaw angle      [      °      ]      
  69.95      	604.627      	 1150.3      	 385.91      	5.01934      	15.8815      	    3.5      	33.6121      	85.8133      	63.5262      	11.9538      	3.98459      	147.194      	 1.5058      	      4      	      0      	     -4      	      0      	      0      	      0      
     70      	603.904      	1148.96      	385.776      	 5.0192      	15.8811      	    3.5      	33.5719      	85.7836      	63.5244      	11.9541      	 3.9847      	148.699      	1.50576      	      4      	      0      	     -4      	      0      	      0      	      0      
  70.05      	603.493      	1148.22      	385.605      	5.01902      	15.8805      	    3.5      	33.5491      	85.7455      	63.5222      	11.9545      	3.98484      	150.205      	1.50571      	      4      	      0      	     -4      	      0      	      0      	      0      
   70.1      	603.427      	1148.14      	385.502      	5.01881      	15.8799      	    3.5      	33.5454      	85.7227      	63.5195      	 11.955      	3.98501      	151.711      	1.50564      	      4      	      0      	     -4      	      0      	      0      	      0      
  70.15      	603.439      	1148.22      	385.471      	5.01857      	15.8791      	    3.5      	33.5461      	85.7157      	63.5165      	11.9556      	 3.9852      	153.217      	1.50557      	      4      	      0      	     -4      	      0      	      0      	      0      
   70.2      	603.352      	1148.11      	 385.46      	5.01832      	15.8783      	    3.5      	33.5413      	85.7132      	63.5133      	11.9562      	3.98539      	154.722      	 1.5055      	      4      	      0      	     -4      	      0      	      0      	      0      
  70.25      	603.124      	1147.73      	 385.43      	5.01808      	15.8776      	    3.5      	33.5286      	85.7065      	63.5102      	11.9568      	3.98559      	156.228      	1.50542      	      4      	      0      	     -4      	      0      	      0      	      0      
   70.3      	602.716      	1147.01      	385.369      	5.01784      	15.8768      	    3.5      	33.5059      	85.6931      	63.5073      	11.9573      	3.98578      	157.733      	1.50535      	      4      	      0      	     -4      	      0      	      0      	      0      
  70.35      	602.096      	1145.88      	385.269      	5.01764      	15.8762      	    3.5      	33.4714      	85.6708      	63.5047      	11.9578      	3.98594      	159.239      	1.50529      	      4      	      0      	     -4      	      0      	      0      	      0      
   70.4      	601.227      	1144.26      	385.121      	5.01747      	15.8756      	    3.5      	33.4231      	85.6379      	63.5025      	11.9582      	3.98608      	160.744      	1.50524      	      4      	      0      	     -4      	      0      	      0      	      0      
  70.45      	600.099      	1142.15      	384.916      	5.01733      	15.8752      	    3.5      	33.3604      	85.5924      	63.5007      	11.9586      	3.98619      	162.249      	 1.5052      	      4      	      0      	     -4      	      0      	      0      	      0      
   70.5      	598.679      	1139.47      	384.651      	5.01722      	15.8748      	    3.5      	33.2815      	85.5334      	63.4994      	11.9588      	3.98627      	163.754      	1.50517      	      4      	      0      	     -4      	      0      	      0      	      0      
  70.55      	596.941      	1136.18      	384.318      	5.01713      	15.8746      	    3.5      	33.1849      	85.4592      	63.4982      	 11.959      	3.98634      	 165.26      	1.50514      	      4      	      0      	     -4      	      0      	      0      	      0      
   70.6      	594.839      	 1132.2      	 383.91      	5.01705      	15.8743      	    3.5      	 33.068      	85.3686      	63.4972      	11.9592      	3.98641      	166.765      	1.50512      	      4      	      0      	     -4      	      0      	      0      	      0      
  70.65      	592.355      	1127.49      	383.418      	5.01696      	 15.874      	    3.5      	32.9299      	85.2593      	63.4961      	11.9594      	3.98647      	 168.27      	1.50509      	      4      	      0      	     -4      	      0      	      0      	      0      
   70.7      	589.504      	1122.09      	382.838      	5.01686      	15.8737      	    3.5      	32.7714      	85.1302      	63.4948      	11.9597      	3.98656      	169.775      	1.50506      	      4      	      0      	     -4      	      0      	      0      	      0      
  70.75      	586.347      	1116.11      	382.172      	5.01672      	15.8733      	    3.5      	32.5959      	 84.982      	63.4931      	  11.96      	3.98667      	 171.28      	1.50502      	      4      	      0      	     -4      	      0      	      0      	      0      
   70.8      	583.081      	1109.93      	 381.43      	5.01655      	15.8727      	    3.5      	32.4144      	 84.817      	63.4909      	11.9604      	3.98681      	172.785      	1.50496      	      4      	      0      	     -4      	      0      	      0      	      0      
  70.85      	579.976      	1104.07      	380.651      	5.01634      	 15.872      	    3.5      	32.2418      	 84.644      	63.4882      	11.9609      	3.98697      	 174.29      	 1.5049      	      4      	      0      	     -4      	      0      	      0      	      0      
   70.9      	 577.39      	 1099.2      	379.889      	5.01609      	15.8713      	    3.5      	 32.098      	84.4745      	63.4851      	11.9615      	3.98717      	175.795      	1.50483      	      4      	      0      	     -4      	      0      	      0      	      0      
  70.95      	575.798      	1096.22      	379.219      	5.01582      	15.8704      	    3.5      	32.0095      	84.3255      	63.4816      	11.9622      	3.98738      	  177.3      	1.50475      	      4      	      0      	     -4      	      0      	      0      	      0      
     71      	575.535      	1095.78      	378.744      	5.01554      	15.8695      	    3.5      	31.9949      	84.2198      	63.4781      	11.9628      	3.98761      	178.805      	1.50466      	      4      	      0      	     -4      	      0      	      0      	      0      
  71.05      	576.773      	 1098.2      	 378.54      	5.01527      	15.8687      	    3.5      	32.0637      	84.1745      	63.4746      	11.9635      	3.98783      	180.309      	1.50458      	      4      	      0      	     -4      	      0      	      0      	      0      
   71.1      	579.357      	1103.18      	378.656      	5.01501      	15.8679      	    3.5      	32.2073      	84.2003      	63.4714      	11.9641      	3.98803      	181.814      	 1.5045      	      4      	      0      	     -4      	      0      	      0      	      0      
  71.15      	582.846      	1109.87      	379.071      	5.01478      	15.8671      	    3.5      	32.4013      	84.2926      	63.4686      	11.9646      	3.98821      	183.319      	1.50444      	      4      	      0      	     -4      	      0      	      0      	      0      
   71.2      	586.614      	1117.09      	379.707      	5.01459      	15.8665      	    3.5      	32.6108      	 84.434      	63.4661      	11.9651      	3.98836      	184.823      	1.50438      	      4      	      0      	     -4      	      0      	      0      	      0      
  71.25      	590.102      	1123.77      	380.441      	5.01444      	 15.866      	    3.5      	32.8047      	84.5972      	63.4642      	11.9654      	3.98848      	186.327      	1.50433      	      4      	      0      	     -4      	      0      	      0      	      0      
   71.3      	592.851      	1129.03      	 381.16      	5.01431      	15.8656      	    3.5      	32.9575      	84.7571      	63.4626      	11.9658      	3.98858      	187.832      	1.50429      	      4      	      0      	     -4      	      0      	      0      	      0      
  71.35      	594.695      	1132.57      	381.766      	 5.0142      	15.8653      	    3.5      	  33.06      	84.8918      	63.4612      	 11.966      	3.98867      	189.336      	1.50426      	      4      	      0      	     -4      	      0      	      0      	      0      
   71.4      	595.659      	1134.42      	382.214      	 5.0141      	 15.865      	    3.5      	33.1136      	84.9915      	63.4599      	11.9663      	3.98875      	 190.84      	1.50423      	      4      	      0      	     -4      	      0      	      0      	      0      
  71.45      	595.928      	1134.96      	382.502      	5.01399      	15.8646      	    3.5      	33.1286      	85.0554      	63.4585      	11.9665      	3.98884      	192.345      	 1.5042      	      4      	      0      	     -4      	      0      	      0      	      0      
   71.5      	595.721      	 1134.6      	 382.66      	5.01386      	15.8642      	    3.5      	33.1171      	85.0907      	63.4568      	11.9668      	3.98894      	193.849      	1.50416      	      4      	      0      	     -4      	      0      	      0      	      0      
  71.55      	595.304      	1133.84      	382.728      	 5.0137      	15.8637      	    3.5      	33.0938      	85.1058      	63.4548      	11.9672      	3.98907      	195.353      	1.50411      	      4      	      0      	     -4      	      0      	      0      	      0      
   71.6      	594.882      	1133.08      	382.757      	 5.0135      	15.8631      	    3.5      	33.0704      	85.1122      	63.4523      	11.9677      	3.98923      	196.857      	1.50405      	      4      	      0      	     -4      	      0      	      0      	      0      
  71.65      	594.641      	1132.67      	382.786      	5.01328      	15.8624      	    3.5      	 33.057      	85.1186      	63.4495      	11.9682      	3.98941      	198.361      	1.50398      	      4      	      0      	     -4      	      0      	      0      	      0      
   71.7      	594.703      	1132.85      	382.848      	5.01303      	15.8616      	    3.5      	33.0605      	85.1325      	63.4463      	11.9688      	 3.9896      	199.865      	1.50391      	      4      	      0      	     -4      	      0      	      0      	      0      
  71.75      	595.131      	1133.72      	382.965      	5.01277      	15.8608      	    3.5      	33.0842      	85.1585      	63.4431      	11.9694      	3.98981      	201.369      	1.50383      	      4      	      0      	     -4      	      0      	      0      	      0      
   71.8      	595.923      	1135.29      	383.144      	5.01251      	  15.86      	    3.5      	33.1283      	85.1982      	63.4398      	  11.97      	3.99001      	202.873      	1.50375      	      4      	      0      	     -4      	      0      	      0      	      0      
  71.85      	597.036      	1137.46      	 383.38      	5.01227      	15.8592      	    3.5      	33.1901      	85.2508      	63.4368      	11.9706      	3.99021      	204.377      	1.50368      	      4      	      0      	     -4      	      0      	      0      	      0      
   71.9      	598.373      	1140.06      	383.663      	5.01206      	15.8585      	    3.5      	33.2645      	85.3136      	63.4341      	11.9711      	3.99038      	205.881      	1.50362      	      4      	      0      	     -4      	      0      	      0      	      0      
  71.95      	 599.83      	1142.87      	383.971      	5.01188      	 15.858      	    3.5      	33.3455      	85.3822      	63.4318      	11.9715      	3.99052      	207.384      	1.50357      	      4      	      0      	     -4      	      0      	      0      	      0      
     72      	601.294      	1145.69      	384.285      	5.01175      	15.8575      	    3.5      	33.4269      	 85.452      	63.4302      	11.9719      	3.99062      	208.888      	1.50353      	      4      	      0      	     -4      	      0      	      0      	      0      
  72.05      	602.738      	1148.47      	384.584      	5.01167      	15.8573      	    3.5      	33.5072      	85.5185      	63.4291      	11.9721      	3.99069      	210.391      	 1.5035      	      4      	      0      	     -4      	      0      	      0      	      0      
   72.1      	604.327      	 1151.5      	384.867      	5.01162      	15.8571      	    3.5      	33.5955      	85.5814      	63.4285      	11.9722      	3.99073      	211.895      	1.50348      	      4      	      0      	     -4      	      0      	      0      	      0      
  72.15      	605.897      	 1154.5      	385.174      	5.01159      	 15.857      	    3.5      	33.6827      	85.6497      	63.4282      	11.9722      	3.99075      	213.398      	1.50348      	      4      	      0      	     -4      	      0      	      0      	      0      
   72.2      	607.129      	1156.85      	385.481      	5.01158      	 15.857      	    3.5      	33.7513      	85.7178      	 63.428      	11.9723      	3.99076      	214.902      	1.50347      	      4      	      0      	     -4      	      0      	      0      	      0      
  72.25      	608.071      	1158.65      	385.725      	5.01157      	 15.857      	    3.5      	33.8036      	85.7722      	63.4278      	11.9723      	3.99077      	216.405      	1.50347      	      4      	      0      	     -4      	      0      	      0      	      0      
   72.3      	608.775      	   1160      	 385.91      	5.01153      	15.8568      	    3.5      	33.8427      	85.8133      	63.4274      	11.9724      	 3.9908      	217.909      	1.50346      	      4      	      0      	     -4      	      0      	      0      	      0      
  72.35      	609.304      	1161.02      	386.045      	5.01147      	15.8567      	    3.5      	33.8721      	85.8433      	63.4266      	11.9725      	3.99085      	219.412      	1.50344      	      4      	      0      	     -4      	      0      	      0      	      0      
   72.4      	609.676      	1161.75      	386.145      	5.01137      	15.8563      	    3.5      	33.8928      	85.8656      	63.4253      	11.9728      	3.99092      	220.916      	1.50341      	      4      	      0      	     -4      	      0      	      0      	      0      
  72.45      	 609.93      	1162.27      	386.217      	5.01123      	15.8559      	    3.5      	 33.907      	85.8816      	63.4236      	11.9731      	3.99104      	222.419      	1.50337      	      4      	      0      	     -4      	      0      	      0      	      0      
   72.5      	 610.08      	 1162.6      	386.269      	5.01106      	15.8554      	    3.5      	33.9153      	85.8932      	63.4214      	11.9735      	3.99117      	223.923      	1.50332      	      4      	      0      	     -4      	      0      	      0      	      0      
  72.55      	610.153      	1162.78      	386.303      	5.01087      	15.8548      	    3.5      	33.9194      	85.9008      	 63.419      	 11.974      	3.99132      	225.426      	1.50326      	      4      	      0      	     -4      	      0      	      0      	      0      
   72.6      	610.155      	1162.83      	386.323      	5.01068      	15.8541      	    3.5      	33.9195      	85.9052      	63.4166      	11.9744      	3.99148      	226.929      	 1.5032      	      4      	      0      	     -4      	      0      	      0      	      0      
  72.65      	610.118      	 1162.8      	386.329      	5.01049      	15.8535      	    3.5      	33.9174      	85.9065      	63.4142      	11.9749      	3.99163      	228.432      	1.50315      	      4      	      0      	     -4      	      0      	      0      	      0      
   72.7      	610.029      	1162.67      	386.324      	5.01033      	 15.853      	    3.5      	33.9124      	85.9054      	63.4121      	11.9753      	3.99176      	229.936      	 1.5031      	      4      	      0      	     -4      	      0      	      0      	      0      
  72.75      	609.905      	1162.46      	386.306      	 5.0102      	15.8526      	    3.5      	33.9055      	85.9013      	63.4105      	11.9756      	3.99186      	231.439      	1.50306      	      4      	      0      	     -4      	      0      	      0      	      0      
   72.8      	609.719      	1162.13      	386.275      	 5.0101      	15.8523      	    3.5      	33.8952      	85.8945      	63.4092      	11.9758      	3.99194      	232.942      	1.50303      	      4      	      0      	     -4      	      0      	      0      	      0      
  72.85      	609.474      	1161.68      	386.228      	5.01004      	15.8521      	    3.5      	33.8816      	 85.884      	63.4085      	 11.976      	3.99199      	234.445      	1.50301      	      4      	      0      	     -4      	      0      	      0      	      0      
   72.9      	609.164      	1161.09      	386.165      	5.01001      	 15.852      	    3.5      	33.8644      	  85.87      	63.4081      	 11.976      	3.99201      	235.948      	  1.503      	      4      	      0      	     -4      	      0      	      0      	      0      
  72.95      	608.818      	1160.44      	386.086      	   5.01      	 15.852      	    3.5      	33.8451      	85.8524      	 63.408      	11.9761      	3.99202      	237.451      	  1.503      	      4      	      0      	     -4      	      0      	      0      	      0      
     73      	608.429      	 1159.7      	385.997      	5.00999      	 15.852      	    3.5      	33.8235      	85.8326      	63.4079      	11.9761      	3.99202      	238.954      	  1.503      	      4      	      0      	     -4      	      0      	      0      	      0      
  73.05      	608.029      	1158.94      	385.898      	5.00998      	15.8519      	    3.5      	33.8013      	85.8107      	63.4077      	11.9761      	3.99203      	240.457      	1.50299      	      4      	      0      	     -4      	      0      	      0      	      0      
   73.1      	607.612      	1158.15      	385.798      	5.00994      	15.8518      	    3.5      	33.7781      	85.7884      	63.4073      	11.9762      	3.99206      	 241.96      	1.50298      	      4      	      0      	     -4      	      0      	      0      	      0      
  73.15      	607.197      	1157.38      	385.696      	5.00987      	15.8516      	    3.5      	 33.755      	85.7658      	63.4064      	11.9764      	3.99212      	243.463      	1.50296      	      4      	      0      	     -4      	      0      	      0      	      0      
   73.2      	606.771      	1156.59      	385.598      	5.00976      	15.8512      	    3.5      	33.7313      	 85.744      	 63.405      	11.9766      	3.99221      	244.966      	1.50293      	      4      	      0      	     -4      	      0      	      0      	      0      
  73.25      	606.358      	1155.84      	385.501      	5.00962      	15.8508      	    3.5      	33.7084      	85.7225      	63.4031      	 11.977      	3.99232      	246.469      	1.50288      	      4      	      0      	     -4      	      0      	      0      	      0      
   73.3      	605.944      	1155.09      	385.411      	5.00944      	15.8502      	    3.5      	33.6854      	85.7023      	63.4009      	11.9774      	3.99246      	247.972      	1.50283      	      4      	      0      	     -4      	      0      	      0      	      0      
  73.35      	 605.54      	1154.36      	385.323      	5.00925      	15.8496      	    3.5      	33.6629      	85.6828      	63.3986      	11.9778      	3.99261      	249.474      	1.50278      	      4      	      0      	     -4      	      0      	      0      	      0      
   73.4      	605.131      	1153.62      	 385.24      	5.00906      	 15.849      	    3.5      	33.6402      	85.6642      	63.3961      	11.9783      	3.99276      	250.977      	1.50272      	      4      	      0      	     -4      	      0      	      0      	      0      
  73.45      	604.723      	1152.89      	385.156      	5.00888      	15.8485      	    3.5      	33.6175      	85.6458      	63.3938      	11.9787      	3.99291      	 252.48      	1.50266      	      4      	      0      	     -4      	      0      	      0      	      0      
   73.5      	604.306      	1152.13      	385.073      	5.00872      	 15.848      	    3.5      	33.5943      	85.6272      	63.3918      	11.9791      	3.99303      	253.983      	1.50262      	      4      	      0      	     -4      	      0      	      0      	      0      
  73.55      	603.894      	1151.37      	384.986      	5.00859      	15.8476      	    3.5      	33.5714      	85.6079      	63.3902      	11.9794      	3.99314      	255.485      	1.50258      	      4      	      0      	     -4      	      0      	      0      	      0      
   73.6      	603.466      	1150.58      	384.897      	 5.0085      	15.8473      	    3.5      	33.5476      	 85.588      	63.3891      	11.9796      	3.99321      	256.988      	1.50255      	      4      	      0      	     -4      	      0      	      0      	      0      
  73.65      	603.039      	1149.78      	384.801      	5.00844      	15.8471      	    3.5      	33.5239      	85.5666      	63.3883      	11.9798      	3.99326      	258.491      	1.50253      	      4      	      0      	     -4      	      0      	      0      	      0      
   73.7      	602.581      	1148.91      	  384.7      	5.00841      	 15.847      	    3.5      	33.4984      	85.5442      	63.3879      	11.9798      	3.99328      	259.993      	1.50252      	      4      	      0      	     -4      	      0      	      0      	      0      
  73.75      	  602.1      	   1148      	384.589      	5.00839      	15.8469      	    3.5      	33.4717      	85.5195      	63.3877      	11.9799      	 3.9933      	261.496      	1.50252      	      4      	      0      	     -4      	      0      	      0      	      0      
   73.8      	601.554      	1146.96      	384.469      	5.00838      	15.8469      	    3.5      	33.4413      	85.4929      	63.3874      	11.9799      	3.99331      	262.998      	1.50251      	      4      	      0      	     -4      	      0      	      0      	      0      
  73.85      	600.927      	1145.77      	384.333      	5.00834      	15.8468      	    3.5      	33.4064      	85.4626      	 63.387      	  11.98      	3.99334      	264.501      	 1.5025      	      4      	      0      	     -4      	      0      	      0      	      0      
   73.9      	600.144      	 1144.3      	384.176      	5.00828      	15.8466      	    3.5      	33.3629      	85.4278      	63.3862      	11.9802      	3.99339      	266.003      	1.50248      	      4      	      0      	     -4      	      0      	      0      	      0      
  73.95      	599.137      	 1142.4      	383.984      	5.00818      	15.8462      	    3.5      	33.3069      	85.3851      	 63.385      	11.9804      	3.99347      	267.506      	1.50245      	      4      	      0      	     -4      	      0      	      0      	      0      
     74      	597.987      	1140.24      	383.746      	5.00805      	15.8458      	    3.5      	 33.243      	85.3322      	63.3833      	11.9807      	3.99357      	269.008      	1.50241      	      4      	      0      	     -4      	      0      	      0      	      0      
  74.05      	597.207      	1138.79      	383.492      	5.00788      	15.8453      	    3.5      	33.1997      	85.2756      	63.3812      	11.9811      	 3.9937      	270.511      	1.50236      	      4      	      0      	     -4      	      0      	      0      	      0      
   74.1      	596.748      	1137.95      	383.315      	5.00769      	15.8447      	    3.5      	33.1742      	85.2362      	63.3788      	11.9816      	3.99385      	272.013      	1.50231      	      4      	      0      	     -4      	      0      	      0      	      0      
  74.15      	596.335      	1137.21      	383.205      	5.00749      	15.8441      	    3.5      	33.1512      	85.2118      	63.3762      	11.9821      	3.99402      	273.515      	1.50225      	      4      	      0      	     -4      	      0      	      0      	      0      
   74.2      	595.814      	1136.26      	383.107      	5.00729      	15.8434      	    3.5      	33.1222      	85.1901      	63.3737      	11.9825      	3.99418      	275.018      	1.50219      	      4      	      0      	     -4      	      0      	      0      	      0      
  74.25      	595.164      	1135.07      	382.988      	 5.0071      	15.8428      	    3.5      	33.0861      	85.1635      	63.3713      	 11.983      	3.99433      	 276.52      	1.50213      	      4      	      0      	     -4      	      0      	      0      	      0      
   74.3      	594.348      	1133.55      	382.838      	5.00693      	15.8423      	    3.5      	33.0407      	85.1303      	63.3692      	11.9834      	3.99446      	278.022      	1.50208      	      4      	      0      	     -4      	      0      	      0      	      0      
  74.35      	593.341      	1131.66      	382.651      	 5.0068      	15.8419      	    3.5      	32.9847      	85.0887      	63.3675      	11.9837      	3.99457      	279.524      	1.50204      	      4      	      0      	     -4      	      0      	      0      	      0      
   74.4      	  592.1      	1129.31      	 382.42      	 5.0067      	15.8416      	    3.5      	32.9157      	85.0373      	63.3662      	11.9839      	3.99465      	281.026      	1.50201      	      4      	      0      	     -4      	      0      	      0      	      0      
  74.45      	590.624      	1126.52      	382.135      	5.00662      	15.8413      	    3.5      	32.8337      	84.9739      	63.3653      	11.9841      	3.99471      	282.528      	1.50199      	      4      	      0      	     -4      	      0      	      0      	      0      
   74.5      	588.868      	1123.18      	381.795      	5.00657      	15.8411      	    3.5      	32.7361      	84.8983      	63.3645      	11.9843      	3.99475      	 284.03      	1.50197      	      4      	      0      	     -4      	      0      	      0      	      0      
  74.55      	 586.81      	1119.27      	 381.39      	5.00651      	 15.841      	    3.5      	32.6217      	84.8083      	63.3639      	11.9844      	 3.9948      	285.532      	1.50195      	      4      	      0      	     -4      	      0      	      0      	      0      
   74.6      	  584.4      	1114.68      	380.916      	5.00645      	15.8408      	    3.5      	32.4877      	84.7029      	63.3631      	11.9845      	3.99484      	287.034      	1.50194      	      4      	      0      	     -4      	      0      	      0      	      0      
  74.65      	581.635      	1109.43      	380.363      	5.00637      	15.8405      	    3.5      	 32.334      	84.5797      	63.3621      	11.9847      	3.99491      	288.536      	1.50191      	      4      	      0      	     -4      	      0      	      0      	      0      
   74.7      	578.517      	1103.51      	379.727      	5.00626      	15.8402      	    3.5      	32.1607      	84.4384      	63.3606      	 11.985      	  3.995      	290.038      	1.50188      	      4      	      0      	     -4      	      0      	      0      	      0      
  74.75      	575.142      	 1097.1      	 379.01      	5.00611      	15.8397      	    3.5      	 31.973      	84.2789      	63.3588      	11.9854      	3.99512      	 291.54      	1.50183      	      4      	      0      	     -4      	      0      	      0      	      0      
   74.8      	571.704      	1090.58      	378.227      	5.00593      	15.8391      	    3.5      	31.7819      	84.1049      	63.3564      	11.9858      	3.99526      	293.042      	1.50178      	      4      	      0      	     -4      	      0      	      0      	      0      
  74.85      	568.509      	1084.53      	377.418      	5.00571      	15.8384      	    3.5      	31.6043      	 83.925      	63.3537      	11.9863      	3.99544      	294.543      	1.50171      	      4      	      0      	     -4      	      0      	      0      	      0      
   74.9      	 565.92      	1079.65      	376.642      	5.00547      	15.8377      	    3.5      	31.4604      	83.7525      	63.3507      	11.9869      	3.99563      	296.045      	1.50164      	      4      	      0      	     -4      	      0      	      0      	      0      
  74.95      	 564.41      	1076.82      	375.975      	5.00522      	15.8369      	    3.5      	31.3764      	83.6042      	63.3475      	11.9875      	3.99583      	297.547      	1.50157      	      4      	      0      	     -4      	      0      	      0      	      0      
     75      	564.299      	1076.66      	375.521      	5.00497      	15.8361      	    3.5      	31.3702      	83.5031      	63.3444      	11.9881      	3.99603      	299.048      	1.50149      	      4      	      0      	     -4      	      0      	      0      	      0      
  75.05      	565.704      	1079.39      	375.352      	5.00474      	15.8354      	    3.5      	31.4484      	83.4656      	63.3415      	11.9886      	3.99621      	 300.55      	1.50142      	      4      	      0      	     -4      	      0      	      0      	      0      
   75.1      	568.416      	1084.61      	375.506      	5.00454      	15.8347      	    3.5      	31.5991      	83.4998      	63.3389      	11.9891      	3.99637      	302.051      	1.50136      	      4      	      0      	     -4      	      0      	      0      	      0      
  75.15      	571.963      	1091.41      	375.951      	5.00438      	15.8342      	    3.5      	31.7963      	83.5988      	63.3368      	11.9895      	 3.9965      	303.553      	1.50131      	      4      	      0      	     -4      	      0      	      0      	      0      
   75.2      	575.724      	1098.62      	376.603      	5.00424      	15.8338      	    3.5      	32.0054      	83.7438      	63.3351      	11.9898      	3.99661      	305.054      	1.50127      	      4      	      0      	     -4      	      0      	      0      	      0      
  75.25      	579.128      	1105.14      	377.341      	5.00413      	15.8334      	    3.5      	32.1946      	83.9079      	63.3337      	11.9901      	 3.9967      	306.556      	1.50124      	      4      	      0      	     -4      	      0      	      0      	      0      
   75.3      	581.786      	1110.23      	378.049      	5.00404      	15.8331      	    3.5      	32.3424      	84.0653      	63.3326      	11.9903      	3.99677      	308.057      	1.50121      	      4      	      0      	     -4      	      0      	      0      	      0      
  75.35      	 583.55      	1113.62      	378.642      	5.00395      	15.8329      	    3.5      	32.4404      	84.1972      	63.3315      	11.9905      	3.99684      	309.558      	1.50119      	      4      	      0      	     -4      	      0      	      0      	      0      
   75.4      	584.484      	1115.42      	 379.08      	5.00386      	15.8326      	    3.5      	32.4924      	84.2946      	63.3303      	11.9907      	3.99691      	311.059      	1.50116      	      4      	      0      	     -4      	      0      	      0      	      0      
  75.45      	584.782      	1116.02      	 379.37      	5.00375      	15.8322      	    3.5      	32.5089      	 84.359      	63.3289      	 11.991      	  3.997      	 312.56      	1.50112      	      4      	      0      	     -4      	      0      	      0      	      0      
   75.5      	584.654      	 1115.8      	379.543      	5.00361      	15.8318      	    3.5      	32.5018      	84.3976      	63.3271      	11.9914      	3.99712      	314.062      	1.50108      	      4      	      0      	     -4      	      0      	      0      	      0      
  75.55      	584.372      	 1115.3      	379.637      	5.00343      	15.8312      	    3.5      	32.4861      	84.4184      	63.3249      	11.9918      	3.99726      	315.563      	1.50103      	      4      	      0      	     -4      	      0      	      0      	      0      
   75.6      	584.129      	1114.89      	379.704      	5.00323      	15.8306      	    3.5      	32.4727      	84.4333      	63.3223      	11.9923      	3.99742      	317.064      	1.50097      	      4      	      0      	     -4      	      0      	      0      	      0      
  75.65      	584.106      	1114.89      	379.779      	  5.003      	15.8299      	    3.5      	32.4713      	84.4501      	63.3195      	11.9928      	 3.9976      	318.565      	 1.5009      	      4      	      0      	     -4      	      0      	      0      	      0      
   75.7      	584.415      	1115.53      	379.895      	5.00277      	15.8291      	    3.5      	32.4885      	84.4759      	63.3165      	11.9934      	3.99779      	320.066      	1.50083      	      4      	      0      	     -4      	      0      	      0      	      0      
  75.75      	585.113      	1116.92      	 380.07      	5.00254      	15.8284      	    3.5      	32.5273      	84.5147      	63.3135      	11.9939      	3.99797      	321.566      	1.50076      	      4      	      0      	     -4      	      0      	      0      	      0      
   75.8      	586.196      	1119.03      	 380.31      	5.00232      	15.8277      	    3.5      	32.5875      	 84.568      	63.3108      	11.9944      	3.99814      	323.067      	 1.5007      	      4      	      0      	     -4      	      0      	      0      	      0      
  75.85      	587.604      	1121.76      	380.609      	5.00213      	15.8271      	    3.5      	32.6658      	84.6346      	63.3084      	11.9949      	3.99829      	324.568      	1.50064      	      4      	      0      	     -4      	      0      	      0      	      0      
   75.9      	589.245      	1124.93      	380.955      	5.00198      	15.8266      	    3.5      	 32.757      	84.7114      	63.3065      	11.9953      	3.99842      	326.069      	1.50059      	      4      	      0      	     -4      	      0      	      0      	      0      
  75.95      	591.015      	1128.33      	381.327      	5.00187      	15.8263      	    3.5      	32.8554      	84.7941      	63.3051      	11.9955      	3.99851      	327.569      	1.50056      	      4      	      0      	     -4      	      0      	      0      	      0      
     76      	592.802      	1131.76      	381.706      	 5.0018      	 15.826      	    3.5      	32.9547      	84.8785      	63.3042      	11.9957      	3.99856      	 329.07      	1.50054      	      4      	      0      	     -4      	      0      	      0      	      0      
  76.05      	594.619      	1135.24      	382.073      	5.00176      	15.8259      	    3.5      	33.0558      	84.9601      	63.3037      	11.9958      	3.99859      	 330.57      	1.50053      	      4      	      0      	     -4      	      0      	      0      	      0      
   76.1      	596.594      	1139.01      	382.436      	5.00176      	15.8259      	    3.5      	33.1656      	85.0407      	63.3037      	11.9958      	 3.9986      	332.071      	1.50053      	      4      	      0      	     -4      	      0      	      0      	      0      
  76.15      	598.523      	1142.69      	382.827      	5.00176      	15.8259      	    3.5      	33.2728      	85.1278      	63.3037      	11.9958      	3.99859      	333.571      	1.50053      	      4      	      0      	     -4      	      0      	      0      	      0      
