# Sensor: Sensor Sea      
# Record count:   14002      
# Storage mode:  Memory      
# Datetime of save: 2024-11-28T17:37:01      
# Statistical parameters for each field (time series) are placed above the column of the respective time series.
      
# Results earlier than the 'Statistics start time' (see below) are not included when calculating the statistic variables.
# Statistics start time: 100 s      
      
# Column      
      1      	      2      	      3      	      
Time [s]      	Surface elevation (origin)      [      m      ]      	Dynamic pressure (origin)      [   k Pa      ]      
   6.85      	-0.538401      	-5.42194      
    6.9      	-0.497835      	-5.01342      
   6.95      	-0.456387      	-4.59602      
      7      	-0.41413      	-4.17047      
   7.05      	-0.371138      	-3.73753      
    7.1      	-0.327489      	-3.29796      
   7.15      	-0.283259      	-2.85255      
    7.2      	-0.238527      	-2.40208      
   7.25      	-0.193373      	-1.94735      
    7.3      	-0.147875      	-1.48917      
   7.35      	-0.102115      	-1.02835      
    7.4      	-0.0561745      	-0.565702      
   7.45      	-0.0101341      	-0.102055      
    7.5      	0.0359242      	0.361772      
   7.55      	0.0819188      	0.824959      
    7.6      	0.127768      	1.28668      
   7.65      	0.173391      	1.74613      
    7.7      	0.218707      	2.20247      
   7.75      	0.263634      	2.65492      
    7.8      	0.308095      	3.10265      
   7.85      	0.352009      	3.54489      
    7.9      	0.395299      	3.98084      
   7.95      	0.437889      	4.40974      
      8      	0.479702      	4.83082      
   8.05      	0.520665      	5.24333      
    8.1      	0.560705      	5.64655      
   8.15      	0.599751      	6.03976      
    8.2      	0.637734      	6.42226      
   8.25      	0.674586      	6.79338      
    8.3      	0.710242      	7.15246      
   8.35      	0.744639      	7.49885      
    8.4      	0.777717      	7.83196      
   8.45      	0.809415      	8.15117      
    8.5      	0.839679      	8.45594      
   8.55      	0.868454      	8.74572      
    8.6      	0.89569      	   9.02      
   8.65      	0.921338      	9.27828      
    8.7      	0.945352      	9.52012      
   8.75      	0.967691      	9.74508      
    8.8      	0.988314      	9.95277      
   8.85      	1.00719      	10.1428      
    8.9      	1.02427      	10.3149      
   8.95      	1.03954      	10.4686      
      9      	1.05297      	10.6039      
   9.05      	1.06453      	10.7203      
    9.1      	 1.0742      	10.8177      
   9.15      	1.08197      	10.8959      
    9.2      	1.08782      	10.9549      
   9.25      	1.09175      	10.9944      
    9.3      	1.09373      	11.0144      
   9.35      	1.09378      	11.0149      
    9.4      	1.09189      	10.9958      
   9.45      	1.08806      	10.9573      
    9.5      	1.08231      	10.8993      
   9.55      	1.07464      	10.8221      
    9.6      	1.06506      	10.7256      
   9.65      	1.05359      	10.6101      
    9.7      	1.04026      	10.4758      
   9.75      	1.02508      	 10.323      
    9.8      	1.00808      	10.1518      
   9.85      	0.989299      	9.96269      
    9.9      	0.968763      	9.75588      
   9.95      	0.946509      	9.53177      
     10      	0.922577      	9.29077      
  10.05      	0.89701      	 9.0333      
   10.1      	0.869853      	8.75981      
  10.15      	0.841153      	8.47079      
   10.2      	0.810963      	8.16676      
  10.25      	0.779335      	7.84825      
   10.3      	0.746325      	7.51583      
  10.35      	0.711992      	7.17008      
   10.4      	0.676398      	6.81163      
  10.45      	0.639604      	 6.4411      
   10.5      	0.601676      	6.05915      
  10.55      	0.562682      	5.66646      
   10.6      	0.52269      	5.26372      
  10.65      	0.481771      	4.85165      
   10.7      	0.439999      	4.43098      
  10.75      	0.397446      	4.00246      
   10.8      	0.354189      	3.56684      
  10.85      	0.310304      	 3.1249      
   10.9      	0.265869      	2.67742      
  10.95      	0.220963      	 2.2252      
     11      	0.175665      	1.76902      
  11.05      	0.130055      	1.30972      
   11.1      	0.0842154      	0.848087      
  11.15      	0.0382261      	0.384954      
   11.2      	-0.00783097      	-0.0788613      
  11.25      	-0.0538741      	-0.542537      
   11.3      	-0.0998218      	-1.00525      
  11.35      	-0.145593      	-1.46618      
   11.4      	-0.191105      	-1.92451      
  11.45      	-0.236279      	-2.37944      
   11.5      	-0.281034      	-2.83014      
  11.55      	-0.325291      	-3.27582      
   11.6      	-0.368971      	-3.7157      
  11.65      	-0.411997      	-4.14899      
   11.7      	-0.454293      	-4.57493      
  11.75      	-0.495783      	-4.99276      
   11.8      	-0.536394      	-5.40173      
  11.85      	-0.576055      	-5.80113      
   11.9      	-0.614694      	-6.19025      
  11.95      	-0.652244      	-6.56839      
     12      	-0.688638      	-6.93489      
  12.05      	-0.72381      	-7.28909      
   12.1      	-0.7577      	-7.63038      
  12.15      	-0.790246      	-7.95813      
   12.2      	-0.821392      	-8.27178      
  12.25      	-0.851081      	-8.57077      
   12.3      	-0.879262      	-8.85456      
  12.35      	-0.905884      	-9.12266      
   12.4      	-0.9309      	-9.37458      
  12.45      	-0.954266      	-9.60988      
   12.5      	-0.97594      	-9.82815      
  12.55      	-0.995884      	-10.029      
   12.6      	-1.01406      	-10.2121      
  12.65      	-1.03044      	-10.377      
   12.7      	 -1.045      	-10.5236      
  12.75      	-1.0577      	-10.6515      
   12.8      	-1.06853      	-10.7605      
  12.85      	-1.07746      	-10.8505      
   12.9      	-1.08448      	-10.9212      
  12.95      	-1.08958      	-10.9726      
     13      	-1.09275      	-11.0045      
  13.05      	-1.09398      	-11.0169      
   13.1      	-1.09327      	-11.0098      
  13.15      	-1.09063      	-10.9831      
   13.2      	-1.08605      	-10.937      
  13.25      	-1.07954      	-10.8715      
   13.3      	-1.07113      	-10.7867      
  13.35      	-1.06081      	-10.6828      
   13.4      	-1.04861      	 -10.56      
  13.45      	-1.03455      	-10.4184      
   13.5      	-1.01866      	-10.2584      
  13.55      	-1.00097      	-10.0802      
   13.6      	-0.981497      	-9.88411      
  13.65      	-0.960286      	-9.67051      
   13.7      	-0.937373      	-9.43977      
  13.75      	-0.912798      	-9.19229      
   13.8      	-0.886605      	-8.92851      
  13.85      	-0.858841      	-8.64891      
   13.9      	-0.829554      	-8.35398      
  13.95      	-0.798796      	-8.04423      
     14      	-0.766622      	-7.72023      
  14.05      	-0.733089      	-7.38254      
   14.1      	-0.698257      	-7.03176      
  14.15      	-0.662187      	-6.66852      
   14.2      	-0.624943      	-6.29346      
  14.25      	-0.586591      	-5.90724      
   14.3      	-0.547199      	-5.51054      
  14.35      	-0.506838      	-5.10408      
   14.4      	-0.465577      	-4.68857      
  14.45      	-0.423492      	-4.26475      
   14.5      	-0.380656      	-3.83337      
  14.55      	-0.337144      	-3.3952      
   14.6      	-0.293036      	 -2.951      
  14.65      	-0.248407      	-2.50157      
   14.7      	-0.203339      	-2.04771      
  14.75      	-0.15791      	-1.59022      
   14.8      	-0.112201      	-1.12991      
  14.85      	-0.0662928      	-0.667598      
   14.9      	-0.0202674      	-0.204102      
  14.95      	0.025794      	0.259757      
     15      	0.0718096      	0.723155      
  15.05      	0.117698      	1.18527      
   15.1      	0.163378      	1.64529      
  15.15      	0.208768      	2.10238      
   15.2      	0.253788      	2.55576      
  15.25      	0.298358      	 3.0046      
   15.3      	0.342399      	3.44811      
  15.35      	0.385833      	3.88551      
   15.4      	0.428583      	4.31603      
  15.45      	0.470574      	4.73889      
   15.5      	0.51173      	5.15335      
  15.55      	0.551979      	5.55868      
   15.6      	0.59125      	5.95415      
  15.65      	0.629472      	6.33907      
   15.7      	0.666579      	6.71275      
  15.75      	0.702504      	7.07453      
   15.8      	0.737183      	7.42377      
  15.85      	0.770556      	7.75984      
   15.9      	0.802563      	8.08217      
  15.95      	0.833147      	8.39016      
     16      	0.862254      	8.68328      
  16.05      	0.889832      	8.96101      
   16.1      	0.915834      	9.22286      
  16.15      	0.940211      	9.46835      
   16.2      	0.962922      	9.69706      
  16.25      	0.983926      	9.90858      
   16.3      	1.00319      	10.1025      
  16.35      	1.02067      	10.2786      
   16.4      	1.03634      	10.4364      
  16.45      	1.05017      	10.5757      
   16.5      	1.06215      	10.6963      
  16.55      	1.07224      	10.7979      
   16.6      	1.08043      	10.8804      
  16.65      	 1.0867      	10.9436      
   16.7      	1.09105      	10.9873      
  16.75      	1.09346      	11.0117      
   16.8      	1.09394      	11.0164      
  16.85      	1.09247      	11.0017      
   16.9      	1.08907      	10.9674      
  16.95      	1.08374      	10.9138      
     17      	1.07649      	10.8407      
  17.05      	1.06733      	10.7485      
   17.1      	1.05627      	10.6372      
  17.15      	1.04335      	 10.507      
   17.2      	1.02857      	10.3582      
  17.25      	1.01198      	 10.191      
   17.3      	0.993583      	10.0058      
  17.35      	0.97343      	9.80287      
   17.4      	0.95155      	9.58254      
  17.45      	0.927984      	9.34522      
   17.5      	0.902773      	9.09133      
  17.55      	0.875961      	8.82133      
   17.6      	0.847597      	8.53568      
  17.65      	0.81773      	8.23491      
   17.7      	0.786414      	7.91954      
  17.75      	0.753703      	7.59013      
   17.8      	0.719656      	7.24726      
  17.85      	0.684334      	6.89155      
   17.9      	0.647798      	6.52362      
  17.95      	0.610114      	6.14412      
     18      	0.571348      	5.75373      
  18.05      	0.53157      	5.35315      
   18.1      	0.490849      	4.94307      
  18.15      	0.449258      	4.52423      
   18.2      	0.406871      	4.09737      
  18.25      	0.363762      	3.66325      
   18.3      	0.320009      	3.22263      
  18.35      	0.275688      	 2.7763      
   18.4      	0.230879      	2.32505      
  18.45      	0.18566      	1.86968      
   18.5      	0.140112      	1.41099      
  18.55      	0.0943158      	0.949803      
   18.6      	0.0483524      	0.48693      
  18.65      	0.00230324      	0.0231947      
   18.7      	-0.04375      	-0.440582      
  18.75      	-0.0897257      	-0.903578      
   18.8      	-0.135542      	-1.36497      
  18.85      	-0.181119      	-1.82395      
   18.9      	-0.226374      	-2.27969      
  18.95      	-0.271228      	-2.73139      
     19      	-0.315601      	-3.17824      
  19.05      	-0.359415      	-3.61947      
   19.1      	-0.402591      	-4.05427      
  19.15      	-0.445054      	-4.48189      
   19.2      	-0.486728      	-4.90157      
  19.25      	-0.527539      	-5.31255      
   19.3      	-0.567415      	-5.71412      
  19.35      	-0.606285      	-6.10556      
   19.4      	-0.64408      	-6.48618      
  19.45      	-0.680734      	-6.85529      
   19.5      	-0.71618      	-7.21226      
  19.55      	-0.750357      	-7.55644      
   19.6      	-0.783204      	-7.88722      
  19.65      	-0.814663      	-8.20402      
   19.7      	-0.844677      	-8.50628      
  19.75      	-0.873194      	-8.79346      
   19.8      	-0.900163      	-9.06505      
  19.85      	-0.925536      	-9.32057      
   19.9      	-0.949269      	-9.55957      
  19.95      	-0.971319      	-9.78162      
     20      	-0.991647      	-9.98633      
  20.05      	-1.01022      	-10.1733      
   20.1      	 -1.027      	-10.3423      
  20.15      	-1.04195      	-10.4929      
   20.2      	-1.05507      	-10.625      
  20.25      	-1.06631      	-10.7382      
   20.3      	-1.07566      	-10.8324      
  20.35      	-1.0831      	-10.9073      
   20.4      	-1.08863      	-10.9629      
  20.45      	-1.09222      	-10.9991      
   20.5      	-1.09388      	-11.0158      
  20.55      	-1.0936      	-11.013      
   20.6      	-1.09138      	-10.9907      
  20.65      	-1.08722      	-10.9488      
   20.7      	-1.08114      	-10.8876      
  20.75      	-1.07314      	-10.807      
   20.8      	-1.06324      	-10.7073      
  20.85      	-1.05146      	-10.5886      
   20.9      	-1.03781      	-10.4512      
  20.95      	-1.02232      	-10.2952      
     21      	-1.00501      	-10.1209      
  21.05      	-0.985931      	-9.92877      
   21.1      	-0.9651      	-9.71899      
  21.15      	-0.942558      	-9.49198      
   21.2      	-0.918345      	-9.24815      
  21.25      	-0.892504      	-8.98792      
   21.3      	-0.865081      	-8.71176      
  21.35      	-0.836125      	-8.42015      
   21.4      	-0.805686      	-8.11362      
  21.45      	-0.773819      	-7.79271      
   21.5      	-0.74058      	-7.45798      
  21.55      	-0.706029      	-7.11003      
   21.6      	-0.670225      	-6.74947      
  21.65      	-0.633234      	-6.37695      
   21.7      	-0.59512      	-5.99313      
  21.75      	-0.555951      	-5.59868      
   21.8      	-0.515797      	-5.19431      
  21.85      	-0.474728      	-4.78073      
   21.9      	-0.432818      	-4.35867      
  21.95      	-0.39014      	-3.92889      
     22      	-0.346771      	-3.49214      
  22.05      	-0.302787      	-3.0492      
   22.1      	-0.258266      	-2.60086      
  22.15      	-0.213288      	-2.1479      
   22.2      	-0.167931      	-1.69114      
  22.25      	-0.122277      	-1.23138      
   22.3      	-0.0764055      	-0.769438      
  22.35      	-0.0303989      	-0.306131      
   22.4      	0.0156615      	0.157719      
  22.45      	0.0616942      	0.621289      
   22.5      	0.107618      	1.08376      
  22.55      	0.15335      	 1.5443      
   22.6      	0.198811      	2.00211      
  22.65      	0.243919      	2.45637      
   22.7      	0.288595      	2.90628      
  22.75      	0.332759      	3.35103      
   22.8      	0.376334      	3.78985      
  22.85      	0.419241      	4.22194      
   22.9      	0.461405      	4.64655      
  22.95      	0.502751      	5.06293      
     23      	0.543206      	5.47033      
  23.05      	0.582698      	5.86803      
   23.1      	0.621157      	6.25533      
  23.15      	0.658514      	6.63154      
   23.2      	0.694705      	6.99599      
  23.25      	0.729664      	7.34804      
   23.3      	0.763329      	7.68707      
  23.35      	0.795641      	8.01247      
   23.4      	0.826543      	8.32366      
  23.45      	0.85598      	 8.6201      
   23.5      	0.883899      	8.90126      
  23.55      	0.910251      	9.16664      
   23.6      	0.93499      	9.41577      
  23.65      	0.958071      	 9.6482      
   23.7      	0.979454      	9.86354      
  23.75      	 0.9991      	10.0614      
   23.8      	1.01698      	10.2414      
  23.85      	1.03305      	10.4033      
   23.9      	1.04729      	10.5467      
  23.95      	1.05967      	10.6714      
     24      	1.07018      	10.7772      
  24.05      	1.07879      	10.8639      
   24.1      	1.08549      	10.9313      
  24.15      	1.09026      	10.9794      
   24.2      	 1.0931      	 11.008      
  24.25      	  1.094      	11.0171      
   24.3      	1.09296      	11.0066      
  24.35      	1.08999      	10.9767      
   24.4      	1.08508      	10.9272      
  24.45      	1.07825      	10.8584      
   24.5      	1.06951      	10.7704      
  24.55      	1.05887      	10.6633      
   24.6      	1.04635      	10.5372      
  24.65      	1.03198      	10.3925      
   24.7      	1.01578      	10.2294      
  24.75      	0.997782      	10.0481      
   24.8      	0.978013      	9.84903      
  24.85      	0.95651      	9.63248      
   24.9      	0.933311      	9.39887      
  24.95      	0.908458      	9.14858      
     25      	0.881995      	8.88209      
  25.05      	0.853968      	8.59984      
   25.1      	0.824427      	8.30235      
  25.15      	0.793425      	7.99014      
   25.2      	0.761016      	7.66377      
  25.25      	0.727258      	7.32381      
   25.3      	0.692211      	6.97087      
  25.35      	0.655937      	6.60558      
   25.4      	 0.6185      	6.22857      
  25.45      	0.579966      	5.84052      
   25.5      	0.540404      	5.44212      
  25.55      	0.499885      	5.03406      
   25.6      	0.458479      	4.61709      
  25.65      	0.416261      	4.19193      
   25.7      	0.373304      	3.75934      
  25.75      	0.329686      	3.32009      
   25.8      	0.285483      	2.87495      
  25.85      	0.240775      	2.42471      
   25.9      	0.195639      	1.97017      
  25.95      	0.150157      	1.51215      
     26      	0.104408      	1.05144      
  26.05      	0.0584745      	0.588865      
   26.1      	0.0124373      	0.125249      
  26.15      	-0.0336221      	-0.338589      
   26.2      	-0.0796218      	-0.801827      
  26.25      	-0.12548      	-1.26364      
   26.3      	-0.171117      	-1.72322      
  26.35      	-0.216449      	-2.17974      
   26.4      	-0.261398      	-2.6324      
  26.45      	-0.305884      	-3.08039      
   26.5      	-0.349828      	-3.52292      
  26.55      	-0.393151      	-3.95921      
   26.6      	-0.435777      	-4.38847      
  26.65      	-0.477631      	-4.80996      
   26.7      	-0.518638      	-5.22292      
  26.75      	-0.558726      	-5.62662      
   26.8      	-0.597823      	-6.02035      
  26.85      	-0.635861      	-6.4034      
   26.9      	-0.672771      	-6.77511      
  26.95      	-0.708489      	-7.1348      
     27      	-0.74295      	-7.48184      
  27.05      	-0.776095      	-7.81563      
   27.1      	-0.807864      	-8.13555      
  27.15      	-0.838201      	-8.44106      
   27.2      	-0.867051      	-8.7316      
  27.25      	-0.894365      	-9.00666      
   27.3      	-0.920094      	-9.26576      
  27.35      	-0.944191      	-9.50843      
   27.4      	-0.966614      	-9.73424      
  27.45      	-0.987324      	-9.9428      
   27.5      	-1.00628      	-10.1337      
  27.55      	-1.02346      	-10.3067      
   27.6      	-1.03882      	-10.4614      
  27.65      	-1.05234      	-10.5975      
   27.7      	 -1.064      	-10.7149      
  27.75      	-1.07376      	-10.8133      
   27.8      	-1.08163      	-10.8925      
  27.85      	-1.08758      	-10.9524      
   27.9      	-1.0916      	-10.9929      
  27.95      	-1.09368      	-11.0138      
     28      	-1.09382      	-11.0153      
  28.05      	-1.09203      	-10.9972      
   28.1      	-1.0883      	-10.9597      
  28.15      	-1.08264      	-10.9027      
   28.2      	-1.07507      	-10.8264      
  28.25      	-1.06558      	-10.7309      
   28.3      	-1.05421      	-10.6164      
  28.35      	-1.04097      	-10.483      
   28.4      	-1.02588      	-10.3311      
  28.45      	-1.00897      	-10.1608      
   28.5      	-0.990281      	-9.97257      
  28.55      	-0.969831      	-9.76663      
   28.6      	-0.947662      	-9.54338      
  28.65      	-0.923813      	-9.30321      
   28.7      	-0.898327      	-9.04655      
  28.75      	-0.871248      	-8.77386      
   28.8      	-0.842624      	-8.4856      
  28.85      	-0.812507      	-8.18231      
   28.9      	-0.78095      	-7.86451      
  28.95      	-0.748008      	-7.53277      
     29      	-0.71374      	-7.18768      
  29.05      	-0.678206      	-6.82984      
   29.1      	-0.641471      	-6.4599      
  29.15      	-0.603598      	-6.0785      
   29.2      	-0.564655      	-5.68633      
  29.25      	-0.524712      	-5.28408      
   29.3      	-0.483838      	-4.87247      
  29.35      	-0.442106      	-4.45221      
   29.4      	-0.399591      	-4.02406      
  29.45      	-0.356368      	-3.58878      
   29.5      	-0.312512      	-3.14714      
  29.55      	-0.268103      	-2.69992      
   29.6      	-0.223218      	-2.24791      
  29.65      	-0.177938      	-1.79191      
   29.7      	-0.132342      	-1.33274      
  29.75      	-0.0865116      	-0.871211      
   29.8      	-0.0405278      	-0.408134      
  29.85      	0.00552776      	0.0556671      
   29.9      	0.0515736      	0.519369      
  29.95      	0.0975279      	0.98215      
     30      	0.143309      	1.44319      
  30.05      	0.188837      	1.90167      
   30.1      	0.23403      	2.35678      
  30.15      	0.278807      	2.80772      
   30.2      	0.323091      	3.25367      
  30.25      	0.366802      	3.69386      
   30.3      	0.409862      	 4.1275      
  30.35      	0.452196      	4.55382      
   30.4      	0.493729      	4.97207      
  30.45      	0.534386      	5.38151      
   30.5      	0.574096      	 5.7814      
  30.55      	0.612788      	6.17105      
   30.6      	0.650394      	6.54976      
  30.65      	0.686846      	6.91685      
   30.7      	0.722082      	7.27169      
  30.75      	0.756037      	7.61363      
   30.8      	0.788652      	7.94208      
  30.85      	0.819869      	8.25645      
   30.9      	0.849632      	8.55618      
  30.95      	0.877889      	8.84074      
     31      	0.90459      	9.10963      
  31.05      	0.929688      	9.36237      
   31.1      	0.953137      	9.59852      
  31.15      	0.974897      	9.81765      
   31.2      	0.994929      	10.0194      
  31.25      	 1.0132      	10.2033      
   31.3      	1.02967      	10.3692      
  31.35      	1.04431      	10.5167      
   31.4      	1.05711      	10.6456      
  31.45      	1.06803      	10.7555      
   31.5      	1.07706      	10.8465      
  31.55      	1.08418      	10.9181      
   31.6      	1.08937      	10.9705      
  31.65      	1.09264      	11.0034      
   31.7      	1.09397      	11.0167      
  31.75      	1.09336      	11.0106      
   31.8      	1.09081      	10.9849      
  31.85      	1.08632      	10.9398      
   31.9      	1.07992      	10.8752      
  31.95      	1.07159      	10.7914      
     32      	1.06137      	10.6885      
  32.05      	1.04927      	10.5666      
   32.1      	 1.0353      	10.4259      
  32.15      	 1.0195      	10.2668      
   32.2      	1.00189      	10.0895      
  32.25      	0.982512      	9.89434      
   32.3      	0.961387      	 9.6816      
  32.35      	0.938559      	9.45171      
   32.4      	0.914066      	9.20505      
  32.45      	0.887953      	8.94208      
   32.5      	0.860266      	8.66326      
  32.55      	0.831053      	8.36908      
   32.6      	0.800368      	8.06006      
  32.65      	0.768264      	7.73676      
   32.7      	0.734797      	7.39974      
  32.75      	0.700029      	 7.0496      
   32.8      	0.664019      	6.68697      
  32.85      	0.626832      	6.31248      
   32.9      	0.588534      	 5.9268      
  32.95      	0.549193      	5.53062      
     33      	0.508878      	5.12463      
  33.05      	0.467661      	4.70955      
   33.1      	0.425615      	4.28613      
  33.15      	0.382814      	3.85511      
   33.2      	0.339335      	3.41725      
  33.25      	0.295254      	2.97334      
   33.3      	0.25065      	2.52416      
  33.35      	0.205601      	 2.0705      
   33.4      	0.160189      	1.61317      
  33.45      	0.114492      	1.15298      
   33.5      	0.0685917      	0.690749      
  33.55      	0.0225702      	0.227292      
   33.6      	-0.0234913      	-0.236568      
  33.65      	-0.0695111      	-0.700008      
   33.7      	-0.115408      	-1.16221      
  33.75      	-0.1611      	-1.62235      
   33.8      	-0.206506      	-2.07961      
  33.85      	-0.251547      	-2.53319      
   33.9      	-0.296141      	-2.98227      
  33.95      	-0.340211      	-3.42607      
     34      	-0.383677      	-3.8638      
  34.05      	-0.426463      	-4.29468      
   34.1      	-0.468493      	-4.71794      
  34.15      	-0.509693      	-5.13284      
   34.2      	-0.549989      	-5.53864      
  34.25      	-0.58931      	-5.93462      
   34.3      	-0.627587      	-6.32008      
  34.35      	-0.664751      	-6.69434      
   34.4      	-0.700736      	-7.05673      
  34.45      	-0.73548      	-7.40661      
   34.5      	-0.768919      	-7.74336      
  34.55      	-0.800996      	-8.06639      
   34.6      	-0.831652      	-8.37511      
  34.65      	-0.860834      	-8.66899      
   34.7      	-0.888491      	-8.9475      
  34.75      	-0.914572      	-9.21015      
   34.8      	-0.939032      	-9.45647      
  34.85      	-0.961827      	-9.68603      
   34.9      	-0.982917      	-9.89841      
  34.95      	-1.00226      	-10.0933      
     35      	-1.01984      	-10.2702      
  35.05      	-1.0356      	-10.4289      
   35.1      	-1.04953      	-10.5692      
  35.15      	-1.06159      	-10.6907      
   35.2      	-1.07178      	-10.7933      
  35.25      	-1.08006      	-10.8767      
   35.3      	-1.08643      	-10.9409      
  35.35      	-1.09088      	-10.9856      
   35.4      	-1.09339      	-11.0109      
  35.45      	-1.09396      	-11.0167      
