# Sensor: Sensor Rotor      
# Record count:   14002      
# Storage mode:  Memory      
# Datetime of save: 2024-11-28T17:37:03      
# Statistical parameters for each field (time series) are placed above the column of the respective time series.
      
# Results earlier than the 'Statistics start time' (see below) are not included when calculating the statistic variables.
# Statistics start time: 100 s      
      
# Column      
      1      	      2      	      3      	      4      	      5      	      6      	      7      	      8      	      9      	     10      	     11      	     12      	     13      	     14      	     15      	     16      	     17      	     18      	     19      	     20      	      
Time [s]      	Power (aero)      [    k W      ]      	Torque (aero)      [   k Nm      ]      	Thrust (aero)      [    k N      ]      	    RPM      [    rpm      ]      	    TSR      [             ]      	Demanded collective pitch angle      [      °      ]      	Power coef. (CP)      [      %      ]      	Thrust coef. (CT)      [      %      ]      	Tip speed      [    m/s      ]      	1P (one revolution)      [      s      ]      	nP (blade passing)      [      s      ]      	Azimuth angle      [      °      ]      	Rotation per timestep      [      °      ]      	Wind speed at hub, magnitude      [    m/s      ]      	Wind speed at hub     .x      [    m/s      ]      	Wind speed at hub     .y      [    m/s      ]      	Wind speed at hub     .z      [    m/s      ]      	Wind angle at hub      [      °      ]      	Yaw angle      [      °      ]      
  116.1      	  15717      	19823.8      	1082.49      	7.57099      	5.32337      	15.6042      	9.58826      	11.8869      	95.8207      	7.92498      	2.64166      	282.477      	 2.2713      	     18      	      0      	    -18      	      0      	      0      	      0      
 116.15      	15627.8      	19715.2      	1079.28      	7.56953      	5.32234      	15.6046      	9.53387      	11.8517      	95.8022      	7.92651      	2.64217      	284.748      	2.27086      	     18      	      0      	    -18      	      0      	      0      	      0      
  116.2      	15515.3      	19577.1      	1075.14      	7.56802      	5.32128      	 15.605      	9.46523      	11.8061      	 95.783      	 7.9281      	 2.6427      	287.019      	2.27041      	     18      	      0      	    -18      	      0      	      0      	      0      
 116.25      	15385.4      	19416.6      	1069.76      	7.56672      	5.32036      	15.6054      	9.38598      	 11.747      	95.7665      	7.92946      	2.64315      	 289.29      	2.27001      	     18      	      0      	    -18      	      0      	      0      	      0      
  116.3      	15245.2      	  19242      	1063.39      	7.56576      	5.31969      	15.6058      	9.30044      	11.6771      	95.7544      	7.93047      	2.64349      	 291.56      	2.26973      	     18      	      0      	    -18      	      0      	      0      	      0      
 116.35      	15118.6      	19084.1      	1056.33      	7.56508      	5.31921      	15.6062      	9.22325      	11.5996      	95.7459      	7.93118      	2.64373      	 293.83      	2.26952      	     18      	      0      	    -18      	      0      	      0      	      0      
  116.4      	  15036      	18980.9      	1049.79      	7.56463      	 5.3189      	15.6067      	9.17285      	11.5278      	95.7402      	7.93165      	2.64388      	  296.1      	2.26939      	     18      	      0      	    -18      	      0      	      0      	      0      
 116.45      	15037.7      	18983.4      	1045.31      	7.56448      	5.31879      	15.6071      	9.17389      	11.4786      	95.7382      	7.93181      	2.64394      	298.369      	2.26934      	     18      	      0      	    -18      	      0      	      0      	      0      
  116.5      	  15136      	19106.9      	1044.99      	7.56474      	5.31897      	15.6075      	9.23387      	 11.475      	95.7415      	7.93153      	2.64384      	300.638      	2.26942      	     18      	      0      	    -18      	      0      	      0      	      0      
 116.55      	15309.3      	19323.8      	1049.41      	7.56541      	5.31945      	 15.608      	9.33954      	11.5236      	  95.75      	7.93083      	2.64361      	302.908      	2.26962      	     18      	      0      	    -18      	      0      	      0      	      0      
  116.6      	15497.2      	19558.5      	1057.41      	7.56637      	5.32012      	15.6084      	9.45416      	11.6115      	95.7622      	7.92982      	2.64327      	305.177      	2.26991      	     18      	      0      	    -18      	      0      	      0      	      0      
 116.65      	15647.7      	19745.7      	1065.99      	7.56744      	5.32087      	15.6088      	9.54602      	11.7057      	95.7757      	 7.9287      	 2.6429      	307.447      	2.27023      	     18      	      0      	    -18      	      0      	      0      	      0      
  116.7      	15731.4      	19848.9      	1072.68      	7.56837      	5.32153      	15.6092      	9.59707      	11.7791      	95.7875      	7.92773      	2.64258      	309.717      	2.27051      	     18      	      0      	    -18      	      0      	      0      	      0      
 116.75      	15755.9      	19878.5      	1076.19      	7.56888      	5.32188      	15.6096      	9.61203      	11.8177      	95.7939      	 7.9272      	 2.6424      	311.988      	2.27066      	     18      	      0      	    -18      	      0      	      0      	      0      
  116.8      	15737.8      	19855.9      	1076.99      	 7.5688      	5.32183      	  15.61      	9.60099      	11.8265      	95.7929      	7.92728      	2.64243      	314.258      	2.27064      	     18      	      0      	    -18      	      0      	      0      	      0      
 116.85      	15703.1      	19813.6      	 1075.9      	7.56822      	5.32142      	15.6105      	9.57983      	11.8145      	95.7856      	7.92788      	2.64263      	316.529      	2.27047      	     18      	      0      	    -18      	      0      	      0      	      0      
  116.9      	15669.4      	19773.2      	1074.13      	 7.5674      	5.32084      	15.6109      	9.55922      	11.7951      	95.7752      	7.92875      	2.64292      	318.799      	2.27022      	     18      	      0      	    -18      	      0      	      0      	      0      
 116.95      	15651.4      	  19753      	1072.47      	7.56642      	5.32016      	15.6113      	9.54826      	11.7768      	95.7628      	7.92977      	2.64326      	 321.07      	2.26993      	     18      	      0      	    -18      	      0      	      0      	      0      
    117      	15652.7      	19757.7      	1071.59      	7.56525      	5.31934      	15.6117      	9.54903      	11.7672      	 95.748      	  7.931      	2.64367      	 323.34      	2.26958      	     18      	      0      	    -18      	      0      	      0      	      0      
 117.05      	  15674      	19788.2      	1071.66      	7.56388      	5.31837      	15.6121      	9.56207      	 11.768      	95.7307      	7.93243      	2.64414      	 325.61      	2.26917      	     18      	      0      	    -18      	      0      	      0      	      0      
  117.1      	15710.2      	19837.5      	1072.72      	7.56252      	5.31741      	15.6125      	9.58412      	11.7796      	95.7134      	7.93387      	2.64462      	327.879      	2.26875      	     18      	      0      	    -18      	      0      	      0      	      0      
 117.15      	15759.3      	19902.6      	1074.52      	7.56133      	5.31658      	15.6129      	9.61406      	11.7994      	95.6984      	7.93511      	2.64504      	330.148      	 2.2684      	     18      	      0      	    -18      	      0      	      0      	      0      
  117.2      	15825.7      	  19989      	1076.98      	7.56038      	5.31591      	15.6133      	9.65461      	11.8263      	95.6863      	7.93611      	2.64537      	332.416      	2.26811      	     18      	      0      	    -18      	      0      	      0      	      0      
 117.25      	15889.5      	20071.3      	1080.36      	7.55972      	5.31544      	15.6136      	9.69352      	11.8635      	 95.678      	 7.9368      	 2.6456      	334.685      	2.26792      	     18      	      0      	    -18      	      0      	      0      	      0      
  117.3      	  15935      	20129.2      	1083.63      	7.55957      	5.31534      	 15.614      	9.72128      	11.8993      	95.6761      	7.93696      	2.64565      	336.953      	2.26787      	     18      	      0      	    -18      	      0      	      0      	      0      
 117.35      	15961.4      	  20161      	1085.97      	7.56015      	5.31574      	15.6143      	9.73738      	11.9251      	95.6834      	7.93635      	2.64545      	339.221      	2.26804      	     18      	      0      	    -18      	      0      	      0      	      0      
  117.4      	15972.6      	20171.6      	1087.33      	7.56148      	5.31668      	15.6145      	9.74424      	  11.94      	95.7003      	7.93495      	2.64498      	341.489      	2.26845      	     18      	      0      	    -18      	      0      	      0      	      0      
 117.45      	15972.3      	20166.3      	 1087.9      	7.56335      	  5.318      	15.6148      	9.74406      	11.9463      	95.7239      	7.93299      	2.64433      	343.757      	2.26901      	     18      	      0      	    -18      	      0      	      0      	      0      
  117.5      	15965.8      	20152.3      	1087.87      	7.56548      	5.31949      	 15.615      	9.74006      	11.9459      	95.7509      	7.93076      	2.64359      	346.025      	2.26964      	     18      	      0      	    -18      	      0      	      0      	      0      
 117.55      	15953.2      	20130.5      	1087.52      	7.56773      	5.32107      	15.6152      	9.73238      	11.9422      	95.7793      	 7.9284      	 2.6428      	348.295      	2.27032      	     18      	      0      	    -18      	      0      	      0      	      0      
  117.6      	15940.3      	20108.5      	1086.87      	7.56988      	5.32259      	15.6155      	9.72452      	 11.935      	95.8066      	7.92615      	2.64205      	350.565      	2.27096      	     18      	      0      	    -18      	      0      	      0      	      0      
 117.65      	  15927      	20087.1      	1086.22      	 7.5716      	 5.3238      	15.6157      	9.71637      	11.9279      	95.8284      	7.92434      	2.64145      	352.835      	2.27148      	     18      	      0      	    -18      	      0      	      0      	      0      
  117.7      	15915.6      	20069.6      	1085.61      	7.57278      	5.32463      	15.6159      	9.70944      	11.9211      	95.8433      	7.92311      	2.64104      	355.107      	2.27183      	     18      	      0      	    -18      	      0      	      0      	      0      
 117.75      	15903.4      	20052.6      	1085.16      	7.57341      	5.32507      	15.6162      	  9.702      	11.9162      	95.8512      	7.92246      	2.64082      	357.378      	2.27202      	     18      	      0      	    -18      	      0      	      0      	      0      
  117.8      	15893.3      	20039.7      	1084.72      	7.57345      	 5.3251      	15.6164      	9.69584      	11.9114      	95.8518      	7.92241      	 2.6408      	 359.65      	2.27204      	     18      	      0      	    -18      	      0      	      0      	      0      
 117.85      	15880.8      	20025.4      	1084.44      	 7.5729      	5.32471      	15.6167      	9.68822      	11.9083      	95.8447      	7.92299      	  2.641      	1.92225      	2.27187      	     18      	      0      	    -18      	      0      	      0      	      0      
  117.9      	15869.8      	20014.2      	1084.08      	7.57185      	5.32398      	 15.617      	9.68147      	11.9043      	95.8316      	7.92408      	2.64136      	 4.1942      	2.27156      	     18      	      0      	    -18      	      0      	      0      	      0      
 117.95      	15857.4      	20002.2      	1083.82      	7.57055      	5.32306      	15.6173      	9.67396      	11.9015      	95.8151      	7.92545      	2.64182      	6.46591      	2.27117      	     18      	      0      	    -18      	      0      	      0      	      0      
    118      	15847.5      	19993.1      	1083.51      	7.56925      	5.32214      	15.6176      	9.66792      	11.8981      	95.7986      	7.92681      	2.64227      	8.73727      	2.27077      	     18      	      0      	    -18      	      0      	      0      	      0      
 118.05      	15835.2      	19980.3      	1083.31      	7.56818      	5.32139      	15.6179      	9.66036      	11.8959      	 95.785      	7.92793      	2.64264      	11.0082      	2.27045      	     18      	      0      	    -18      	      0      	      0      	      0      
  118.1      	15824.3      	19968.5      	1082.95      	7.56748      	 5.3209      	15.6182      	9.65376      	11.8919      	95.7762      	7.92866      	2.64289      	13.2789      	2.27024      	     18      	      0      	    -18      	      0      	      0      	      0      
 118.15      	15810.7      	19951.8      	1082.62      	7.56732      	5.32079      	15.6185      	9.64547      	11.8883      	95.7741      	7.92883      	2.64294      	15.5492      	 2.2702      	     18      	      0      	    -18      	      0      	      0      	      0      
  118.2      	15798.3      	19934.9      	 1082.1      	7.56779      	5.32112      	15.6188      	 9.6379      	11.8826      	95.7801      	7.92834      	2.64278      	17.8194      	2.27034      	     18      	      0      	    -18      	      0      	      0      	      0      
 118.25      	15780.7      	19910.1      	1081.59      	7.56877      	 5.3218      	15.6191      	9.62717      	 11.877      	95.7925      	7.92732      	2.64244      	20.0897      	2.27063      	     18      	      0      	    -18      	      0      	      0      	      0      
  118.3      	15761.4      	19882.4      	1080.77      	7.57003      	5.32269      	15.6194      	9.61539      	11.8679      	95.8084      	  7.926      	  2.642      	22.3602      	2.27101      	     18      	      0      	    -18      	      0      	      0      	      0      
 118.35      	15730.9      	19840.2      	1079.86      	7.57144      	5.32368      	15.6197      	9.59675      	11.8579      	95.8263      	7.92452      	2.64151      	 24.631      	2.27143      	     18      	      0      	    -18      	      0      	      0      	      0      
  118.4      	15687.9      	19782.2      	1078.42      	7.57286      	5.32469      	  15.62      	9.57051      	11.8422      	95.8443      	7.92303      	2.64101      	26.9022      	2.27186      	     18      	      0      	    -18      	      0      	      0      	      0      
 118.45      	15631.8      	19708.5      	1076.44      	7.57407      	5.32553      	15.6203      	9.53633      	11.8205      	95.8596      	7.92177      	2.64059      	29.1739      	2.27222      	     18      	      0      	    -18      	      0      	      0      	      0      
  118.5      	15599.6      	19665.7      	1073.82      	7.57486      	5.32609      	15.6206      	9.51664      	11.7916      	95.8697      	7.92093      	2.64031      	31.4459      	2.27246      	     18      	      0      	    -18      	      0      	      0      	      0      
 118.55      	15573.6      	19632.1      	1072.33      	7.57518      	5.32631      	15.6209      	9.50081      	11.7753      	95.8736      	 7.9206      	 2.6402      	33.7183      	2.27255      	     18      	      0      	    -18      	      0      	      0      	      0      
  118.6      	15541.3      	  19592      	1071.14      	7.57493      	5.32614      	15.6212      	9.48109      	11.7622      	95.8706      	7.92086      	2.64029      	35.9908      	2.27248      	     18      	      0      	    -18      	      0      	      0      	      0      
 118.65      	15494.7      	19535.5      	1069.69      	7.57407      	5.32553      	15.6215      	9.45264      	11.7464      	95.8596      	7.92176      	2.64059      	38.2633      	2.27222      	     18      	      0      	    -18      	      0      	      0      	      0      
  118.7      	  15438      	19467.7      	 1067.6      	7.57265      	5.32453      	15.6219      	9.41807      	11.7234      	95.8416      	7.92325      	2.64108      	40.5357      	2.27179      	     18      	      0      	    -18      	      0      	      0      	      0      
 118.75      	  15363      	19377.8      	1065.07      	7.57081      	5.32324      	15.6222      	9.37232      	11.6955      	95.8183      	7.92518      	2.64173      	42.8077      	2.27124      	     18      	      0      	    -18      	      0      	      0      	      0      
  118.8      	15270.2      	19266.2      	1061.64      	7.56871      	5.32176      	15.6226      	9.31572      	11.6579      	95.7917      	7.92738      	2.64246      	45.0792      	2.27061      	     18      	      0      	    -18      	      0      	      0      	      0      
 118.85      	15153.4      	19124.2      	1057.32      	7.56657      	5.32026      	15.6229      	9.24448      	11.6104      	95.7647      	7.92962      	2.64321      	47.3501      	2.26997      	     18      	      0      	    -18      	      0      	      0      	      0      
  118.9      	15022.1      	18963.3      	1051.72      	7.56466      	5.31892      	15.6232      	9.16438      	 11.549      	95.7405      	7.93162      	2.64387      	49.6204      	 2.2694      	     18      	      0      	    -18      	      0      	      0      	      0      
 118.95      	14882.6      	  18791      	1045.27      	7.56309      	5.31781      	15.6236      	9.07925      	11.4781      	95.7207      	7.93326      	2.64442      	51.8901      	2.26893      	     18      	      0      	    -18      	      0      	      0      	      0      
    119      	14761.8      	18641.7      	1038.22      	7.56179      	 5.3169      	15.6239      	9.00555      	11.4008      	95.7042      	7.93463      	2.64488      	54.1593      	2.26854      	     18      	      0      	    -18      	      0      	      0      	      0      
 119.05      	14689.2      	18552.7      	1031.96      	7.56071      	5.31614      	15.6241      	8.96127      	 11.332      	95.6906      	7.93576      	2.64525      	 56.428      	2.26821      	     18      	      0      	    -18      	      0      	      0      	      0      
  119.1      	14706.8      	18576.8      	1027.98      	7.55996      	5.31561      	15.6244      	8.97202      	11.2883      	 95.681      	7.93655      	2.64552      	58.6964      	2.26799      	     18      	      0      	    -18      	      0      	      0      	      0      
 119.15      	14819.2      	18719.5      	1028.48      	7.55965      	5.31539      	15.6246      	9.04055      	11.2938      	95.6771      	7.93688      	2.64563      	60.9645      	2.26789      	     18      	      0      	    -18      	      0      	      0      	      0      
  119.2      	14999.3      	18946.6      	1033.63      	7.55978      	5.31549      	15.6248      	9.15042      	11.3503      	95.6788      	7.93674      	2.64558      	63.2324      	2.26793      	     18      	      0      	    -18      	      0      	      0      	      0      
 119.25      	15186.4      	  19182      	   1042      	 7.5602      	5.31578      	15.6249      	9.26458      	11.4422      	 95.684      	 7.9363      	2.64543      	65.5003      	2.26806      	     18      	      0      	    -18      	      0      	      0      	      0      
  119.3      	15332.7      	19365.5      	1050.58      	7.56069      	5.31613      	 15.625      	9.35385      	11.5364      	95.6903      	7.93578      	2.64526      	67.7683      	2.26821      	     18      	      0      	    -18      	      0      	      0      	      0      
 119.35      	  15411      	19463.5      	1057.12      	7.56104      	5.31638      	15.6251      	9.40159      	11.6083      	95.6948      	7.93541      	2.64514      	70.0365      	2.26831      	     18      	      0      	    -18      	      0      	      0      	      0      
  119.4      	15433.2      	19491.7      	1060.42      	7.56095      	5.31631      	15.6252      	9.41512      	11.6446      	95.6936      	7.93551      	2.64517      	72.3047      	2.26829      	     18      	      0      	    -18      	      0      	      0      	      0      
 119.45      	15416.2      	  19472      	1061.17      	7.56027      	5.31583      	15.6253      	9.40477      	11.6527      	 95.685      	7.93622      	2.64541      	 74.573      	2.26808      	     18      	      0      	    -18      	      0      	      0      	      0      
  119.5      	15387.5      	19438.6      	1060.18      	7.55918      	5.31506      	15.6253      	9.38727      	11.6419      	95.6711      	7.93737      	2.64579      	76.8412      	2.26775      	     18      	      0      	    -18      	      0      	      0      	      0      
 119.55      	15361.6      	19409.3      	1058.74      	7.55786      	5.31413      	15.6253      	9.37146      	 11.626      	95.6544      	7.93876      	2.64625      	79.1091      	2.26736      	     18      	      0      	    -18      	      0      	      0      	      0      
  119.6      	15352.9      	19402.2      	1057.48      	7.55631      	5.31305      	15.6253      	9.36616      	11.6122      	95.6349      	7.94038      	2.64679      	81.3767      	2.26689      	     18      	      0      	    -18      	      0      	      0      	      0      
 119.65      	15363.6      	19420.2      	1057.08      	7.55455      	5.31181      	15.6253      	9.37267      	11.6079      	95.6126      	7.94223      	2.64741      	83.6438      	2.26637      	     18      	      0      	    -18      	      0      	      0      	      0      
  119.7      	15395.7      	19465.6      	1057.65      	 7.5527      	5.31051      	15.6252      	9.39227      	11.6141      	95.5892      	7.94418      	2.64806      	85.9105      	2.26581      	     18      	      0      	    -18      	      0      	      0      	      0      
 119.75      	15441.1      	19527.7      	1059.28      	7.55088      	5.30923      	15.6251      	9.41997      	 11.632      	95.5661      	7.94609      	 2.6487      	88.1766      	2.26526      	     18      	      0      	    -18      	      0      	      0      	      0      
  119.8      	15499.7      	19606.2      	1061.57      	 7.5492      	5.30805      	 15.625      	9.45573      	11.6571      	95.5449      	7.94786      	2.64929      	90.4421      	2.26476      	     18      	      0      	    -18      	      0      	      0      	      0      
 119.85      	15575.5      	19705.8      	1064.55      	7.54779      	5.30706      	15.6249      	9.50199      	11.6898      	 95.527      	7.94935      	2.64978      	92.7071      	2.26434      	     18      	      0      	    -18      	      0      	      0      	      0      
  119.9      	15646.5      	19798.3      	1068.45      	7.54676      	5.30633      	15.6247      	9.54527      	11.7327      	 95.514      	7.95043      	2.65014      	94.9717      	2.26403      	     18      	      0      	    -18      	      0      	      0      	      0      
 119.95      	15698.5      	19865.4      	 1072.1      	7.54627      	5.30599      	15.6244      	9.57702      	11.7728      	95.5077      	7.95095      	2.65032      	97.2359      	2.26388      	     18      	      0      	    -18      	      0      	      0      	      0      
    120      	15732.3      	19907.5      	1074.79      	7.54651      	5.30616      	15.6242      	9.59759      	11.8023      	95.5108      	7.95069      	2.65023      	99.4998      	2.26395      	     18      	      0      	    -18      	      0      	      0      	      0      
 120.05      	15752.4      	19930.3      	1076.53      	7.54755      	5.30689      	15.6238      	9.60991      	11.8215      	 95.524      	 7.9496      	2.64987      	101.764      	2.26427      	     18      	      0      	    -18      	      0      	      0      	      0      
  120.1      	15762.2      	19938.3      	1077.57      	7.54918      	5.30803      	15.6235      	9.61587      	11.8328      	95.5446      	7.94788      	2.64929      	104.028      	2.26475      	     18      	      0      	    -18      	      0      	      0      	      0      
 120.15      	15766.1      	19938.3      	1078.04      	7.55108      	5.30937      	15.6231      	9.61825      	 11.838      	95.5687      	7.94588      	2.64863      	106.292      	2.26533      	     18      	      0      	    -18      	      0      	      0      	      0      
  120.2      	15764.6      	19931.1      	1078.22      	7.55304      	5.31075      	15.6227      	9.61731      	  11.84      	95.5935      	7.94382      	2.64794      	108.557      	2.26591      	     18      	      0      	    -18      	      0      	      0      	      0      
 120.25      	15763.6      	19925.1      	1078.12      	7.55486      	5.31203      	15.6223      	9.61673      	11.8389      	95.6165      	7.94191      	 2.6473      	110.823      	2.26646      	     18      	      0      	    -18      	      0      	      0      	      0      
  120.3      	15762.5      	19919.9      	1078.08      	 7.5563      	5.31304      	15.6219      	9.61604      	11.8385      	95.6347      	7.94039      	 2.6468      	113.089      	2.26689      	     18      	      0      	    -18      	      0      	      0      	      0      
 120.35      	15763.9      	19919.2      	1078.09      	7.55721      	5.31368      	15.6214      	9.61688      	11.8385      	95.6462      	7.93944      	2.64648      	115.356      	2.26716      	     18      	      0      	    -18      	      0      	      0      	      0      
  120.4      	15764.2      	19918.9      	1078.28      	7.55753      	 5.3139      	 15.621      	 9.6171      	11.8406      	95.6503      	 7.9391      	2.64637      	117.623      	2.26726      	     18      	      0      	    -18      	      0      	      0      	      0      
 120.45      	15766.7      	19922.7      	1078.47      	7.55726      	5.31371      	15.6206      	 9.6186      	11.8427      	95.6468      	7.93939      	2.64646      	 119.89      	2.26718      	     18      	      0      	    -18      	      0      	      0      	      0      
  120.5      	15767.1      	19925.3      	1078.82      	7.55646      	5.31315      	15.6202      	9.61884      	11.8466      	95.6367      	7.94023      	2.64674      	122.157      	2.26694      	     18      	      0      	    -18      	      0      	      0      	      0      
 120.55      	15769.8      	  19932      	 1079.1      	7.55523      	5.31229      	15.6198      	9.62052      	11.8497      	95.6212      	7.94152      	2.64717      	124.424      	2.26657      	     18      	      0      	    -18      	      0      	      0      	      0      
  120.6      	15770.7      	19937.1      	1079.53      	7.55374      	5.31124      	15.6194      	9.62106      	11.8544      	95.6023      	7.94309      	 2.6477      	126.691      	2.26612      	     18      	      0      	    -18      	      0      	      0      	      0      
 120.65      	15774.7      	  19946      	1079.87      	7.55227      	5.31021      	 15.619      	9.62351      	11.8582      	95.5837      	7.94463      	2.64821      	128.958      	2.26568      	     18      	      0      	    -18      	      0      	      0      	      0      
  120.7      	  15776      	19950.6      	1080.37      	7.55115      	5.30942      	15.6186      	9.62427      	11.8636      	95.5695      	7.94581      	 2.6486      	131.223      	2.26534      	     18      	      0      	    -18      	      0      	      0      	      0      
 120.75      	15779.7      	  19957      	1080.67      	7.55049      	5.30895      	15.6182      	9.62652      	11.8669      	95.5611      	7.94651      	2.64884      	133.489      	2.26515      	     18      	      0      	    -18      	      0      	      0      	      0      
  120.8      	15779.7      	19957.3      	1081.05      	7.55036      	5.30886      	15.6178      	 9.6265      	11.8711      	95.5596      	7.94664      	2.64888      	135.754      	2.26511      	     18      	      0      	    -18      	      0      	      0      	      0      
 120.85      	15781.7      	19958.4      	1081.19      	7.55088      	5.30923      	15.6174      	9.62773      	11.8726      	95.5661      	 7.9461      	 2.6487      	138.019      	2.26526      	     18      	      0      	    -18      	      0      	      0      	      0      
  120.9      	15777.7      	19950.6      	1081.38      	7.55195      	5.30998      	 15.617      	9.62528      	11.8747      	95.5796      	7.94497      	2.64832      	140.285      	2.26558      	     18      	      0      	    -18      	      0      	      0      	      0      
 120.95      	15772.3      	19940.1      	1081.23      	7.55334      	5.31096      	15.6166      	9.62203      	 11.873      	95.5973      	 7.9435      	2.64783      	 142.55      	  2.266      	     18      	      0      	    -18      	      0      	      0      	      0      
    121      	15754.3      	19913.3      	   1081      	7.55487      	5.31204      	15.6162      	9.61102      	11.8705      	95.6167      	7.94189      	 2.6473      	144.816      	2.26646      	     18      	      0      	    -18      	      0      	      0      	      0      
 121.05      	15724.2      	19871.3      	1080.19      	 7.5564      	5.31311      	15.6158      	9.59268      	11.8616      	95.6359      	7.94029      	2.64676      	147.082      	2.26692      	     18      	      0      	    -18      	      0      	      0      	      0      
  121.1      	15683.1      	19815.9      	1078.85      	7.55771      	5.31403      	15.6154      	9.56763      	11.8469      	95.6526      	7.93891      	 2.6463      	149.349      	2.26731      	     18      	      0      	    -18      	      0      	      0      	      0      
 121.15      	15666.7      	19792.7      	1076.95      	7.55865      	5.31469      	 15.615      	9.55759      	 11.826      	95.6644      	7.93793      	2.64598      	151.616      	2.26759      	     18      	      0      	    -18      	      0      	      0      	      0      
  121.2      	15653.4      	19774.8      	1076.23      	7.55908      	5.31499      	15.6146      	9.54951      	11.8181      	95.6698      	7.93748      	2.64583      	153.883      	2.26772      	     18      	      0      	    -18      	      0      	      0      	      0      
 121.25      	15634.6      	19751.4      	1075.67      	7.55894      	 5.3149      	15.6143      	9.53801      	11.8119      	95.6681      	7.93762      	2.64587      	156.151      	2.26768      	     18      	      0      	    -18      	      0      	      0      	      0      
  121.3      	15600.6      	19710.3      	1074.89      	7.55823      	 5.3144      	15.6139      	9.51728      	11.8034      	95.6591      	7.93837      	2.64612      	158.419      	2.26747      	     18      	      0      	    -18      	      0      	      0      	      0      
 121.35      	15557.2      	19658.7      	1073.41      	  7.557      	5.31353      	15.6136      	 9.4908      	11.7872      	95.6436      	7.93966      	2.64655      	160.686      	 2.2671      	     18      	      0      	    -18      	      0      	      0      	      0      
  121.4      	  15494      	  19583      	1071.52      	7.55537      	5.31238      	15.6133      	9.45222      	11.7665      	95.6229      	7.94138      	2.64713      	162.953      	2.26661      	     18      	      0      	    -18      	      0      	      0      	      0      
 121.45      	  15414      	19486.7      	1068.67      	7.55351      	5.31108      	15.6131      	9.40342      	11.7351      	95.5994      	7.94333      	2.64778      	 165.22      	2.26605      	     18      	      0      	    -18      	      0      	      0      	      0      
  121.5      	15309.3      	  19359      	1064.96      	7.55168      	5.30979      	15.6128      	9.33954      	11.6944      	95.5763      	7.94525      	2.64842      	167.487      	 2.2655      	     18      	      0      	    -18      	      0      	      0      	      0      
 121.55      	15191.3      	19213.7      	1059.94      	7.55014      	5.30871      	15.6125      	9.26756      	11.6392      	95.5568      	7.94687      	2.64896      	169.752      	2.26504      	     18      	      0      	    -18      	      0      	      0      	      0      
  121.6      	15065.1      	  19057      	1054.12      	7.54897      	5.30788      	15.6123      	9.19056      	11.5754      	95.5419      	7.94811      	2.64937      	172.018      	2.26469      	     18      	      0      	    -18      	      0      	      0      	      0      
 121.65      	14960.3      	18926.7      	1047.72      	7.54808      	5.30726      	 15.612      	9.12664      	11.5051      	95.5307      	7.94904      	2.64968      	174.283      	2.26442      	     18      	      0      	    -18      	      0      	      0      	      0      
  121.7      	14904.4      	18857.6      	1042.23      	7.54747      	5.30683      	15.6117      	9.09257      	11.4448      	 95.523      	7.94968      	2.64989      	176.547      	2.26424      	     18      	      0      	    -18      	      0      	      0      	      0      
 121.75      	  14940      	18903.1      	1039.07      	7.54723      	5.30666      	15.6114      	9.11424      	11.4101      	  95.52      	7.94993      	2.64998      	178.811      	2.26417      	     18      	      0      	    -18      	      0      	      0      	      0      
  121.8      	15066.9      	19063.2      	1040.44      	7.54744      	5.30681      	15.6111      	9.19171      	11.4251      	95.5226      	7.94971      	 2.6499      	181.076      	2.26423      	     18      	      0      	    -18      	      0      	      0      	      0      
 121.85      	15260.3      	19306.3      	1046.27      	7.54809      	5.30726      	15.6108      	9.30967      	11.4892      	95.5307      	7.94904      	2.64968      	 183.34      	2.26443      	     18      	      0      	    -18      	      0      	      0      	      0      
  121.9      	15455.8      	19551.1      	1055.26      	7.54902      	5.30792      	15.6105      	9.42892      	11.5879      	95.5426      	7.94805      	2.64935      	185.604      	2.26471      	     18      	      0      	    -18      	      0      	      0      	      0      
 121.95      	15608.4      	19741.5      	1064.21      	7.55005      	5.30864      	15.6101      	9.52204      	11.6862      	95.5556      	7.94697      	2.64899      	187.869      	2.26501      	     18      	      0      	    -18      	      0      	      0      	      0      
    122      	15692.8      	  19846      	1071.03      	 7.5509      	5.30924      	15.6098      	9.57349      	 11.761      	95.5664      	7.94607      	2.64869      	190.134      	2.26527      	     18      	      0      	    -18      	      0      	      0      	      0      
 122.05      	15723.4      	19883.6      	1074.61      	 7.5513      	5.30952      	15.6094      	9.59217      	11.8004      	95.5714      	7.94565      	2.64855      	192.399      	2.26539      	     18      	      0      	    -18      	      0      	      0      	      0      
  122.1      	  15715      	19873.5      	1075.76      	7.55113      	5.30941      	15.6091      	9.58709      	 11.813      	95.5693      	7.94583      	2.64861      	194.664      	2.26534      	     18      	      0      	    -18      	      0      	      0      	      0      
 122.15      	15695.6      	19850.5      	1075.18      	7.55056      	  5.309      	15.6088      	9.57524      	11.8066      	 95.562      	7.94643      	2.64881      	196.929      	2.26517      	     18      	      0      	    -18      	      0      	      0      	      0      
  122.2      	15678.5      	19830.9      	1074.18      	7.54975      	5.30843      	15.6084      	9.56479      	11.7956      	95.5518      	7.94728      	2.64909      	199.195      	2.26493      	     18      	      0      	    -18      	      0      	      0      	      0      
