# Sensor: Sensor Node loads [Node TW_1 | Tubular tower]      
# Record count:   14002      
# Storage mode:  Memory      
# Datetime of save: 2024-11-28T17:37:15      
# Statistical parameters for each field (time series) are placed above the column of the respective time series.
      
# Results earlier than the 'Statistics start time' (see below) are not included when calculating the statistic variables.
# Statistics start time: 100 s      
      
# Column      
      1      	      2      	      3      	      4      	      5      	      6      	      
Time [s]      	Gravity load - material (1129) (mag.)      [    k N      ]      	Gravity load - material (1129) (sign)      [    k N      ]      	Gravity load - material (1129)     .x      [    k N      ]      	Gravity load - material (1129)     .y      [    k N      ]      	Gravity load - material (1129)     .z      [    k N      ]      
----------	----------	----------	----------	----------	----------      
    Min      	1.56117 [100.05s]      	-1.56117 [100.05s]      	      0 [100.05s]      	      0 [100.05s]      	-1.56117 [100.05s]      
    Max      	1.56117 [100.05s]      	-1.56117 [100.05s]      	      0 [100.05s]      	      0 [100.05s]      	-1.56117 [100.05s]      
 374.85      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  374.9      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 374.95      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
    375      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 375.05      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  375.1      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 375.15      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  375.2      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 375.25      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  375.3      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 375.35      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  375.4      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 375.45      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  375.5      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 375.55      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  375.6      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 375.65      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  375.7      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 375.75      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  375.8      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 375.85      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  375.9      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 375.95      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
    376      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 376.05      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  376.1      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 376.15      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  376.2      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 376.25      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  376.3      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 376.35      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  376.4      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 376.45      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  376.5      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 376.55      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  376.6      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 376.65      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  376.7      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 376.75      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  376.8      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 376.85      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  376.9      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 376.95      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
    377      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 377.05      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  377.1      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 377.15      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  377.2      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 377.25      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  377.3      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 377.35      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  377.4      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 377.45      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  377.5      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 377.55      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  377.6      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 377.65      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  377.7      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 377.75      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  377.8      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 377.85      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  377.9      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 377.95      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
    378      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 378.05      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  378.1      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 378.15      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  378.2      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 378.25      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  378.3      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 378.35      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  378.4      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 378.45      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  378.5      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 378.55      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  378.6      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 378.65      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  378.7      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 378.75      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  378.8      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 378.85      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  378.9      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 378.95      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
    379      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 379.05      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  379.1      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 379.15      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  379.2      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 379.25      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  379.3      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 379.35      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  379.4      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 379.45      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  379.5      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 379.55      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  379.6      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 379.65      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  379.7      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 379.75      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  379.8      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 379.85      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  379.9      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 379.95      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
    380      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 380.05      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  380.1      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 380.15      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  380.2      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 380.25      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  380.3      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 380.35      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  380.4      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 380.45      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  380.5      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 380.55      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  380.6      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 380.65      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  380.7      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 380.75      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  380.8      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 380.85      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  380.9      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 380.95      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
    381      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 381.05      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  381.1      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 381.15      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  381.2      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 381.25      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  381.3      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 381.35      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  381.4      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 381.45      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  381.5      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 381.55      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  381.6      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 381.65      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  381.7      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 381.75      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  381.8      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 381.85      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  381.9      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 381.95      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
    382      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 382.05      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  382.1      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 382.15      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  382.2      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 382.25      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  382.3      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 382.35      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  382.4      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 382.45      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  382.5      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 382.55      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  382.6      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 382.65      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  382.7      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 382.75      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  382.8      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 382.85      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  382.9      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 382.95      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
    383      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 383.05      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  383.1      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 383.15      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  383.2      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 383.25      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  383.3      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 383.35      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  383.4      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 383.45      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  383.5      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 383.55      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  383.6      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 383.65      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  383.7      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 383.75      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  383.8      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 383.85      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  383.9      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 383.95      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
    384      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 384.05      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  384.1      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 384.15      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  384.2      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 384.25      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  384.3      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 384.35      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  384.4      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 384.45      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  384.5      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 384.55      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  384.6      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 384.65      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  384.7      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 384.75      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  384.8      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 384.85      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  384.9      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 384.95      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
    385      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 385.05      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  385.1      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 385.15      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  385.2      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 385.25      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  385.3      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 385.35      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  385.4      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 385.45      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  385.5      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 385.55      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  385.6      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 385.65      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  385.7      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 385.75      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  385.8      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 385.85      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  385.9      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 385.95      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
    386      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 386.05      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  386.1      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 386.15      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  386.2      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 386.25      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  386.3      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 386.35      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  386.4      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 386.45      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  386.5      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 386.55      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  386.6      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 386.65      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  386.7      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 386.75      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  386.8      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 386.85      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  386.9      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 386.95      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
    387      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 387.05      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  387.1      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 387.15      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  387.2      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 387.25      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  387.3      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 387.35      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  387.4      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 387.45      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  387.5      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 387.55      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  387.6      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 387.65      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  387.7      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 387.75      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  387.8      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 387.85      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  387.9      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 387.95      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
    388      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 388.05      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  388.1      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 388.15      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  388.2      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 388.25      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  388.3      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 388.35      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  388.4      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 388.45      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  388.5      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 388.55      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  388.6      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 388.65      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  388.7      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 388.75      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  388.8      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 388.85      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  388.9      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 388.95      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
    389      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 389.05      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  389.1      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 389.15      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  389.2      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 389.25      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  389.3      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 389.35      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  389.4      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 389.45      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  389.5      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 389.55      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  389.6      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 389.65      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  389.7      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 389.75      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  389.8      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 389.85      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  389.9      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 389.95      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
    390      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 390.05      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  390.1      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 390.15      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  390.2      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 390.25      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  390.3      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 390.35      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  390.4      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 390.45      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  390.5      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 390.55      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  390.6      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 390.65      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  390.7      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 390.75      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  390.8      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 390.85      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  390.9      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 390.95      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
    391      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 391.05      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  391.1      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 391.15      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  391.2      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 391.25      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  391.3      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 391.35      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  391.4      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 391.45      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  391.5      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 391.55      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  391.6      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 391.65      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  391.7      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 391.75      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  391.8      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 391.85      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  391.9      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 391.95      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
    392      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 392.05      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  392.1      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 392.15      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  392.2      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 392.25      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  392.3      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 392.35      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  392.4      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 392.45      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  392.5      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 392.55      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  392.6      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 392.65      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  392.7      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 392.75      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  392.8      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 392.85      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  392.9      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 392.95      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
    393      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 393.05      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  393.1      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 393.15      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  393.2      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 393.25      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  393.3      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 393.35      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  393.4      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 393.45      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  393.5      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 393.55      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  393.6      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 393.65      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  393.7      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 393.75      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  393.8      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 393.85      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  393.9      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 393.95      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
    394      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 394.05      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  394.1      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 394.15      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  394.2      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 394.25      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  394.3      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 394.35      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  394.4      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 394.45      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  394.5      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 394.55      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  394.6      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 394.65      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  394.7      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
