# Sensor: Sensor Node loads [Node TW_1 | Tubular tower]      
# Record count:   14002      
# Storage mode:  Memory      
# Datetime of save: 2024-11-28T17:37:15      
# Statistical parameters for each field (time series) are placed above the column of the respective time series.
      
# Results earlier than the 'Statistics start time' (see below) are not included when calculating the statistic variables.
# Statistics start time: 100 s      
      
# Column      
      1      	      2      	      3      	      4      	      5      	      6      	      
Time [s]      	Gravity load - material (1129) (mag.)      [    k N      ]      	Gravity load - material (1129) (sign)      [    k N      ]      	Gravity load - material (1129)     .x      [    k N      ]      	Gravity load - material (1129)     .y      [    k N      ]      	Gravity load - material (1129)     .z      [    k N      ]      
----------	----------	----------	----------	----------	----------      
    Min      	1.56117 [100.05s]      	-1.56117 [100.05s]      	      0 [100.05s]      	      0 [100.05s]      	-1.56117 [100.05s]      
    Max      	1.56117 [100.05s]      	-1.56117 [100.05s]      	      0 [100.05s]      	      0 [100.05s]      	-1.56117 [100.05s]      
  146.4      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 146.45      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  146.5      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 146.55      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  146.6      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 146.65      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  146.7      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 146.75      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  146.8      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 146.85      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  146.9      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 146.95      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
    147      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 147.05      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  147.1      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 147.15      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  147.2      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 147.25      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  147.3      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 147.35      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  147.4      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 147.45      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  147.5      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 147.55      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  147.6      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 147.65      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  147.7      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 147.75      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  147.8      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 147.85      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  147.9      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 147.95      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
    148      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 148.05      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  148.1      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 148.15      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  148.2      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 148.25      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  148.3      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 148.35      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  148.4      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 148.45      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  148.5      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 148.55      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  148.6      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 148.65      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  148.7      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 148.75      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  148.8      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 148.85      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  148.9      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 148.95      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
    149      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 149.05      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  149.1      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 149.15      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  149.2      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 149.25      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  149.3      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 149.35      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  149.4      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 149.45      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  149.5      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 149.55      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  149.6      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 149.65      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  149.7      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 149.75      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  149.8      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 149.85      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  149.9      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 149.95      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
    150      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 150.05      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  150.1      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 150.15      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  150.2      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 150.25      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  150.3      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 150.35      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  150.4      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 150.45      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  150.5      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 150.55      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  150.6      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 150.65      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  150.7      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 150.75      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  150.8      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 150.85      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  150.9      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 150.95      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
    151      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 151.05      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  151.1      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 151.15      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  151.2      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 151.25      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  151.3      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 151.35      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  151.4      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 151.45      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  151.5      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 151.55      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  151.6      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 151.65      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  151.7      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 151.75      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  151.8      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 151.85      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  151.9      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 151.95      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
    152      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 152.05      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  152.1      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 152.15      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  152.2      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 152.25      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  152.3      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 152.35      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  152.4      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 152.45      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  152.5      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 152.55      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  152.6      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 152.65      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  152.7      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 152.75      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  152.8      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 152.85      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  152.9      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 152.95      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
    153      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 153.05      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  153.1      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 153.15      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  153.2      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 153.25      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  153.3      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 153.35      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  153.4      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 153.45      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  153.5      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 153.55      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  153.6      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 153.65      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  153.7      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 153.75      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  153.8      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 153.85      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  153.9      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 153.95      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
    154      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 154.05      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  154.1      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 154.15      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  154.2      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 154.25      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  154.3      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 154.35      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  154.4      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 154.45      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  154.5      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 154.55      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  154.6      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 154.65      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  154.7      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 154.75      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  154.8      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 154.85      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  154.9      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 154.95      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
    155      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 155.05      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  155.1      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 155.15      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  155.2      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 155.25      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  155.3      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 155.35      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  155.4      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 155.45      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  155.5      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 155.55      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  155.6      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 155.65      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  155.7      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 155.75      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  155.8      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 155.85      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  155.9      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 155.95      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
    156      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 156.05      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  156.1      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 156.15      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  156.2      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 156.25      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  156.3      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 156.35      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  156.4      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 156.45      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  156.5      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 156.55      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  156.6      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 156.65      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  156.7      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 156.75      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  156.8      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 156.85      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  156.9      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 156.95      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
    157      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 157.05      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  157.1      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 157.15      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  157.2      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 157.25      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  157.3      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 157.35      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  157.4      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 157.45      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  157.5      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 157.55      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  157.6      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 157.65      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  157.7      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 157.75      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  157.8      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 157.85      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  157.9      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 157.95      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
    158      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 158.05      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  158.1      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 158.15      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  158.2      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 158.25      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  158.3      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 158.35      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  158.4      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 158.45      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  158.5      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 158.55      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  158.6      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 158.65      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  158.7      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 158.75      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  158.8      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 158.85      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  158.9      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 158.95      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
    159      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 159.05      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  159.1      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 159.15      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  159.2      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 159.25      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  159.3      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 159.35      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  159.4      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 159.45      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  159.5      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 159.55      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  159.6      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 159.65      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  159.7      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 159.75      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  159.8      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 159.85      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  159.9      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 159.95      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
    160      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 160.05      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  160.1      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 160.15      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  160.2      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 160.25      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  160.3      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 160.35      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  160.4      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 160.45      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  160.5      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 160.55      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  160.6      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 160.65      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  160.7      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 160.75      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  160.8      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 160.85      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  160.9      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 160.95      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
    161      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 161.05      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  161.1      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 161.15      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  161.2      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 161.25      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  161.3      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 161.35      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  161.4      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 161.45      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  161.5      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 161.55      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  161.6      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 161.65      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  161.7      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 161.75      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  161.8      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 161.85      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  161.9      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 161.95      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
    162      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 162.05      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  162.1      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 162.15      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  162.2      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 162.25      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  162.3      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 162.35      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  162.4      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 162.45      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  162.5      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 162.55      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  162.6      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 162.65      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  162.7      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 162.75      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  162.8      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 162.85      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  162.9      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 162.95      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
    163      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 163.05      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  163.1      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 163.15      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  163.2      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 163.25      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  163.3      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 163.35      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  163.4      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 163.45      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  163.5      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 163.55      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  163.6      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 163.65      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  163.7      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 163.75      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  163.8      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 163.85      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  163.9      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 163.95      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
    164      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 164.05      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  164.1      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 164.15      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  164.2      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 164.25      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  164.3      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 164.35      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  164.4      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 164.45      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  164.5      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 164.55      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  164.6      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 164.65      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  164.7      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 164.75      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  164.8      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 164.85      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  164.9      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 164.95      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
    165      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 165.05      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  165.1      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 165.15      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  165.2      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 165.25      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  165.3      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 165.35      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  165.4      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 165.45      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  165.5      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 165.55      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  165.6      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 165.65      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  165.7      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 165.75      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  165.8      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 165.85      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  165.9      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 165.95      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
    166      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 166.05      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  166.1      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 166.15      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
  166.2      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
 166.25      	1.56117      	-1.56117      	      0      	      0      	-1.56117      
