# Sensor: Sensor Blade [Time] [Blade 1]      
# Description: Time series      
# Record count:   14002      
# Storage mode:  Memory      
# Datetime of save: 2024-11-28T17:37:03      
# Statistical parameters for each field (time series) are placed above the column of the respective time series.
      
# Results earlier than the 'Statistics start time' (see below) are not included when calculating the statistic variables.
# Statistics start time: 100 s      
      
# Column      
      1      	      2      	      3      	      4      	      5      	      6      	      7      	      8      	      9      	     10      	      
Time [s]      	Root force (magnitude)      [    k N      ]      	Root moment (magnitude)      [   k Nm      ]      	Root moment (out-of-plane)      [   k Nm      ]      	Root moment (in-plane)      [   k Nm      ]      	Root moment about shaft      [   k Nm      ]      	Pitch angle      [      °      ]      	Tip deflection (out-of-plane)      [      m      ]      	Tip deflection (in-plane)      [      m      ]      	Root torque      [   k Nm      ]      
   1.15      	1307.87      	1787.87      	1243.24      	1283.67      	1282.81      	27.7004      	-3.37629      	0.00694178      	8.33693      
    1.2      	 782.29      	 1405.3      	261.098      	1380.78      	1379.37      	27.6005      	-3.53907      	0.0309644      	 -2.197      
   1.25      	1090.64      	1673.44      	-545.601      	1581.82      	1580.44      	27.5005      	-3.71111      	0.0580574      	2.84392      
    1.3      	1059.61      	2389.16      	-1625.84      	1749.19      	1747.47      	27.4005      	-3.88397      	0.088517      	-1.34939      
   1.35      	812.833      	3159.89      	-2496.44      	1934.12      	1932.15      	27.3005      	-4.05006      	0.119222      	-2.94734      
    1.4      	1234.76      	3947.05      	-3232.71      	2260.28      	 2258.1      	27.2005      	-4.20835      	0.147138      	-0.795174      
   1.45      	753.423      	4617.48      	-3862.44      	 2524.7      	2521.83      	27.1005      	-4.35918      	0.169401      	-10.8369      
    1.5      	1142.14      	5084.11      	-4195.17      	 2866.2      	2863.14      	27.0006      	-4.50106      	0.18712      	-7.58945      
   1.55      	 930.97      	 5684.6      	-4732.22      	3142.89      	3139.22      	26.9006      	-4.63074      	0.200665      	-15.5108      
    1.6      	915.928      	 6090.4      	-5024.66      	3434.73      	3430.76      	26.8006      	-4.74517      	0.206469      	-15.9838      
   1.65      	1123.76      	6456.36      	-5219.56      	3793.21      	3788.86      	26.7006      	-4.83817      	0.202267      	-17.0192      
    1.7      	793.505      	6766.02      	-5366.66      	 4113.7      	4108.78      	26.6006      	-4.90736      	0.188405      	-23.0842      
   1.75      	1138.13      	7021.16      	-5383.76      	4500.68      	4495.55      	26.5007      	-4.95556      	0.170487      	-19.4336      
    1.8      	869.039      	 7367.7      	-5554.76      	4834.07      	4828.44      	26.4007      	-4.99003      	0.150036      	-23.4654      
   1.85      	996.365      	7614.29      	  -5554      	5203.01      	5197.24      	26.3007      	-5.02005      	0.126363      	-18.7429      
    1.9      	1031.68      	7937.83      	-5607.11      	 5613.3      	5607.25      	26.2007      	-5.04555      	0.101085      	-16.1906      
   1.95      	871.413      	8200.87      	-5583.56      	6001.53      	5995.16      	26.1007      	-5.06404      	0.0725934      	-15.0699      
      2      	1107.06      	 8432.6      	-5408.6      	6465.28      	6458.73      	26.0008      	-5.07863      	0.0431766      	-8.99963      
   2.05      	886.106      	8692.11      	-5309.03      	6878.45      	6871.47      	25.9008      	-5.09604      	0.0147327      	-9.97251      
    2.1      	 1043.2      	 8984.1      	-5173.21      	7341.72      	7334.61      	25.8008      	-5.11984      	-0.0113239      	-2.68116      
   2.15      	1005.37      	9366.82      	-5213.91      	7778.22      	7770.87      	25.7008      	-5.14737      	-0.033706      	1.50362      
    2.2      	943.419      	9762.99      	-5287.29      	 8204.1      	8196.64      	25.6008      	-5.17601      	-0.0557288      	 8.3359      
   2.25      	1104.48      	10177.1      	-5372.02      	8640.62      	8633.11      	25.5008      	-5.20445      	-0.0786837      	16.6168      
    2.3      	925.997      	10591.4      	-5501.31      	9047.44      	9039.75      	25.4009      	-5.23425      	-0.103031      	21.5426      
   2.35      	1101.18      	  10980      	-5567.25      	9460.75      	9453.06      	25.3009      	-5.26674      	-0.126919      	30.7035      
    2.4      	1010.88      	11406.1      	-5745.2      	9850.24      	9842.45      	25.2009      	-5.30238      	-0.14813      	36.8581      
   2.45      	1036.31      	11842.4      	-5942.91      	10239.9      	10232.1      	25.1009      	-5.34286      	-0.167707      	 45.125      
    2.5      	1113.91      	12284.5      	-6108.43      	10654.7      	10646.8      	25.0009      	-5.38582      	-0.186296      	52.4265      
   2.55      	1001.22      	12673.1      	-6218.41      	11039.1      	11031.1      	 24.901      	-5.42774      	-0.205362      	 57.853      
    2.6      	1153.27      	13027.5      	-6283.86      	11408.3      	11400.2      	 24.801      	-5.46669      	-0.223528      	 64.268      
   2.65      	1047.17      	13337.9      	-6347.65      	11727.1      	11718.9      	 24.701      	-5.50273      	-0.240814      	68.4993      
    2.7      	 1126.2      	13598.5      	-6330.57      	12031.6      	12023.4      	 24.601      	-5.53656      	-0.258599      	74.8546      
   2.75      	1136.16      	13818.8      	-6309.68      	12290.9      	12282.6      	 24.501      	-5.56507      	-0.274634      	79.8267      
    2.8      	1095.99      	  13997      	-6236.22      	12527.7      	12519.5      	24.4011      	-5.58474      	-0.287945      	85.9218      
   2.85      	1196.37      	  14137      	-6110.97      	12744.8      	12736.7      	24.3011      	-5.59498      	-0.297747      	92.6473      
    2.9      	1116.12      	14232.6      	-5951.23      	12925.7      	12917.6      	24.2011      	-5.59799      	-0.304091      	 98.823      
   2.95      	1198.44      	14294.8      	-5731.81      	13092.5      	13084.7      	24.1011      	-5.59457      	-0.307455      	107.697      
      3      	1182.89      	14333.9      	-5521.66      	  13225      	13217.4      	24.0011      	-5.5831      	-0.3073      	115.698      
   3.05      	1179.35      	14329.4      	-5232.11      	13337.5      	13330.3      	23.9012      	-5.56373      	-0.306016      	125.519      
    3.1      	1249.15      	  14286      	-4885.22      	13422.4      	13415.4      	23.8012      	-5.53709      	-0.304706      	134.627      
   3.15      	1186.46      	14199.1      	-4500.56      	13464.8      	13458.2      	23.7012      	-5.50381      	-0.303574      	143.742      
    3.2      	1271.45      	14095.2      	-4095.28      	13485.1      	13478.9      	23.6012      	-5.46411      	-0.302483      	153.509      
   3.25      	1233.54      	13969.2      	-3704.23      	13467.2      	13461.4      	23.5012      	-5.41829      	-0.301016      	162.443      
    3.3      	1260.33      	13830.5      	-3273.93      	13435.6      	13430.3      	23.4012      	-5.36773      	-0.300928      	172.742      
   3.35      	1291.53      	13677.8      	-2860.98      	13373.5      	13368.6      	23.3013      	-5.31219      	-0.302774      	181.534      
    3.4      	1255.51      	13506.3      	-2396.4      	13290.2      	13285.9      	23.2013      	-5.25095      	-0.306196      	191.005      
   3.45      	1326.65      	13323.4      	-1907.04      	13184.5      	13180.6      	23.1013      	-5.18457      	-0.309915      	200.326      
    3.5      	 1284.2      	13132.5      	-1433.98      	13052.1      	13048.8      	23.0013      	-5.11454      	-0.312854      	208.869      
   3.55      	1328.43      	12959.7      	-920.47      	12925.1      	12922.3      	22.9013      	-5.04145      	-0.315312      	218.753      
    3.6      	1331.01      	12784.5      	-435.904      	  12775      	12772.7      	22.8014      	 -4.964      	-0.316353      	227.559      
   3.65      	1320.95      	12610.9      	66.5851      	12608.4      	12606.7      	22.7014      	-4.88184      	-0.315877      	237.092      
    3.7      	 1366.6      	12430.7      	570.804      	12415.1      	  12414      	22.6014      	-4.79622      	-0.313995      	246.108      
   3.75      	1332.96      	12237.1      	   1093      	12185.4      	12184.9      	22.5014      	-4.70818      	-0.311393      	254.717      
    3.8      	 1376.3      	12056.4      	1650.63      	11939.7      	11939.8      	22.4014      	-4.61716      	-0.309022      	263.717      
   3.85      	1365.73      	11865.7      	2185.59      	11659.1      	11659.8      	22.3015      	-4.52265      	-0.305872      	271.387      
    3.9      	1369.91      	11696.8      	2759.84      	11362.4      	11363.8      	22.2015      	-4.42553      	-0.301756      	279.552      
   3.95      	1396.93      	11546.4      	3334.45      	11049.7      	11051.7      	22.1015      	-4.32616      	-0.296661      	 286.71      
      4      	1369.61      	11410.2      	3906.84      	10715.1      	10717.7      	22.0015      	-4.22443      	-0.290475      	293.656      
   4.05      	1408.18      	11296.8      	4463.56      	10371.3      	10374.6      	21.9015      	-4.12026      	-0.283733      	300.458      
    4.1      	1385.79      	11189.7      	4997.73      	10004.5      	10008.3      	21.8015      	-4.01406      	-0.276971      	306.173      
   4.15      	1400.85      	11125.5      	5570.71      	9622.27      	 9626.7      	21.7016      	-3.90691      	-0.270824      	311.966      
    4.2      	1407.79      	11060.9      	6118.79      	9205.03      	9210.06      	21.6016      	-3.79909      	-0.264871      	316.279      
   4.25      	1392.03      	11009.7      	6657.63      	8757.95      	8763.56      	21.5016      	-3.69076      	-0.25868      	319.909      
    4.3      	1418.25      	10984.6      	7184.26      	 8297.3      	8303.48      	21.4016      	-3.58301      	-0.25162      	322.919      
   4.35      	1394.25      	10964.7      	7675.38      	7816.35      	7823.08      	21.3016      	-3.47722      	-0.242858      	 324.92      
    4.4      	1410.84      	10969.8      	8151.15      	7325.31      	7332.59      	21.2017      	-3.37375      	-0.232189      	326.837      
   4.45      	1404.08      	10966.1      	8579.76      	6811.41      	6819.24      	21.1017      	-3.27247      	-0.219061      	328.062      
    4.5      	 1396.7      	10985.8      	8994.74      	6286.34      	6294.75      	21.0017      	-3.17428      	-0.203428      	329.849      
   4.55      	 1410.5      	11019.9      	9383.45      	 5754.1      	5763.13      	20.9017      	-3.07973      	-0.185166      	332.332      
    4.6      	1389.57      	11070.8      	9748.24      	5219.05      	5228.74      	20.8017      	-2.98787      	-0.1642      	335.876      
   4.65      	1404.57      	11165.1      	10112.5      	4699.26      	4709.68      	20.7018      	-2.89675      	-0.141064      	341.091      
    4.7      	1390.62      	11268.8      	  10447      	4185.23      	4196.41      	20.6018      	-2.80485      	-0.116116      	347.113      
   4.75      	1388.88      	11416.4      	  10789      	3685.37      	3697.33      	20.5018      	-2.71179      	-0.0903378      	354.075      
    4.8      	1392.24      	11621.4      	11155.8      	3199.33      	3212.06      	20.4018      	-2.61674      	-0.0649429      	 361.07      
   4.85      	1375.85      	11904.8      	11571.5      	2726.26      	2739.74      	20.3018      	-2.51892      	-0.0413085      	367.748      
    4.9      	1387.19      	12288.9      	12060.3      	2269.02      	 2283.2      	20.2018      	-2.41862      	-0.0208069      	 373.83      
   4.95      	1370.96      	12768.9      	12619.9      	1825.95      	1840.77      	20.1019      	-2.31672      	-0.00413916      	378.905      
      5      	1374.64      	13358.8      	13266.2      	1407.44      	1422.87      	20.0019      	-2.21397      	0.00856097      	383.647      
   5.05      	1371.51      	  14007      	13952.1      	1005.95      	1021.94      	19.9019      	-2.11042      	0.0179356      	387.669      
    5.1      	 1362.8      	14673.9      	14641.3      	626.069      	642.572      	19.8019      	-2.00615      	0.0243042      	391.246      
   5.15      	1369.97      	15340.8      	15318.7      	267.787      	284.781      	19.7019      	-1.90124      	0.0276169      	394.689      
    5.2      	1356.66      	15983.3      	15962.9      	-74.6247      	-57.1611      	 19.602      	-1.79557      	0.0280421      	398.001      
   5.25      	1361.13      	16595.5      	  16570      	-398.963      	-381.045      	 19.502      	-1.68901      	0.0258217      	 401.36      
    5.3      	1353.19      	17161.3      	17125.2      	-717.841      	-699.485      	 19.402      	-1.58191      	0.0213802      	404.456      
   5.35      	1346.98      	17691.2      	17639.7      	-1029.93      	-1011.15      	 19.302      	-1.47557      	0.0149383      	407.393      
    5.4      	1347.33      	18188.4      	18117.2      	-1338.46      	-1319.28      	 19.202      	-1.37103      	0.00711082      	409.997      
   5.45      	1333.93      	18647.5      	18552.2      	-1649.33      	-1629.76      	19.1021      	-1.26874      	-0.0013016      	412.032      
    5.5      	1335.37      	19085.5      	18961.8      	-1962.15      	-1942.22      	19.0021      	-1.16926      	-0.00989171      	413.607      
   5.55      	1323.73      	19510.3      	19353.3      	-2283.3      	-2263.01      	18.9021      	-1.07311      	-0.0182687      	414.782      
    5.6      	1318.81      	19926.5      	19731.7      	-2609.46      	-2588.81      	18.8021      	-0.980565      	-0.0259833      	 415.73      
   5.65      	1313.75      	20332.9      	20095.2      	-2943.97      	-2922.98      	18.7021      	-0.891373      	-0.0321539      	 416.45      
    5.7      	1301.56      	20733.8      	20448.7      	-3281.55      	-3260.2      	18.6022      	-0.805115      	-0.0359702      	417.288      
   5.75      	1299.76      	21130.1      	20794.4      	-3615.42      	-3593.71      	18.5022      	-0.721775      	-0.036836      	418.354      
    5.8      	1286.16      	21507.6      	21118.1      	-3946.6      	-3924.52      	18.4022      	-0.641572      	-0.0342117      	419.502      
   5.85      	1281.47      	21865.8      	21420.1      	-4270.46      	-4248.02      	18.3022      	-0.564518      	-0.0281617      	420.754      
    5.9      	1272.37      	22208.3      	21702.9      	-4595.11      	-4572.31      	18.2022      	-0.490609      	-0.0191713      	421.996      
   5.95      	 1262.8      	22545.3      	21975.1      	-4927.83      	-4904.65      	18.1022      	-0.420257      	-0.00808666      	423.217      
      6      	1258.69      	22891.1      	22250.6      	-5271.39      	-5247.84      	18.0023      	-0.353648      	0.00421035      	424.448      
   6.05      	1247.16      	23247.2      	22531.9      	-5621.2      	-5597.25      	17.9023      	-0.290373      	0.0169639      	425.776      
    6.1      	 1243.1      	23610.5      	22817.4      	-5970.37      	-5946.04      	17.8023      	-0.229946      	0.0296929      	427.081      
   6.15      	1234.04      	23974.4      	23100.1      	-6320.98      	-6296.26      	17.7023      	-0.172054      	0.0425617      	 428.27      
    6.2      	1226.91      	24336.7      	23380.6      	-6662.82      	-6637.73      	17.6023      	-0.116335      	0.0558506      	429.443      
   6.25      	1221.84      	24696.4      	23660.4      	-6989.04      	-6963.59      	17.5024      	-0.0620541      	0.0696665      	430.691      
    6.3      	1211.81      	25049.4      	23935.9      	-7298.53      	-7272.72      	17.4024      	-0.00844105      	0.0836973      	432.072      
   6.35      	1207.47      	25397.7      	24210.4      	-7589.04      	-7562.89      	17.3024      	0.0448523      	0.0973131      	433.585      
    6.4      	1197.32      	25748.8      	24491.7      	-7862.82      	-7836.33      	17.2024      	0.098047      	0.110154      	435.405      
   6.45      	1190.32      	26105.7      	24782.5      	-8122.42      	-8095.6      	17.1024      	0.151396      	0.122016      	437.477      
    6.5      	1182.47      	26459.4      	25071.2      	-8375.1      	-8347.94      	17.0025      	0.204957      	0.13281      	439.518      
   6.55      	1172.83      	26806.6      	25353.7      	-8623.36      	-8595.89      	16.9025      	0.258613      	0.142457      	441.442      
    6.6      	1167.16      	  27149      	25634.1      	-8860.57      	-8832.79      	16.8025      	0.312295      	0.150927      	443.371      
   6.65      	1157.03      	  27481      	25908.3      	-9082.21      	-9054.13      	16.7025      	0.366017      	0.15827      	445.353      
    6.7      	 1150.5      	27802.3      	26177.1      	-9285.46      	-9257.11      	16.6025      	0.419787      	0.164322      	447.341      
   6.75      	1141.73      	  28119      	26447.2      	-9470.61      	-9441.99      	16.5025      	0.47353      	0.168899      	449.494      
    6.8      	1133.05      	28433.9      	26722.9      	-9633.47      	-9604.59      	16.4026      	0.527094      	0.17196      	451.852      
   6.85      	1125.66      	28742.4      	27001.6      	-9769.55      	-9740.43      	16.3026      	0.580496      	0.173491      	454.333      
    6.9      	1115.34      	29043.3      	27281.9      	-9878.37      	-9849.04      	16.2026      	0.633973      	0.173189      	456.873      
   6.95      	1108.01      	29338.6      	27565.4      	-9962.2      	-9932.69      	16.1026      	0.687713      	0.170509      	459.299      
      7      	1098.56      	29628.8      	  27850      	-10027.7      	-9998.07      	16.0026      	0.741855      	0.165191      	461.524      
   7.05      	1090.19      	29917.9      	28137.7      	-10081.1      	-10051.3      	15.9027      	0.796649      	0.15709      	463.443      
    7.1      	1082.16      	30208.1      	  28430      	-10124.8      	-10094.9      	15.8027      	0.852404      	0.14601      	465.071      
   7.15      	1072.58      	30501.3      	28728.9      	-10158.1      	-10128.1      	15.7027      	0.909375      	0.131956      	466.538      
    7.2      	1065.08      	30796.2      	29034.3      	-10177.9      	-10147.8      	15.6027      	0.967683      	0.115419      	 468.24      
   7.25      	1055.17      	  31088      	29341.9      	-10181.3      	-10151.1      	15.5027      	1.02754      	0.0973216      	470.372      
    7.3      	1046.61      	31377.4      	29652.9      	-10166.1      	-10135.8      	15.4028      	1.08922      	0.0785185      	472.837      
   7.35      	 1037.6      	31664.1      	29966.8      	-10132.6      	-10102.2      	15.3028      	1.15252      	0.0597637      	475.592      
    7.4      	1028.13      	  31949      	30284.1      	-10081.5      	-10051.1      	15.2028      	1.21696      	0.04167      	478.603      
   7.45      	1019.81      	  32237      	30609.1      	-10014.8      	-9984.32      	15.1028      	1.28249      	0.0242753      	481.902      
    7.5      	1009.73      	32534.8      	30946.9      	-9937.11      	-9906.5      	15.0028      	 1.3495      	0.0070317      	485.535      
   7.55      	1000.91      	  32841      	  31295      	-9851.59      	-9821.04      	15.0972      	1.41463      	-0.00987488      	486.058      
    7.6      	990.561      	33133.1      	31629.6      	-9758.67      	-9728.2      	15.1971      	1.47018      	-0.0249023      	486.662      
   7.65      	980.225      	33391.5      	31931.6      	-9653.36      	-9622.93      	15.2971      	1.51379      	-0.0379475      	487.936      
    7.7      	970.707      	33613.4      	32198.6      	-9534.29      	-9503.9      	15.3971      	1.54902      	-0.0515002      	489.671      
   7.75      	960.752      	33786.7      	32417.9      	-9401.18      	-9370.8      	15.4971      	1.57671      	-0.0672275      	492.355      
    7.8      	951.786      	33863.8      	32542.9      	-9244.06      	-9213.72      	15.5971      	1.59439      	-0.0841463      	495.065      
   7.85      	939.211      	33779.9      	32506.8      	-9062.78      	-9032.53      	 15.697      	1.60111      	-0.100945      	496.923      
    7.9      	923.538      	33536.8      	32309.8      	-8863.62      	-8833.55      	 15.797      	1.59814      	-0.118302      	497.306      
   7.95      	907.643      	33228.8      	32051.3      	-8640.79      	-8610.91      	 15.897      	1.58647      	-0.138118      	497.821      
      8      	893.695      	32933.4      	31813.4      	-8387.23      	-8357.55      	 15.997      	1.56619      	-0.161075      	498.918      
   8.05      	881.705      	32647.4      	31589.8      	-8111.26      	-8081.79      	 16.097      	1.53699      	-0.185875      	500.173      
    8.1      	 867.27      	  32337      	  31344      	-7818.28      	-7789.07      	16.1969      	 1.4986      	-0.21081      	500.606      
   8.15      	852.848      	31998.1      	31071.8      	-7505.82      	-7476.93      	16.2969      	1.45144      	-0.235144      	500.413      
    8.2      	838.991      	  31662      	30804.6      	-7176.95      	-7148.38      	16.3969      	1.39782      	-0.258487      	500.131      
   8.25      	825.844      	31356.7      	30571.3      	-6827.7      	-6799.44      	16.4969      	1.34199      	-0.280107      	500.804      
    8.3      	812.824      	31068.7      	30357.6      	-6455.83      	-6427.87      	16.5969      	1.28685      	-0.299133      	502.095      
   8.35      	798.302      	30763.4      	30127.1      	-6063.68      	-6036.02      	16.6968      	1.23124      	-0.314759      	503.688      
    8.4      	783.358      	30429.6      	29867.6      	-5651.55      	-5624.22      	16.7968      	1.17317      	-0.326804      	505.367      
   8.45      	767.364      	30082.8      	29593.5      	-5223.56      	-5196.54      	16.8968      	  1.114      	-0.336067      	 507.41      
    8.5      	751.614      	29740.5      	  29321      	-4784.29      	-4757.59      	16.9968      	1.05593      	-0.344137      	509.849      
   8.55      	736.516      	29401.6      	29048.5      	-4332.82      	-4306.42      	17.0968      	0.997811      	-0.353088      	512.592      
    8.6      	721.413      	29051.9      	  28762      	-3863.49      	-3837.43      	17.1968      	0.93725      	-0.364971      	  515.2      
   8.65      	706.667      	  28681      	28450.2      	-3373.69      	-3347.99      	17.2967      	0.874282      	-0.381248      	517.333      
    8.7      	691.393      	28290.5      	28113.2      	-2869.64      	-2844.37      	17.3967      	0.80988      	-0.402697      	518.638      
   8.75      	677.081      	27895.8      	27765.2      	-2352.94      	-2328.13      	17.4967      	0.743664      	-0.429772      	 519.29      
    8.8      	663.895      	27502.3      	27411.6      	-1812.09      	-1787.79      	17.5967      	0.675103      	-0.462744      	519.409      
   8.85      	650.813      	27092.7      	27033.6      	-1242.37      	-1218.63      	17.6967      	0.604725      	-0.501206      	518.922      
    8.9      	637.317      	  26649      	26610.8      	-650.101      	-626.977      	17.7966      	0.532993      	-0.543847      	517.722      
   8.95      	623.588      	  26187      	26157.1      	-44.6701      	-22.1886      	17.8966      	0.459374      	-0.588961      	516.133      
      9      	612.293      	25738.4      	25702.7      	566.756      	 588.59      	17.9966      	0.383172      	-0.634864      	 514.56      
   9.05      	602.641      	25303.9      	25247.5      	1174.62      	1195.82      	18.0966      	0.304775      	-0.679948      	513.103      
    9.1      	593.805      	24870.6      	24778.9      	1769.49      	1790.06      	18.1966      	0.225061      	-0.722663      	511.594      
   9.15      	586.531      	24459.3      	24317.2      	2356.29      	2376.25      	18.2965      	0.143826      	-0.761346      	510.454      
    9.2      	 580.87      	24090.4      	23882.3      	 2940.3      	2959.69      	18.3965      	0.0606399      	-0.794448      	509.983      
   9.25      	576.474      	23753.1      	23463.6      	3517.08      	3535.93      	18.4965      	-0.023327      	-0.821237      	510.003      
    9.3      	572.505      	23433.9      	23046.6      	4091.14      	4109.46      	18.5965      	-0.106466      	-0.841909      	510.478      
   9.35      	569.968      	23135.1      	22630.8      	4674.33      	4692.15      	18.6965      	-0.188882      	-0.85741      	511.583      
    9.4      	568.594      	22856.9      	22213.2      	5274.12      	5291.44      	18.7965      	-0.271417      	-0.86945      	 513.23      
   9.45      	568.097      	22593.6      	21785.7      	5889.84      	5906.66      	18.8964      	-0.353729      	-0.8805      	  515.1      
    9.5      	568.561      	22336.7      	21340.5      	 6510.1      	 6526.4      	18.9964      	-0.435372      	-0.893521      	516.718      
   9.55      	569.767      	  22082      	20875.8      	   7122      	7137.76      	19.0964      	-0.517491      	-0.911169      	517.622      
    9.6      	571.792      	21827.1      	20390.3      	7720.34      	7735.54      	19.1964      	-0.601657      	-0.935012      	517.532      
   9.65      	574.544      	21566.8      	19877.2      	8307.13      	8321.72      	19.2964      	-0.688307      	-0.965601      	 516.31      
    9.7      	 578.13      	  21293      	19325.8      	8884.52      	8898.47      	19.3963      	-0.777493      	-1.00267      	513.981      
   9.75      	583.189      	21013.6      	18740.4      	9457.34      	 9470.6      	19.4963      	-0.869951      	-1.04475      	510.779      
    9.8      	589.343      	20746.6      	18133.9      	10035.2      	10047.7      	19.5963      	-0.966316      	-1.08934      	507.044      
   9.85      	597.141      	20502.4      	17511.7      	10623.3      	10635.1      	19.6963      	-1.06622      	-1.13363      	502.996      
    9.9      	606.501      	20285.7      	16875.6      	11222.1      	11233.2      	19.7963      	-1.16895      	-1.17528      	498.929      
   9.95      	617.694      	20110.3      	16236.2      	  11835      	11845.4      	19.8962      	-1.27428      	-1.21258      	495.148      
     10      	630.143      	19982.8      	  15601      	12458.7      	12468.3      	19.9962      	-1.3821      	-1.24445      	491.715      
  10.05      	643.613      	19895.8      	14973.4      	13075.8      	13084.6      	20.0962      	-1.49167      	-1.27041      	488.449      
   10.1      	658.335      	19840.3      	14355.1      	13672.8      	13680.9      	20.1962      	-1.60198      	-1.29073      	485.314      
  10.15      	673.835      	19812.8      	13746.3      	14247.7      	14255.2      	20.2962      	-1.71265      	-1.30648      	482.236      
   10.2      	689.731      	19809.6      	13145.1      	  14801      	14807.9      	20.3962      	-1.82386      	-1.31907      	479.092      
  10.25      	705.892      	  19828      	12548.5      	15334.8      	  15341      	20.4961      	-1.93532      	-1.32982      	475.796      
   10.3      	722.047      	19860.7      	11948.4      	  15849      	15854.5      	20.5961      	-2.0464      	-1.33979      	472.257      
