# Sensor: Sensor Generator      
# Record count:   14002      
# Storage mode:  Memory      
# Datetime of save: 2024-11-28T17:37:01      
# Statistical parameters for each field (time series) are placed above the column of the respective time series.
      
# Results earlier than the 'Statistics start time' (see below) are not included when calculating the statistic variables.
# Statistics start time: 100 s      
      
# Column      
      1      	      2      	      3      	      4      	      5      	      6      	      7      	      8      	      9      	      
Time [s]      	Power (electrical)      [    k W      ]      	 Torque      [     Nm      ]      	Torque on main shaft      [   k Nm      ]      	Torque diff. on main shaft      [   k Nm      ]      	    RPM      [    rpm      ]      	Filtered RPM      [    rpm      ]      	Electricity production      [   k Wh      ]      	 Region      [             ]      
    0.4      	13553.2      	1.85396e+07      	18539.6      	 -18553      	6.98093      	6.98093      	1.51005      	      0      
   0.45      	13541.3      	1.85386e+07      	18538.6      	-18555.3      	6.97517      	6.97517      	1.69812      	      0      
    0.5      	13558.3      	1.85374e+07      	18537.4      	-18554.8      	6.98437      	6.98437      	1.88643      	      0      
   0.55      	  13708      	1.87624e+07      	18762.4      	 -18780      	6.97685      	6.97685      	2.07682      	      0      
    0.6      	13864.8      	1.89874e+07      	18987.4      	-18998.6      	6.97299      	6.97299      	2.26939      	      0      
   0.65      	14032.3      	1.92124e+07      	19212.4      	-19212.4      	6.97458      	6.97458      	2.46428      	      0      
    0.7      	14196.5      	1.94374e+07      	19437.4      	-19417.7      	6.97452      	6.97452      	2.66145      	      0      
   0.75      	14357.1      	1.9624e+07      	  19624      	-19573.4      	6.98634      	6.98634      	2.86086      	      0      
    0.8      	14350.9      	1.9624e+07      	  19624      	-19534.1      	 6.9833      	 6.9833      	3.06018      	      0      
   0.85      	14352.2      	1.9624e+07      	  19624      	-19476.5      	6.98394      	6.98394      	3.25951      	      0      
    0.9      	14354.4      	1.9624e+07      	  19624      	-19406.5      	6.98503      	6.98503      	3.45888      	      0      
   0.95      	14349.8      	1.9624e+07      	  19624      	-19316.1      	6.98277      	6.98277      	3.65818      	      0      
      1      	14355.3      	1.9624e+07      	  19624      	-19207.7      	6.98547      	6.98547      	3.85756      	      0      
   1.05      	14337.8      	1.9624e+07      	  19624      	-19089.5      	6.97697      	6.97697      	 4.0567      	      0      
    1.1      	14355.4      	1.9624e+07      	  19624      	-18956.8      	 6.9855      	 6.9855      	4.25608      	      0      
   1.15      	14350.5      	1.9624e+07      	  19624      	-18826.5      	6.98313      	6.98313      	4.45539      	      0      
    1.2      	14359.6      	1.9624e+07      	  19624      	-18686.1      	6.98753      	6.98753      	4.65483      	      0      
   1.25      	14361.5      	1.9624e+07      	  19624      	-18546.4      	6.98848      	6.98848      	4.85429      	      0      
    1.3      	14348.8      	1.9624e+07      	  19624      	-18410.5      	 6.9823      	 6.9823      	5.05358      	      0      
   1.35      	14353.4      	1.9624e+07      	  19624      	-18275.5      	6.98453      	6.98453      	5.25294      	      0      
    1.4      	14338.1      	1.9624e+07      	  19624      	-18156.1      	6.97711      	6.97711      	5.45208      	      0      
   1.45      	14324.2      	1.9624e+07      	  19624      	-18033.2      	6.97034      	6.97034      	5.65102      	      0      
    1.5      	14318.8      	1.9624e+07      	  19624      	-17911.7      	6.96772      	6.96772      	 5.8499      	      0      
   1.55      	14306.6      	1.9624e+07      	  19624      	-17777.6      	6.96176      	6.96176      	 6.0486      	      0      
    1.6      	14311.9      	1.9624e+07      	  19624      	-17627.3      	6.96434      	6.96434      	6.24738      	      0      
   1.65      	14289.7      	1.9624e+07      	  19624      	-17477.8      	6.95356      	6.95356      	6.44584      	      0      
    1.7      	14274.5      	1.9624e+07      	  19624      	-17311.7      	6.94616      	6.94616      	 6.6441      	      0      
   1.75      	14258.2      	1.9624e+07      	  19624      	-17146.5      	6.93821      	6.93821      	6.84213      	      0      
    1.8      	14246.6      	1.9624e+07      	  19624      	 -16956      	6.93256      	6.93256      	   7.04      	      0      
   1.85      	14245.4      	1.9624e+07      	  19624      	-16740.4      	6.93198      	6.93198      	7.23785      	      0      
    1.9      	14234.6      	1.9624e+07      	  19624      	-16498.5      	6.92674      	6.92674      	7.43556      	      0      
   1.95      	14233.8      	1.9624e+07      	  19624      	-16217.1      	6.92633      	6.92633      	7.63325      	      0      
      2      	14220.8      	1.9624e+07      	  19624      	-15914.5      	6.91999      	6.91999      	7.83076      	      0      
   2.05      	14203.7      	1.9624e+07      	  19624      	-15567.7      	6.91171      	6.91171      	8.02803      	      0      
    2.1      	14189.7      	1.9624e+07      	  19624      	 -15178      	6.90488      	6.90488      	8.22511      	      0      
   2.15      	14171.5      	1.9624e+07      	  19624      	-14748.9      	6.89601      	6.89601      	8.42194      	      0      
    2.2      	14174.8      	1.9624e+07      	  19624      	-14271.6      	6.89762      	6.89762      	8.61881      	      0      
   2.25      	  14170      	1.9624e+07      	  19624      	-13779.4      	6.89528      	6.89528      	8.81562      	      0      
    2.3      	14166.7      	1.9624e+07      	  19624      	-13243.7      	6.89367      	6.89367      	9.01237      	      0      
   2.35      	14157.3      	1.9624e+07      	  19624      	-12702.3      	6.88913      	6.88913      	  9.209      	      0      
    2.4      	14148.2      	1.9624e+07      	  19624      	-12135.8      	 6.8847      	 6.8847      	9.40551      	      0      
   2.45      	14142.3      	1.9624e+07      	  19624      	-11552.7      	6.88182      	6.88182      	9.60193      	      0      
    2.5      	14135.4      	1.9624e+07      	  19624      	-10980.7      	6.87843      	6.87843      	9.79825      	      0      
   2.55      	14130.5      	1.9624e+07      	  19624      	-10412.9      	6.87607      	6.87607      	9.99451      	      0      
    2.6      	14133.3      	1.9624e+07      	  19624      	-9880.16      	6.87743      	6.87743      	10.1908      	      0      
   2.65      	14130.8      	1.9624e+07      	  19624      	-9359.57      	6.87622      	6.87622      	10.3871      	      0      
    2.7      	  14133      	1.9624e+07      	  19624      	-8843.2      	6.87729      	6.87729      	10.5834      	      0      
   2.75      	14122.8      	1.9624e+07      	  19624      	-8343.69      	 6.8723      	 6.8723      	10.7795      	      0      
    2.8      	14121.6      	1.9624e+07      	  19624      	-7838.37      	6.87173      	6.87173      	10.9756      	      0      
   2.85      	14113.8      	1.9624e+07      	  19624      	-7366.75      	6.86796      	6.86796      	11.1717      	      0      
    2.9      	14114.9      	1.9624e+07      	  19624      	-6888.61      	6.86846      	6.86846      	11.3677      	      0      
   2.95      	14113.1      	1.9624e+07      	  19624      	-6417.85      	6.86762      	6.86762      	11.5637      	      0      
      3      	  14115      	1.9624e+07      	  19624      	-5938.09      	6.86853      	6.86853      	11.7598      	      0      
   3.05      	14116.6      	1.9624e+07      	  19624      	-5445.47      	 6.8693      	 6.8693      	11.9558      	      0      
    3.1      	14115.5      	1.9624e+07      	  19624      	-4960.14      	6.86878      	6.86878      	12.1519      	      0      
   3.15      	14108.3      	1.9624e+07      	  19624      	-4461.52      	6.86528      	6.86528      	12.3478      	      0      
    3.2      	14106.3      	1.9624e+07      	  19624      	-3967.46      	6.86428      	6.86428      	12.5437      	      0      
   3.25      	  14104      	1.9624e+07      	  19624      	-3466.36      	6.86319      	6.86319      	12.7396      	      0      
    3.3      	14112.5      	1.9624e+07      	  19624      	-2954.7      	 6.8673      	 6.8673      	12.9356      	      0      
   3.35      	  14115      	1.9624e+07      	  19624      	-2449.83      	6.86852      	6.86852      	13.1317      	      0      
    3.4      	14123.7      	1.9624e+07      	  19624      	-1938.3      	6.87278      	6.87278      	13.3278      	      0      
   3.45      	14125.5      	1.9624e+07      	  19624      	-1442.95      	6.87363      	6.87363      	 13.524      	      0      
    3.5      	14130.1      	1.9624e+07      	  19624      	-939.724      	 6.8759      	 6.8759      	13.7203      	      0      
   3.55      	14131.4      	1.9624e+07      	  19624      	-445.257      	6.87652      	6.87652      	13.9166      	      0      
    3.6      	14137.4      	1.9624e+07      	  19624      	28.3661      	6.87943      	6.87943      	14.1129      	      0      
   3.65      	14146.5      	1.9624e+07      	  19624      	491.031      	6.88384      	6.88384      	14.3094      	      0      
    3.7      	14158.2      	1.9624e+07      	  19624      	955.554      	6.88957      	6.88957      	 14.506      	      0      
   3.75      	14168.6      	1.9624e+07      	  19624      	1420.92      	6.89462      	6.89462      	14.7028      	      0      
    3.8      	  14179      	1.9624e+07      	  19624      	1875.84      	6.89968      	6.89968      	14.8997      	      0      
   3.85      	14184.8      	1.9624e+07      	  19624      	2314.79      	6.90252      	6.90252      	15.0968      	      0      
    3.9      	14195.4      	1.9624e+07      	  19624      	2736.76      	6.90765      	6.90765      	15.2939      	      0      
   3.95      	14202.1      	1.9624e+07      	  19624      	 3130.6      	6.91091      	6.91091      	15.4912      	      0      
      4      	14216.6      	1.9624e+07      	  19624      	3498.65      	6.91795      	6.91795      	15.6886      	      0      
   4.05      	14231.1      	1.9624e+07      	  19624      	3827.33      	6.92501      	6.92501      	15.8863      	      0      
    4.1      	14249.2      	1.9624e+07      	  19624      	4128.21      	6.93382      	6.93382      	16.0842      	      0      
   4.15      	14264.4      	1.9624e+07      	  19624      	4397.12      	6.94124      	6.94124      	16.2823      	      0      
    4.2      	14278.5      	1.9624e+07      	  19624      	4649.93      	6.94808      	6.94808      	16.4806      	      0      
   4.25      	14292.1      	1.9624e+07      	  19624      	4901.47      	6.95473      	6.95473      	16.6791      	      0      
    4.3      	14307.6      	1.9624e+07      	  19624      	5196.96      	6.96226      	6.96226      	16.8778      	      0      
   4.35      	14324.3      	1.9624e+07      	  19624      	5577.08      	6.97039      	6.97039      	17.0768      	      0      
    4.4      	14345.8      	1.9624e+07      	  19624      	6062.82      	6.98082      	6.98082      	 17.276      	      0      
   4.45      	14366.6      	1.9624e+07      	  19624      	6619.28      	6.99094      	6.99094      	17.4756      	      0      
    4.5      	14390.5      	1.9624e+07      	  19624      	7191.09      	7.00259      	7.00259      	17.6754      	      0      
   4.55      	14409.5      	1.9624e+07      	  19624      	7718.88      	7.01184      	7.01184      	17.8756      	      0      
    4.6      	  14431      	1.9624e+07      	  19624      	8174.15      	7.02227      	7.02227      	 18.076      	      0      
   4.65      	14451.5      	1.9624e+07      	  19624      	8543.26      	7.03228      	7.03228      	18.2767      	      0      
    4.7      	14476.2      	1.9624e+07      	  19624      	8851.75      	7.04429      	7.04429      	18.4778      	      0      
   4.75      	14502.8      	1.9624e+07      	  19624      	9117.94      	7.05726      	7.05726      	18.6792      	      0      
    4.8      	14531.8      	1.9624e+07      	  19624      	9373.66      	7.07135      	7.07135      	 18.881      	      0      
   4.85      	14561.6      	1.9624e+07      	  19624      	9627.94      	7.08583      	7.08583      	19.0833      	      0      
    4.9      	14591.9      	1.9624e+07      	  19624      	9902.22      	7.10059      	7.10059      	19.2859      	      0      
   4.95      	14619.1      	1.9624e+07      	  19624      	10195.4      	7.11382      	7.11382      	 19.489      	      0      
      5      	  14648      	1.9624e+07      	  19624      	  10514      	7.12789      	7.12789      	19.6924      	      0      
   5.05      	  14677      	1.9624e+07      	  19624      	10007.4      	7.14199      	7.14199      	19.8963      	      0      
    5.1      	14710.3      	1.9624e+07      	  19624      	 9732.7      	7.15821      	7.15821      	20.1006      	      0      
   5.15      	14742.2      	1.9624e+07      	  19624      	9776.59      	7.17371      	7.17371      	20.3053      	      0      
    5.2      	14773.9      	1.9624e+07      	  19624      	9989.58      	7.18915      	7.18915      	20.5105      	      0      
   5.25      	14802.2      	1.9624e+07      	  19624      	10188.1      	7.20291      	7.20291      	20.7161      	      0      
    5.3      	14830.3      	1.9624e+07      	  19624      	10451.4      	7.21659      	7.21659      	20.9221      	      0      
   5.35      	14860.3      	1.9624e+07      	  19624      	  10693      	7.23121      	7.23121      	21.1285      	      0      
    5.4      	  14896      	1.9624e+07      	  19624      	10947.8      	7.24856      	7.24856      	21.3354      	      0      
   5.45      	14933.2      	1.9624e+07      	  19624      	11056.7      	7.26667      	7.26667      	21.5428      	      0      
    5.5      	14969.1      	1.9624e+07      	  19624      	11139.7      	7.28417      	7.28417      	21.7507      	      0      
   5.55      	15005.6      	1.9624e+07      	  19624      	11090.2      	 7.3019      	 7.3019      	21.9591      	      0      
    5.6      	15048.1      	1.9624e+07      	  19624      	11065.9      	7.32259      	7.32259      	22.1681      	      0      
   5.65      	15088.5      	1.9624e+07      	  19624      	10898.9      	7.34223      	7.34223      	22.3776      	      0      
    5.7      	15125.5      	1.9624e+07      	  19624      	  10751      	7.36026      	7.36026      	22.5877      	      0      
   5.75      	15160.9      	1.9624e+07      	  19624      	10435.4      	7.37746      	7.37746      	22.7983      	      0      
    5.8      	15198.6      	1.9624e+07      	  19624      	  10188      	7.39582      	7.39582      	23.0094      	      0      
   5.85      	15235.1      	1.9624e+07      	  19624      	9842.63      	7.41357      	7.41357      	 23.221      	      0      
    5.9      	15269.8      	1.9624e+07      	  19624      	9639.52      	7.43045      	7.43045      	23.4331      	      0      
   5.95      	15301.5      	1.9624e+07      	  19624      	 9303.1      	 7.4459      	 7.4459      	23.6456      	      0      
      6      	15331.4      	1.9624e+07      	  19624      	9063.08      	7.46043      	7.46043      	23.8585      	      0      
   6.05      	15356.9      	1.9624e+07      	  19624      	8677.46      	7.47284      	7.47284      	24.0718      	      0      
    6.1      	15378.1      	1.9624e+07      	  19624      	 8458.3      	7.48317      	7.48317      	24.2854      	      0      
   6.15      	15397.1      	1.9624e+07      	  19624      	8093.36      	7.49242      	7.49242      	24.4992      	      0      
    6.2      	15418.8      	1.9624e+07      	  19624      	7858.16      	7.50298      	7.50298      	24.7134      	      0      
   6.25      	15441.6      	1.9624e+07      	  19624      	7438.69      	7.51409      	7.51409      	24.9279      	      0      
    6.3      	15464.1      	1.9624e+07      	  19624      	7184.94      	  7.525      	  7.525      	25.1426      	      0      
   6.35      	15484.3      	1.9624e+07      	  19624      	6754.28      	7.53484      	7.53484      	25.3577      	      0      
    6.4      	15506.6      	1.9624e+07      	  19624      	6475.13      	7.54569      	7.54569      	25.5731      	      0      
   6.45      	15529.2      	1.9624e+07      	  19624      	6025.54      	7.55668      	7.55668      	25.7887      	      0      
    6.5      	15549.8      	1.9624e+07      	  19624      	5781.47      	7.56673      	7.56673      	26.0047      	      0      
   6.55      	15569.6      	1.9624e+07      	  19624      	5350.23      	7.57636      	7.57636      	 26.221      	      0      
    6.6      	15591.6      	1.9624e+07      	  19624      	5090.55      	7.58705      	7.58705      	26.4375      	      0      
   6.65      	15612.8      	1.9624e+07      	  19624      	4633.62      	7.59736      	7.59736      	26.6544      	      0      
    6.7      	15630.8      	1.9624e+07      	  19624      	4354.02      	7.60612      	7.60612      	26.8715      	      0      
   6.75      	  15644      	1.9624e+07      	  19624      	3867.24      	7.61258      	7.61258      	27.0887      	      0      
    6.8      	15654.3      	1.9624e+07      	  19624      	3533.23      	7.61755      	7.61755      	27.3062      	      0      
   6.85      	15661.3      	1.9624e+07      	  19624      	2997.83      	7.62099      	7.62099      	27.5237      	      0      
    6.9      	15667.4      	1.9624e+07      	  19624      	 2633.1      	7.62395      	7.62395      	27.7413      	      0      
   6.95      	15672.2      	1.9624e+07      	  19624      	2100.25      	7.62629      	7.62629      	27.9589      	      0      
      7      	15677.1      	1.9624e+07      	  19624      	1765.94      	7.62864      	7.62864      	28.1767      	      0      
   7.05      	15681.2      	1.9624e+07      	  19624      	1354.23      	7.63065      	7.63065      	28.3945      	      0      
    7.1      	15684.6      	1.9624e+07      	  19624      	1218.52      	7.63232      	7.63232      	28.6123      	      0      
   7.15      	15687.2      	1.9624e+07      	  19624      	1024.93      	7.63356      	7.63356      	28.8302      	      0      
    7.2      	15690.4      	1.9624e+07      	  19624      	999.337      	7.63513      	7.63513      	29.0481      	      0      
   7.25      	15694.6      	1.9624e+07      	  19624      	794.446      	7.63719      	7.63719      	29.2661      	      0      
    7.3      	15700.4      	1.9624e+07      	  19624      	654.923      	7.64001      	7.64001      	29.4842      	      0      
   7.35      	15706.7      	1.9624e+07      	  19624      	317.465      	7.64308      	7.64308      	29.7023      	      0      
    7.4      	15713.4      	1.9624e+07      	  19624      	41.2148      	7.64634      	7.64634      	29.9205      	      0      
   7.45      	15717.5      	1.9624e+07      	  19624      	-374.005      	7.64831      	7.64831      	30.1388      	      0      
    7.5      	15718.1      	1.9624e+07      	  19624      	-689.421      	7.64862      	7.64862      	30.3572      	      0      
   7.55      	15716.3      	1.9624e+07      	  19624      	-1087.64      	7.64774      	7.64774      	30.5754      	      0      
    7.6      	15713.3      	1.9624e+07      	  19624      	-1389.14      	 7.6463      	 7.6463      	30.7937      	      0      
   7.65      	15707.7      	1.9624e+07      	  19624      	-1750.2      	7.64354      	7.64354      	31.0118      	      0      
    7.7      	15699.8      	1.9624e+07      	  19624      	-2025.83      	7.63972      	7.63972      	31.2299      	      0      
   7.75      	15690.7      	1.9624e+07      	  19624      	-2348.98      	7.63527      	7.63527      	31.4478      	      0      
    7.8      	15680.7      	1.9624e+07      	  19624      	-2604.7      	7.63041      	7.63041      	31.6656      	      0      
   7.85      	15668.5      	1.9624e+07      	  19624      	-2902.91      	7.62449      	7.62449      	31.8832      	      0      
    7.9      	  15655      	1.9624e+07      	  19624      	-3182.78      	7.61793      	7.61793      	32.1007      	      0      
   7.95      	15641.5      	1.9624e+07      	  19624      	-3519.78      	7.61136      	7.61136      	32.3179      	      0      
      8      	15630.3      	1.9624e+07      	  19624      	-3861.3      	7.60589      	7.60589      	 32.535      	      0      
   8.05      	15620.6      	1.9624e+07      	  19624      	-4240.13      	7.60116      	7.60116      	32.7519      	      0      
    8.1      	15611.5      	1.9624e+07      	  19624      	-4621.26      	7.59677      	7.59677      	32.9688      	      0      
   8.15      	15602.2      	1.9624e+07      	  19624      	-5021.8      	7.59224      	7.59224      	33.1855      	      0      
    8.2      	  15593      	1.9624e+07      	  19624      	-5435.32      	7.58773      	7.58773      	 33.402      	      0      
   8.25      	15582.3      	1.9624e+07      	  19624      	-5848.64      	7.58253      	7.58253      	33.6185      	      0      
    8.3      	15566.8      	1.96214e+07      	19621.4      	-6270.87      	7.57602      	7.57602      	33.8347      	      0      
   8.35      	15538.4      	1.96059e+07      	19605.9      	-6669.37      	7.56814      	7.56814      	34.0505      	      0      
    8.4      	15509.6      	1.95915e+07      	19591.5      	-7097.73      	7.55969      	7.55969      	34.2659      	      0      
   8.45      	15479.2      	1.95781e+07      	19578.1      	-7508.97      	7.55002      	7.55002      	34.4809      	      0      
    8.5      	15446.2      	1.95659e+07      	19565.9      	-7949.37      	7.53867      	7.53867      	34.6954      	      0      
   8.55      	15410.5      	1.95547e+07      	19554.7      	-8361.51      	7.52552      	7.52552      	34.9094      	      0      
    8.6      	15373.6      	1.95448e+07      	19544.8      	-8811.83      	 7.5113      	 7.5113      	 35.123      	      0      
   8.65      	15335.7      	1.9536e+07      	  19536      	-9230.89      	7.49618      	7.49618      	 35.336      	      0      
    8.7      	15298.1      	1.95284e+07      	19528.4      	-9692.61      	 7.4807      	 7.4807      	35.5484      	      0      
   8.75      	15261.6      	1.95221e+07      	19522.1      	-10117.8      	7.46524      	7.46524      	35.7604      	      0      
    8.8      	  15227      	1.95171e+07      	19517.1      	-10577.8      	7.45024      	7.45024      	35.9719      	      0      
   8.85      	  15194      	1.95134e+07      	19513.4      	-10450.1      	7.43552      	7.43552      	36.1829      	      0      
    8.9      	15162.3      	1.9511e+07      	  19511      	-10499.5      	7.42091      	7.42091      	36.3935      	      0      
   8.95      	15131.2      	1.95099e+07      	19509.9      	-10661.9      	7.40613      	7.40613      	36.6036      	      0      
      9      	15101.4      	1.95101e+07      	19510.1      	-10961.4      	7.39146      	7.39146      	36.8134      	      0      
   9.05      	15072.6      	1.95116e+07      	19511.6      	-11232.4      	7.37677      	7.37677      	37.0227      	      0      
    9.1      	15043.9      	1.95145e+07      	19514.5      	-11570.9      	7.36166      	7.36166      	37.2317      	      0      
   9.15      	15013.4      	1.95187e+07      	19518.7      	-11854.6      	7.34515      	7.34515      	37.4402      	      0      
    9.2      	14980.3      	1.95242e+07      	19524.2      	-12190.1      	7.32687      	7.32687      	37.6483      	      0      
   9.25      	  14946      	1.9531e+07      	  19531      	 -12436      	7.30754      	7.30754      	37.8558      	      0      
    9.3      	14912.6      	1.95393e+07      	19539.3      	-12711.2      	7.28816      	7.28816      	 38.063      	      0      
   9.35      	14878.2      	1.95489e+07      	19548.9      	-12910.6      	7.26776      	7.26776      	38.2696      	      0      
    9.4      	14840.9      	1.95598e+07      	19559.8      	-13164.5      	7.24545      	7.24545      	38.4757      	      0      
   9.45      	14803.5      	1.95722e+07      	19572.2      	-13350.9      	7.22263      	7.22263      	38.6813      	      0      
    9.5      	14769.2      	1.95861e+07      	19586.1      	-13580.6      	7.20079      	7.20079      	38.8865      	      0      
   9.55      	14736.6      	1.96013e+07      	19601.3      	 -13736      	 7.1793      	 7.1793      	39.0911      	      0      
    9.6      	14704.8      	1.96181e+07      	19618.1      	-13935.5      	7.15772      	7.15772      	39.2954      	      0      
   9.65      	14665.2      	1.9624e+07      	  19624      	-14054.8      	7.13627      	7.13627      	 39.499      	      0      
    9.7      	14622.5      	1.9624e+07      	  19624      	-14184.6      	7.11548      	7.11548      	39.7021      	      0      
   9.75      	14580.8      	1.9624e+07      	  19624      	-14194.1      	7.09517      	7.09517      	39.9046      	      0      
    9.8      	14539.8      	1.9624e+07      	  19624      	-14176.9      	7.07524      	7.07524      	40.1066      	      0      
   9.85      	14499.9      	1.9624e+07      	  19624      	-14056.3      	7.05583      	7.05583      	 40.308      	      0      
    9.9      	14461.5      	1.9624e+07      	  19624      	-13977.7      	7.03713      	7.03713      	40.5088      	      0      
   9.95      	14423.1      	1.9624e+07      	  19624      	-13871.9      	7.01846      	7.01846      	40.7092      	      0      
     10      	14383.4      	1.9624e+07      	  19624      	-13844.2      	6.99915      	6.99915      	40.9089      	      0      
  10.05      	14341.5      	1.9624e+07      	  19624      	-13800.4      	6.97875      	6.97875      	41.1081      	      0      
   10.1      	14298.3      	1.9624e+07      	  19624      	-13829.2      	6.95774      	6.95774      	41.3067      	      0      
  10.15      	14254.1      	1.9624e+07      	  19624      	-13830.1      	6.93624      	6.93624      	41.5047      	      0      
   10.2      	14208.1      	1.9624e+07      	  19624      	-13871.5      	6.91381      	6.91381      	 41.702      	      0      
  10.25      	14160.4      	1.9624e+07      	  19624      	-13858.5      	6.89063      	6.89063      	41.8987      	      0      
   10.3      	14113.5      	1.9624e+07      	  19624      	-13865.6      	6.86779      	6.86779      	42.0947      	      0      
  10.35      	14067.2      	1.9624e+07      	  19624      	-13815.9      	6.84529      	6.84529      	42.2901      	      0      
   10.4      	14020.7      	1.9624e+07      	  19624      	-13784.6      	6.82264      	6.82264      	42.4848      	      0      
  10.45      	13974.4      	1.9624e+07      	  19624      	-13705.7      	6.80011      	6.80011      	42.6789      	      0      
   10.5      	  13930      	1.9624e+07      	  19624      	-13652.5      	6.77853      	6.77853      	42.8724      	      0      
  10.55      	13887.9      	1.9624e+07      	  19624      	-13551.5      	6.75803      	6.75803      	43.0653      	      0      
   10.6      	13847.6      	1.9624e+07      	  19624      	-13477.5      	 6.7384      	 6.7384      	43.2576      	      0      
  10.65      	13808.4      	1.9624e+07      	  19624      	-13380.3      	6.71935      	6.71935      	43.4494      	      0      
   10.7      	13770.4      	1.9624e+07      	  19624      	-13324.8      	6.70085      	6.70085      	43.6406      	      0      
  10.75      	  13733      	1.9624e+07      	  19624      	-13245.5      	6.68264      	6.68264      	43.8314      	      0      
   10.8      	13695.5      	1.9624e+07      	  19624      	-13195.2      	6.66438      	6.66438      	44.0216      	      0      
  10.85      	  13657      	1.9624e+07      	  19624      	-13114.4      	6.64567      	6.64567      	44.2113      	      0      
   10.9      	13617.6      	1.9624e+07      	  19624      	-13058.3      	6.62649      	6.62649      	44.4004      	      0      
  10.95      	13577.5      	1.9624e+07      	  19624      	-12970.6      	6.60696      	6.60696      	 44.589      	      0      
     11      	13536.7      	1.9624e+07      	  19624      	-12900.6      	 6.5871      	 6.5871      	 44.777      	      0      
  11.05      	13494.6      	1.9624e+07      	  19624      	-12792.8      	6.56663      	6.56663      	44.9644      	      0      
   11.1      	13451.7      	1.9624e+07      	  19624      	-12701.8      	6.54574      	6.54574      	45.1512      	      0      
  11.15      	13408.7      	1.9624e+07      	  19624      	-12574.2      	6.52484      	6.52484      	45.3375      	      0      
   11.2      	  13366      	1.9624e+07      	  19624      	-12461.1      	6.50407      	6.50407      	45.5231      	      0      
  11.25      	13323.8      	1.9624e+07      	  19624      	-12310.3      	6.48354      	6.48354      	45.7082      	      0      
   11.3      	13283.3      	1.9624e+07      	  19624      	-12176.9      	6.46382      	6.46382      	45.8926      	      0      
  11.35      	13244.8      	1.9624e+07      	  19624      	-12008.7      	6.44509      	6.44509      	46.0766      	      0      
   11.4      	13208.1      	1.9624e+07      	  19624      	-11860.9      	 6.4272      	 6.4272      	  46.26      	      0      
  11.45      	13172.8      	1.9624e+07      	  19624      	-11677.7      	6.41002      	6.41002      	 46.443      	      0      
   11.5      	13138.8      	1.9624e+07      	  19624      	-11516.6      	6.39348      	6.39348      	46.6255      	      0      
  11.55      	13105.6      	1.9624e+07      	  19624      	-11319.8      	6.37732      	6.37732      	46.8075      	      0      
   11.6      	13072.7      	1.9624e+07      	  19624      	-11145.6      	6.36136      	6.36136      	46.9891      	      0      
  11.65      	  13040      	1.9624e+07      	  19624      	-10932.4      	6.34543      	6.34543      	47.1702      	      0      
   11.7      	13007.3      	1.9624e+07      	  19624      	-10743.1      	6.32951      	6.32951      	47.3508      	      0      
  11.75      	12974.2      	1.9624e+07      	  19624      	-10514.4      	6.31342      	6.31342      	 47.531      	      0      
