# Sensor: Sensor Blade [Time] [Blade 1]      
# Description: Time series      
# Record count:   14002      
# Storage mode:  Memory      
# Datetime of save: 2024-11-28T17:34:24      
# Statistical parameters for each field (time series) are placed above the column of the respective time series.
      
# Results earlier than the 'Statistics start time' (see below) are not included when calculating the statistic variables.
# Statistics start time: 100 s      
      
# Column      
      1      	      2      	      3      	      4      	      5      	      6      	      7      	      8      	      9      	     10      	      
Time [s]      	Root force (magnitude)      [    k N      ]      	Root moment (magnitude)      [   k Nm      ]      	Root moment (out-of-plane)      [   k Nm      ]      	Root moment (in-plane)      [   k Nm      ]      	Root moment about shaft      [   k Nm      ]      	Pitch angle      [      °      ]      	Tip deflection (out-of-plane)      [      m      ]      	Tip deflection (in-plane)      [      m      ]      	Root torque      [   k Nm      ]      
   6.35      	1121.75      	21318.2      	21257.3      	1299.35      	1307.14      	1.11476      	0.926748      	-3.07438      	206.543      
    6.4      	1119.03      	  21223      	21183.5      	877.823      	886.013      	1.11031      	0.908375      	-3.03913      	206.472      
   6.45      	1117.74      	21137.8      	21111.6      	457.931      	 466.53      	1.10596      	0.890854      	-3.00325      	206.642      
    6.5      	1116.11      	  21062      	21040.7      	43.4105      	52.4179      	1.10169      	0.874544      	-2.96735      	206.894      
   6.55      	1112.81      	  20996      	20971.7      	-364.524      	-355.119      	1.09752      	0.859765      	-2.93214      	 207.07      
    6.6      	1111.77      	20947.3      	20912.2      	-764.676      	-754.886      	1.09344      	0.846767      	-2.8982      	207.106      
   6.65      	1108.18      	  20924      	20870.9      	-1158.18      	-1148.02      	1.08946      	0.835555      	-2.86604      	206.968      
    6.7      	1106.71      	20930.4      	20852.3      	-1545.5      	-1534.98      	1.08557      	0.825943      	-2.83612      	206.698      
   6.75      	1104.24      	20964.7      	20854.8      	-1928.36      	-1917.5      	1.08177      	0.817796      	-2.80857      	206.285      
    6.8      	1101.67      	21022.2      	20874.3      	-2305.93      	-2294.73      	1.07808      	0.81109      	-2.7829      	 205.76      
   6.85      	1100.26      	21095.6      	20903.9      	-2678.03      	-2666.49      	1.07448      	0.805742      	-2.7583      	205.125      
    6.9      	1097.19      	21180.3      	  20939      	-3046.47      	-3034.62      	1.07097      	0.801606      	-2.73408      	204.423      
   6.95      	1095.89      	21276.1      	20979.7      	-3411.41      	-3399.23      	1.06757      	0.798671      	-2.70974      	203.793      
      7      	 1093.3      	21381.4      	21024.4      	-3774.9      	-3762.4      	1.06426      	0.797017      	-2.68483      	203.288      
   7.05      	1090.97      	21493.5      	  21070      	-4139.24      	-4126.4      	1.06106      	0.796569      	-2.65892      	202.908      
    7.1      	1088.83      	21611.6      	21115.6      	-4505.05      	-4491.88      	1.05795      	0.797065      	-2.63172      	202.698      
   7.15      	1085.43      	21733.9      	  21160      	-4870.4      	-4856.88      	1.05494      	0.798205      	-2.60322      	202.699      
    7.2      	1083.19      	21855.5      	21198.5      	-5232.97      	-5219.1      	1.05203      	0.79977      	-2.57357      	202.849      
   7.25      	 1079.5      	21973.6      	21228.5      	-5593.43      	-5579.21      	1.04922      	0.801612      	-2.54305      	203.024      
    7.3      	1076.44      	22091.3      	  21253      	-5952.24      	-5937.67      	1.04651      	0.803579      	-2.51225      	203.203      
   7.35      	1073.06      	22212.2      	21275.7      	-6310.33      	-6295.4      	1.04389      	0.80548      	-2.48205      	203.364      
    7.4      	1069.06      	22335.5      	21295.6      	-6667.99      	-6652.72      	1.04138      	0.807209      	-2.45319      	 203.43      
   7.45      	1065.71      	  22458      	21309.8      	-7024.33      	-7008.72      	1.03896      	0.808768      	-2.42601      	203.312      
    7.5      	1061.15      	22578.6      	21317.8      	-7377.9      	-7361.97      	1.03664      	0.810113      	-2.4004      	202.999      
   7.55      	1057.41      	22695.2      	21318.6      	-7724.98      	-7708.74      	1.03442      	0.81107      	-2.37615      	202.531      
    7.6      	1053.18      	  22805      	21310.6      	-8063.19      	-8046.66      	 1.0323      	0.811474      	-2.35298      	201.931      
   7.65      	1049.09      	22910.3      	21296.3      	-8392.75      	-8375.94      	1.03027      	0.811277      	-2.33054      	201.267      
    7.7      	1045.37      	  23016      	21280.9      	-8715.14      	-8698.04      	1.02834      	0.810455      	-2.30848      	200.634      
   7.75      	1040.88      	23125.2      	21267.1      	-9032.04      	-9014.66      	 1.0265      	0.808914      	-2.28653      	 200.09      
    7.8      	1036.89      	23237.9      	21255.3      	-9343.78      	-9326.13      	1.02476      	0.806587      	-2.26452      	199.665      
   7.85      	1032.21      	23352.3      	21244.1      	-9649.69      	-9631.76      	1.02311      	0.803548      	-2.2422      	 199.37      
    7.9      	1027.66      	23465.5      	21231.4      	-9947.62      	-9929.41      	1.02155      	0.799918      	-2.21934      	199.178      
   7.95      	1023.14      	23575.7      	21216.4      	-10236.2      	-10217.7      	1.02009      	0.795797      	-2.19594      	199.068      
      8      	1018.21      	23684.8      	21201.5      	 -10515      	-10496.3      	1.01872      	0.791348      	-2.17245      	199.063      
   8.05      	1013.68      	23794.4      	21189.1      	-10784.1      	-10765.1      	1.01744      	0.786829      	-2.14946      	199.147      
    8.1      	1008.33      	23903.7      	21178.2      	 -11044      	-11024.8      	1.01624      	0.782469      	-2.12749      	199.224      
   8.15      	1002.99      	24011.7      	  21168      	-11295.1      	-11275.6      	1.01514      	0.778369      	-2.10695      	199.218      
    8.2      	997.287      	24117.4      	21157.8      	 -11537      	-11517.3      	1.01413      	0.774569      	-2.08814      	199.098      
   8.25      	 991.43      	24218.3      	  21145      	-11769.5      	-11749.6      	 1.0132      	0.771119      	-2.07114      	198.817      
    8.3      	985.964      	24312.6      	21127.5      	-11993.2      	-11973.1      	1.01236      	0.768064      	-2.0558      	198.328      
   8.35      	980.208      	24402.9      	21107.4      	-12210.2      	-12189.9      	1.01161      	0.76538      	-2.04186      	197.676      
    8.4      	974.826      	24494.1      	21089.3      	-12422.2      	-12401.8      	1.01094      	0.762963      	-2.02904      	196.975      
   8.45      	969.133      	24587.4      	21074.4      	-12630.2      	-12609.5      	1.01035      	0.760689      	-2.01698      	196.301      
    8.5      	963.284      	24681.8      	21061.5      	-12834.4      	-12813.6      	1.00985      	0.758479      	-2.00512      	195.676      
   8.55      	957.354      	24776.3      	21049.6      	-13034.3      	-13013.4      	1.00943      	0.756255      	-1.99274      	195.146      
    8.6      	951.097      	24869.3      	21038.1      	-13228.6      	-13207.4      	1.00908      	0.753893      	-1.97932      	194.775      
   8.65      	945.119      	24958.8      	21025.9      	-13415.3      	 -13394      	1.00882      	0.751307      	-1.96468      	194.589      
    8.7      	938.911      	25044.9      	  21013      	-13594.8      	-13573.4      	1.00863      	0.74855      	-1.94897      	194.584      
   8.75      	932.708      	25130.1      	21001.5      	-13768.8      	-13747.2      	1.00853      	0.745741      	-1.93259      	194.744      
    8.8      	926.264      	25216.2      	20992.6      	-13938.7      	-13916.8      	1.00854      	0.74294      	-1.91609      	195.018      
   8.85      	919.454      	25301.8      	20985.3      	-14103.9      	-14081.9      	1.00865      	0.74018      	-1.90013      	195.333      
    8.9      	912.695      	25384.4      	20977.7      	-14262.9      	-14240.7      	1.00884      	0.737557      	-1.88526      	195.605      
   8.95      	 905.74      	25460.6      	  20967      	-14413.4      	-14391.1      	 1.0091      	0.735181      	-1.87176      	195.753      
      9      	899.004      	25527.9      	20952.2      	-14553.5      	-14531.1      	1.00943      	0.733096      	-1.85982      	195.723      
   9.05      	892.326      	25587.2      	20934.7      	-14682.2      	-14659.6      	1.00983      	0.731299      	-1.84961      	195.546      
    9.1      	 885.68      	25640.7      	20917.6      	-14799.4      	-14776.8      	 1.0103      	 0.7298      	-1.84126      	195.282      
   9.15      	878.996      	25689.5      	20902.1      	-14905.7      	 -14883      	1.01084      	0.728619      	-1.83467      	194.951      
    9.2      	 871.91      	25733.8      	  20888      	-15001.5      	-14978.7      	1.01144      	0.727717      	-1.82947      	194.568      
   9.25      	864.748      	25773.5      	20875.6      	-15086.9      	 -15064      	 1.0121      	0.726987      	-1.82524      	 194.18      
    9.3      	857.478      	25807.6      	20863.8      	-15161.3      	-15138.4      	1.01283      	0.726331      	-1.82153      	193.828      
   9.35      	850.298      	25834.8      	20851.3      	-15224.8      	-15201.8      	1.01363      	0.725712      	-1.81791      	 193.52      
    9.4      	843.128      	25855.7      	20838.6      	-15277.6      	-15254.7      	1.01448      	0.725149      	-1.81416      	193.277      
   9.45      	835.724      	25872.4      	20827.9      	-15320.4      	-15297.4      	1.01539      	0.724663      	-1.81027      	193.148      
    9.5      	828.111      	25885.6      	20820.2      	-15353.1      	 -15330      	1.01637      	0.724265      	-1.80647      	 193.14      
   9.55      	820.058      	25893.3      	20813.6      	-15375.1      	 -15352      	 1.0174      	0.723982      	-1.80305      	193.195      
    9.6      	811.751      	25893.1      	20805.8      	-15385.4      	-15362.3      	1.01849      	0.723834      	-1.80025      	193.263      
   9.65      	803.327      	25883.5      	20795.5      	-15383.2      	-15360.1      	1.01963      	0.723789      	-1.79833      	 193.33      
    9.7      	794.955      	25863.6      	20781.8      	-15368.1      	-15345.1      	1.02083      	0.723823      	-1.79766      	193.347      
   9.75      	786.791      	25834.3      	20765.5      	 -15341      	 -15318      	1.02209      	0.72396      	-1.79863      	193.274      
    9.8      	778.639      	25798.7      	20748.7      	-15303.8      	-15280.8      	 1.0234      	 0.7242      	-1.80148      	193.094      
   9.85      	770.482      	25759.3      	20733.2      	-15258.5      	-15235.5      	1.02475      	0.724489      	-1.80626      	192.803      
    9.9      	762.197      	  25717      	20719.3      	 -15206      	-15183.1      	1.02616      	0.724802      	-1.81282      	192.408      
   9.95      	753.883      	25671.1      	20706.3      	 -15146      	-15123.2      	1.02762      	0.725147      	-1.82073      	191.939      
     10      	745.654      	25620.7      	20693.5      	 -15078      	-15055.3      	1.02913      	0.725521      	-1.82937      	191.441      
  10.05      	737.481      	25565.5      	20680.8      	-15001.6      	 -14979      	1.03069      	0.725895      	-1.83807      	190.976      
   10.1      	729.389      	  25506      	  20669      	-14916.5      	 -14894      	1.03229      	0.726229      	-1.84636      	190.622      
  10.15      	721.198      	  25444      	20659.4      	-14823.5      	-14801.1      	1.03394      	0.726515      	 -1.854      	190.443      
   10.2      	712.773      	25380.5      	20652.6      	-14723.9      	-14701.6      	1.03563      	0.726798      	-1.86096      	190.448      
  10.25      	704.021      	25315.9      	20647.9      	-14618.7      	-14596.5      	1.03737      	0.727108      	-1.86727      	190.615      
   10.3      	 695.02      	25248.8      	20644.2      	-14507.8      	-14485.7      	1.03915      	0.72744      	-1.87315      	190.905      
  10.35      	686.027      	25177.1      	  20639      	-14389.9      	-14367.9      	1.04097      	0.727788      	-1.87893      	191.259      
   10.4      	 677.16      	25098.8      	20630.8      	-14264.3      	-14242.4      	1.04283      	0.728171      	-1.88507      	191.607      
  10.45      	668.463      	25013.7      	20619.7      	-14130.4      	-14108.6      	1.04473      	0.728636      	-1.89203      	  191.9      
