# Sensor: Sensor Sea      
# Record count:   14002      
# Storage mode:  Memory      
# Datetime of save: 2024-11-28T17:34:27      
# Statistical parameters for each field (time series) are placed above the column of the respective time series.
      
# Results earlier than the 'Statistics start time' (see below) are not included when calculating the statistic variables.
# Statistics start time: 100 s      
      
# Column      
      1      	      2      	      3      	      
Time [s]      	Surface elevation (origin)      [      m      ]      	Dynamic pressure (origin)      [   k Pa      ]      
    3.3      	0.355096      	3.57598      
   3.35      	0.337058      	3.39432      
    3.4      	0.318537      	3.20781      
   3.45      	0.299562      	3.01672      
    3.5      	0.280158      	2.82132      
   3.55      	0.260354      	2.62189      
    3.6      	0.240178      	 2.4187      
   3.65      	0.219659      	2.21207      
    3.7      	0.198826      	2.00227      
   3.75      	0.177709      	1.78961      
    3.8      	0.156338      	1.57439      
   3.85      	0.134743      	1.35692      
    3.9      	0.112956      	1.13752      
   3.95      	0.0910073      	0.916484      
      4      	0.0689286      	0.694142      
   4.05      	0.0467515      	0.470809      
    4.1      	0.0245076      	0.246802      
   4.15      	0.0022286      	0.022443      
    4.2      	-0.0200536      	-0.201948      
   4.25      	-0.042307      	-0.426051      
    4.3      	-0.0645001      	-0.649545      
   4.35      	-0.0866009      	-0.87211      
    4.4      	-0.108578      	-1.09343      
   4.45      	-0.1304      	-1.31319      
    4.5      	-0.152036      	-1.53107      
   4.55      	-0.173454      	-1.74676      
    4.6      	-0.194624      	-1.95995      
   4.65      	-0.215517      	-2.17035      
    4.7      	-0.236101      	-2.37764      
   4.75      	-0.256348      	-2.58154      
    4.8      	-0.276229      	-2.78175      
   4.85      	-0.295714      	-2.97798      
    4.9      	-0.314778      	-3.16995      
   4.95      	-0.333391      	-3.3574      
      5      	-0.351528      	-3.54005      
   5.05      	-0.369163      	-3.71764      
    5.1      	-0.38627      	-3.88991      
   5.15      	-0.402825      	-4.05663      
    5.2      	-0.418805      	-4.21755      
   5.25      	-0.434186      	-4.37244      
    5.3      	-0.448946      	-4.52109      
   5.35      	-0.463065      	-4.66327      
    5.4      	-0.476522      	-4.79879      
   5.45      	-0.489298      	-4.92746      
    5.5      	-0.501375      	-5.04908      
   5.55      	-0.512736      	-5.16348      
    5.6      	-0.523364      	-5.27051      
   5.65      	-0.533244      	  -5.37      
    5.7      	-0.542361      	-5.46182      
   5.75      	-0.550704      	-5.54584      
    5.8      	-0.55826      	-5.62193      
   5.85      	-0.565018      	-5.68999      
    5.9      	-0.570969      	-5.74991      
   5.95      	-0.576103      	-5.80162      
      6      	-0.580415      	-5.84504      
   6.05      	-0.583897      	-5.8801      
    6.1      	-0.586544      	-5.90676      
   6.15      	-0.588353      	-5.92498      
    6.2      	-0.589322      	-5.93474      
   6.25      	-0.589448      	-5.93601      
    6.3      	-0.588732      	-5.9288      
   6.35      	-0.587175      	-5.91312      
    6.4      	-0.584779      	-5.88898      
   6.45      	-0.581547      	-5.85644      
    6.5      	-0.577483      	-5.81552      
   6.55      	-0.572595      	-5.76629      
    6.6      	-0.566888      	-5.70882      
   6.65      	-0.560372      	-5.64319      
    6.7      	-0.553054      	-5.5695      
   6.75      	-0.544946      	-5.48785      
    6.8      	-0.53606      	-5.39836      
   6.85      	-0.526407      	-5.30115      
    6.9      	-0.516002      	-5.19637      
   6.95      	-0.50486      	-5.08416      
      7      	-0.492996      	-4.96469      
   7.05      	-0.480427      	-4.83812      
    7.1      	-0.467173      	-4.70464      
   7.15      	-0.45325      	-4.56443      
    7.2      	-0.43868      	-4.4177      
   7.25      	-0.423483      	-4.26466      
    7.3      	-0.40768      	-4.10553      
   7.35      	-0.391296      	-3.94052      
    7.4      	-0.374352      	-3.76989      
   7.45      	-0.356873      	-3.59387      
    7.5      	-0.338884      	-3.41271      
   7.55      	-0.32041      	-3.22668      
    7.6      	-0.301479      	-3.03603      
   7.65      	-0.282117      	-2.84105      
    7.7      	-0.262352      	 -2.642      
   7.75      	-0.242212      	-2.43918      
    7.8      	-0.221726      	-2.23288      
   7.85      	-0.200923      	-2.02338      
    7.9      	-0.179832      	-1.81099      
   7.95      	-0.158485      	-1.59602      
      8      	-0.136912      	-1.37876      
   8.05      	-0.115142      	-1.15954      
    8.1      	-0.0932085      	-0.938652      
   8.15      	-0.0711415      	-0.716426      
    8.2      	-0.0489728      	-0.493178      
   8.25      	-0.0267341      	-0.269224      
    8.3      	-0.00445716      	-0.0448856      
   8.35      	0.0178261      	0.179517      
    8.4      	0.0400839      	0.403663      
   8.45      	0.0622844      	0.627232      
    8.5      	0.0843959      	0.849905      
   8.55      	0.106387      	1.07136      
    8.6      	0.128226      	1.29129      
   8.65      	0.149881      	1.50937      
    8.7      	0.171323      	 1.7253      
   8.75      	0.192519      	1.93876      
    8.8      	0.213441      	2.14945      
   8.85      	0.234057      	2.35706      
    8.9      	0.254339      	2.56131      
   8.95      	0.274258      	 2.7619      
      9      	0.293784      	2.95854      
   9.05      	0.312891      	3.15096      
    9.1      	0.331551      	3.33887      
   9.15      	0.349737      	3.52201      
    9.2      	0.367423      	3.70011      
   9.25      	0.384584      	3.87293      
    9.3      	0.401195      	4.04022      
   9.35      	0.417233      	4.20173      
    9.4      	0.432675      	4.35723      
   9.45      	0.447499      	4.50651      
    9.5      	0.461683      	4.64935      
   9.55      	0.475207      	4.78555      
    9.6      	0.488052      	 4.9149      
   9.65      	 0.5002      	5.03724      
    9.7      	0.511633      	5.15237      
   9.75      	0.522334      	5.26014      
    9.8      	0.53229      	 5.3604      
   9.85      	0.541484      	5.45299      
    9.9      	0.549905      	5.53779      
   9.95      	0.55754      	5.61468      
     10      	0.564378      	5.68354      
  10.05      	0.57041      	5.74429      
   10.1      	0.575627      	5.79682      
  10.15      	0.580021      	5.84107      
   10.2      	0.583586      	5.87697      
  10.25      	0.586317      	5.90448      
   10.3      	0.58821      	5.92354      
  10.35      	0.589263      	5.93414      
   10.4      	0.589474      	5.93626      
  10.45      	0.588842      	 5.9299      
   10.5      	0.587369      	5.91507      
  10.55      	0.585056      	5.89178      
   10.6      	0.581907      	5.86007      
  10.65      	0.577927      	5.81998      
   10.7      	0.573121      	5.77158      
  10.75      	0.567496      	5.71494      
   10.8      	0.56106      	5.65012      
  10.85      	0.553822      	5.57723      
   10.9      	0.545792      	5.49637      
  10.95      	0.536983      	5.40766      
     11      	0.527406      	5.31122      
  11.05      	0.517076      	5.20719      
   11.1      	0.506007      	5.09571      
  11.15      	0.494214      	4.97696      
   11.2      	0.481715      	4.85109      
  11.25      	0.468528      	4.71829      
   11.3      	0.454672      	4.57875      
  11.35      	0.440165      	4.43266      
   11.4      	0.42503      	4.28024      
  11.45      	0.409287      	4.12171      
   11.5      	0.39296      	3.95728      
  11.55      	0.37607      	 3.7872      
   11.6      	0.358644      	 3.6117      
  11.65      	0.340705      	3.43105      
   11.7      	0.322279      	3.24549      
  11.75      	0.303392      	3.05529      
   11.8      	0.284072      	2.86073      
  11.85      	0.264346      	2.66208      
   11.9      	0.244242      	2.45963      
  11.95      	0.223789      	2.25366      
     12      	0.203016      	2.04447      
  12.05      	0.181954      	1.83235      
   12.1      	0.160631      	1.61762      
  12.15      	0.139078      	1.40058      
   12.2      	0.117327      	1.18154      
  12.25      	0.0954084      	0.960805      
   12.3      	0.0733533      	 0.7387      
  12.35      	0.0511933      	0.515539      
   12.4      	0.0289602      	0.291642      
  12.45      	0.00668566      	0.0673276      
   12.5      	-0.0155984      	-0.157083      
  12.55      	-0.0378602      	-0.381269      
   12.6      	-0.0600678      	-0.60491      
  12.65      	-0.0821897      	-0.827687      
   12.7      	-0.104194      	-1.04928      
  12.75      	-0.12605      	-1.26938      
   12.8      	-0.147725      	-1.48766      
  12.85      	-0.169189      	-1.70381      
   12.9      	-0.190412      	-1.91753      
  12.95      	-0.211362      	-2.12851      
     13      	-0.23201      	-2.33645      
  13.05      	-0.252327      	-2.54105      
   13.1      	-0.272283      	-2.74201      
  13.15      	-0.29185      	-2.93906      
   13.2      	 -0.311      	-3.13191      
  13.25      	-0.329706      	-3.32029      
   13.3      	-0.34794      	-3.50391      
  13.35      	-0.365677      	-3.68254      
   13.4      	-0.382892      	-3.85589      
  13.45      	-0.399559      	-4.02374      
   13.5      	-0.415656      	-4.18584      
  13.55      	-0.431158      	-4.34196      
   13.6      	-0.446045      	-4.49187      
  13.65      	-0.460294      	-4.63536      
   13.7      	-0.473885      	-4.77223      
  13.75      	-0.486799      	-4.90228      
   13.8      	-0.499017      	-5.02532      
  13.85      	-0.510522      	-5.14119      
   13.9      	-0.521298      	-5.2497      
  13.95      	-0.531328      	-5.35071      
     14      	-0.5406      	-5.44408      
  14.05      	-0.549098      	-5.52967      
   14.1      	-0.556812      	-5.60735      
  14.15      	-0.563731      	-5.67702      
   14.2      	-0.569844      	-5.73858      
  14.25      	-0.575142      	-5.79194      
   14.3      	-0.579619      	-5.83702      
  14.35      	-0.583267      	-5.87376      
   14.4      	-0.586082      	-5.9021      
  14.45      	-0.588059      	-5.92202      
   14.5      	-0.589196      	-5.93346      
  14.55      	-0.589491      	-5.93643      
   14.6      	-0.588943      	-5.93092      
  14.65      	-0.587554      	-5.91693      
   14.7      	-0.585325      	-5.89449      
  14.75      	-0.58226      	-5.86362      
   14.8      	-0.578362      	-5.82437      
  14.85      	-0.573638      	-5.7768      
   14.9      	-0.568095      	-5.72097      
  14.95      	-0.561739      	-5.65697      
     15      	-0.554581      	-5.58488      
  15.05      	-0.546631      	-5.50481      
   15.1      	-0.537899      	-5.41688      
  15.15      	-0.528398      	-5.32121      
   15.2      	-0.518142      	-5.21793      
  15.25      	-0.507146      	-5.10719      
   15.3      	-0.495425      	-4.98916      
  15.35      	-0.482997      	-4.86399      
   15.4      	-0.469878      	-4.73188      
  15.45      	-0.456087      	 -4.593      
   15.5      	-0.441645      	-4.44756      
  15.55      	-0.426571      	-4.29576      
   15.6      	-0.410888      	-4.13783      
  15.65      	-0.394618      	-3.97398      
   15.7      	-0.377784      	-3.80445      
  15.75      	-0.36041      	-3.62949      
   15.8      	-0.342521      	-3.44934      
  15.85      	-0.324142      	-3.26426      
   15.9      	-0.305301      	-3.07451      
  15.95      	-0.286023      	-2.88038      
     16      	-0.266336      	-2.68212      
  16.05      	-0.246269      	-2.48003      
   16.1      	-0.225849      	-2.2744      
  16.15      	-0.205107      	-2.06552      
   16.2      	-0.184072      	-1.85369      
  16.25      	-0.162774      	-1.63921      
   16.3      	-0.141243      	-1.42238      
  16.35      	-0.11951      	-1.20352      
   16.4      	-0.0976069      	-0.982946      
  16.45      	-0.075564      	-0.760964      
   16.5      	-0.0534131      	-0.537894      
  16.55      	-0.0311859      	-0.314056      
   16.6      	-0.00891407      	-0.0897687      
  16.65      	0.0133705      	0.134647      
   16.7      	0.0356359      	0.35887      
  16.75      	0.0578504      	0.58258      
   16.8      	0.0799823      	0.805457      
  16.85      	  0.102      	1.02718      
   16.9      	0.123872      	1.24744      
  16.95      	0.145566      	1.46592      
     17      	0.167053      	 1.6823      
  17.05      	0.188301      	1.89628      
   17.1      	0.20928      	2.10754      
  17.15      	0.22996      	 2.3158      
   17.2      	0.250311      	2.52074      
  17.25      	0.270305      	2.72209      
   17.3      	0.289912      	2.91954      
  17.35      	0.309105      	3.11282      
   17.4      	0.327856      	3.30166      
  17.45      	0.346139      	3.48577      
   17.5      	0.363927      	3.66491      
  17.55      	0.381195      	 3.8388      
   17.6      	0.397918      	4.00721      
  17.65      	0.414073      	 4.1699      
   17.7      	0.429635      	4.32662      
  17.75      	0.444584      	4.47716      
   17.8      	0.458898      	4.62131      
  17.85      	0.472556      	4.75885      
   17.9      	0.485538      	4.88959      
  17.95      	0.497827      	5.01334      
     18      	0.509404      	5.12993      
  18.05      	0.520253      	5.23918      
   18.1      	0.530359      	5.34095      
  18.15      	0.539707      	5.43509      
   18.2      	0.548284      	5.52146      
  18.25      	0.556077      	5.59994      
   18.3      	0.563075      	5.67042      
  18.35      	0.569269      	5.73279      
   18.4      	0.574649      	5.78697      
  18.45      	0.579208      	5.83289      
   18.5      	0.582939      	5.87046      
  18.55      	0.585838      	5.89965      
   18.6      	0.587899      	5.92041      
  18.65      	0.58912      	 5.9327      
   18.7      	0.589499      	5.93652      
  18.75      	0.589036      	5.93185      
   18.8      	0.587731      	5.91871      
  18.85      	0.585586      	5.89711      
   18.9      	0.582604      	5.86708      
  18.95      	0.578789      	5.82867      
     19      	0.574148      	5.78193      
  19.05      	0.568686      	5.72692      
   19.1      	0.562411      	5.66373      
  19.15      	0.555333      	5.59245      
   19.2      	0.547461      	5.51318      
  19.25      	0.538807      	5.42602      
   19.3      	0.529382      	5.33112      
  19.35      	0.519202      	5.22859      
   19.4      	0.508279      	 5.1186      
  19.45      	0.49663      	5.00128      
   19.5      	0.484271      	4.87683      
  19.55      	0.47122      	 4.7454      
   19.6      	0.457496      	4.60719      
  19.65      	0.443118      	4.46239      
   19.7      	0.428106      	4.31122      
  19.75      	0.412483      	4.15389      
   19.8      	0.396271      	3.99063      
  19.85      	0.379492      	3.82166      
   19.9      	0.362171      	3.64722      
  19.95      	0.344332      	3.46758      
     20      	0.326002      	3.28298      
  20.05      	0.307205      	3.09369      
   20.1      	0.287969      	2.89998      
  20.15      	0.268322      	2.70212      
   20.2      	0.248292      	2.50041      
  20.25      	0.227906      	2.29512      
   20.3      	0.207195      	2.08655      
  20.35      	0.186188      	  1.875      
   20.4      	0.164915      	1.66076      
  20.45      	0.143406      	1.44416      
   20.5      	0.121692      	1.22549      
  20.55      	0.0998041      	1.00507      
   20.6      	0.0777737      	0.783216      
  20.65      	0.0556322      	0.560241      
   20.7      	0.0334111      	0.336465      
  20.75      	0.0111424      	0.112208      
   20.8      	-0.0111424      	-0.112208      
  20.85      	-0.0334111      	-0.336465      
   20.9      	-0.0556322      	-0.560241      
  20.95      	-0.0777737      	-0.783216      
     21      	-0.0998041      	-1.00507      
  21.05      	-0.121692      	-1.22549      
   21.1      	-0.143406      	-1.44416      
  21.15      	-0.164915      	-1.66076      
   21.2      	-0.186188      	 -1.875      
  21.25      	-0.207195      	-2.08655      
   21.3      	-0.227906      	-2.29512      
  21.35      	-0.248292      	-2.50041      
   21.4      	-0.268322      	-2.70212      
  21.45      	-0.287969      	-2.89998      
   21.5      	-0.307205      	-3.09369      
  21.55      	-0.326002      	-3.28298      
   21.6      	-0.344332      	-3.46758      
  21.65      	-0.362171      	-3.64722      
   21.7      	-0.379492      	-3.82166      
  21.75      	-0.396271      	-3.99063      
   21.8      	-0.412483      	-4.15389      
  21.85      	-0.428106      	-4.31122      
   21.9      	-0.443118      	-4.46239      
  21.95      	-0.457496      	-4.60719      
     22      	-0.47122      	-4.7454      
  22.05      	-0.484271      	-4.87683      
   22.1      	-0.49663      	-5.00128      
  22.15      	-0.508279      	-5.1186      
   22.2      	-0.519202      	-5.22859      
  22.25      	-0.529382      	-5.33112      
   22.3      	-0.538807      	-5.42602      
  22.35      	-0.547461      	-5.51318      
   22.4      	-0.555333      	-5.59245      
  22.45      	-0.562411      	-5.66373      
   22.5      	-0.568686      	-5.72692      
  22.55      	-0.574148      	-5.78193      
   22.6      	-0.578789      	-5.82867      
  22.65      	-0.582604      	-5.86708      
   22.7      	-0.585586      	-5.89711      
  22.75      	-0.587731      	-5.91871      
   22.8      	-0.589036      	-5.93185      
  22.85      	-0.589499      	-5.93652      
   22.9      	-0.58912      	-5.9327      
  22.95      	-0.587899      	-5.92041      
     23      	-0.585838      	-5.89965      
  23.05      	-0.582939      	-5.87046      
   23.1      	-0.579208      	-5.83289      
  23.15      	-0.574649      	-5.78697      
   23.2      	-0.569269      	-5.73279      
  23.25      	-0.563075      	-5.67042      
   23.3      	-0.556077      	-5.59994      
  23.35      	-0.548284      	-5.52146      
   23.4      	-0.539707      	-5.43509      
  23.45      	-0.530359      	-5.34095      
   23.5      	-0.520253      	-5.23918      
  23.55      	-0.509404      	-5.12993      
   23.6      	-0.497827      	-5.01334      
  23.65      	-0.485538      	-4.88959      
   23.7      	-0.472556      	-4.75885      
  23.75      	-0.458898      	-4.62131      
   23.8      	-0.444584      	-4.47716      
  23.85      	-0.429635      	-4.32662      
   23.9      	-0.414073      	-4.1699      
  23.95      	-0.397918      	-4.00721      
     24      	-0.381195      	-3.8388      
  24.05      	-0.363927      	-3.66491      
   24.1      	-0.346139      	-3.48577      
  24.15      	-0.327856      	-3.30166      
   24.2      	-0.309105      	-3.11282      
  24.25      	-0.289912      	-2.91954      
   24.3      	-0.270305      	-2.72209      
  24.35      	-0.250311      	-2.52074      
   24.4      	-0.22996      	-2.3158      
  24.45      	-0.20928      	-2.10754      
   24.5      	-0.188301      	-1.89628      
  24.55      	-0.167053      	-1.6823      
   24.6      	-0.145566      	-1.46592      
  24.65      	-0.123872      	-1.24744      
   24.7      	 -0.102      	-1.02718      
  24.75      	-0.0799823      	-0.805457      
   24.8      	-0.0578504      	-0.58258      
  24.85      	-0.0356359      	-0.35887      
   24.9      	-0.0133705      	-0.134647      
  24.95      	0.00891407      	0.0897687      
     25      	0.0311859      	0.314056      
  25.05      	0.0534131      	0.537894      
   25.1      	0.075564      	0.760964      
  25.15      	0.0976069      	0.982946      
   25.2      	0.11951      	1.20352      
  25.25      	0.141243      	1.42238      
   25.3      	0.162774      	1.63921      
  25.35      	0.184072      	1.85369      
   25.4      	0.205107      	2.06552      
  25.45      	0.225849      	 2.2744      
   25.5      	0.246269      	2.48003      
  25.55      	0.266336      	2.68212      
   25.6      	0.286023      	2.88038      
  25.65      	0.305301      	3.07451      
   25.7      	0.324142      	3.26426      
  25.75      	0.342521      	3.44934      
   25.8      	0.36041      	3.62949      
  25.85      	0.377784      	3.80445      
   25.9      	0.394618      	3.97398      
  25.95      	0.410888      	4.13783      
     26      	0.426571      	4.29576      
  26.05      	0.441645      	4.44756      
   26.1      	0.456087      	  4.593      
  26.15      	0.469878      	4.73188      
   26.2      	0.482997      	4.86399      
  26.25      	0.495425      	4.98916      
   26.3      	0.507146      	5.10719      
  26.35      	0.518142      	5.21793      
   26.4      	0.528398      	5.32121      
  26.45      	0.537899      	5.41688      
   26.5      	0.546631      	5.50481      
  26.55      	0.554581      	5.58488      
   26.6      	0.561739      	5.65697      
  26.65      	0.568095      	5.72097      
   26.7      	0.573638      	 5.7768      
  26.75      	0.578362      	5.82437      
   26.8      	0.58226      	5.86362      
  26.85      	0.585325      	5.89449      
   26.9      	0.587554      	5.91693      
  26.95      	0.588943      	5.93092      
     27      	0.589491      	5.93643      
  27.05      	0.589196      	5.93346      
   27.1      	0.588059      	5.92202      
  27.15      	0.586082      	 5.9021      
   27.2      	0.583267      	5.87376      
  27.25      	0.579619      	5.83702      
   27.3      	0.575142      	5.79194      
  27.35      	0.569844      	5.73858      
   27.4      	0.563731      	5.67702      
  27.45      	0.556812      	5.60735      
   27.5      	0.549098      	5.52967      
  27.55      	 0.5406      	5.44408      
   27.6      	0.531328      	5.35071      
  27.65      	0.521298      	 5.2497      
   27.7      	0.510522      	5.14119      
  27.75      	0.499017      	5.02532      
   27.8      	0.486799      	4.90228      
  27.85      	0.473885      	4.77223      
   27.9      	0.460294      	4.63536      
  27.95      	0.446045      	4.49187      
     28      	0.431158      	4.34196      
  28.05      	0.415656      	4.18584      
   28.1      	0.399559      	4.02374      
  28.15      	0.382892      	3.85589      
   28.2      	0.365677      	3.68254      
  28.25      	0.34794      	3.50391      
   28.3      	0.329706      	3.32029      
  28.35      	  0.311      	3.13191      
   28.4      	0.29185      	2.93906      
  28.45      	0.272283      	2.74201      
   28.5      	0.252327      	2.54105      
  28.55      	0.23201      	2.33645      
   28.6      	0.211362      	2.12851      
  28.65      	0.190412      	1.91753      
   28.7      	0.169189      	1.70381      
  28.75      	0.147725      	1.48766      
   28.8      	0.12605      	1.26938      
  28.85      	0.104194      	1.04928      
   28.9      	0.0821897      	0.827687      
  28.95      	0.0600678      	0.60491      
     29      	0.0378602      	0.381269      
  29.05      	0.0155984      	0.157083      
   29.1      	-0.00668566      	-0.0673276      
  29.15      	-0.0289602      	-0.291642      
   29.2      	-0.0511933      	-0.515539      
  29.25      	-0.0733533      	-0.7387      
   29.3      	-0.0954084      	-0.960805      
  29.35      	-0.117327      	-1.18154      
   29.4      	-0.139078      	-1.40058      
  29.45      	-0.160631      	-1.61762      
   29.5      	-0.181954      	-1.83235      
  29.55      	-0.203016      	-2.04447      
   29.6      	-0.223789      	-2.25366      
  29.65      	-0.244242      	-2.45963      
   29.7      	-0.264346      	-2.66208      
  29.75      	-0.284072      	-2.86073      
   29.8      	-0.303392      	-3.05529      
  29.85      	-0.322279      	-3.24549      
   29.9      	-0.340705      	-3.43105      
  29.95      	-0.358644      	-3.6117      
     30      	-0.37607      	-3.7872      
  30.05      	-0.39296      	-3.95728      
   30.1      	-0.409287      	-4.12171      
  30.15      	-0.42503      	-4.28024      
   30.2      	-0.440165      	-4.43266      
  30.25      	-0.454672      	-4.57875      
   30.3      	-0.468528      	-4.71829      
  30.35      	-0.481715      	-4.85109      
   30.4      	-0.494214      	-4.97696      
  30.45      	-0.506007      	-5.09571      
   30.5      	-0.517076      	-5.20719      
  30.55      	-0.527406      	-5.31122      
   30.6      	-0.536983      	-5.40766      
  30.65      	-0.545792      	-5.49637      
   30.7      	-0.553822      	-5.57723      
  30.75      	-0.56106      	-5.65012      
   30.8      	-0.567496      	-5.71494      
  30.85      	-0.573121      	-5.77158      
   30.9      	-0.577927      	-5.81998      
  30.95      	-0.581907      	-5.86007      
     31      	-0.585056      	-5.89178      
  31.05      	-0.587369      	-5.91507      
   31.1      	-0.588842      	-5.9299      
  31.15      	-0.589474      	-5.93626      
   31.2      	-0.589263      	-5.93414      
  31.25      	-0.58821      	-5.92354      
   31.3      	-0.586317      	-5.90448      
  31.35      	-0.583586      	-5.87697      
   31.4      	-0.580021      	-5.84107      
  31.45      	-0.575627      	-5.79682      
   31.5      	-0.57041      	-5.74429      
  31.55      	-0.564378      	-5.68354      
   31.6      	-0.55754      	-5.61468      
  31.65      	-0.549905      	-5.53779      
   31.7      	-0.541484      	-5.45299      
  31.75      	-0.53229      	-5.3604      
   31.8      	-0.522334      	-5.26014      
  31.85      	-0.511633      	-5.15237      
   31.9      	-0.5002      	-5.03724      
  31.95      	-0.488052      	-4.9149      
     32      	-0.475207      	-4.78555      
  32.05      	-0.461683      	-4.64935      
   32.1      	-0.447499      	-4.50651      
  32.15      	-0.432675      	-4.35723      
   32.2      	-0.417233      	-4.20173      
  32.25      	-0.401195      	-4.04022      
   32.3      	-0.384584      	-3.87293      
  32.35      	-0.367423      	-3.70011      
   32.4      	-0.349737      	-3.52201      
  32.45      	-0.331551      	-3.33887      
   32.5      	-0.312891      	-3.15096      
  32.55      	-0.293784      	-2.95854      
   32.6      	-0.274258      	-2.7619      
  32.65      	-0.254339      	-2.56131      
   32.7      	-0.234057      	-2.35706      
  32.75      	-0.213441      	-2.14945      
   32.8      	-0.192519      	-1.93876      
  32.85      	-0.171323      	-1.7253      
   32.9      	-0.149881      	-1.50937      
  32.95      	-0.128226      	-1.29129      
     33      	-0.106387      	-1.07136      
  33.05      	-0.0843959      	-0.849905      
   33.1      	-0.0622844      	-0.627232      
  33.15      	-0.0400839      	-0.403663      
   33.2      	-0.0178261      	-0.179517      
  33.25      	0.00445716      	0.0448856      
   33.3      	0.0267341      	0.269224      
  33.35      	0.0489728      	0.493178      
   33.4      	0.0711415      	0.716426      
  33.45      	0.0932085      	0.938652      
   33.5      	0.115142      	1.15954      
  33.55      	0.136912      	1.37876      
   33.6      	0.158485      	1.59602      
  33.65      	0.179832      	1.81099      
   33.7      	0.200923      	2.02338      
  33.75      	0.221726      	2.23288      
   33.8      	0.242212      	2.43918      
  33.85      	0.262352      	  2.642      
   33.9      	0.282117      	2.84105      
  33.95      	0.301479      	3.03603      
     34      	0.32041      	3.22668      
  34.05      	0.338884      	3.41271      
   34.1      	0.356873      	3.59387      
  34.15      	0.374352      	3.76989      
   34.2      	0.391296      	3.94052      
  34.25      	0.40768      	4.10553      
   34.3      	0.423483      	4.26466      
  34.35      	0.43868      	 4.4177      
   34.4      	0.45325      	4.56443      
  34.45      	0.467173      	4.70464      
   34.5      	0.480427      	4.83812      
  34.55      	0.492996      	4.96469      
   34.6      	0.50486      	5.08416      
  34.65      	0.516002      	5.19637      
   34.7      	0.526407      	5.30115      
  34.75      	0.53606      	5.39836      
   34.8      	0.544946      	5.48785      
  34.85      	0.553054      	 5.5695      
   34.9      	0.560372      	5.64319      
  34.95      	0.566888      	5.70882      
     35      	0.572595      	5.76629      
  35.05      	0.577483      	5.81552      
   35.1      	0.581547      	5.85644      
  35.15      	0.584779      	5.88898      
   35.2      	0.587175      	5.91312      
  35.25      	0.588732      	 5.9288      
   35.3      	0.589448      	5.93601      
  35.35      	0.589322      	5.93474      
