# Sensor: Sensor Rotor      
# Record count:   14002      
# Storage mode:  Memory      
# Datetime of save: 2024-11-28T17:37:00      
# Statistical parameters for each field (time series) are placed above the column of the respective time series.
      
# Results earlier than the 'Statistics start time' (see below) are not included when calculating the statistic variables.
# Statistics start time: 100 s      
      
# Column      
      1      	      2      	      3      	      4      	      5      	      6      	      7      	      8      	      9      	     10      	     11      	     12      	     13      	     14      	     15      	     16      	     17      	     18      	     19      	     20      	      
Time [s]      	Power (aero)      [    k W      ]      	Torque (aero)      [   k Nm      ]      	Thrust (aero)      [    k N      ]      	    RPM      [    rpm      ]      	    TSR      [             ]      	Demanded collective pitch angle      [      °      ]      	Power coef. (CP)      [      %      ]      	Thrust coef. (CT)      [      %      ]      	Tip speed      [    m/s      ]      	1P (one revolution)      [      s      ]      	nP (blade passing)      [      s      ]      	Azimuth angle      [      °      ]      	Rotation per timestep      [      °      ]      	Wind speed at hub, magnitude      [    m/s      ]      	Wind speed at hub     .x      [    m/s      ]      	Wind speed at hub     .y      [    m/s      ]      	Wind speed at hub     .z      [    m/s      ]      	Wind angle at hub      [      °      ]      	Yaw angle      [      °      ]      
    0.2      	6.95027      	9.48451      	0.553813      	6.99775      	8.85655      	      0      	0.0247281      	0.0197039      	88.5655      	8.57419      	2.85806      	6.30215      	2.09932      	     10      	      0      	    -10      	      0      	      0      	      0      
   0.25      	13.0912      	17.8833      	1.27885      	6.99042      	8.84728      	      0      	0.0465766      	0.0454997      	88.4728      	8.58318      	2.86106      	8.40135      	2.09713      	     10      	      0      	    -10      	      0      	      0      	      0      
    0.3      	21.5774      	29.4863      	2.44846      	6.98796      	8.84416      	      0      	0.0767693      	0.0871127      	88.4416      	 8.5862      	2.86207      	10.4996      	2.09639      	     10      	      0      	    -10      	      0      	      0      	      0      
   0.35      	33.2324      	45.3889      	4.12953      	6.99171      	8.84891      	      0      	0.118236      	0.146923      	88.4891      	8.58159      	2.86053      	12.5963      	2.09751      	     10      	      0      	    -10      	      0      	      0      	      0      
    0.4      	48.3534      	66.1227      	6.42608      	 6.9831      	8.83801      	      0      	0.172034      	0.228631      	88.3801      	8.59218      	2.86406      	14.6933      	2.09493      	     10      	      0      	    -10      	      0      	      0      	      0      
   0.45      	66.9833      	91.4865      	9.42972      	6.99166      	8.84885      	      0      	0.238317      	0.335496      	88.4885      	8.58165      	2.86055      	16.7895      	 2.0975      	     10      	      0      	    -10      	      0      	      0      	      0      
    0.5      	90.7725      	124.198      	13.1607      	6.97927      	8.83317      	      0      	0.322956      	0.468237      	88.3317      	8.59688      	2.86563      	18.8857      	2.09378      	     10      	      0      	    -10      	      0      	      0      	      0      
   0.55      	118.376      	162.112      	 17.809      	6.97298      	 8.8252      	      0      	0.421164      	0.633618      	 88.252      	8.60464      	2.86821      	20.9813      	2.09189      	     10      	      0      	    -10      	      0      	      0      	      0      
    0.6      	153.097      	209.711      	23.3065      	6.97134      	8.82313      	      0      	0.544696      	0.829211      	88.2313      	8.60666      	2.86889      	23.0742      	 2.0914      	     10      	      0      	    -10      	      0      	      0      	      0      
   0.65      	194.168      	266.111      	29.8889      	6.96766      	8.81847      	      0      	0.690822      	 1.0634      	88.1847      	8.61121      	 2.8704      	25.1658      	 2.0903      	     10      	      0      	    -10      	      0      	      0      	      0      
    0.7      	243.262      	332.669      	37.5818      	6.98285      	8.83769      	      0      	0.86549      	1.33711      	88.3769      	8.59248      	2.86416      	27.2567      	2.09485      	     10      	      0      	    -10      	      0      	      0      	      0      
   0.75      	301.898      	 412.97      	46.4248      	6.98094      	8.83527      	      0      	1.07411      	1.65173      	88.3527      	8.59484      	2.86495      	29.3493      	2.09428      	     10      	      0      	    -10      	      0      	      0      	      0      
    0.8      	367.906      	502.875      	56.6529      	6.98632      	8.84209      	      0      	1.30896      	2.01563      	88.4209      	8.58821      	2.86274      	31.4438      	 2.0959      	     10      	      0      	    -10      	      0      	      0      	      0      
   0.85      	446.063      	609.491      	68.0463      	6.98875      	8.84517      	      0      	1.58703      	2.42099      	88.4517      	8.58522      	2.86174      	33.5389      	2.09663      	     10      	      0      	    -10      	      0      	      0      	      0      
    0.9      	 532.32      	727.916      	80.9249      	6.98334      	8.83832      	      0      	1.89392      	2.87919      	88.3832      	8.59187      	2.86396      	35.6352      	  2.095      	     10      	      0      	    -10      	      0      	      0      	      0      
   0.95      	630.029      	861.151      	95.1269      	6.98639      	8.84218      	      0      	2.24156      	3.38448      	88.4218      	8.58813      	2.86271      	 37.731      	2.09592      	     10      	      0      	    -10      	      0      	      0      	      0      
      1      	737.173      	1008.74      	110.692      	6.97848      	8.83217      	      0      	2.62276      	3.93826      	88.3217      	8.59786      	2.86595      	39.8265      	2.09354      	     10      	      0      	    -10      	      0      	      0      	      0      
   1.05      	850.564      	   1162      	 127.77      	6.98992      	8.84664      	      0      	3.02619      	4.54589      	88.4664      	8.58379      	2.86126      	41.9212      	2.09697      	     10      	      0      	    -10      	      0      	      0      	      0      
    1.1      	968.645      	1324.11      	 145.89      	6.98574      	8.84135      	      0      	 3.4463      	5.19057      	88.4135      	8.58892      	2.86297      	44.0164      	2.09572      	     10      	      0      	    -10      	      0      	      0      	      0      
   1.15      	1083.31      	 1480.7      	165.263      	6.98646      	8.84226      	      0      	3.85425      	5.87983      	88.4226      	8.58804      	2.86268      	46.1128      	2.09594      	     10      	      0      	    -10      	      0      	      0      	      0      
    1.2      	1196.81      	1636.85      	185.301      	6.98214      	 8.8368      	      0      	4.25809      	6.59274      	 88.368      	8.59335      	2.86445      	48.2086      	2.09464      	     10      	      0      	    -10      	      0      	      0      	      0      
   1.25      	 1304.4      	1787.28      	206.114      	6.96928      	8.82052      	      0      	4.64086      	7.33323      	88.2052      	8.60921      	2.86974      	50.3039      	2.09078      	     10      	      0      	    -10      	      0      	      0      	      0      
    1.3      	1406.71      	1927.11      	227.598      	6.97061      	 8.8222      	      0      	5.00489      	 8.0976      	 88.222      	8.60757      	2.86919      	52.3966      	2.09118      	     10      	      0      	    -10      	      0      	      0      	      0      
   1.35      	1502.94      	2060.41      	249.276      	6.96561      	8.81587      	      0      	5.34725      	8.86888      	88.1587      	8.61375      	2.87125      	54.4876      	2.08968      	     10      	      0      	    -10      	      0      	      0      	      0      
    1.4      	1588.51      	2177.39      	271.411      	 6.9667      	8.81725      	      0      	5.65171      	9.65642      	88.1725      	8.61241      	 2.8708      	56.5781      	2.09001      	     10      	      0      	    -10      	      0      	      0      	      0      
   1.45      	1669.03      	2286.32      	293.456      	6.97105      	8.82276      	      0      	5.93817      	10.4408      	88.2276      	8.60703      	2.86901      	58.6679      	2.09131      	     10      	      0      	    -10      	      0      	      0      	      0      
    1.5      	1741.66      	2387.11      	315.647      	6.96728      	8.81799      	      0      	6.19659      	11.2303      	88.1799      	8.61168      	2.87056      	60.7586      	2.09019      	     10      	      0      	    -10      	      0      	      0      	      0      
   1.55      	1814.17      	2485.12      	338.064      	6.97112      	8.82285      	      0      	6.45457      	12.0278      	88.2285      	8.60694      	2.86898      	62.8493      	2.09133      	     10      	      0      	    -10      	      0      	      0      	      0      
    1.6      	1885.43      	2586.41      	360.763      	6.96119      	8.81028      	      0      	6.70808      	12.8354      	88.1028      	8.61922      	2.87307      	64.9401      	2.08836      	     10      	      0      	    -10      	      0      	      0      	      0      
   1.65      	1953.92      	2681.25      	384.284      	6.95891      	8.80739      	      0      	6.95176      	13.6723      	88.0739      	8.62204      	2.87401      	67.0299      	2.08767      	     10      	      0      	    -10      	      0      	      0      	      0      
    1.7      	2024.27      	2778.09      	408.002      	6.95814      	8.80642      	      0      	7.20207      	14.5161      	88.0642      	  8.623      	2.87433      	69.1179      	2.08744      	     10      	      0      	    -10      	      0      	      0      	      0      
   1.75      	2090.19      	2868.77      	432.326      	6.95765      	8.80581      	      0      	7.43661      	15.3815      	88.0581      	 8.6236      	2.87453      	71.2055      	 2.0873      	     10      	      0      	    -10      	      0      	      0      	      0      
    1.8      	2161.13      	2965.98      	456.878      	6.95799      	8.80624      	      0      	  7.689      	16.2551      	88.0624      	8.62318      	2.87439      	73.2929      	 2.0874      	     10      	      0      	    -10      	      0      	      0      	      0      
   1.85      	2238.38      	3075.02      	482.032      	6.95117      	 8.7976      	      0      	7.96384      	  17.15      	 87.976      	8.63164      	2.87721      	75.3802      	2.08535      	     10      	      0      	    -10      	      0      	      0      	      0      
    1.9      	2326.83      	3198.99      	508.283      	6.94582      	8.79082      	      0      	8.27853      	 18.084      	87.9082      	8.63829      	2.87943      	77.4666      	2.08374      	     10      	      0      	    -10      	      0      	      0      	      0      
   1.95      	2429.83      	   3346      	535.534      	 6.9346      	8.77663      	      0      	  8.645      	19.0536      	87.7663      	8.65226      	2.88409      	79.5511      	2.08038      	     10      	      0      	    -10      	      0      	      0      	      0      
      2      	2544.42      	3508.33      	564.355      	6.92563      	8.76528      	      0      	9.05268      	 20.079      	87.6528      	8.66347      	2.88782      	81.6332      	2.07769      	     10      	      0      	    -10      	      0      	      0      	      0      
   2.05      	2673.21      	3689.31      	594.257      	6.91927      	8.75722      	      0      	9.51091      	21.1428      	87.5722      	8.67144      	2.89048      	83.7122      	2.07578      	     10      	      0      	    -10      	      0      	      0      	      0      
    2.1      	 2816.9      	3890.95      	 625.33      	6.91333      	 8.7497      	      0      	10.0221      	22.2484      	 87.497      	8.67889      	2.89296      	 85.789      	  2.074      	     10      	      0      	    -10      	      0      	      0      	      0      
   2.15      	   2975      	4108.63      	657.899      	6.91452      	8.75121      	      0      	10.5846      	23.4071      	87.5121      	 8.6774      	2.89247      	87.8639      	2.07435      	     10      	      0      	    -10      	      0      	      0      	      0      
    2.2      	3147.67      	4350.64      	691.396      	6.90888      	8.74408      	      0      	 11.199      	24.5989      	87.4408      	8.68447      	2.89482      	89.9381      	2.07267      	     10      	      0      	    -10      	      0      	      0      	      0      
   2.25      	3327.67      	4602.07      	  726.4      	6.90491      	8.73905      	      0      	11.8394      	25.8443      	87.3905      	8.68947      	2.89649      	92.0116      	2.07147      	     10      	      0      	    -10      	      0      	      0      	      0      
    2.3      	3519.56      	4872.38      	761.913      	6.89792      	8.73021      	      0      	12.5221      	27.1078      	87.3021      	8.69827      	2.89942      	94.0836      	2.06938      	     10      	      0      	    -10      	      0      	      0      	      0      
   2.35      	3712.12      	5141.77      	798.341      	6.89416      	8.72544      	      0      	13.2072      	28.4039      	87.2544      	8.70302      	2.90101      	96.1541      	2.06825      	     10      	      0      	    -10      	      0      	      0      	      0      
    2.4      	3910.07      	5416.91      	834.683      	6.89293      	 8.7239      	      0      	13.9115      	29.6968      	 87.239      	8.70457      	2.90152      	98.2229      	2.06788      	     10      	      0      	    -10      	      0      	      0      	      0      
   2.45      	4113.28      	5698.95      	871.079      	 6.8923      	 8.7231      	      0      	14.6345      	30.9917      	 87.231      	8.70536      	2.90179      	100.291      	2.06769      	     10      	      0      	    -10      	      0      	      0      	      0      
    2.5      	4315.11      	5979.57      	907.911      	6.89117      	8.72166      	      0      	15.3525      	32.3022      	87.2166      	 8.7068      	2.90227      	102.359      	2.06735      	     10      	      0      	    -10      	      0      	      0      	      0      
   2.55      	4515.61      	 6259.2      	944.562      	6.88921      	8.71918      	      0      	16.0659      	33.6062      	87.1918      	8.70928      	2.90309      	104.426      	2.06676      	     10      	      0      	    -10      	      0      	      0      	      0      
    2.6      	4701.05      	6523.75      	981.009      	6.88127      	8.70913      	      0      	16.7257      	34.9029      	87.0913      	8.71932      	2.90644      	106.493      	2.06438      	     10      	      0      	    -10      	      0      	      0      	      0      
   2.65      	4875.59      	6774.15      	 1016.5      	6.87296      	8.69862      	      0      	17.3467      	36.1655      	86.9862      	8.72986      	2.90995      	108.559      	2.06189      	     10      	      0      	    -10      	      0      	      0      	      0      
    2.7      	5038.96      	7013.58      	1050.89      	6.86076      	8.68318      	      0      	17.9279      	37.3893      	86.8318      	8.74538      	2.91513      	110.622      	2.05823      	     10      	      0      	    -10      	      0      	      0      	      0      
   2.75      	5193.55      	7234.47      	1084.62      	6.85534      	8.67632      	      0      	18.4779      	38.5893      	86.7632      	8.75229      	2.91743      	112.682      	 2.0566      	     10      	      0      	    -10      	      0      	      0      	      0      
    2.8      	5343.54      	7451.54      	1117.08      	6.84785      	8.66684      	      0      	19.0116      	39.7442      	86.6684      	8.76187      	2.92062      	 114.74      	2.05436      	     10      	      0      	    -10      	      0      	      0      	      0      
   2.85      	5482.22      	7648.51      	1149.16      	6.84464      	8.66278      	      0      	19.5049      	40.8855      	86.6278      	8.76598      	2.92199      	116.795      	2.05339      	     10      	      0      	    -10      	      0      	      0      	      0      
    2.9      	5611.88      	7838.48      	1179.92      	6.83672      	8.65276      	      0      	19.9663      	41.9799      	86.5276      	8.77613      	2.92538      	118.849      	2.05102      	     10      	      0      	    -10      	      0      	      0      	      0      
   2.95      	5733.55      	8017.45      	1209.82      	6.82902      	  8.643      	      0      	20.3991      	43.0435      	  86.43      	8.78603      	2.92868      	120.901      	2.04871      	     10      	      0      	    -10      	      0      	      0      	      0      
      3      	   5855      	8196.44      	1238.67      	6.82139      	8.63335      	      0      	20.8313      	44.0702      	86.3335      	8.79586      	2.93195      	122.951      	2.04642      	     10      	      0      	    -10      	      0      	      0      	      0      
   3.05      	5981.71      	8382.34      	1266.79      	6.81446      	8.62457      	      0      	21.2821      	45.0705      	86.2457      	8.80481      	2.93494      	124.999      	2.04434      	     10      	      0      	    -10      	      0      	      0      	      0      
    3.1      	6112.23      	8571.97      	1294.64      	6.80911      	8.61781      	      0      	21.7464      	46.0614      	86.1781      	8.81172      	2.93724      	127.044      	2.04273      	     10      	      0      	    -10      	      0      	      0      	      0      
   3.15      	6250.19      	8767.08      	1322.06      	6.80784      	 8.6162      	      0      	22.2373      	47.0372      	 86.162      	8.81337      	2.93779      	129.087      	2.04235      	     10      	      0      	    -10      	      0      	      0      	      0      
    3.2      	 6386.8      	8963.21      	1349.18      	6.80441      	8.61186      	      0      	22.7233      	48.0019      	86.1186      	 8.8178      	2.93927      	 131.13      	2.04132      	     10      	      0      	    -10      	      0      	      0      	      0      
   3.25      	6526.55      	 9162.5      	1375.87      	6.80208      	 8.6089      	      0      	23.2206      	48.9516      	 86.089      	8.82084      	2.94028      	133.172      	2.04062      	     10      	      0      	    -10      	      0      	      0      	      0      
    3.3      	 6665.9      	9371.63      	1402.01      	6.79226      	8.59648      	      0      	23.7163      	49.8815      	85.9648      	8.83358      	2.94453      	135.213      	2.03768      	     10      	      0      	    -10      	      0      	      0      	      0      
   3.35      	6812.36      	9589.27      	1428.12      	6.78396      	8.58597      	      0      	24.2374      	50.8104      	85.8597      	8.84439      	2.94813      	137.252      	2.03519      	     10      	      0      	    -10      	      0      	      0      	      0      
    3.4      	6962.54      	9816.63      	1454.02      	6.77293      	8.57202      	      0      	24.7717      	 51.732      	85.7202      	8.85879      	2.95293      	139.288      	2.03188      	     10      	      0      	    -10      	      0      	      0      	      0      
   3.45      	7115.38      	10043.3      	 1479.8      	6.76542      	8.56251      	      0      	25.3155      	52.6492      	85.6251      	8.86863      	2.95621      	141.322      	2.02963      	     10      	      0      	    -10      	      0      	      0      	      0      
    3.5      	7270.22      	10273.8      	1504.95      	 6.7575      	8.55248      	      0      	25.8664      	 53.544      	85.5248      	8.87903      	2.95968      	143.353      	2.02725      	     10      	      0      	    -10      	      0      	      0      	      0      
   3.55      	7423.17      	  10501      	1529.65      	6.75038      	8.54348      	      0      	26.4106      	54.4229      	85.4348      	8.88838      	2.96279      	145.381      	2.02511      	     10      	      0      	    -10      	      0      	      0      	      0      
    3.6      	7571.62      	10724.2      	1553.67      	6.74213      	8.53303      	      0      	26.9388      	55.2772      	85.3303      	8.89926      	2.96642      	147.407      	2.02264      	     10      	      0      	    -10      	      0      	      0      	      0      
   3.65      	7714.13      	10940.8      	1576.76      	6.73299      	8.52147      	      0      	27.4458      	56.0988      	85.2147      	8.91134      	2.97045      	149.431      	 2.0199      	     10      	      0      	    -10      	      0      	      0      	      0      
    3.7      	7862.56      	11168.1      	1598.78      	 6.7229      	 8.5087      	      0      	27.9739      	56.8822      	 85.087      	8.92472      	2.97491      	151.452      	2.01687      	     10      	      0      	    -10      	      0      	      0      	      0      
   3.75      	8013.47      	  11396      	1620.49      	6.71489      	8.49855      	      0      	28.5108      	57.6546      	84.9855      	8.93537      	2.97846      	153.471      	2.01447      	     10      	      0      	    -10      	      0      	      0      	      0      
    3.8      	8165.01      	11622.7      	1641.32      	6.70845      	8.49041      	      0      	29.0499      	58.3957      	84.9041      	8.94394      	2.98131      	155.486      	2.01254      	     10      	      0      	    -10      	      0      	      0      	      0      
   3.85      	 8320.8      	11846.3      	1661.31      	6.70739      	8.48907      	      0      	29.6042      	59.1069      	84.8907      	8.94535      	2.98178      	  157.5      	2.01222      	     10      	      0      	    -10      	      0      	      0      	      0      
    3.9      	8472.51      	12068.2      	 1680.3      	6.70409      	8.48489      	      0      	 30.144      	59.7827      	84.8489      	8.94976      	2.98325      	159.512      	2.01123      	     10      	      0      	    -10      	      0      	      0      	      0      
   3.95      	8624.06      	12288.8      	 1698.5      	6.70154      	8.48166      	      0      	30.6832      	60.4302      	84.8166      	8.95317      	2.98439      	161.524      	2.01046      	     10      	      0      	    -10      	      0      	      0      	      0      
      4      	8765.87      	12502.4      	 1715.9      	6.69534      	8.47382      	      0      	31.1877      	61.0492      	84.7382      	8.96145      	2.98715      	163.535      	 2.0086      	     10      	      0      	    -10      	      0      	      0      	      0      
   4.05      	8901.08      	12707.3      	1732.23      	6.68901      	 8.4658      	      0      	31.6688      	61.6304      	 84.658      	8.96994      	2.98998      	165.544      	 2.0067      	     10      	      0      	    -10      	      0      	      0      	      0      
    4.1      	 9030.9      	12906.4      	 1747.5      	6.68187      	8.45677      	      0      	32.1307      	62.1736      	84.5677      	8.97952      	2.99317      	167.552      	2.00456      	     10      	      0      	    -10      	      0      	      0      	      0      
   4.15      	9151.58      	13090.9      	1761.74      	6.67569      	8.44895      	      0      	  32.56      	62.6804      	84.4895      	8.98783      	2.99594      	169.558      	2.00271      	     10      	      0      	    -10      	      0      	      0      	      0      
    4.2      	9265.82      	13264.9      	 1774.7      	6.67037      	8.44221      	      0      	32.9665      	63.1412      	84.4221      	8.99501      	2.99834      	171.561      	2.00111      	     10      	      0      	    -10      	      0      	      0      	      0      
   4.25      	9366.15      	13418.2      	1786.55      	6.66558      	8.43615      	      0      	33.3234      	 63.563      	84.3615      	9.00146      	3.00049      	173.563      	1.99968      	     10      	      0      	    -10      	      0      	      0      	      0      
    4.3      	9467.63      	13577.2      	1796.76      	6.65891      	8.42771      	      0      	33.6845      	63.9262      	84.2771      	9.01048      	3.00349      	175.563      	1.99767      	     10      	      0      	    -10      	      0      	      0      	      0      
   4.35      	9588.42      	  13766      	1806.33      	6.65135      	8.41814      	      0      	34.1142      	64.2665      	84.1814      	9.02073      	3.00691      	177.562      	 1.9954      	     10      	      0      	    -10      	      0      	      0      	      0      
    4.4      	9756.78      	14027.2      	1816.06      	6.64213      	8.40646      	      0      	34.7132      	64.6129      	84.0646      	9.03325      	3.01108      	179.559      	1.99264      	     10      	      0      	    -10      	      0      	      0      	      0      
   4.45      	 9979.7      	14360.9      	1827.98      	6.63599      	8.39871      	      0      	35.5064      	65.0369      	83.9871      	 9.0416      	3.01387      	181.553      	 1.9908      	     10      	      0      	    -10      	      0      	      0      	      0      
    4.5      	10232.1      	14734.4      	1842.29      	6.63138      	8.39286      	      0      	36.4044      	 65.546      	83.9286      	9.04789      	3.01596      	183.544      	1.98941      	     10      	      0      	    -10      	      0      	      0      	      0      
   4.55      	10484.3      	15099.4      	1858.05      	6.63055      	8.39182      	      0      	37.3016      	66.1066      	83.9182      	9.04902      	3.01634      	185.534      	1.98917      	     10      	      0      	    -10      	      0      	      0      	      0      
    4.6      	10705.8      	15420.8      	1873.59      	6.62954      	8.39054      	      0      	38.0897      	66.6597      	83.9054      	 9.0504      	 3.0168      	187.524      	1.98886      	     10      	      0      	    -10      	      0      	      0      	      0      
   4.65      	10889.2      	15685.3      	1887.55      	 6.6294      	8.39035      	      0      	38.7421      	67.1563      	83.9035      	 9.0506      	3.01687      	189.513      	1.98882      	     10      	      0      	    -10      	      0      	      0      	      0      
    4.7      	11041.5      	15907.7      	1899.24      	6.62815      	8.38878      	      0      	39.2842      	67.5724      	83.8878      	 9.0523      	3.01743      	191.502      	1.98845      	     10      	      0      	    -10      	      0      	      0      	      0      
   4.75      	11171.2      	16098.3      	1908.99      	6.62663      	8.38685      	      0      	39.7457      	67.9192      	83.8685      	9.05438      	3.01813      	 193.49      	1.98799      	     10      	      0      	    -10      	      0      	      0      	      0      
    4.8      	11294.6      	16279.4      	1917.06      	6.62528      	8.38515      	      0      	40.1846      	68.2063      	83.8515      	9.05622      	3.01874      	195.478      	1.98758      	     10      	      0      	    -10      	      0      	      0      	      0      
   4.85      	11413.2      	16449.1      	1924.42      	 6.6258      	8.38581      	      0      	40.6067      	68.4681      	83.8581      	9.05551      	 3.0185      	197.466      	1.98774      	     10      	      0      	    -10      	      0      	      0      	      0      
    4.9      	11534.6      	  16622      	1931.14      	 6.6266      	8.38682      	      0      	41.0385      	68.7071      	83.8682      	9.05441      	3.01814      	199.454      	1.98798      	     10      	      0      	    -10      	      0      	      0      	      0      
   4.95      	11654.9      	16792.8      	 1938.1      	6.62759      	8.38807      	      0      	41.4663      	 68.955      	83.8807      	9.05306      	3.01769      	201.442      	1.98828      	     10      	      0      	    -10      	      0      	      0      	      0      
      5      	11773.8      	16968.9      	1945.15      	6.62573      	8.38571      	      0      	41.8895      	69.2057      	83.8571      	9.05561      	3.01854      	 203.43      	1.98772      	     10      	      0      	    -10      	      0      	      0      	      0      
   5.05      	11889.5      	17143.2      	1952.69      	 6.6228      	  8.382      	      0      	 42.301      	69.4738      	  83.82      	9.05961      	3.01987      	205.418      	1.98684      	     10      	      0      	    -10      	      0      	      0      	      0      
    5.1      	12006.2      	17322.6      	1960.34      	6.61856      	8.37664      	      0      	42.7164      	69.7461      	83.7664      	9.06542      	3.02181      	207.405      	1.98557      	     10      	      0      	    -10      	      0      	      0      	      0      
   5.15      	12128.6      	17505.9      	1968.31      	6.61602      	8.37343      	      0      	43.1518      	70.0297      	83.7343      	9.06889      	3.02296      	209.391      	1.98481      	     10      	      0      	    -10      	      0      	      0      	      0      
    5.2      	12261.9      	17701.7      	1976.39      	6.61476      	8.37183      	      0      	43.6262      	70.3172      	83.7183      	9.07062      	3.02354      	211.376      	1.98443      	     10      	      0      	    -10      	      0      	      0      	      0      
   5.25      	  12396      	17892.1      	1984.89      	6.61593      	8.37331      	      0      	44.1032      	70.6197      	83.7331      	9.06902      	3.02301      	213.361      	1.98478      	     10      	      0      	    -10      	      0      	      0      	      0      
    5.3      	12522.4      	18069.2      	1993.21      	6.61787      	8.37577      	      0      	44.5529      	70.9154      	83.7577      	9.06636      	3.02212      	215.346      	1.98536      	     10      	      0      	    -10      	      0      	      0      	      0      
   5.35      	  12633      	18222.6      	2001.02      	6.62017      	8.37867      	      0      	44.9465      	71.1934      	83.7867      	9.06322      	3.02107      	217.331      	1.98605      	     10      	      0      	    -10      	      0      	      0      	      0      
    5.4      	12736.8      	18368.3      	2007.83      	6.62158      	8.38046      	      0      	45.3156      	71.4357      	83.8046      	9.06128      	3.02043      	219.316      	1.98647      	     10      	      0      	    -10      	      0      	      0      	      0      
   5.45      	12832.4      	18501.1      	2014.22      	6.62342      	8.38279      	      0      	 45.656      	 71.663      	83.8279      	9.05877      	3.01959      	221.303      	1.98702      	     10      	      0      	    -10      	      0      	      0      	      0      
    5.5      	12929.5      	18633.2      	2019.96      	6.62623      	8.38634      	      0      	46.0014      	71.8672      	83.8634      	9.05493      	3.01831      	223.289      	1.98787      	     10      	      0      	    -10      	      0      	      0      	      0      
   5.55      	13023.8      	18754.4      	2025.64      	6.63139      	8.39288      	      0      	46.3367      	72.0693      	83.9288      	9.04787      	3.01596      	225.277      	1.98942      	     10      	      0      	    -10      	      0      	      0      	      0      
    5.6      	13121.4      	18879.3      	2030.88      	6.63688      	8.39983      	      0      	46.6839      	72.2558      	83.9983      	9.04039      	3.01346      	227.266      	1.99106      	     10      	      0      	    -10      	      0      	      0      	      0      
