# Sensor: Sensor Blade [Time] [Blade 1]      
# Description: Time series      
# Record count:   14002      
# Storage mode:  Memory      
# Datetime of save: 2024-11-28T17:37:01      
# Statistical parameters for each field (time series) are placed above the column of the respective time series.
      
# Results earlier than the 'Statistics start time' (see below) are not included when calculating the statistic variables.
# Statistics start time: 100 s      
      
# Column      
      1      	      2      	      3      	      4      	      5      	      6      	      7      	      8      	      9      	     10      	      
Time [s]      	Root force (magnitude)      [    k N      ]      	Root moment (magnitude)      [   k Nm      ]      	Root moment (out-of-plane)      [   k Nm      ]      	Root moment (in-plane)      [   k Nm      ]      	Root moment about shaft      [   k Nm      ]      	Pitch angle      [      °      ]      	Tip deflection (out-of-plane)      [      m      ]      	Tip deflection (in-plane)      [      m      ]      	Root torque      [   k Nm      ]      
   5.65      	 1569.3      	  54663      	54056.5      	-7761.69      	-7739.63      	      0      	8.40738      	-3.06704      	335.224      
    5.7      	1555.17      	  54752      	54082.4      	-8195.8      	-8173.41      	      0      	8.40853      	-3.02088      	333.393      
   5.75      	1549.97      	  54825      	54095.6      	-8587.39      	-8564.69      	      0      	 8.4098      	-2.97513      	 331.85      
    5.8      	1534.35      	54880.7      	54092.7      	-8953.76      	-8930.77      	      0      	8.41036      	-2.9318      	330.441      
   5.85      	1526.83      	54932.5      	54085.9      	-9305.67      	-9282.41      	      0      	8.41007      	-2.8937      	329.007      
    5.9      	1515.54      	54985.6      	54079.3      	-9651.22      	-9627.7      	      0      	8.40986      	-2.86319      	 327.48      
   5.95      	 1503.6      	  55038      	  54071      	-9990.98      	-9967.23      	      0      	8.41078      	-2.84104      	325.623      
      6      	1496.26      	55097.6      	54069.3      	-10322.9      	-10298.9      	      0      	8.41304      	-2.82621      	323.552      
   6.05      	1482.84      	55171.3      	54083.9      	-10635.1      	-10610.9      	      0      	8.41668      	-2.81647      	 321.78      
    6.1      	1475.78      	55250.6      	54111.6      	-10902.5      	-10878.1      	      0      	8.42196      	-2.80917      	320.287      
   6.15      	1463.49      	55315.7      	54135.4      	-11112.2      	-11087.7      	      0      	8.42889      	-2.80192      	318.878      
    6.2      	1451.74      	55372.8      	54162.5      	-11263.6      	 -11239      	      0      	8.43701      	-2.79326      	317.592      
   6.25      	1441.31      	55448.1      	54215.8      	-11376.2      	-11351.5      	      0      	8.44602      	-2.78294      	316.852      
    6.3      	1426.57      	55545.4      	54294.7      	-11473.9      	-11449.1      	      0      	8.45618      	-2.77168      	316.604      
   6.35      	1416.72      	55655.7      	54386.3      	-11573.4      	-11548.6      	      0      	8.46806      	-2.76051      	316.377      
    6.4      	1401.96      	55776.5      	54486.5      	-11682.1      	-11657.2      	      0      	8.48209      	-2.75001      	316.257      
   6.45      	1390.09      	55902.1      	  54592      	-11788.7      	-11763.6      	      0      	8.49824      	-2.74041      	316.222      
    6.5      	1377.24      	56012.5      	54684.6      	-11882.3      	-11857.2      	      0      	8.51621      	-2.73188      	315.965      
   6.55      	1362.45      	  56096      	54753.9      	-11956.4      	-11931.3      	      0      	8.53597      	-2.72469      	315.255      
    6.6      	1350.54      	56163.8      	54813.1      	-12002.9      	-11977.8      	      0      	8.55747      	-2.71935      	314.308      
   6.65      	 1334.5      	  56227      	54875.3      	-12014.2      	-11989.1      	      0      	8.58026      	-2.7166      	313.684      
    6.7      	   1321      	56286.6      	54942.2      	 -11987      	-11961.9      	      0      	8.60406      	-2.71741      	313.519      
   6.75      	1305.38      	56340.2      	55008.6      	-11933.2      	-11908.2      	      0      	8.62907      	-2.72235      	313.644      
    6.8      	1290.16      	56387.8      	55071.7      	-11866.3      	-11841.3      	      0      	8.65517      	-2.7311      	313.771      
   6.85      	1276.83      	56430.4      	  55130      	-11797.4      	-11772.5      	      0      	8.68143      	-2.7428      	313.732      
    6.9      	1262.05      	56470.8      	55185.5      	-11730.6      	-11705.8      	      0      	8.70722      	-2.75681      	 313.57      
   6.95      	1249.95      	56515.4      	55246.2      	-11659.2      	-11634.5      	      0      	8.73311      	-2.77256      	313.413      
      7      	1235.58      	56564.1      	55313.7      	-11574.2      	-11549.5      	      0      	8.75979      	-2.78889      	 313.39      
   7.05      	1221.29      	56615.3      	55388.3      	-11466.5      	 -11442      	      0      	8.78695      	-2.80417      	313.599      
    7.1      	1206.81      	56669.7      	55472.5      	-11326.9      	-11302.5      	      0      	 8.8139      	-2.8172      	314.333      
   7.15      	1190.83      	56715.7      	55556.6      	 -11143      	-11118.7      	      0      	 8.8404      	-2.82782      	315.608      
    7.2      	1176.02      	56735.9      	55623.7      	-10907.7      	-10883.5      	      0      	8.86648      	-2.83694      	 317.05      
   7.25      	1159.09      	56733.7      	  55675      	-10630.8      	-10606.9      	      0      	8.89206      	-2.84632      	318.638      
    7.3      	1143.59      	56731.3      	55728.7      	-10331.7      	-10307.9      	      0      	8.91705      	-2.85845      	320.559      
   7.35      	1128.24      	56737.5      	55790.8      	-10025.5      	 -10002      	      0      	8.94177      	-2.87577      	  322.8      
    7.4      	1112.84      	56741.7      	55849.6      	-9716.04      	-9692.66      	      0      	8.96681      	-2.89988      	324.985      
   7.45      	1098.35      	  56737      	55899.3      	-9396.85      	-9373.69      	      0      	8.99259      	-2.93092      	326.982      
    7.5      	1082.71      	56723.4      	  55942      	-9054.82      	-9031.9      	      0      	9.01892      	-2.96768      	328.977      
   7.55      	1068.19      	56692.7      	  55971      	-8675.13      	-8652.49      	      0      	9.04537      	-3.0084      	330.941      
    7.6      	1052.93      	  56640      	55981.3      	-8253.44      	-8231.12      	      0      	9.07159      	-3.0514      	332.858      
   7.65      	1038.32      	56583.6      	55989.5      	-7798.52      	-7776.54      	      0      	 9.0973      	-3.09539      	335.014      
    7.7      	1024.95      	56552.9      	56022.4      	-7324.29      	-7302.65      	      0      	9.12229      	-3.13933      	337.802      
   7.75      	1011.79      	56559.7      	56089.9      	-6843.72      	-6822.38      	      0      	9.14664      	-3.18237      	341.211      
    7.8      	999.621      	56590.5      	56176.9      	-6365.95      	-6344.92      	      0      	9.17064      	-3.22379      	344.758      
   7.85      	986.256      	56615.5      	56253.3      	-5895.18      	-5874.45      	      0      	9.19423      	-3.26272      	347.939      
    7.9      	972.789      	56613.6      	56298.1      	-5430.48      	-5410.08      	      0      	9.21677      	-3.29832      	350.636      
   7.95      	959.855      	56592.7      	56319.7      	-4967.49      	-4947.41      	      0      	9.23779      	-3.33041      	353.389      
      8      	947.734      	56572.1      	56338.7      	-4495.59      	-4475.81      	      0      	9.25758      	-3.36001      	356.744      
   8.05      	936.557      	56551.1      	56354.9      	-3999.78      	-3980.31      	      0      	9.27651      	-3.38901      	360.637      
    8.1      	924.669      	56517.5      	56356.1      	-3473.01      	-3453.85      	      0      	9.29412      	-3.41939      	364.765      
   8.15      	913.886      	56475.5      	56345.3      	-2922.53      	-2903.7      	      0      	9.30946      	-3.45268      	369.127      
    8.2      	904.345      	56438.2      	56334.2      	-2360.68      	-2342.18      	      0      	9.32229      	-3.48985      	373.835      
   8.25      	895.791      	56404.2      	56321.1      	-1792.76      	-1774.59      	      0      	9.33346      	-3.53151      	 378.63      
    8.3      	887.571      	56362.1      	56294.3      	-1215.8      	-1197.98      	      0      	  9.344      	-3.57805      	383.154      
   8.35      	879.004      	56308.7      	56250.6      	-628.111      	-610.666      	      0      	9.35404      	-3.62925      	387.376      
    8.4      	871.404      	56250.3      	56195.7      	-34.7283      	-17.6684      	      0      	9.36289      	-3.6839      	391.468      
   8.45      	864.608      	  56193      	56135.7      	556.942      	573.622      	      0      	9.37017      	-3.73996      	395.594      
    8.5      	859.536      	56145.1      	56078.9      	1145.95      	1162.26      	      0      	9.37616      	-3.79522      	399.929      
   8.55      	 856.64      	56117.8      	56036.3      	1741.47      	1757.42      	      0      	9.38094      	-3.84772      	404.702      
    8.6      	855.355      	56114.7      	56010.7      	2354.51      	2370.11      	      0      	9.38393      	-3.8959      	 409.95      
   8.65      	855.367      	56132.5      	55998.6      	2983.15      	 2998.4      	      0      	 9.3846      	-3.93894      	 415.44      
    8.7      	855.683      	56169.3      	55998.4      	 3612.3      	3627.19      	      0      	9.38325      	-3.9771      	420.901      
   8.75      	856.812      	56220.7      	56006.5      	4231.98      	4246.51      	      0      	9.38074      	-4.01173      	 426.22      
    8.8      	858.912      	56280.4      	56016.6      	4846.96      	4861.14      	      0      	9.37784      	-4.04482      	431.488      
   8.85      	862.476      	56346.7      	56026.3      	5464.52      	5478.35      	      0      	 9.3753      	-4.07843      	436.907      
    8.9      	867.819      	56419.1      	56035.2      	6084.28      	6097.77      	      0      	9.37389      	-4.11411      	442.532      
   8.95      	873.812      	56492.9      	  56039      	6702.64      	6715.79      	      0      	9.37398      	-4.15272      	448.183      
      9      	879.962      	56565.1      	56034.5      	7320.65      	7333.46      	      0      	9.37532      	-4.19482      	453.666      
   9.05      	885.865      	56637.1      	56022.3      	7943.25      	 7955.7      	      0      	9.37749      	-4.24091      	458.968      
    9.1      	892.139      	  56710      	56003.3      	8572.97      	8585.04      	      0      	9.38032      	-4.2911      	464.157      
   9.15      	899.396      	  56785      	  55979      	9204.71      	9216.41      	      0      	9.38385      	-4.34455      	469.264      
    9.2      	907.893      	56867.8      	55957.1      	9828.08      	9839.41      	      0      	9.38792      	-4.39953      	474.314      
   9.25      	918.218      	56966.4      	  55947      	10437.5      	10448.5      	      0      	9.39208      	-4.45407      	479.391      
    9.3      	929.858      	  57083      	55950.6      	11037.7      	11048.3      	      0      	9.39592      	-4.50638      	484.524      
   9.35      	942.494      	57216.3      	55965.7      	11634.7      	  11645      	      0      	9.39922      	-4.55506      	489.625      
    9.4      	955.859      	57368.7      	55995.7      	  12225      	  12235      	      0      	9.40197      	-4.5992      	494.569      
   9.45      	970.083      	57542.8      	56046.1      	12798.5      	12808.1      	      0      	9.40429      	-4.63855      	499.321      
    9.5      	985.618      	57735.5      	56114.7      	13353.1      	13362.4      	      0      	9.40661      	-4.67356      	 503.97      
   9.55      	1002.17      	57939.4      	56192.1      	13898.4      	13907.4      	      0      	9.40957      	-4.70534      	508.649      
    9.6      	1019.56      	58147.2      	56269.2      	14443.4      	  14452      	      0      	9.41372      	-4.73528      	513.447      
   9.65      	1037.09      	58353.6      	56340.9      	14985.4      	14993.8      	      0      	 9.4193      	-4.76475      	518.354      
    9.7      	 1054.4      	58556.7      	56407.8      	15515.8      	15523.9      	      0      	9.42629      	-4.79504      	523.283      
   9.75      	1071.62      	58759.8      	56475.3      	  16029      	16036.8      	      0      	 9.4347      	-4.82751      	 528.13      
    9.8      	1088.72      	  58967      	  56548      	16525.3      	16532.8      	      0      	9.44476      	-4.86334      	 532.78      
   9.85      	1105.99      	59179.1      	56626.7      	17006.4      	17013.6      	      0      	9.45678      	-4.90297      	537.155      
    9.9      	1123.31      	59393.9      	  56710      	17470.3      	17477.3      	      0      	9.47086      	-4.94554      	541.258      
   9.95      	1140.67      	59606.7      	56795.1      	17912.6      	17919.3      	      0      	9.48671      	-4.98916      	545.144      
     10      	1157.97      	59814.3      	56878.4      	18334.7      	18341.2      	      0      	9.50379      	-5.03166      	548.915      
  10.05      	 1175.3      	  60020      	56960.5      	18746.5      	18752.8      	      0      	9.52162      	-5.07127      	552.701      
   10.1      	1193.13      	60231.5      	57047.6      	19155.1      	19161.2      	      0      	 9.5399      	-5.10688      	556.523      
  10.15      	1211.49      	60451.9      	57144.6      	19555.5      	19561.3      	      0      	9.55833      	-5.13792      	560.248      
   10.2      	1230.58      	60677.7      	57252.2      	19935.5      	19941.2      	      0      	9.57648      	-5.16435      	563.757      
  10.25      	1250.36      	60903.9      	57368.4      	20287.7      	20293.1      	      0      	9.59407      	-5.18667      	567.068      
   10.3      	1270.51      	61126.7      	57488.7      	20613.8      	20619.1      	      0      	9.61119      	-5.20594      	570.261      
  10.35      	1290.53      	61341.6      	57606.3      	20920.6      	20925.7      	      0      	9.62816      	-5.2234      	573.365      
   10.4      	1309.74      	61544.3      	57715.8      	21211.3      	21216.3      	      0      	9.64526      	-5.24026      	576.363      
  10.45      	1328.13      	61731.6      	57814.2      	21485.3      	21490.2      	      0      	9.66254      	-5.25757      	579.247      
   10.5      	1345.91      	  61903      	57902.1      	21739.9      	21744.6      	      0      	9.67982      	-5.27624      	582.042      
  10.55      	1363.61      	62065.7      	57989.3      	21969.6      	21974.2      	      0      	9.69712      	-5.2968      	584.717      
   10.6      	1381.72      	62233.7      	  58095      	  22164      	22168.5      	      0      	9.71486      	-5.31904      	 587.09      
  10.65      	1400.17      	62417.7      	58234.8      	22313.3      	22317.8      	      0      	9.73366      	-5.34182      	588.895      
   10.7      	1418.42      	62612.2      	58402.7      	22418.3      	22422.7      	      0      	 9.7539      	-5.36338      	590.016      
  10.75      	1435.54      	62799.2      	58574.2      	22492.9      	22497.2      	      0      	 9.7756      	-5.38175      	590.674      
   10.8      	1451.62      	62965.8      	58729.2      	22553.6      	  22558      	      0      	9.79858      	-5.39504      	591.334      
