# Sensor: Sensor Generator      
# Record count:   14002      
# Storage mode:  Memory      
# Datetime of save: 2024-11-28T17:37:03      
# Statistical parameters for each field (time series) are placed above the column of the respective time series.
      
# Results earlier than the 'Statistics start time' (see below) are not included when calculating the statistic variables.
# Statistics start time: 100 s      
      
# Column      
      1      	      2      	      3      	      4      	      5      	      6      	      7      	      8      	      9      	      
Time [s]      	Power (electrical)      [    k W      ]      	 Torque      [     Nm      ]      	Torque on main shaft      [   k Nm      ]      	Torque diff. on main shaft      [   k Nm      ]      	    RPM      [    rpm      ]      	Filtered RPM      [    rpm      ]      	Electricity production      [   k Wh      ]      	 Region      [             ]      
    2.1      	13374.6      	1.84583e+07      	18458.3      	-14567.3      	6.91927      	6.91927      	7.88848      	      0      
   2.15      	  13359      	1.84526e+07      	18452.6      	 -14344      	6.91333      	6.91333      	8.07402      	      0      
    2.2      	13356.8      	1.84464e+07      	18446.4      	-14095.8      	6.91452      	6.91452      	8.25953      	      0      
   2.25      	13341.1      	1.84398e+07      	18439.8      	-13837.7      	6.90888      	6.90888      	8.44482      	      0      
    2.3      	13328.3      	1.84327e+07      	18432.7      	-13560.3      	6.90491      	6.90491      	8.62994      	      0      
   2.35      	13309.3      	1.84251e+07      	18425.1      	-13283.3      	6.89792      	6.89792      	8.81479      	      0      
    2.4      	13296.2      	1.8417e+07      	  18417      	 -13000      	6.89416      	6.89416      	8.99946      	      0      
   2.45      	13287.6      	1.84084e+07      	18408.4      	-12709.4      	6.89293      	6.89293      	9.18401      	      0      
    2.5      	13279.9      	1.83993e+07      	18399.3      	-12419.7      	 6.8923      	 6.8923      	9.36845      	      0      
   2.55      	13270.8      	1.83898e+07      	18389.8      	-12130.6      	6.89117      	6.89117      	9.55277      	      0      
    2.6      	13259.9      	1.83799e+07      	18379.9      	-11856.1      	6.88921      	6.88921      	9.73694      	      0      
   2.65      	13237.2      	1.83696e+07      	18369.6      	-11595.4      	6.88127      	6.88127      	9.92079      	      0      
    2.7      	13213.5      	1.83589e+07      	18358.9      	-11345.3      	6.87296      	6.87296      	10.1043      	      0      
   2.75      	13182.1      	1.83477e+07      	18347.7      	-11113.3      	6.86076      	6.86076      	10.2874      	      0      
    2.8      	13163.2      	1.8336e+07      	  18336      	-10884.5      	6.85534      	6.85534      	10.4702      	      0      
   2.85      	13140.1      	1.83237e+07      	18323.7      	-10675.2      	6.84785      	6.84785      	10.6527      	      0      
    2.9      	13124.7      	1.83109e+07      	18310.9      	-10472.4      	6.84464      	6.84464      	 10.835      	      0      
   2.95      	13099.9      	1.82974e+07      	18297.4      	 -10280      	6.83672      	6.83672      	11.0169      	      0      
      3      	13075.1      	1.82834e+07      	18283.4      	 -10087      	6.82902      	6.82902      	11.1985      	      0      
   3.05      	  13050      	1.82688e+07      	18268.8      	-9886.44      	6.82139      	6.82139      	11.3798      	      0      
    3.1      	13025.9      	1.82535e+07      	18253.5      	-9681.55      	6.81446      	6.81446      	11.5607      	      0      
   3.15      	13004.3      	1.82376e+07      	18237.6      	-9470.53      	6.80911      	6.80911      	11.7413      	      0      
    3.2      	12990.1      	1.82211e+07      	18221.1      	-9257.87      	6.80784      	6.80784      	11.9217      	      0      
   3.25      	12971.4      	1.8204e+07      	  18204      	-9041.51      	6.80441      	6.80441      	12.1019      	      0      
    3.3      	12954.4      	1.81864e+07      	18186.4      	-8814.76      	6.80208      	6.80208      	12.2818      	      0      
   3.35      	12922.8      	1.81683e+07      	18168.3      	-8579.02      	6.79226      	6.79226      	12.4613      	      0      
    3.4      	12893.8      	1.81497e+07      	18149.7      	-8333.05      	6.78396      	6.78396      	12.6404      	      0      
   3.45      	12859.2      	1.81305e+07      	18130.5      	-8087.25      	6.77293      	6.77293      	 12.819      	      0      
    3.5      	  12831      	1.81108e+07      	18110.8      	-7836.91      	6.76542      	6.76542      	12.9972      	      0      
   3.55      	12801.5      	1.80904e+07      	18090.4      	-7589.36      	 6.7575      	 6.7575      	 13.175      	      0      
    3.6      	12773.2      	1.80694e+07      	18069.4      	-7345.26      	6.75038      	6.75038      	13.3524      	      0      
   3.65      	12742.4      	1.80478e+07      	18047.8      	-7107.01      	6.74213      	6.74213      	13.5294      	      0      
    3.7      	12709.5      	1.80256e+07      	18025.6      	-6857.54      	6.73299      	6.73299      	13.7059      	      0      
   3.75      	12674.3      	1.80028e+07      	18002.8      	-6606.75      	 6.7229      	 6.7229      	13.8819      	      0      
    3.8      	12642.7      	1.79793e+07      	17979.3      	-6356.6      	6.71489      	6.71489      	14.0575      	      0      
   3.85      	12613.6      	1.79551e+07      	17955.1      	-6108.79      	6.70845      	6.70845      	14.2327      	      0      
    3.9      	12594.2      	1.79303e+07      	17930.3      	-5862.07      	6.70739      	6.70739      	14.4076      	      0      
   3.95      	12570.2      	1.7905e+07      	  17905      	-5616.19      	6.70409      	6.70409      	14.5822      	      0      
      4      	12547.3      	1.78791e+07      	17879.1      	-5376.73      	6.70154      	6.70154      	14.7565      	      0      
   4.05      	12517.3      	1.78529e+07      	17852.9      	-5145.62      	6.69534      	6.69534      	14.9303      	      0      
    4.1      	12486.8      	1.78262e+07      	17826.2      	-4919.84      	6.68901      	6.68901      	15.1038      	      0      
   4.15      	12454.5      	1.77992e+07      	17799.2      	-4708.22      	6.68187      	6.68187      	15.2767      	      0      
    4.2      	12423.8      	1.77717e+07      	17771.7      	-4506.78      	6.67569      	6.67569      	15.4493      	      0      
   4.25      	12394.5      	1.77439e+07      	17743.9      	-4325.73      	6.67037      	6.67037      	15.6214      	      0      
    4.3      	12365.9      	1.77158e+07      	17715.8      	-4138.62      	6.66558      	6.66558      	15.7932      	      0      
   4.35      	12333.7      	1.76873e+07      	17687.3      	-3921.32      	6.65891      	6.65891      	15.9645      	      0      
    4.4      	12299.7      	1.76586e+07      	17658.6      	-3631.4      	6.65135      	6.65135      	16.1353      	      0      
   4.45      	12262.4      	1.76295e+07      	17629.5      	-3268.59      	6.64213      	6.64213      	16.3056      	      0      
    4.5      	12230.7      	1.76002e+07      	17600.2      	-2865.74      	6.63599      	6.63599      	16.4755      	      0      
   4.55      	12201.6      	1.75705e+07      	17570.5      	-2471.05      	6.63138      	6.63138      	 16.645      	      0      
    4.6      	12179.3      	1.75406e+07      	17540.6      	-2119.76      	6.63055      	6.63055      	16.8141      	      0      
   4.65      	12156.5      	1.75105e+07      	17510.5      	-1825.21      	6.62954      	6.62954      	 16.983      	      0      
    4.7      	12135.3      	1.74802e+07      	17480.2      	-1572.53      	 6.6294      	 6.6294      	17.1515      	      0      
   4.75      	  12112      	1.745e+07      	  17450      	-1351.68      	6.62815      	6.62815      	17.3197      	      0      
    4.8      	12088.3      	1.74198e+07      	17419.8      	-1140.4      	6.62663      	6.62663      	17.4876      	      0      
   4.85      	12064.9      	1.73897e+07      	17389.7      	-940.569      	6.62528      	6.62528      	17.6552      	      0      
    4.9      	12045.1      	1.73597e+07      	17359.7      	-737.68      	 6.6258      	 6.6258      	17.8225      	      0      
   4.95      	12025.9      	1.73299e+07      	17329.9      	-537.152      	 6.6266      	 6.6266      	17.9895      	      0      
      5      	12007.2      	1.73005e+07      	17300.5      	-331.522      	6.62759      	6.62759      	18.1563      	      0      
   5.05      	11983.6      	1.72713e+07      	17271.3      	-128.125      	6.62573      	6.62573      	18.3227      	      0      
    5.1      	11958.4      	1.72426e+07      	17242.5      	 80.081      	 6.6228      	 6.6228      	18.4888      	      0      
   5.15      	  11931      	1.72142e+07      	17214.2      	291.736      	6.61856      	6.61856      	18.6545      	      0      
    5.2      	11907.1      	1.71862e+07      	17186.2      	515.558      	6.61602      	6.61602      	18.8199      	      0      
   5.25      	11885.7      	1.71586e+07      	17158.5      	733.576      	6.61476      	6.61476      	 18.985      	      0      
    5.3      	11868.9      	1.71314e+07      	17131.4      	937.886      	6.61593      	6.61593      	19.1498      	      0      
   5.35      	11853.9      	1.71046e+07      	17104.6      	1117.93      	6.61787      	6.61787      	19.3145      	      0      
    5.4      	11839.8      	1.70784e+07      	17078.4      	1289.87      	6.62017      	6.62017      	19.4789      	      0      
   5.45      	11824.6      	1.70528e+07      	17052.8      	1448.31      	6.62158      	6.62158      	19.6431      	      0      
    5.5      	11810.5      	1.70278e+07      	17027.8      	1605.37      	6.62342      	6.62342      	19.8072      	      0      
   5.55      	11798.7      	1.70035e+07      	17003.5      	1750.89      	6.62623      	6.62623      	 19.971      	      0      
    5.6      	11791.5      	1.69799e+07      	16979.9      	1899.41      	6.63139      	6.63139      	20.1348      	      0      
   5.65      	11785.4      	1.69571e+07      	16957.1      	2041.16      	6.63688      	6.63688      	20.2985      	      0      
    5.7      	  11780      	1.69351e+07      	16935.1      	2185.57      	6.64248      	6.64248      	20.4621      	      0      
   5.75      	11771.5      	1.69141e+07      	16914.1      	 2320.5      	6.64592      	6.64592      	20.6256      	      0      
    5.8      	  11761      	1.6894e+07      	  16894      	2460.52      	 6.6479      	 6.6479      	20.7889      	      0      
   5.85      	11748.6      	1.68748e+07      	16874.8      	2593.32      	6.64845      	6.64845      	20.9521      	      0      
    5.9      	11737.5      	1.68566e+07      	16856.6      	2728.06      	6.64929      	6.64929      	21.1151      	      0      
   5.95      	11728.7      	1.68394e+07      	16839.4      	2846.88      	6.65115      	6.65115      	 21.278      	      0      
      6      	11723.5      	1.68231e+07      	  16823      	2964.45      	6.65461      	6.65461      	21.4409      	      0      
   6.05      	11719.5      	1.68077e+07      	16807.7      	3065.98      	6.65845      	6.65845      	21.6036      	      0      
    6.1      	11715.9      	1.67933e+07      	16793.3      	 3167.5      	 6.6621      	 6.6621      	21.7664      	      0      
   6.15      	11711.7      	1.67799e+07      	16779.9      	3254.66      	6.66502      	6.66502      	 21.929      	      0      
    6.2      	11709.7      	1.67675e+07      	16767.5      	3347.83      	6.66879      	6.66879      	22.0917      	      0      
   6.25      	11710.2      	1.67561e+07      	16756.1      	3432.94      	6.67364      	6.67364      	22.2543      	      0      
    6.3      	11715.2      	1.67457e+07      	16745.7      	3525.82      	6.68061      	6.68061      	 22.417      	      0      
   6.35      	11722.4      	1.67364e+07      	16736.4      	3606.24      	6.68847      	6.68847      	22.5798      	      0      
    6.4      	  11731      	1.67282e+07      	16728.2      	3692.22      	6.69666      	6.69666      	22.7427      	      0      
   6.45      	  11738      	1.67212e+07      	16721.2      	3767.01      	6.70349      	6.70349      	22.9058      	      0      
    6.5      	11742.9      	1.67153e+07      	16715.3      	3850.11      	6.70865      	6.70865      	23.0689      	      0      
   6.55      	11746.3      	1.67105e+07      	16710.5      	3917.91      	6.71247      	6.71247      	 23.232      	      0      
    6.6      	11750.6      	1.6707e+07      	  16707      	 3984.7      	6.71634      	6.71634      	23.3952      	      0      
   6.65      	11756.6      	1.67045e+07      	16704.5      	4032.02      	6.72076      	6.72076      	23.5585      	      0      
    6.7      	  11765      	1.67032e+07      	16703.2      	4091.01      	6.72609      	6.72609      	23.7219      	      0      
   6.75      	11773.5      	1.67029e+07      	16702.9      	4134.08      	6.73106      	6.73106      	23.8854      	      0      
    6.8      	11782.1      	1.67038e+07      	16703.8      	4172.64      	6.73562      	6.73562      	24.0491      	      0      
   6.85      	11790.1      	1.67057e+07      	16705.7      	4189.94      	6.73946      	6.73946      	24.2128      	      0      
    6.9      	11799.8      	1.67087e+07      	16708.7      	4207.29      	6.74376      	6.74376      	24.3767      	      0      
   6.95      	11811.8      	1.67127e+07      	16712.7      	4203.85      	6.74901      	6.74901      	24.5408      	      0      
      7      	11827.8      	1.67177e+07      	16717.7      	4195.03      	6.75617      	6.75617      	 24.705      	      0      
   7.05      	  11847      	1.67237e+07      	16723.7      	4159.77      	6.76467      	6.76467      	24.8696      	      0      
    7.1      	11867.6      	1.67307e+07      	16730.7      	4115.06      	6.77363      	6.77363      	25.0344      	      0      
   7.15      	11887.2      	1.67388e+07      	16738.8      	4038.78      	6.78149      	6.78149      	25.1995      	      0      
    7.2      	11905.1      	1.6748e+07      	  16748      	 3948.1      	  6.788      	  6.788      	25.3648      	      0      
   7.25      	11921.7      	1.67582e+07      	16758.2      	3832.78      	6.79336      	6.79336      	25.5304      	      0      
    7.3      	  11939      	1.67694e+07      	16769.4      	3733.66      	6.79866      	6.79866      	25.6962      	      0      
   7.35      	11957.1      	1.67816e+07      	16781.6      	3676.82      	6.80403      	6.80403      	25.8623      	      0      
    7.4      	11976.4      	1.67948e+07      	16794.8      	3719.59      	6.80962      	6.80962      	26.0287      	      0      
   7.45      	11995.1      	1.68088e+07      	16808.8      	3847.21      	6.81456      	6.81456      	26.1953      	      0      
    7.5      	12012.9      	1.68238e+07      	16823.8      	4017.79      	6.81861      	6.81861      	26.3621      	      0      
   7.55      	12029.4      	1.68397e+07      	16839.7      	4147.24      	 6.8215      	 6.8215      	26.5292      	      0      
    7.6      	12045.9      	1.68563e+07      	16856.3      	4212.95      	6.82416      	6.82416      	26.6965      	      0      
   7.65      	12064.4      	1.68737e+07      	16873.7      	4203.28      	6.82759      	6.82759      	 26.864      	      0      
    7.7      	12086.8      	1.68917e+07      	16891.7      	4147.41      	6.83298      	6.83298      	27.0319      	      0      
   7.75      	12113.1      	1.69104e+07      	16910.4      	4049.42      	6.84024      	6.84024      	27.2002      	      0      
    7.8      	12142.1      	1.69298e+07      	16929.8      	3936.96      	6.84876      	6.84876      	27.3688      	      0      
   7.85      	12171.5      	1.69499e+07      	16949.9      	3814.36      	6.85721      	6.85721      	27.5378      	      0      
    7.9      	12200.1      	1.69706e+07      	16970.6      	3703.42      	6.86493      	6.86493      	27.7073      	      0      
   7.95      	12227.3      	1.69921e+07      	16992.1      	3599.87      	6.87154      	6.87154      	27.8771      	      0      
      8      	12253.9      	1.70142e+07      	17014.2      	3512.07      	 6.8776      	 6.8776      	28.0473      	      0      
   8.05      	12280.5      	1.70369e+07      	17036.9      	 3432.1      	6.88331      	6.88331      	28.2179      	      0      
    8.1      	12307.3      	1.70603e+07      	17060.3      	 3369.7      	6.88888      	6.88888      	28.3888      	      0      
   8.15      	12333.2      	1.70843e+07      	17084.3      	3321.95      	6.89368      	6.89368      	28.5601      	      0      
    8.2      	12357.2      	1.71088e+07      	17108.8      	3292.34      	 6.8972      	 6.8972      	28.7317      	      0      
   8.25      	12378.7      	1.71338e+07      	17133.8      	 3254.7      	6.89911      	6.89911      	28.9037      	      0      
    8.3      	12398.8      	1.71593e+07      	17159.3      	3205.34      	6.90006      	6.90006      	29.0759      	      0      
   8.35      	12419.2      	1.71851e+07      	17185.1      	3138.29      	6.90103      	6.90103      	29.2483      	      0      
    8.4      	  12442      	1.72112e+07      	17211.2      	3061.76      	6.90322      	6.90322      	29.4212      	      0      
   8.45      	12467.9      	1.72375e+07      	17237.5      	2973.84      	6.90699      	6.90699      	29.5943      	      0      
    8.5      	12496.6      	1.72641e+07      	17264.1      	2879.59      	6.91223      	6.91223      	29.7679      	      0      
   8.55      	12526.5      	1.72908e+07      	17290.8      	2777.71      	6.91806      	6.91806      	29.9419      	      0      
    8.6      	12556.6      	1.73178e+07      	17317.8      	2677.28      	6.92394      	6.92394      	30.1163      	      0      
   8.65      	12586.4      	1.73449e+07      	17344.9      	2580.85      	6.92948      	6.92948      	30.2911      	      0      
    8.7      	12616.2      	1.73721e+07      	17372.1      	2493.73      	6.93499      	6.93499      	30.4663      	      0      
   8.75      	12646.3      	1.73996e+07      	17399.6      	2412.32      	6.94058      	6.94058      	30.6419      	      0      
    8.8      	12676.5      	1.74272e+07      	17427.2      	   2337      	6.94613      	6.94613      	 30.818      	      0      
   8.85      	12705.4      	1.74549e+07      	17454.9      	2263.34      	6.95092      	6.95092      	30.9945      	      0      
    8.9      	12731.8      	1.74828e+07      	17482.8      	2191.01      	6.95424      	6.95424      	31.1713      	      0      
   8.95      	12754.7      	1.75108e+07      	17510.8      	   2117      	6.95564      	6.95564      	31.3484      	      0      
      9      	  12775      	1.75388e+07      	17538.8      	2042.14      	6.95557      	6.95557      	31.5259      	      0      
   9.05      	12794.2      	1.75668e+07      	17566.8      	1963.41      	6.95488      	6.95488      	31.7036      	      0      
    9.1      	12814.1      	1.75947e+07      	17594.7      	1880.55      	6.95467      	6.95467      	31.8815      	      0      
   9.15      	12835.8      	1.76225e+07      	17622.5      	1792.23      	6.95547      	6.95547      	32.0598      	      0      
    9.2      	12859.3      	1.765e+07      	  17650      	 1701.3      	6.95734      	6.95734      	32.2384      	      0      
   9.25      	12883.7      	1.76773e+07      	17677.3      	1608.76      	6.95979      	6.95979      	32.4174      	      0      
    9.3      	12908.5      	1.77044e+07      	17704.4      	1518.12      	6.96249      	6.96249      	32.5966      	      0      
   9.35      	12933.3      	1.77312e+07      	17731.2      	1430.81      	6.96537      	6.96537      	32.7763      	      0      
    9.4      	12958.9      	1.77577e+07      	17757.7      	1350.33      	6.96874      	6.96874      	32.9563      	      0      
   9.45      	12985.5      	1.77839e+07      	17783.9      	1275.97      	6.97274      	6.97274      	33.1366      	      0      
    9.5      	13012.7      	1.78098e+07      	17809.8      	1205.96      	6.97718      	6.97718      	33.3173      	      0      
   9.55      	13039.2      	1.78355e+07      	17835.5      	1136.13      	6.98128      	6.98128      	33.4984      	      0      
    9.6      	13063.3      	1.7861e+07      	  17861      	 1080.7      	6.98424      	6.98424      	33.6799      	      0      
   9.65      	13083.9      	1.78861e+07      	17886.1      	1035.66      	6.98544      	6.98544      	33.8616      	      0      
    9.7      	13101.4      	1.7911e+07      	  17911      	992.121      	6.98504      	6.98504      	34.0436      	      0      
   9.75      	13116.7      	1.79355e+07      	17935.5      	945.531      	6.98366      	6.98366      	34.2257      	      0      
    9.8      	13131.6      	1.79596e+07      	17959.6      	893.441      	6.98218      	6.98218      	34.4081      	      0      
   9.85      	13146.9      	1.79833e+07      	17983.3      	831.631      	6.98112      	6.98112      	34.5907      	      0      
    9.9      	13162.9      	1.80065e+07      	18006.5      	757.152      	 6.9806      	 6.9806      	34.7735      	      0      
   9.95      	13179.1      	1.80292e+07      	18029.2      	666.801      	6.98038      	6.98038      	34.9566      	      0      
     10      	13195.2      	1.80514e+07      	18051.4      	559.921      	6.98034      	6.98034      	35.1398      	      0      
  10.05      	13211.5      	1.8073e+07      	  18073      	434.691      	6.98062      	6.98062      	35.3233      	      0      
   10.1      	13228.9      	1.80941e+07      	18094.1      	293.235      	6.98165      	6.98165      	35.5071      	      0      
  10.15      	13247.7      	1.81145e+07      	18114.5      	145.691      	6.98367      	6.98367      	35.6911      	      0      
   10.2      	13267.8      	1.81345e+07      	18134.5      	25.1287      	6.98657      	6.98657      	35.8753      	      0      
  10.25      	13287.8      	1.81539e+07      	18153.9      	-14.9169      	6.98964      	6.98964      	36.0599      	      0      
   10.3      	13306.2      	1.81728e+07      	18172.8      	69.2412      	6.99206      	6.99206      	36.2447      	      0      
  10.35      	13321.7      	1.81912e+07      	18191.2      	 256.14      	6.99312      	6.99312      	36.4297      	      0      
   10.4      	13334.2      	1.82091e+07      	18209.1      	468.093      	6.99275      	6.99275      	36.6149      	      0      
  10.45      	13344.1      	1.82266e+07      	18226.6      	631.866      	6.99126      	6.99126      	36.8003      	      0      
   10.5      	13352.6      	1.82435e+07      	18243.5      	727.593      	6.98924      	6.98924      	36.9857      	      0      
  10.55      	13360.7      	1.82598e+07      	18259.8      	764.097      	 6.9872      	 6.9872      	37.1713      	      0      
   10.6      	13369.1      	1.82756e+07      	18275.6      	756.238      	6.98555      	6.98555      	 37.357      	      0      
  10.65      	13378.2      	1.82908e+07      	18290.8      	 718.93      	6.98454      	6.98454      	37.5428      	      0      
   10.7      	13388.4      	1.83054e+07      	18305.4      	669.987      	 6.9843      	 6.9843      	37.7287      	      0      
  10.75      	13399.6      	1.83193e+07      	18319.3      	  623.4      	 6.9848      	 6.9848      	37.9148      	      0      
   10.8      	13411.8      	1.83327e+07      	18332.7      	587.907      	6.98606      	6.98606      	38.1011      	      0      
  10.85      	13425.1      	1.83454e+07      	18345.4      	565.631      	6.98812      	6.98812      	38.2876      	      0      
   10.9      	13439.4      	1.83577e+07      	18357.7      	559.756      	6.99093      	6.99093      	38.4742      	      0      
  10.95      	13454.1      	1.83694e+07      	18369.4      	574.267      	 6.9941      	 6.9941      	38.6611      	      0      
     11      	13468.2      	1.83807e+07      	18380.7      	615.266      	 6.9971      	 6.9971      	38.8481      	      0      
  11.05      	13480.6      	1.83916e+07      	18391.6      	688.258      	6.99942      	6.99942      	39.0354      	      0      
   11.1      	13490.9      	1.84021e+07      	18402.1      	 779.25      	7.00076      	7.00076      	39.2227      	      0      
  11.15      	13498.8      	1.84122e+07      	18412.2      	870.879      	7.00098      	7.00098      	39.4102      	      0      
   11.2      	13504.4      	1.8422e+07      	  18422      	953.297      	 7.0002      	 7.0002      	39.5978      	      0      
  11.25      	13508.5      	1.84314e+07      	18431.4      	1024.14      	6.99874      	6.99874      	39.7854      	      0      
   11.3      	13512.1      	1.84404e+07      	18440.4      	1084.76      	6.99716      	6.99716      	39.9731      	      0      
  11.35      	13515.9      	1.8449e+07      	  18449      	1136.34      	6.99588      	6.99588      	40.1608      	      0      
   11.4      	13520.6      	1.84573e+07      	18457.3      	1177.45      	 6.9952      	 6.9952      	40.3486      	      0      
  11.45      	13526.5      	1.84651e+07      	18465.1      	1209.89      	6.99532      	6.99532      	40.5365      	      0      
   11.5      	13534.2      	1.84725e+07      	18472.5      	1238.55      	6.99649      	6.99649      	40.7244      	      0      
  11.55      	13543.8      	1.84795e+07      	18479.5      	1269.56      	6.99879      	6.99879      	40.9125      	      0      
   11.6      	13555.3      	1.84862e+07      	18486.2      	1304.57      	7.00218      	7.00218      	41.1008      	      0      
  11.65      	  13568      	1.84926e+07      	18492.6      	1344.55      	7.00632      	7.00632      	41.2892      	      0      
