# Sensor: Sensor Generator      
# Record count:   14002      
# Storage mode:  Memory      
# Datetime of save: 2024-11-28T17:34:19      
# Statistical parameters for each field (time series) are placed above the column of the respective time series.
      
# Results earlier than the 'Statistics start time' (see below) are not included when calculating the statistic variables.
# Statistics start time: 100 s      
      
# Column      
      1      	      2      	      3      	      4      	      5      	      6      	      7      	      8      	      9      	      
Time [s]      	Power (electrical)      [    k W      ]      	 Torque      [     Nm      ]      	Torque on main shaft      [   k Nm      ]      	Torque diff. on main shaft      [   k Nm      ]      	    RPM      [    rpm      ]      	Filtered RPM      [    rpm      ]      	Electricity production      [   k Wh      ]      	 Region      [             ]      
   2.35      	8386.42      	1.35442e+07      	13544.2      	-10409.6      	 5.9128      	 5.9128      	5.55412      	      0      
    2.4      	8377.21      	1.35383e+07      	13538.3      	 -10230      	 5.9089      	 5.9089      	5.67047      	      0      
   2.45      	8370.57      	1.3532e+07      	  13532      	-10044.7      	5.90698      	5.90698      	5.78673      	      0      
    2.5      	8364.17      	1.35253e+07      	13525.3      	-9856.13      	5.90539      	5.90539      	 5.9029      	      0      
   2.55      	8357.48      	1.35182e+07      	13518.2      	-9665.67      	5.90375      	5.90375      	6.01898      	      0      
    2.6      	8349.47      	1.35108e+07      	13510.8      	-9479.14      	5.90133      	5.90133      	6.13494      	      0      
   2.65      	8335.53      	1.35031e+07      	13503.1      	-9298.26      	5.89485      	5.89485      	6.25071      	      0      
    2.7      	8320.27      	1.3495e+07      	  13495      	-9122.89      	5.88758      	5.88758      	6.36627      	      0      
   2.75      	 8300.9      	1.34865e+07      	13486.5      	-8960.16      	5.87755      	5.87755      	6.48156      	      0      
    2.8      	8287.71      	1.34776e+07      	13477.6      	-8800.06      	5.87209      	5.87209      	6.59667      	      0      
   2.85      	 8272.5      	1.34683e+07      	13468.3      	-8653.46      	5.86538      	5.86538      	6.71157      	      0      
    2.9      	8261.27      	1.34585e+07      	13458.5      	-8512.69      	5.86169      	5.86169      	6.82631      	      0      
   2.95      	8245.21      	1.34482e+07      	13448.2      	-8381.38      	5.85477      	5.85477      	6.94082      	      0      
      3      	8228.79      	1.34374e+07      	13437.4      	-8252.94      	5.84779      	5.84779      	7.05511      	      0      
   3.05      	8212.26      	1.34262e+07      	13426.2      	-8121.49      	5.84094      	5.84094      	7.16917      	      0      
    3.1      	8195.69      	1.34144e+07      	13414.4      	-7988.55      	5.83426      	5.83426      	  7.283      	      0      
   3.15      	8180.71      	1.34021e+07      	13402.1      	-7851.33      	5.82893      	5.82893      	7.39662      	      0      
    3.2      	8169.44      	1.33893e+07      	13389.3      	-7713.33      	5.82646      	5.82646      	7.51008      	      0      
   3.25      	 8156.3      	1.33761e+07      	13376.1      	-7574.66      	5.82285      	5.82285      	7.62337      	      0      
    3.3      	8143.82      	1.33624e+07      	13362.4      	-7429.15      	 5.8199      	 5.8199      	7.73648      	      0      
   3.35      	8123.69      	1.33483e+07      	13348.3      	-7280.01      	5.81165      	5.81165      	 7.8493      	      0      
    3.4      	8104.39      	1.33337e+07      	13333.7      	-7120.89      	5.80417      	5.80417      	7.96187      	      0      
   3.45      	8081.93      	1.33187e+07      	13318.7      	-6961.95      	5.79461      	5.79461      	8.07411      	      0      
    3.5      	8062.55      	1.33032e+07      	13303.2      	-6797.83      	5.78745      	5.78745      	8.18609      	      0      
   3.55      	8042.54      	1.32872e+07      	13287.2      	-6632.96      	5.78005      	5.78005      	 8.2978      	      0      
    3.6      	8023.05      	1.32707e+07      	13270.7      	-6467.42      	5.77321      	5.77321      	8.40923      	      0      
   3.65      	8002.25      	1.32537e+07      	13253.7      	-6300.74      	5.76563      	5.76563      	8.52037      	      0      
    3.7      	7980.08      	1.32362e+07      	13236.2      	-6132.89      	5.75726      	5.75726      	 8.6312      	      0      
   3.75      	7956.57      	1.32182e+07      	13218.2      	-5964.16      	5.74813      	5.74813      	8.74171      	      0      
    3.8      	7934.43      	1.31996e+07      	13199.6      	-5795.97      	 5.7402      	 5.7402      	8.85191      	      0      
   3.85      	7913.67      	1.31805e+07      	13180.5      	-5629.01      	5.73348      	5.73348      	8.96182      	      0      
    3.9      	7898.16      	1.31609e+07      	13160.9      	-5459.29      	5.73078      	5.73078      	9.07152      	      0      
   3.95      	7880.51      	1.31408e+07      	13140.8      	-5289.45      	5.72671      	5.72671      	9.18097      	      0      
      4      	7863.49      	1.31202e+07      	13120.2      	-5116.58      	5.72329      	5.72329      	9.29019      	      0      
   4.05      	7842.71      	1.30993e+07      	13099.3      	-4945.05      	5.71729      	5.71729      	9.39911      	      0      
    4.1      	 7821.5      	1.3078e+07      	  13078      	-4770.89      	5.71112      	5.71112      	9.50775      	      0      
   4.15      	7799.15      	1.30563e+07      	13056.3      	-4597.09      	5.70425      	5.70425      	9.61607      	      0      
    4.2      	7777.39      	1.30343e+07      	13034.3      	-4424.06      	5.69795      	5.69795      	9.72409      	      0      
   4.25      	7756.41      	1.30119e+07      	13011.9      	-4256.19      	5.69234      	5.69234      	9.83182      	      0      
    4.3      	7735.88      	1.29892e+07      	12989.2      	-4088.6      	 5.6872      	 5.6872      	9.93926      	      0      
   4.35      	7713.46      	1.29662e+07      	12966.2      	-3922.16      	5.68077      	5.68077      	10.0464      	      0      
    4.4      	7689.79      	1.29429e+07      	12942.9      	-3757.58      	5.67353      	5.67353      	10.1532      	      0      
   4.45      	7664.13      	1.29193e+07      	12919.3      	-3598.13      	5.66493      	5.66493      	10.2596      	      0      
    4.5      	7641.05      	1.28954e+07      	12895.4      	-3443.69      	5.65833      	5.65833      	10.3658      	      0      
   4.55      	7619.35      	1.28713e+07      	12871.3      	-3294.39      	5.65286      	5.65286      	10.4716      	      0      
    4.6      	7601.29      	1.28468e+07      	12846.8      	-3149.59      	5.65019      	5.65019      	10.5772      	      0      
   4.65      	7583.14      	1.28221e+07      	12822.1      	-3013.08      	5.64755      	5.64755      	10.6825      	      0      
    4.7      	7565.74      	1.27973e+07      	12797.3      	-2883.02      	5.64552      	5.64552      	10.7876      	      0      
   4.75      	   7547      	1.27723e+07      	12772.3      	-2759.25      	5.64254      	5.64254      	10.8924      	      0      
    4.8      	 7527.3      	1.27473e+07      	12747.3      	-2639.12      	5.63887      	5.63887      	10.9969      	      0      
   4.85      	7507.17      	1.27222e+07      	12722.2      	-2527.46      	5.63488      	5.63488      	11.1012      	      0      
    4.9      	7488.59      	1.26971e+07      	12697.1      	-2424.22      	5.63205      	5.63205      	11.2052      	      0      
   4.95      	7470.55      	1.2672e+07      	  12672      	-2330.48      	5.62962      	5.62962      	 11.309      	      0      
      5      	   7453      	1.26469e+07      	12646.9      	-2240.73      	5.62752      	5.62752      	11.4125      	      0      
   5.05      	7433.03      	1.2622e+07      	  12622      	-2149.33      	5.62355      	5.62355      	11.5157      	      0      
    5.1      	7411.98      	1.25971e+07      	12597.1      	-2047.59      	 5.6187      	 5.6187      	11.6187      	      0      
   5.15      	7389.58      	1.25723e+07      	12572.3      	-1926.19      	5.61277      	5.61277      	11.7213      	      0      
    5.2      	7368.49      	1.25476e+07      	12547.6      	-1781.88      	5.60776      	5.60776      	11.8236      	      0      
   5.25      	7348.61      	1.2523e+07      	  12523      	  -1623      	5.60362      	5.60362      	11.9257      	      0      
    5.3      	7331.28      	1.24985e+07      	12498.5      	-1463.45      	5.60136      	5.60136      	12.0275      	      0      
   5.35      	 7315.3      	1.24741e+07      	12474.1      	-1318.78      	5.60006      	5.60006      	12.1291      	      0      
    5.4      	7299.98      	1.245e+07      	  12450      	-1193.67      	5.59919      	5.59919      	12.2305      	      0      
   5.45      	7283.86      	1.2426e+07      	  12426      	-1090.75      	5.59759      	5.59759      	12.3317      	      0      
    5.5      	7267.77      	1.24023e+07      	12402.3      	-1005.57      	5.59591      	5.59591      	12.4326      	      0      
   5.55      	7252.41      	1.23788e+07      	12378.8      	-935.784      	5.59466      	5.59466      	12.5333      	      0      
    5.6      	 7239.2      	1.23557e+07      	12355.7      	-873.804      	5.59494      	5.59494      	12.6339      	      0      
   5.65      	7226.57      	1.23328e+07      	12332.8      	-816.062      	5.59552      	5.59552      	12.7343      	      0      
    5.7      	7214.32      	1.23104e+07      	12310.4      	-760.04      	5.59622      	5.59622      	12.8345      	      0      
   5.75      	7200.42      	1.22884e+07      	12288.4      	-705.115      	5.59546      	5.59546      	12.9345      	      0      
    5.8      	7185.23      	1.22667e+07      	12266.7      	-647.322      	 5.5935      	 5.5935      	13.0343      	      0      
   5.85      	7168.61      	1.22455e+07      	12245.5      	-584.954      	5.59021      	5.59021      	13.1338      	      0      
    5.9      	7152.05      	1.22248e+07      	12224.8      	-517.213      	5.58677      	5.58677      	13.2332      	      0      
   5.95      	7136.61      	1.22044e+07      	12204.4      	-447.44      	5.58402      	5.58402      	13.3323      	      0      
      6      	7123.16      	1.21845e+07      	12184.5      	-375.823      	5.58262      	5.58262      	13.4312      	      0      
   6.05      	7110.69      	1.21649e+07      	12164.9      	-305.088      	 5.5818      	 5.5818      	  13.53      	      0      
    6.1      	7098.41      	1.21458e+07      	12145.8      	-233.33      	5.58094      	5.58094      	13.6286      	      0      
   6.15      	7085.66      	1.21271e+07      	12127.1      	-162.706      	5.57951      	5.57951      	 13.727      	      0      
    6.2      	7073.71      	1.21088e+07      	12108.8      	-95.4324      	5.57851      	5.57851      	13.8252      	      0      
   6.25      	7062.87      	1.2091e+07      	  12091      	-31.3695      	5.57817      	5.57817      	13.9233      	      0      
    6.3      	7054.14      	1.20736e+07      	12073.6      	31.3064      	 5.5793      	 5.5793      	14.0213      	      0      
   6.35      	7046.78      	1.20567e+07      	12056.7      	90.6877      	 5.5813      	 5.5813      	14.1192      	      0      
    6.4      	 7040.4      	1.20402e+07      	12040.2      	147.557      	5.58385      	5.58385      	14.2169      	      0      
   6.45      	7033.41      	1.20244e+07      	12024.4      	202.301      	5.58567      	5.58567      	14.3146      	      0      
    6.5      	7025.05      	1.2009e+07      	  12009      	257.113      	5.58615      	5.58615      	14.4122      	      0      
   6.55      	7015.44      	1.19943e+07      	11994.3      	310.387      	5.58538      	5.58538      	14.5096      	      0      
    6.6      	7005.84      	1.198e+07      	  11980      	 361.58      	5.58437      	5.58437      	14.6069      	      0      
   6.65      	6997.01      	1.19663e+07      	11966.3      	409.045      	5.58371      	5.58371      	14.7041      	      0      
    6.7      	6989.38      	1.19532e+07      	11953.2      	453.534      	5.58377      	5.58377      	14.8012      	      0      
   6.75      	6981.94      	1.19405e+07      	11940.5      	492.464      	5.58373      	5.58373      	14.8982      	      0      
    6.8      	6974.52      	1.19284e+07      	11928.4      	525.869      	5.58347      	5.58347      	 14.995      	      0      
   6.85      	6966.75      	1.19168e+07      	11916.8      	553.549      	5.58269      	5.58269      	15.0918      	      0      
    6.9      	 6959.4      	1.19056e+07      	11905.6      	578.913      	5.58201      	5.58201      	15.1884      	      0      
   6.95      	6952.96      	1.1895e+07      	  11895      	601.197      	5.58184      	5.58184      	 15.285      	      0      
      7      	6948.49      	1.18848e+07      	11884.8      	621.294      	5.58303      	5.58303      	15.3815      	      0      
   7.05      	6945.92      	1.18751e+07      	11875.1      	638.169      	5.58552      	5.58552      	 15.478      	      0      
    7.1      	6944.51      	1.18659e+07      	11865.9      	654.172      	5.58871      	5.58871      	15.5744      	      0      
   7.15      	6942.74      	1.18572e+07      	11857.2      	668.793      	5.59139      	5.59139      	15.6709      	      0      
    7.2      	 6940.1      	1.18491e+07      	11849.1      	683.216      	5.59311      	5.59311      	15.7673      	      0      
   7.25      	6936.66      	1.18414e+07      	11841.4      	 696.15      	5.59394      	5.59394      	15.8636      	      0      
    7.3      	6933.32      	1.18343e+07      	11834.3      	709.175      	5.59461      	5.59461      	15.9599      	      0      
   7.35      	 6930.3      	1.18277e+07      	11827.7      	720.168      	5.59529      	5.59529      	16.0562      	      0      
    7.4      	6927.86      	1.18216e+07      	11821.6      	728.635      	5.59622      	5.59622      	16.1524      	      0      
   7.45      	6925.43      	1.1816e+07      	  11816      	731.426      	5.59691      	5.59691      	16.2486      	      0      
    7.5      	6922.67      	1.18108e+07      	11810.8      	730.109      	5.59712      	5.59712      	16.3447      	      0      
   7.55      	6919.14      	1.18062e+07      	11806.2      	724.199      	5.59649      	5.59649      	16.4408      	      0      
    7.6      	 6915.4      	1.18019e+07      	11801.9      	715.413      	5.59547      	5.59547      	16.5369      	      0      
   7.65      	6912.38      	1.1798e+07      	  11798      	701.679      	5.59486      	5.59486      	16.6329      	      0      
    7.7      	6911.14      	1.17946e+07      	11794.6      	684.293      	 5.5955      	 5.5955      	16.7288      	      0      
   7.75      	6911.55      	1.17915e+07      	11791.5      	662.206      	5.59731      	5.59731      	16.8248      	      0      
    7.8      	6912.96      	1.17887e+07      	11788.7      	635.904      	5.59974      	5.59974      	16.9209      	      0      
   7.85      	6914.36      	1.17864e+07      	11786.4      	609.078      	  5.602      	  5.602      	17.0169      	      0      
    7.9      	6915.44      	1.17844e+07      	11784.4      	586.928      	5.60382      	5.60382      	17.1129      	      0      
   7.95      	6916.05      	1.17828e+07      	11782.8      	 566.64      	5.60508      	5.60508      	 17.209      	      0      
      8      	6916.67      	1.17815e+07      	11781.5      	547.126      	5.60617      	5.60617      	17.3051      	      0      
   8.05      	6917.56      	1.17807e+07      	11780.7      	524.966      	5.60731      	5.60731      	17.4011      	      0      
    8.1      	6918.93      	1.17801e+07      	11780.1      	499.938      	5.60868      	5.60868      	17.4972      	      0      
   8.15      	6920.14      	1.17799e+07      	11779.9      	469.572      	5.60976      	5.60976      	17.5933      	      0      
    8.2      	6920.51      	1.178e+07      	  11780      	434.574      	   5.61      	   5.61      	17.6895      	      0      
   8.25      	6919.71      	1.17805e+07      	11780.5      	392.415      	5.60914      	5.60914      	17.7856      	      0      
    8.3      	6918.32      	1.17812e+07      	11781.2      	343.634      	5.60768      	5.60768      	17.8817      	      0      
   8.35      	6917.25      	1.17821e+07      	11782.1      	286.352      	5.60637      	5.60637      	17.9777      	      0      
    8.4      	6917.26      	1.17833e+07      	11783.3      	221.539      	5.60583      	5.60583      	18.0738      	      0      
   8.45      	6918.39      	1.17846e+07      	11784.6      	147.416      	 5.6061      	 5.6061      	18.1699      	      0      
    8.5      	6920.38      	1.17861e+07      	11786.1      	65.7559      	5.60699      	5.60699      	 18.266      	      0      
   8.55      	6922.54      	1.17878e+07      	11787.8      	-20.2935      	5.60794      	5.60794      	18.3622      	      0      
    8.6      	6924.46      	1.17897e+07      	11789.7      	-101.443      	5.60862      	5.60862      	18.4583      	      0      
   8.65      	6926.01      	1.17917e+07      	11791.7      	-167.881      	5.60893      	5.60893      	18.5545      	      0      
    8.7      	6927.68      	1.17938e+07      	11793.8      	-207.242      	5.60926      	5.60926      	18.6507      	      0      
   8.75      	6929.81      	1.17961e+07      	11796.1      	-214.49      	5.60991      	5.60991      	 18.747      	      0      
    8.8      	6932.31      	1.17984e+07      	11798.4      	-191.582      	 5.6108      	 5.6108      	18.8433      	      0      
   8.85      	6934.45      	1.18009e+07      	11800.9      	-152.049      	5.61134      	5.61134      	18.9396      	      0      
    8.9      	6935.57      	1.18036e+07      	11803.6      	-112.234      	5.61101      	5.61101      	19.0359      	      0      
   8.95      	6935.47      	1.18062e+07      	11806.2      	-86.5444      	5.60964      	5.60964      	19.1322      	      0      
      9      	 6934.6      	1.1809e+07      	  11809      	-80.3291      	5.60763      	5.60763      	19.2285      	      0      
   9.05      	6933.66      	1.18118e+07      	11811.8      	-94.701      	5.60554      	5.60554      	19.3248      	      0      
    9.1      	6933.44      	1.18146e+07      	11814.6      	-125.982      	5.60404      	5.60404      	19.4211      	      0      
   9.15      	6934.24      	1.18174e+07      	11817.4      	-170.598      	5.60337      	5.60337      	19.5175      	      0      
    9.2      	6935.86      	1.18201e+07      	11820.1      	-222.138      	5.60338      	5.60338      	19.6138      	      0      
   9.25      	6937.59      	1.18228e+07      	11822.8      	-275.867      	5.60349      	5.60349      	19.7101      	      0      
    9.3      	   6939      	1.18255e+07      	11825.5      	-326.854      	5.60337      	5.60337      	19.8065      	      0      
   9.35      	6940.16      	1.18281e+07      	11828.1      	-372.525      	5.60306      	5.60306      	19.9029      	      0      
    9.4      	6941.56      	1.18307e+07      	11830.7      	-409.669      	5.60298      	5.60298      	19.9993      	      0      
   9.45      	6943.44      	1.18332e+07      	11833.2      	-436.957      	5.60331      	5.60331      	20.0958      	      0      
    9.5      	6945.63      	1.18356e+07      	11835.6      	-453.675      	5.60391      	5.60391      	20.1922      	      0      
   9.55      	6947.51      	1.18381e+07      	11838.1      	-461.923      	5.60429      	5.60429      	20.2887      	      0      
    9.6      	6948.48      	1.18404e+07      	11840.4      	-463.83      	5.60395      	5.60395      	20.3852      	      0      
   9.65      	6948.12      	1.18427e+07      	11842.7      	-461.285      	5.60257      	5.60257      	20.4817      	      0      
    9.7      	6946.61      	1.18449e+07      	11844.9      	-453.836      	 5.6003      	 5.6003      	20.5782      	      0      
   9.75      	6944.62      	1.18471e+07      	11847.1      	-447.128      	5.59769      	5.59769      	20.6747      	      0      
    9.8      	6942.98      	1.18491e+07      	11849.1      	-444.072      	5.59542      	5.59542      	20.7711      	      0      
   9.85      	6942.07      	1.18509e+07      	11850.9      	-445.038      	5.59381      	5.59381      	20.8675      	      0      
    9.9      	6941.72      	1.18527e+07      	11852.7      	-449.097      	5.59271      	5.59271      	20.9639      	      0      
   9.95      	 6941.5      	1.18542e+07      	11854.2      	-455.834      	 5.5918      	 5.5918      	21.0603      	      0      
     10      	6941.23      	1.18556e+07      	11855.6      	-463.419      	5.59093      	5.59093      	21.1567      	      0      
  10.05      	6941.05      	1.18569e+07      	11856.9      	-470.143      	5.59019      	5.59019      	21.2531      	      0      
   10.1      	6941.29      	1.18579e+07      	11857.9      	-474.02      	5.58988      	5.58988      	21.3495      	      0      
  10.15      	6942.17      	1.18589e+07      	11858.9      	-474.903      	5.59016      	5.59016      	 21.446      	      0      
   10.2      	6943.63      	1.18596e+07      	11859.6      	-472.575      	5.59097      	5.59097      	21.5424      	      0      
  10.25      	6945.11      	1.18603e+07      	11860.3      	-467.403      	5.59185      	5.59185      	21.6389      	      0      
   10.3      	6945.87      	1.18608e+07      	11860.8      	-459.155      	5.59221      	5.59221      	21.7353      	      0      
  10.35      	6945.36      	1.18612e+07      	11861.2      	-448.664      	 5.5916      	 5.5916      	21.8318      	      0      
   10.4      	6943.67      	1.18616e+07      	11861.6      	-436.596      	5.59009      	5.59009      	21.9282      	      0      
  10.45      	6941.35      	1.18618e+07      	11861.8      	-424.19      	5.58812      	5.58812      	22.0246      	      0      
   10.5      	6938.99      	1.18618e+07      	11861.8      	-411.803      	5.58619      	5.58619      	 22.121      	      0      
  10.55      	6936.85      	1.18618e+07      	11861.8      	-400.368      	5.58449      	5.58449      	22.2174      	      0      
   10.6      	6934.89      	1.18616e+07      	11861.6      	-390.28      	5.58301      	5.58301      	22.3137      	      0      
  10.65      	6932.89      	1.18612e+07      	11861.2      	 -381.8      	5.58157      	5.58157      	  22.41      	      0      
   10.7      	6930.79      	1.18607e+07      	11860.7      	-373.819      	5.58011      	5.58011      	22.5062      	      0      
  10.75      	6928.75      	1.18601e+07      	11860.1      	-365.422      	5.57879      	5.57879      	22.6025      	      0      
   10.8      	6927.23      	1.18592e+07      	11859.2      	-355.54      	5.57794      	5.57794      	22.6987      	      0      
  10.85      	6926.59      	1.18583e+07      	11858.3      	-343.864      	5.57789      	5.57789      	22.7949      	      0      
   10.9      	6926.86      	1.18571e+07      	11857.1      	-329.648      	5.57863      	5.57863      	22.8911      	      0      
  10.95      	 6927.5      	1.18559e+07      	11855.9      	-312.667      	5.57973      	5.57973      	22.9873      	      0      
     11      	 6927.8      	1.18546e+07      	11854.6      	-292.686      	 5.5806      	 5.5806      	23.0835      	      0      
  11.05      	6927.26      	1.18532e+07      	11853.2      	-270.083      	5.58083      	5.58083      	23.1797      	      0      
   11.1      	6925.85      	1.18517e+07      	11851.7      	-244.922      	 5.5804      	 5.5804      	23.2759      	      0      
  11.15      	6923.85      	1.18501e+07      	11850.1      	-218.024      	5.57952      	5.57952      	23.3721      	      0      
   11.2      	6921.61      	1.18485e+07      	11848.5      	-190.559      	5.57848      	5.57848      	23.4682      	      0      
  11.25      	6919.34      	1.18468e+07      	11846.8      	-164.546      	5.57745      	5.57745      	23.5643      	      0      
   11.3      	6916.99      	1.1845e+07      	  11845      	-141.486      	5.57639      	5.57639      	23.6604      	      0      
  11.35      	6914.36      	1.18432e+07      	11843.2      	-122.989      	5.57512      	5.57512      	23.7564      	      0      
   11.4      	6911.36      	1.18413e+07      	11841.3      	-107.812      	5.57361      	5.57361      	23.8524      	      0      
  11.45      	6908.29      	1.18393e+07      	11839.3      	-89.8851      	5.57207      	5.57207      	23.9484      	      0      
   11.5      	6905.72      	1.18372e+07      	11837.2      	-69.4151      	5.57097      	5.57097      	24.0443      	      0      
  11.55      	6904.08      	1.1835e+07      	  11835      	-49.5953      	5.57068      	5.57068      	24.1402      	      0      
   11.6      	6903.46      	1.18328e+07      	11832.8      	-30.9515      	5.57123      	5.57123      	24.2361      	      0      
  11.65      	6903.49      	1.18305e+07      	11830.5      	-13.4714      	5.57234      	5.57234      	24.3319      	      0      
