# Sensor: Sensor Sea      
# Record count:   14002      
# Storage mode:  Memory      
# Datetime of save: 2024-11-28T17:34:19      
# Statistical parameters for each field (time series) are placed above the column of the respective time series.
      
# Results earlier than the 'Statistics start time' (see below) are not included when calculating the statistic variables.
# Statistics start time: 100 s      
      
# Column      
      1      	      2      	      3      	      
Time [s]      	Surface elevation (origin)      [      m      ]      	Dynamic pressure (origin)      [   k Pa      ]      
  14.35      	-0.634782      	-6.39254      
   14.4      	-0.627496      	-6.31917      
  14.45      	-0.619245      	-6.23607      
   14.5      	-0.61004      	-6.14337      
  14.55      	-0.599896      	-6.04122      
   14.6      	-0.588828      	-5.92976      
  14.65      	-0.576853      	-5.80917      
   14.7      	-0.563991      	-5.67964      
  14.75      	-0.55026      	-5.54137      
   14.8      	-0.535682      	-5.39456      
  14.85      	-0.520279      	-5.23945      
   14.9      	-0.504076      	-5.07627      
  14.95      	-0.487096      	-4.90527      
     15      	-0.469366      	-4.72673      
  15.05      	-0.450914      	-4.5409      
   15.1      	-0.431767      	-4.34809      
  15.15      	-0.411956      	-4.14858      
   15.2      	-0.39151      	-3.94268      
  15.25      	-0.370461      	-3.73071      
   15.3      	-0.348843      	 -3.513      
  15.35      	-0.326687      	-3.28988      
   15.4      	-0.304028      	-3.0617      
  15.45      	-0.280901      	-2.8288      
   15.5      	-0.257341      	-2.59154      
  15.55      	-0.233386      	-2.3503      
   15.6      	-0.209071      	-2.10544      
  15.65      	-0.184434      	-1.85733      
   15.7      	-0.159513      	-1.60637      
  15.75      	-0.134347      	-1.35293      
   15.8      	-0.108973      	-1.09741      
  15.85      	-0.0834324      	-0.840201      
   15.9      	-0.0577629      	-0.581698      
  15.95      	-0.0320045      	-0.322299      
     16      	-0.00619676      	-0.0624042      
  16.05      	0.0196205      	0.197587      
   16.1      	0.0454075      	0.457274      
  16.15      	0.0711246      	0.716257      
   16.2      	0.0967322      	0.974137      
  16.25      	0.122191      	1.23052      
   16.3      	0.147461      	  1.485      
  16.35      	0.172505      	 1.7372      
   16.4      	0.197283      	1.98673      
  16.45      	0.221757      	2.23319      
   16.5      	0.24589      	2.47622      
  16.55      	0.269644      	2.71544      
   16.6      	0.292983      	2.95047      
  16.65      	0.315871      	3.18096      
   16.7      	0.338273      	3.40656      
  16.75      	0.360154      	3.62691      
   16.8      	0.38148      	3.84167      
  16.85      	0.402219      	4.05052      
   16.9      	0.422339      	4.25314      
  16.95      	0.441808      	4.44921      
     17      	0.460597      	4.63842      
  17.05      	0.478677      	 4.8205      
   17.1      	0.496021      	4.99515      
  17.15      	 0.5126      	5.16211      
   17.2      	0.52839      	5.32113      
  17.25      	0.543367      	5.47195      
   17.3      	0.557507      	5.61435      
  17.35      	0.570789      	 5.7481      
   17.4      	0.583192      	5.87301      
  17.45      	0.594697      	5.98887      
   17.5      	0.605287      	6.09551      
  17.55      	0.614944      	6.19277      
   17.6      	0.623655      	6.28049      
  17.65      	0.631406      	6.35854      
   17.7      	0.638184      	 6.4268      
  17.75      	0.64398      	6.48517      
   17.8      	0.648785      	6.53355      
  17.85      	0.65259      	6.57188      
   17.9      	0.655391      	6.60008      
  17.95      	0.657183      	6.61813      
     18      	0.657963      	6.62598      
  18.05      	0.65773      	6.62364      
   18.1      	0.656484      	6.61109      
  18.15      	0.654228      	6.58837      
   18.2      	0.650964      	 6.5555      
  18.25      	0.646698      	6.51254      
   18.3      	0.641437      	6.45956      
  18.35      	0.635188      	6.39663      
   18.4      	0.627961      	6.32385      
  18.45      	0.619767      	6.24133      
   18.5      	0.610619      	 6.1492      
  18.55      	0.60053      	6.04761      
   18.6      	0.589518      	5.93671      
  18.65      	0.577597      	5.81666      
   18.7      	0.564787      	5.68766      
  18.75      	0.551108      	5.54991      
   18.8      	0.53658      	 5.4036      
  18.85      	0.521226      	5.24898      
   18.9      	0.50507      	5.08628      
  18.95      	0.488136      	4.91575      
     19      	0.47045      	4.73765      
  19.05      	0.452041      	4.55225      
   19.1      	0.432935      	4.35985      
  19.15      	0.413162      	4.16073      
   19.2      	0.392754      	3.95521      
  19.25      	0.371741      	 3.7436      
   19.3      	0.350155      	3.52622      
  19.35      	0.328031      	3.30341      
   19.4      	0.305401      	3.07552      
  19.45      	0.282301      	 2.8429      
   19.5      	0.258766      	2.60589      
  19.55      	0.234834      	2.36488      
   19.6      	0.210539      	2.12022      
  19.65      	0.18592      	 1.8723      
   19.7      	0.161016      	 1.6215      
  19.75      	0.135863      	 1.3682      
   19.8      	0.110501      	1.11279      
  19.85      	0.0849688      	0.855674      
   19.9      	0.0593059      	0.597238      
  19.95      	0.0335517      	0.337881      
     20      	0.00774589      	0.0780046      
  20.05      	-0.0180719      	-0.181992      
   20.1      	-0.0438619      	-0.441709      
  20.15      	-0.0695843      	-0.700745      
   20.2      	-0.0951996      	-0.958702      
  20.25      	-0.120668      	-1.21518      
   20.3      	-0.145951      	-1.46979      
  20.35      	-0.171009      	-1.72214      
   20.4      	-0.195804      	-1.97184      
  20.45      	-0.220298      	-2.2185      
   20.5      	-0.244452      	-2.46174      
  20.55      	-0.26823      	-2.7012      
   20.6      	-0.291595      	-2.93649      
  20.65      	-0.314511      	-3.16727      
   20.7      	-0.336943      	-3.39317      
  20.75      	-0.358856      	-3.61384      
   20.8      	-0.380217      	-3.82895      
  20.85      	-0.400992      	-4.03817      
   20.9      	-0.421149      	-4.24116      
  20.95      	-0.440659      	-4.43763      
     21      	-0.45949      	-4.62727      
  21.05      	-0.477613      	-4.80978      
   21.1      	-0.495001      	-4.98489      
  21.15      	-0.511627      	-5.15232      
   21.2      	-0.527466      	-5.31182      
  21.25      	-0.542492      	-5.46314      
   21.3      	-0.556683      	-5.60605      
  21.35      	-0.570017      	-5.74032      
   21.4      	-0.582473      	-5.86577      
  21.45      	-0.594033      	-5.98217      
   21.5      	-0.604678      	-6.08937      
  21.55      	-0.614391      	-6.1872      
   21.6      	-0.62316      	-6.2755      
  21.65      	-0.630968      	-6.35413      
   21.7      	-0.637805      	-6.42299      
  21.75      	-0.64366      	-6.48195      
   21.8      	-0.648525      	-6.53093      
  21.85      	-0.65239      	-6.56986      
   21.9      	-0.655252      	-6.59868      
  21.95      	-0.657104      	-6.61733      
     22      	-0.657945      	-6.6258      
  22.05      	-0.657773      	-6.62407      
   22.1      	-0.656588      	-6.61213      
  22.15      	-0.654392      	-6.59002      
   22.2      	-0.651188      	-6.55776      
  22.25      	-0.646983      	-6.5154      
   22.3      	-0.64178      	-6.46302      
  22.35      	-0.63559      	-6.40068      
   22.4      	-0.628422      	-6.32849      
  22.45      	-0.620285      	-6.24655      
   22.5      	-0.611194      	 -6.155      
  22.55      	-0.601162      	-6.05397      
   22.6      	-0.590204      	-5.94362      
  22.65      	-0.578338      	-5.82412      
   22.7      	-0.565581      	-5.69565      
  22.75      	-0.551953      	-5.55841      
   22.8      	-0.537476      	-5.41262      
  22.85      	-0.522171      	-5.25849      
   22.9      	-0.506062      	-5.09627      
  22.95      	-0.489174      	-4.9262      
     23      	-0.471532      	-4.74854      
  23.05      	-0.453165      	-4.56358      
   23.1      	-0.4341      	-4.37158      
  23.15      	-0.414367      	-4.17286      
   23.2      	-0.393996      	-3.96771      
  23.25      	-0.373018      	-3.75646      
   23.3      	-0.351466      	-3.53942      
  23.35      	-0.329373      	-3.31693      
   23.4      	-0.306772      	-3.08933      
  23.45      	-0.2837      	-2.85698      
   23.5      	-0.26019      	-2.62023      
  23.55      	-0.23628      	-2.37945      
   23.6      	-0.212006      	 -2.135      
  23.65      	-0.187406      	-1.88726      
   23.7      	-0.162517      	-1.63662      
  23.75      	-0.137378      	-1.38346      
   23.8      	-0.112028      	-1.12817      
  23.85      	-0.0865048      	-0.871143      
   23.9      	-0.0608487      	-0.612774      
  23.95      	-0.0350989      	-0.353461      
     24      	-0.00929498      	-0.0936046      
  24.05      	0.0165232      	0.166396      
   24.1      	0.042316      	0.426141      
  24.15      	0.0680436      	0.685229      
   24.2      	0.0936664      	0.943263      
  24.25      	0.119145      	1.19984      
   24.3      	0.14444      	1.45458      
  24.35      	0.169513      	1.70707      
   24.4      	0.194325      	1.95694      
  24.45      	0.218837      	2.20379      
   24.5      	0.243013      	2.44725      
  24.55      	0.266815      	2.68694      
   24.6      	0.290206      	 2.9225      
  24.65      	0.313149      	3.15356      
   24.7      	0.335611      	3.37976      
  24.75      	0.357556      	3.60075      
   24.8      	0.378951      	3.81621      
  24.85      	0.399762      	4.02579      
   24.9      	0.419958      	4.22916      
  24.95      	0.439507      	4.42603      
     25      	0.45838      	4.61609      
  25.05      	0.476546      	4.79903      
   25.1      	0.493979      	4.97459      
  25.15      	0.510652      	5.14249      
   25.2      	0.526538      	5.30247      
  25.25      	0.541614      	5.45429      
   25.3      	0.555855      	5.59771      
  25.35      	0.569241      	5.73252      
   25.4      	0.581751      	5.85849      
  25.45      	0.593365      	5.97545      
   25.5      	0.604065      	 6.0832      
  25.55      	0.613835      	 6.1816      
   25.6      	0.62266      	6.27047      
  25.65      	0.630527      	6.34969      
   25.7      	0.637423      	6.41913      
  25.75      	0.643337      	6.47869      
   25.8      	0.648261      	6.52828      
  25.85      	0.652187      	6.56781      
   25.9      	0.655108      	6.59724      
  25.95      	0.657021      	 6.6165      
     26      	0.657923      	6.62558      
  26.05      	0.657812      	6.62446      
   26.1      	0.656687      	6.61314      
  26.15      	0.654552      	6.59163      
   26.2      	0.651409      	6.55998      
  26.25      	0.647263      	6.51823      
   26.3      	0.642121      	6.46644      
  26.35      	0.635989      	 6.4047      
   26.4      	0.628879      	 6.3331      
  26.45      	0.620801      	6.25174      
   26.5      	0.611766      	6.16076      
  26.55      	0.60179      	 6.0603      
   26.6      	0.590887      	 5.9505      
  26.65      	0.579075      	5.83154      
   26.7      	0.566371      	5.70361      
  26.75      	0.552795      	5.56689      
   26.8      	0.538368      	 5.4216      
  26.85      	0.523112      	5.26797      
   26.9      	0.50705      	5.10622      
  26.95      	0.490208      	4.93662      
     27      	0.472612      	4.75941      
  27.05      	0.454287      	4.57488      
   27.1      	0.435263      	 4.3833      
  27.15      	0.415569      	4.18497      
   27.2      	0.395235      	 3.9802      
  27.25      	0.374293      	 3.7693      
   27.3      	0.352775      	 3.5526      
  27.35      	0.330713      	3.33043      
   27.4      	0.308142      	3.10313      
  27.45      	0.285097      	2.87105      
   27.5      	0.261612      	2.63455      
  27.55      	0.237725      	  2.394      
   27.6      	0.213472      	2.14976      
  27.65      	0.188891      	1.90221      
   27.7      	0.164018      	1.65174      
  27.75      	0.138893      	1.39871      
   27.8      	0.113554      	1.14354      
  27.85      	0.0880404      	0.886606      
   27.9      	0.0623911      	0.628306      
  27.95      	0.0366458      	0.369039      
     28      	0.010844      	0.109204      
  28.05      	-0.0149744      	-0.150799      
   28.1      	-0.0407698      	-0.410571      
  28.15      	-0.0665025      	-0.66971      
   28.2      	-0.0921327      	-0.927818      
  28.25      	-0.117621      	-1.1845      
   28.3      	-0.142928      	-1.43935      
  28.35      	-0.168016      	-1.69199      
   28.4      	-0.192844      	-1.94203      
  28.45      	-0.217376      	-2.18907      
   28.5      	-0.241573      	-2.43275      
  28.55      	-0.265398      	-2.67268      
   28.6      	-0.288814      	-2.90849      
  28.65      	-0.311786      	-3.13983      
   28.7      	-0.334278      	-3.36633      
  28.75      	-0.356255      	-3.58765      
   28.8      	-0.377684      	-3.80344      
  28.85      	-0.398531      	-4.01338      
   28.9      	-0.418764      	-4.21714      
  28.95      	-0.438353      	-4.41441      
     29      	-0.457267      	-4.60488      
  29.05      	-0.475477      	-4.78826      
   29.1      	-0.492954      	-4.96427      
  29.15      	-0.509673      	-5.13264      
   29.2      	-0.525607      	-5.2931      
  29.25      	-0.540732      	-5.44542      
   29.3      	-0.555025      	-5.58935      
  29.35      	-0.568463      	-5.72467      
   29.4      	-0.581025      	-5.85119      
  29.45      	-0.592693      	-5.96869      
   29.5      	-0.603449      	 -6.077      
  29.55      	-0.613275      	-6.17596      
   29.6      	-0.622158      	-6.26541      
  29.65      	-0.630082      	-6.34521      
   29.7      	-0.637036      	-6.41524      
  29.75      	-0.64301      	-6.4754      
   29.8      	-0.647994      	-6.52559      
  29.85      	-0.651979      	-6.56573      
   29.9      	-0.654961      	-6.59576      
  29.95      	-0.656935      	-6.61563      
     30      	-0.657897      	-6.62532      
  30.05      	-0.657847      	-6.62481      
   30.1      	-0.656783      	-6.6141      
  30.15      	-0.654709      	-6.59321      
   30.2      	-0.651626      	-6.56217      
  30.25      	-0.64754      	-6.52102      
   30.3      	-0.642457      	-6.46983      
  30.35      	-0.636385      	-6.40868      
   30.4      	-0.629333      	-6.33767      
  30.45      	-0.621312      	-6.25689      
   30.5      	-0.612335      	-6.16649      
  30.55      	-0.602415      	-6.06659      
   30.6      	-0.591567      	-5.95735      
  30.65      	-0.579809      	-5.83894      
   30.7      	-0.567158      	-5.71153      
  30.75      	-0.553634      	-5.57534      
   30.8      	-0.539257      	-5.43056      
  30.85      	-0.52405      	-5.27742      
   30.9      	-0.508036      	-5.11615      
  30.95      	-0.49124      	-4.94701      
     31      	-0.473688      	-4.77025      
  31.05      	-0.455407      	-4.58615      
   31.1      	-0.436424      	-4.39498      
  31.15      	-0.416769      	-4.19705      
   31.2      	-0.396473      	-3.99266      
  31.25      	-0.375566      	-3.78212      
   31.3      	-0.354081      	-3.56576      
  31.35      	-0.332051      	-3.34391      
   31.4      	-0.30951      	-3.1169      
  31.45      	-0.286492      	-2.8851      
   31.5      	-0.263033      	-2.64886      
  31.55      	-0.239169      	-2.40854      
   31.6      	-0.214937      	-2.16451      
  31.65      	-0.190374      	-1.91715      
   31.7      	-0.165518      	-1.66684      
  31.75      	-0.140407      	-1.41396      
   31.8      	-0.11508      	-1.1589      
  31.85      	-0.0895754      	-0.902065      
   31.9      	-0.0639332      	-0.643836      
  31.95      	-0.0381925      	-0.384615      
     32      	-0.012393      	-0.124803      
  32.05      	0.0134256      	0.135202      
   32.1      	0.0392235      	0.394998      
  32.15      	0.064961      	0.654186      
   32.2      	0.0905985      	0.912368      
  32.25      	0.116097      	1.16914      
   32.3      	0.141416      	1.42412      
  32.35      	0.166517      	 1.6769      
   32.4      	0.191362      	1.92711      
  32.45      	0.215913      	2.17434      
   32.5      	0.240131      	2.41823      
  32.55      	0.26398      	2.65839      
   32.6      	0.287422      	2.89446      
  32.65      	0.310421      	3.12608      
   32.7      	0.332943      	3.35288      
  32.75      	0.354951      	3.57452      
   32.8      	0.376414      	3.79066      
  32.85      	0.397297      	4.00096      
   32.9      	0.417568      	 4.2051      
  32.95      	0.437196      	4.40276      
     33      	0.456152      	4.59365      
  33.05      	0.474404      	4.77747      
   33.1      	0.491927      	4.95393      
  33.15      	0.508692      	5.12276      
   33.2      	0.524674      	 5.2837      
  33.25      	0.539848      	5.43651      
   33.3      	0.554191      	5.58095      
  33.35      	0.567681      	 5.7168      
   33.4      	0.580297      	5.84385      
  33.45      	0.592019      	 5.9619      
   33.5      	0.60283      	6.07077      
  33.55      	0.612712      	6.17029      
   33.6      	0.621652      	6.26031      
  33.65      	0.629634      	 6.3407      
   33.7      	0.636647      	6.41132      
  33.75      	0.642679      	6.47207      
   33.8      	0.647723      	6.52286      
  33.85      	0.651769      	 6.5636      
   33.9      	0.654811      	6.59424      
  33.95      	0.656845      	6.61473      
     34      	0.657868      	6.62503      
  34.05      	0.657878      	6.62513      
   34.1      	0.656876      	6.61503      
  34.15      	0.654862      	6.59475      
   34.2      	0.651839      	6.56431      
  34.25      	0.647813      	6.52377      
   34.3      	0.64279      	6.47318      
  34.35      	0.636777      	6.41263      
   34.4      	0.629784      	 6.3422      
  34.45      	0.621821      	6.26201      
   34.5      	 0.6129      	6.17218      
  34.55      	0.603036      	6.07285      
   34.6      	0.592244      	5.96416      
  34.65      	0.58054      	 5.8463      
   34.7      	0.567942      	5.71943      
  34.75      	0.554469      	5.58376      
   34.8      	0.540143      	5.43948      
  34.85      	0.524985      	5.28684      
   34.9      	0.509019      	5.12605      
  34.95      	0.49227      	4.95738      
     35      	0.474762      	4.78107      
  35.05      	0.456524      	 4.5974      
   35.1      	0.437582      	4.40665      
  35.15      	0.417967      	4.20911      
   35.2      	0.397708      	 4.0051      
  35.25      	0.376837      	3.79492      
   35.3      	0.355386      	 3.5789      
  35.35      	0.333388      	3.35736      
